protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
WBGene00016898	GO:0005737	15	1185	12	12	0.028503562945368172	0
WBGene00001223	GO:0005515	25	731	12	12	0.028503562945368172	0
WBGene00007013	GO:0046872	24	871	12	12	0.028503562945368172	0
WBGene00003371	GO:0005515	20	731	12	12	0.028503562945368172	0
WBGene00002050	GO:0005634	28	1285	12	12	0.028503562945368172	0
WBGene00003388	GO:0000978	17	205	11	11	0.026128266033254157	0
WBGene00018519	GO:0005634	17	1285	11	11	0.026128266033254157	0
WBGene00000938	GO:0005515	21	731	11	11	0.026128266033254157	0
WBGene00007646	GO:0005737	12	1185	11	11	0.026128266033254157	0
WBGene00007975	GO:0005634	12	1285	11	11	0.026128266033254157	0
WBGene00001155	GO:0005737	15	1185	11	11	0.026128266033254157	0
WBGene00006919	GO:0005737	14	1185	11	11	0.026128266033254157	0
WBGene00004496	GO:0005515	14	731	11	11	0.026128266033254157	0
WBGene00002053	GO:0005634	24	1285	11	11	0.026128266033254157	0
WBGene00000380	GO:0005634	13	1285	11	11	0.026128266033254157	0
WBGene00004441	GO:0005515	18	731	11	11	0.026128266033254157	0
WBGene00007009	GO:0005515	17	731	11	11	0.026128266033254157	1
WBGene00016981	GO:0005515	16	731	11	11	0.026128266033254157	0
WBGene00004450	GO:0005515	20	731	11	11	0.026128266033254157	1
WBGene00004421	GO:0005515	20	731	11	11	0.026128266033254157	0
WBGene00003992	GO:0005634	21	1285	11	11	0.026128266033254157	0
WBGene00001169	GO:0005634	14	1285	11	11	0.026128266033254157	0
WBGene00007646	GO:0005737	12	1185	11	11	0.026128266033254157	0
WBGene00006919	GO:0005737	14	1185	11	11	0.026128266033254157	0
WBGene00000066	GO:0009792	23	228	11	11	0.026128266033254157	0
WBGene00001574	GO:0005634	14	1285	11	11	0.026128266033254157	0
WBGene00018519	GO:0005634	17	1285	11	11	0.026128266033254157	0
WBGene00002053	GO:0005634	24	1285	11	11	0.026128266033254157	0
WBGene00004857	GO:0045138	642	65	11	11	0.026128266033254157	1
WBGene00003992	GO:0005634	21	1285	11	11	0.026128266033254157	0
WBGene00001574	GO:0005634	14	1285	11	11	0.026128266033254157	0
WBGene00000463	GO:0006355	20	263	11	11	0.026128266033254157	0
WBGene00018519	GO:0005634	17	1285	11	11	0.026128266033254157	0
WBGene00006819	GO:0005634	19	1285	11	11	0.026128266033254157	0
WBGene00006819	GO:0005634	19	1285	11	11	0.026128266033254157	0
WBGene00001155	GO:0005737	15	1185	11	11	0.026128266033254157	0
WBGene00001746	GO:0005634	15	1285	11	11	0.026128266033254157	1
WBGene00002266	GO:0005737	12	1185	11	11	0.026128266033254157	0
WBGene00000219	GO:0005737	15	1185	11	11	0.026128266033254157	0
WBGene00003992	GO:0005634	21	1285	11	11	0.026128266033254157	0
WBGene00000380	GO:0005634	13	1285	11	11	0.026128266033254157	0
WBGene00000938	GO:0006355	21	263	11	11	0.026128266033254157	0
WBGene00002266	GO:0005737	12	1185	11	11	0.026128266033254157	0
WBGene00002053	GO:0005634	24	1285	11	11	0.026128266033254157	0
WBGene00000380	GO:0005634	13	1285	11	11	0.026128266033254157	0
WBGene00018833	GO:0000978	24	205	11	11	0.026128266033254157	0
WBGene00002053	GO:0005634	24	1285	11	11	0.026128266033254157	0
WBGene00001155	GO:0005737	15	1185	11	11	0.026128266033254157	0
WBGene00006919	GO:0005737	14	1185	11	11	0.026128266033254157	0
WBGene00004503	GO:0005634	13	1285	11	11	0.026128266033254157	1
WBGene00000380	GO:0005634	13	1285	11	11	0.026128266033254157	0
WBGene00007975	GO:0005634	12	1285	11	11	0.026128266033254157	0
WBGene00006928	GO:0005515	19	731	11	11	0.026128266033254157	0
WBGene00023498	GO:0003677	25	519	11	11	0.026128266033254157	0
WBGene00019960	GO:0045944	32	190	11	11	0.026128266033254157	0
WBGene00003992	GO:0005634	21	1285	11	11	0.026128266033254157	0
WBGene00007646	GO:0005737	12	1185	11	11	0.026128266033254157	0
WBGene00004421	GO:0005515	20	731	11	11	0.026128266033254157	0
WBGene00006819	GO:0005634	19	1285	11	11	0.026128266033254157	0
WBGene00007646	GO:0005737	12	1185	11	11	0.026128266033254157	0
WBGene00007013	GO:0006355	24	263	11	11	0.026128266033254157	0
WBGene00006919	GO:0005737	14	1185	11	11	0.026128266033254157	0
WBGene00001155	GO:0005737	15	1185	11	11	0.026128266033254157	0
WBGene00002067	GO:0005515	12	731	10	10	0.023752969121140142	0
WBGene00001679	GO:0005737	13	1185	10	10	0.023752969121140142	1
WBGene00001093	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00014221	GO:0005634	16	1285	10	10	0.023752969121140142	0
WBGene00001793	GO:0005515	18	731	10	10	0.023752969121140142	0
WBGene00000378	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00006778	GO:0006355	23	263	10	10	0.023752969121140142	0
WBGene00000378	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00001596	GO:0005634	13	1285	10	10	0.023752969121140142	0
WBGene00002067	GO:0005515	12	731	10	10	0.023752969121140142	0
WBGene00004438	GO:0005737	15	1185	10	10	0.023752969121140142	0
WBGene00002056	GO:0005515	21	731	10	10	0.023752969121140142	0
WBGene00001596	GO:0005634	13	1285	10	10	0.023752969121140142	0
WBGene00001564	GO:0005737	14	1185	10	10	0.023752969121140142	0
WBGene00001875	GO:0005737	15	1185	10	10	0.023752969121140142	0
WBGene00001596	GO:0005634	13	1285	10	10	0.023752969121140142	0
WBGene00002783	GO:0006357	159	323	10	10	0.023752969121140142	1
WBGene00001564	GO:0005737	14	1185	10	10	0.023752969121140142	0
WBGene00012435	GO:0046872	26	871	10	10	0.023752969121140142	1
WBGene00001252	GO:0000978	13	205	10	10	0.023752969121140142	0
WBGene00016138	GO:0006355	37	263	10	10	0.023752969121140142	0
WBGene00006925	GO:0005737	18	1185	10	10	0.023752969121140142	0
WBGene00003495	GO:0005737	14	1185	10	10	0.023752969121140142	0
WBGene00006887	GO:0005515	18	731	10	10	0.023752969121140142	0
WBGene00016140	GO:0005515	15	731	10	10	0.023752969121140142	0
WBGene00001875	GO:0005737	15	1185	10	10	0.023752969121140142	0
WBGene00001093	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00002008	GO:0005634	13	1285	10	10	0.023752969121140142	1
WBGene00002054	GO:0005634	26	1285	10	10	0.023752969121140142	0
WBGene00001252	GO:0000978	13	205	10	10	0.023752969121140142	0
WBGene00011110	GO:0005515	14	731	10	10	0.023752969121140142	0
WBGene00000378	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00004428	GO:0005515	20	731	10	10	0.023752969121140142	0
WBGene00004413	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00004413	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00000378	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00003515	GO:0005634	18	1285	10	10	0.023752969121140142	0
WBGene00001564	GO:0005737	14	1185	10	10	0.023752969121140142	0
WBGene00018740	GO:0046872	13	871	10	10	0.023752969121140142	1
WBGene00003962	GO:0005737	13	1185	10	10	0.023752969121140142	0
WBGene00001093	GO:0005634	12	1285	10	10	0.023752969121140142	0
WBGene00001094	GO:0005634	13	1285	10	10	0.023752969121140142	0
WBGene00003495	GO:0005737	14	1185	10	10	0.023752969121140142	0
WBGene00000217	GO:0005515	14	731	10	10	0.023752969121140142	0
WBGene00003495	GO:0005737	14	1185	10	10	0.023752969121140142	0
WBGene00004438	GO:0005737	15	1185	10	10	0.023752969121140142	0
WBGene00003495	GO:0005737	14	1185	10	10	0.023752969121140142	0
WBGene00003962	GO:0005737	13	1185	10	10	0.023752969121140142	0
WBGene00001875	GO:0005515	15	731	10	10	0.023752969121140142	0
WBGene00013383	GO:0046872	18	871	10	10	0.023752969121140142	0
WBGene00001596	GO:0005634	13	1285	10	10	0.023752969121140142	0
WBGene00018782	GO:0005634	13	1285	10	10	0.023752969121140142	0
WBGene00000379	GO:0005515	13	731	10	10	0.023752969121140142	0
WBGene00001875	GO:0005737	15	1185	10	10	0.023752969121140142	0
WBGene00015791	GO:0090435	14	14	10	10	0.023752969121140142	0
WBGene00001875	GO:0005737	15	1185	10	10	0.023752969121140142	0
WBGene00004486	GO:0005515	16	731	10	10	0.023752969121140142	0
WBGene00004471	GO:0005515	20	731	10	10	0.023752969121140142	0
WBGene00009812	GO:0005515	17	731	10	10	0.023752969121140142	0
WBGene00003515	GO:0005634	18	1285	10	10	0.023752969121140142	0
WBGene00004130	GO:0005515	14	731	9	9	0.021377672209026127	0
WBGene00004507	GO:0005634	15	1285	9	9	0.021377672209026127	0
WBGene00003621	GO:0045944	21	190	9	9	0.021377672209026127	0
WBGene00004679	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00006438	GO:0005737	13	1185	9	9	0.021377672209026127	0
WBGene00009664	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00007111	GO:0005515	26	731	9	9	0.021377672209026127	0
WBGene00001252	GO:0003677	13	519	9	9	0.021377672209026127	0
WBGene00001252	GO:0003677	13	519	9	9	0.021377672209026127	0
WBGene00015920	GO:0005634	12	1285	9	9	0.021377672209026127	0
WBGene00001793	GO:0005634	18	1285	9	9	0.021377672209026127	0
WBGene00001965	GO:0046872	18	871	9	9	0.021377672209026127	0
WBGene00001793	GO:0005634	18	1285	9	9	0.021377672209026127	0
WBGene00005022	GO:0005515	12	731	9	9	0.021377672209026127	0
WBGene00012435	GO:0005515	26	731	9	9	0.021377672209026127	0
WBGene00019800	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00009664	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00009664	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00000552	GO:0008340	33	195	9	9	0.021377672209026127	0
WBGene00018833	GO:0005737	24	1185	9	9	0.021377672209026127	0
WBGene00006438	GO:0005737	13	1185	9	9	0.021377672209026127	0
WBGene00009664	GO:0005737	14	1185	9	9	0.021377672209026127	0
WBGene00003962	GO:0005634	13	1285	9	9	0.021377672209026127	0
WBGene00003962	GO:0005634	13	1285	9	9	0.021377672209026127	0
WBGene00001093	GO:0005737	12	1185	9	9	0.021377672209026127	1
WBGene00003951	GO:0005515	13	731	9	9	0.021377672209026127	0
WBGene00001595	GO:0043186	45	54	9	9	0.021377672209026127	1
WBGene00018833	GO:0045944	24	190	9	9	0.021377672209026127	0
WBGene00007111	GO:0005515	26	731	9	9	0.021377672209026127	0
WBGene00001223	GO:0045944	25	190	9	9	0.021377672209026127	0
WBGene00006438	GO:0005737	13	1185	9	9	0.021377672209026127	0
WBGene00010453	GO:0045944	20	190	9	9	0.021377672209026127	0
WBGene00009664	GO:0005737	14	1185	9	9	0.021377672209026127	0
WBGene00001753	GO:0005737	15	1185	9	9	0.021377672209026127	0
WBGene00006914	GO:0005737	10	1185	9	9	0.021377672209026127	0
WBGene00006914	GO:0005737	10	1185	9	9	0.021377672209026127	0
WBGene00019061	GO:0005515	14	731	9	9	0.021377672209026127	0
WBGene00012891	GO:0005634	32	1285	9	9	0.021377672209026127	0
WBGene00018782	GO:0005515	13	731	9	9	0.021377672209026127	0
WBGene00001077	GO:0005737	15	1185	9	9	0.021377672209026127	0
WBGene00001793	GO:0005634	18	1285	9	9	0.021377672209026127	0
WBGene00001753	GO:0005737	15	1185	9	9	0.021377672209026127	0
WBGene00020423	GO:0005634	13	1285	9	9	0.021377672209026127	1
WBGene00004771	GO:0046872	13	871	9	9	0.021377672209026127	0
WBGene00006438	GO:0005737	13	1185	9	9	0.021377672209026127	0
WBGene00001077	GO:0005634	15	1285	9	9	0.021377672209026127	0
WBGene00006914	GO:0005737	10	1185	9	9	0.021377672209026127	0
WBGene00001793	GO:0005634	18	1285	9	9	0.021377672209026127	0
WBGene00012891	GO:0005634	32	1285	9	9	0.021377672209026127	0
WBGene00006914	GO:0005737	10	1185	9	9	0.021377672209026127	0
WBGene00001889	GO:0005737	10	1185	9	9	0.021377672209026127	0
WBGene00000883	GO:0005515	13	731	9	9	0.021377672209026127	0
WBGene00012891	GO:0005634	32	1285	9	9	0.021377672209026127	0
WBGene00004679	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00001753	GO:0005737	15	1185	9	9	0.021377672209026127	0
WBGene00001965	GO:0046872	18	871	9	9	0.021377672209026127	0
WBGene00004463	GO:0005634	11	1285	9	9	0.021377672209026127	0
WBGene00012344	GO:0005515	14	731	9	9	0.021377672209026127	0
WBGene00003962	GO:0005634	13	1285	9	9	0.021377672209026127	0
WBGene00004679	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00003090	GO:0005737	12	1185	9	9	0.021377672209026127	0
WBGene00003377	GO:0046872	20	871	9	9	0.021377672209026127	0
WBGene00014124	GO:0005737	17	1185	9	9	0.021377672209026127	0
WBGene00012344	GO:0005515	14	731	9	9	0.021377672209026127	0
WBGene00016898	GO:0005634	15	1285	9	9	0.021377672209026127	0
WBGene00004917	GO:0005634	10	1285	9	9	0.021377672209026127	1
WBGene00006794	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00003951	GO:0005515	13	731	9	9	0.021377672209026127	0
WBGene00006794	GO:0005634	14	1285	9	9	0.021377672209026127	0
WBGene00012891	GO:0005634	32	1285	9	9	0.021377672209026127	0
WBGene00001412	GO:0005737	9	1185	8	8	0.019002375296912115	0
WBGene00001683	GO:0005515	10	731	8	8	0.019002375296912115	0
WBGene00001784	GO:0005737	9	1185	8	8	0.019002375296912115	0
WBGene00006601	GO:0005634	9	1285	8	8	0.019002375296912115	0
WBGene00023418	GO:0005737	14	1185	8	8	0.019002375296912115	0
WBGene00002264	GO:0005886	23	475	8	8	0.019002375296912115	0
WBGene00012891	GO:0005856	32	175	8	8	0.019002375296912115	0
WBGene00016493	GO:0005634	15	1285	8	8	0.019002375296912115	0
WBGene00016493	GO:0005634	15	1285	8	8	0.019002375296912115	0
WBGene00006586	GO:0005737	10	1185	8	8	0.019002375296912115	0
WBGene00001412	GO:0005737	9	1185	8	8	0.019002375296912115	0
WBGene00000942	GO:0005634	16	1285	8	8	0.019002375296912115	0
WBGene00000942	GO:0005634	16	1285	8	8	0.019002375296912115	0
WBGene00015523	GO:0003677	10	519	8	8	0.019002375296912115	1
WBGene00002054	GO:0005886	26	475	8	8	0.019002375296912115	0
WBGene00003485	GO:0090435	29	14	8	8	0.019002375296912115	1
WBGene00004468	GO:0005737	12	1185	8	8	0.019002375296912115	0
WBGene00002264	GO:0005886	23	475	8	8	0.019002375296912115	0
WBGene00009122	GO:0005634	15	1285	8	8	0.019002375296912115	0
WBGene00000114	GO:0005737	10	1185	8	8	0.019002375296912115	0
WBGene00006936	GO:0005737	12	1185	8	8	0.019002375296912115	0
WBGene00023418	GO:0005737	14	1185	8	8	0.019002375296912115	0
WBGene00003073	GO:0005737	11	1185	8	8	0.019002375296912115	0
WBGene00020366	GO:0005634	9	1285	8	8	0.019002375296912115	0
WBGene00000438	GO:0003700	19	217	8	8	0.019002375296912115	0
WBGene00004494	GO:0005515	16	731	8	8	0.019002375296912115	0
WBGene00020185	GO:0005634	11	1285	8	8	0.019002375296912115	0
WBGene00004198	GO:0005515	10	731	8	8	0.019002375296912115	0
WBGene00001209	GO:0005634	12	1285	8	8	0.019002375296912115	0
WBGene00001227	GO:0005634	11	1285	8	8	0.019002375296912115	0
WBGene00003932	GO:0005634	13	1285	8	8	0.019002375296912115	0
WBGene00000833	GO:0005634	12	1285	8	8	0.019002375296912115	0
WBGene00004357	GO:0005634	16	1285	8	8	0.019002375296912115	0
WBGene00003625	GO:0006357	18	323	8	8	0.019002375296912115	0
WBGene00004415	GO:0003723	26	229	8	8	0.019002375296912115	1
WBGene00004807	GO:0005634	19	1285	8	8	0.019002375296912115	1
WBGene00020383	GO:0005737	11	1185	8	8	0.019002375296912115	0
WBGene00003214	GO:0005515	12	731	8	8	0.019002375296912115	0
WBGene00020383	GO:0005737	11	1185	8	8	0.019002375296912115	0
WBGene00016493	GO:0005634	15	1285	8	8	0.019002375296912115	0
WBGene00001509	GO:0005634	22	1285	8	8	0.019002375296912115	0
WBGene00001209	GO:0005634	12	1285	8	8	0.019002375296912115	0
WBGene00002231	GO:0007049	12	165	8	8	0.019002375296912115	1
WBGene00000942	GO:0005634	16	1285	8	8	0.019002375296912115	0
WBGene00018491	GO:0005634	10	1285	8	8	0.019002375296912115	0
WBGene00004027	GO:0009792	26	228	8	8	0.019002375296912115	0
WBGene00000942	GO:0005634	16	1285	8	8	0.019002375296912115	0
WBGene00015125	GO:0005737	14	1185	8	8	0.019002375296912115	0
WBGene00016140	GO:0005737	15	1185	8	8	0.019002375296912115	0
WBGene00001784	GO:0005737	9	1185	8	8	0.019002375296912115	0
WBGene00000114	GO:0005737	10	1185	8	8	0.019002375296912115	0
WBGene00001784	GO:0005737	9	1185	8	8	0.019002375296912115	0
WBGene00001028	GO:0005737	10	1185	8	8	0.019002375296912115	0
WBGene00000379	GO:0005634	13	1285	8	8	0.019002375296912115	0
WBGene00002266	GO:0005634	12	1285	8	8	0.019002375296912115	0
WBGene00007010	GO:0005737	14	1185	8	8	0.019002375296912115	0
WBGene00023418	GO:0005737	14	1185	8	8	0.019002375296912115	0
WBGene00015125	GO:0005737	14	1185	8	8	0.019002375296912115	0
WBGene00006915	GO:0005737	8	1185	8	8	0.019002375296912115	0
WBGene00016140	GO:0005737	15	1185	8	8	0.019002375296912115	0
WBGene00012768	GO:0005515	14	731	8	8	0.019002375296912115	0
WBGene00004468	GO:0005737	12	1185	8	8	0.019002375296912115	0
