protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
BSU_16170	GO:0110165	191	1801	139	139	1.0	1
BSU_01270	GO:0008150	67	2179	62	62	0.4460431654676259	1
BSU_37070	GO:0008150	63	2179	60	60	0.4316546762589928	1
BSU_01210	GO:0044237	67	816	59	59	0.4244604316546763	1
BSU_01400	GO:0008152	65	1247	59	59	0.4244604316546763	1
BSU_27940	GO:1901566	71	438	58	58	0.4172661870503597	1
BSU_01350	GO:0044237	66	816	58	58	0.4172661870503597	1
BSU_01190	GO:1901566	70	438	57	57	0.41007194244604317	1
BSU_01020	GO:0009987	61	1541	57	57	0.41007194244604317	1
BSU_01410	GO:0005575	58	1850	56	56	0.4028776978417266	1
BSU_15990	GO:0110165	58	1801	55	55	0.39568345323741005	1
BSU_27940	GO:0005198	71	63	54	54	0.38848920863309355	1
BSU_01160	GO:0003735	70	58	54	54	0.38848920863309355	1
BSU_15990	GO:0008152	58	1247	53	53	0.381294964028777	1
BSU_15990	GO:0044238	58	976	52	52	0.37410071942446044	1
BSU_15990	GO:0006412	58	98	50	50	0.3597122302158273	1
BSU_15990	GO:0005840	58	62	50	50	0.3597122302158273	1
BSU_01270	GO:0005488	67	1398	50	50	0.3597122302158273	1
BSU_25410	GO:0008152	48	1247	47	47	0.3381294964028777	1
BSU_01330	GO:0044391	62	48	43	43	0.30935251798561153	1
BSU_06710	GO:0008150	58	2179	40	40	0.28776978417266186	1
BSU_40500	GO:0097159	58	951	40	40	0.28776978417266186	1
BSU_27600	GO:0097159	52	951	38	38	0.2733812949640288	1
BSU_01410	GO:0003723	58	121	38	38	0.2733812949640288	1
BSU_12890	GO:0110165	45	1801	37	37	0.26618705035971224	1
BSU_33810	GO:0009987	39	1541	37	37	0.26618705035971224	1
BSU_12960	GO:0006810	37	412	37	37	0.26618705035971224	1
BSU_23970	GO:0008150	35	2179	35	35	0.2517985611510791	1
BSU_34600	GO:0005575	35	1850	35	35	0.2517985611510791	1
BSU_30700	GO:0043229	38	82	35	35	0.2517985611510791	1
BSU_25550	GO:0019843	56	45	34	34	0.2446043165467626	1
BSU_01450	GO:0110165	37	1801	34	34	0.2446043165467626	1
BSU_08330	GO:0051234	35	415	33	33	0.23741007194244604	1
BSU_29350	GO:0005886	36	841	33	33	0.23741007194244604	1
BSU_15340	GO:0006810	33	412	33	33	0.23741007194244604	1
BSU_34610	GO:0003674	35	2199	32	32	0.2302158273381295	1
BSU_08330	GO:0098797	35	37	31	31	0.22302158273381295	0
BSU_08330	GO:0098533	35	31	31	31	0.22302158273381295	0
BSU_40440	GO:0008152	33	1247	31	31	0.22302158273381295	1
BSU_35710	GO:0098533	34	31	31	31	0.22302158273381295	0
BSU_35710	GO:0098797	34	37	31	31	0.22302158273381295	0
BSU_35710	GO:0098797	34	37	31	31	0.22302158273381295	0
BSU_30750	GO:0005886	34	841	31	31	0.22302158273381295	1
BSU_02870	GO:0016020	35	913	31	31	0.22302158273381295	1
BSU_34080	GO:0098797	34	37	30	30	0.2158273381294964	1
BSU_30750	GO:0098797	34	37	30	30	0.2158273381294964	1
BSU_30740	GO:0098533	34	31	30	30	0.2158273381294964	1
BSU_00590	GO:0032991	29	238	29	29	0.20863309352517986	0
BSU_00590	GO:0003674	29	2199	29	29	0.20863309352517986	1
BSU_40440	GO:0005488	33	1398	28	28	0.2014388489208633	1
BSU_00950	GO:0008150	27	2179	27	27	0.19424460431654678	1
BSU_01350	GO:0015934	66	26	25	25	0.17985611510791366	1
new_2477758_2477958_c	GO:0003676	36	449	23	23	0.16546762589928057	0
BSU_00620	GO:0005575	20	1850	18	18	0.12949640287769784	0
BSU_00620	GO:0110165	20	1801	18	18	0.12949640287769784	0
BSU_00590	GO:0003676	29	449	18	18	0.12949640287769784	1
BSU_16580	GO:0003674	19	2199	17	17	0.1223021582733813	1
BSU_27460	GO:0140657	35	112	16	16	0.11510791366906475	0
BSU_29350	GO:0140657	36	112	16	16	0.11510791366906475	0
BSU_03000	GO:0140657	34	112	16	16	0.11510791366906475	0
BSU_27450	GO:0140657	35	112	16	16	0.11510791366906475	0
BSU_03370	GO:0140657	36	112	16	16	0.11510791366906475	0
BSU_22350	GO:0003677	21	308	16	16	0.11510791366906475	0
BSU_23970	GO:0140657	35	112	16	16	0.11510791366906475	0
BSU_29360	GO:0140657	36	112	16	16	0.11510791366906475	0
BSU_00630	GO:0005575	16	1850	15	15	0.1079136690647482	0
BSU_30740	GO:0140657	34	112	15	15	0.1079136690647482	0
BSU_00630	GO:0110165	16	1801	15	15	0.1079136690647482	0
BSU_00630	GO:0005575	16	1850	15	15	0.1079136690647482	0
BSU_31860	GO:0005488	24	1398	15	15	0.1079136690647482	0
BSU_30750	GO:0140657	34	112	15	15	0.1079136690647482	0
BSU_00630	GO:0009987	16	1541	15	15	0.1079136690647482	0
BSU_26150	GO:0009987	27	1541	15	15	0.1079136690647482	0
BSU_00620	GO:0016020	20	913	15	15	0.1079136690647482	0
BSU_31860	GO:0005488	24	1398	15	15	0.1079136690647482	0
BSU_00630	GO:0019538	16	215	14	14	0.10071942446043165	0
BSU_00210	GO:0044237	16	816	13	13	0.09352517985611511	0
BSU_05650	GO:0051234	44	415	13	13	0.09352517985611511	0
