protein	go_term	degree	norm_score	true_label
BSU_16240	GO:0034220	139	1.0	1
BSU_16240	GO:0055085	139	1.0	1
BSU_36810	GO:1901265	118	0.8489208633093526	1
BSU_29190	GO:0061620	118	0.8489208633093526	1
BSU_17460	GO:0043169	117	0.841726618705036	1
BSU_36830	GO:0006812	113	0.8129496402877698	1
BSU_36830	GO:0009145	113	0.8129496402877698	1
BSU_15510	GO:0009173	101	0.7266187050359713	1
BSU_15510	GO:0009130	101	0.7266187050359713	1
BSU_15510	GO:0035639	101	0.7266187050359713	1
BSU_29210	GO:0097159	97	0.697841726618705	1
BSU_33920	GO:0006753	97	0.697841726618705	1
BSU_29210	GO:0005737	97	0.697841726618705	1
BSU_36820	GO:0051234	97	0.697841726618705	1
BSU_29200	GO:0000166	96	0.6906474820143885	1
BSU_29200	GO:0008150	96	0.6906474820143885	1
BSU_00680	GO:0006188	96	0.6906474820143885	1
BSU_00680	GO:0009113	96	0.6906474820143885	1
BSU_36800	GO:0009259	94	0.6762589928057554	1
BSU_33910	GO:0005975	93	0.6690647482014388	1
BSU_15520	GO:0110165	92	0.6618705035971223	1
BSU_00730	GO:0016829	90	0.6474820143884892	1
BSU_00730	GO:0110165	90	0.6474820143884892	1
BSU_27330	GO:0005524	90	0.6474820143884892	1
BSU_24850	GO:1901564	89	0.6402877697841727	1
BSU_24850	GO:0005737	89	0.6402877697841727	1
BSU_18240	GO:0043604	88	0.6330935251798561	1
BSU_24340	GO:1901564	88	0.6330935251798561	1
BSU_29690	GO:0045990	88	0.6330935251798561	1
BSU_18240	GO:0034033	88	0.6330935251798561	1
BSU_18240	GO:0090407	88	0.6330935251798561	1
BSU_29690	GO:0010605	88	0.6330935251798561	1
BSU_31350	GO:0009135	85	0.6115107913669064	1
BSU_22730	GO:0005524	85	0.6115107913669064	1
BSU_00500	GO:0008610	85	0.6115107913669064	1
BSU_16510	GO:1901363	85	0.6115107913669064	1
BSU_33900	GO:0006793	85	0.6115107913669064	1
BSU_00500	GO:0006048	85	0.6115107913669064	1
BSU_31350	GO:0044238	85	0.6115107913669064	1
BSU_01370	GO:0097367	84	0.60431654676259	1
BSU_33940	GO:0006753	84	0.60431654676259	1
BSU_36890	GO:0044237	84	0.60431654676259	1
BSU_36890	GO:0046872	84	0.60431654676259	1
BSU_29470	GO:0009259	83	0.5971223021582733	1
BSU_00580	GO:0016740	82	0.5899280575539568	1
BSU_24250	GO:0010468	82	0.5899280575539568	1
BSU_00580	GO:0044281	82	0.5899280575539568	1
BSU_29680	GO:0034033	81	0.5827338129496403	1
BSU_29680	GO:0016405	81	0.5827338129496403	1
BSU_29680	GO:0009150	81	0.5827338129496403	1
BSU_06470	GO:0005575	81	0.5827338129496403	1
BSU_29680	GO:0046872	81	0.5827338129496403	1
BSU_29680	GO:0045121	81	0.5827338129496403	1
BSU_36860	GO:0006812	80	0.5755395683453237	1
BSU_36840	GO:0072521	80	0.5755395683453237	1
BSU_01950	GO:0140657	80	0.5755395683453237	1
BSU_36860	GO:0015252	80	0.5755395683453237	1
BSU_27610	GO:0009167	80	0.5755395683453237	1
BSU_27250	GO:0019842	79	0.5683453237410072	1
BSU_23110	GO:0019207	78	0.5611510791366906	1
BSU_23110	GO:0070887	78	0.5611510791366906	1
BSU_17660	GO:0046078	78	0.5611510791366906	1
BSU_23110	GO:0050794	78	0.5611510791366906	1
BSU_15770	GO:0008150	77	0.5539568345323741	1
BSU_13030	GO:1901567	76	0.5467625899280576	1
BSU_39670	GO:0046032	75	0.539568345323741	1
BSU_06480	GO:0009150	75	0.539568345323741	1
BSU_25290	GO:0080090	75	0.539568345323741	1
BSU_06450	GO:0006796	75	0.539568345323741	1
BSU_22070	GO:0042451	75	0.539568345323741	1
