protein	go_term	degree	norm_score	true_label
P00546	GO:0045875	65	1.0	1
P32829	GO:0005829	43	0.6615384615384615	0
P32829	GO:0005681	43	0.6615384615384615	0
P32829	GO:0071988	43	0.6615384615384615	0
P32829	GO:0005524	43	0.6615384615384615	0
P32829	GO:0007010	43	0.6615384615384615	0
P32829	GO:0005815	43	0.6615384615384615	0
P32829	GO:0006635	43	0.6615384615384615	0
P06104	GO:0006869	42	0.6461538461538462	0
P06104	GO:0000422	42	0.6461538461538462	0
P06104	GO:0003674	42	0.6461538461538462	0
P06104	GO:0008033	42	0.6461538461538462	0
P06104	GO:0034498	42	0.6461538461538462	0
P52286	GO:0031573	42	0.6461538461538462	1
P06104	GO:0005789	42	0.6461538461538462	0
P06104	GO:0030036	42	0.6461538461538462	0
P06104	GO:0005935	42	0.6461538461538462	0
P06104	GO:0030474	42	0.6461538461538462	0
P06104	GO:0030154	42	0.6461538461538462	0
P06104	GO:0141152	42	0.6461538461538462	0
P06104	GO:0032258	42	0.6461538461538462	0
P06104	GO:0006396	42	0.6461538461538462	0
P06104	GO:0032880	42	0.6461538461538462	0
P06104	GO:0005971	42	0.6461538461538462	0
P06104	GO:0042138	42	0.6461538461538462	1
P06104	GO:0015031	42	0.6461538461538462	0
P06104	GO:0019239	42	0.6461538461538462	0
P06104	GO:0180019	42	0.6461538461538462	0
P06104	GO:0043332	42	0.6461538461538462	0
P06104	GO:0016236	42	0.6461538461538462	0
P06104	GO:0033617	42	0.6461538461538462	0
P06104	GO:0007031	42	0.6461538461538462	0
P06104	GO:0020037	42	0.6461538461538462	0
P06104	GO:0046695	42	0.6461538461538462	0
P06104	GO:0033262	42	0.6461538461538462	0
P19073	GO:0005737	40	0.6153846153846154	1
P32561	GO:0005737	38	0.5846153846153846	1
P38859	GO:0012508	37	0.5692307692307692	0
P43601	GO:0005686	37	0.5692307692307692	0
P38859	GO:0005751	37	0.5692307692307692	0
P43601	GO:0034498	37	0.5692307692307692	0
P38859	GO:0033314	37	0.5692307692307692	1
P43601	GO:0032880	37	0.5692307692307692	0
P43601	GO:0042138	37	0.5692307692307692	0
P43601	GO:0007031	37	0.5692307692307692	0
P19524	GO:0006904	37	0.5692307692307692	1
P38859	GO:0000027	37	0.5692307692307692	0
P38859	GO:0022890	37	0.5692307692307692	0
P38859	GO:0034975	37	0.5692307692307692	0
P43601	GO:0043332	37	0.5692307692307692	0
P43601	GO:0006869	37	0.5692307692307692	0
P43601	GO:0044233	37	0.5692307692307692	0
