protein	go_term	walk	norm_score	true_label
FBgn0285958	GO:0002081	0.22251485288143158	1.0	1
FBgn0030327	GO:0008424	0.21712777018547058	0.9757899250443515	1
FBgn0039561	GO:0048250	0.2143360674381256	0.9632437406655994	1
FBgn0020270	GO:0097551	0.21416382491588593	0.9624696659744685	1
FBgn0028734	GO:1902737	0.21379049122333527	0.9607918679546057	1
FBgn0003502	GO:0046960	0.21312172710895538	0.9577863768102199	1
FBgn0020513	GO:0004638	0.21285738050937653	0.9565983774140211	1
FBgn0014020	GO:0090688	0.21260882914066315	0.9554813633255996	1
FBgn0038361	GO:0006780	0.11361589282751083	0.5105974542632713	1
FBgn0004622	GO:0097225	0.11222415417432785	0.504342845040826	1
FBgn0037501	GO:0036082	0.10843729972839355	0.4873243518866486	1
FBgn0003950	GO:0120316	0.10810446739196777	0.4858285709106904	1
FBgn0035871	GO:1900101	0.10671031475067139	0.47956311299026405	1
FBgn0035811	GO:0070991	0.10670240223407745	0.47952755336910385	1
FBgn0036476	GO:1903729	0.10637044161558151	0.47803568997852774	1
FBgn0037974	GO:0070484	0.07875145971775055	0.35391329207167604	1
FBgn0033984	GO:0099639	0.07373428344726562	0.3313656126634481	1
FBgn0263397	GO:0071484	0.07354556024074554	0.33051747217005134	1
FBgn0010350	GO:0071073	0.07346039265394211	0.3301347207298611	1
FBgn0016698	GO:0008160	0.07246574759483337	0.3256646888416664	1
FBgn0053198	GO:0010952	0.07244542241096497	0.3255733454833566	1
FBgn0004832	GO:0070914	0.07233960926532745	0.32509781088851963	1
FBgn0024244	GO:0048617	0.07228057831525803	0.3248325200425195	1
FBgn0033447	GO:0035735	0.07178039848804474	0.32258466312411427	1
FBgn0036266	GO:0000214	0.05429965630173683	0.24402450310871565	1
FBgn0026741	GO:0008097	0.05376007407903671	0.24159956798267804	1
FBgn0035150	GO:0010569	0.05374263599514961	0.2415211995332191	1
FBgn0020621	GO:0007105	0.05311388149857521	0.23869551551277882	1
FBgn0037017	GO:0030906	0.053018730133771896	0.23826789600069156	1
FBgn0052380	GO:1905038	0.0441255047917366	0.19830087409297628	1
FBgn0015271	GO:0005664	0.044082432985305786	0.19810730519473993	1
FBgn0023477	GO:0006098	0.04388244450092316	0.1972085374440982	1
FBgn0035233	GO:0042760	0.04272013157606125	0.19198498981711934	1
FBgn0052529	GO:0005677	0.042356789112091064	0.19035209335278933	1
FBgn0038918	GO:0016972	0.03741505369544029	0.16814345249828772	1
FBgn0011692	GO:0051256	0.036741286516189575	0.1651154770924998	1
FBgn0263237	GO:0008353	0.035634081810712814	0.1601395911773018	1
FBgn0001941	GO:1904502	0.03560302406549454	0.16000001464170274	1
FBgn0043783	GO:0033499	0.03261566907167435	0.14657454998831193	1
FBgn0031877	GO:0009080	0.03163367509841919	0.14216137331361056	1
FBgn0087021	GO:0031262	0.03159281611442566	0.1419777490551902	1
FBgn0028573	GO:0070831	0.0308989305049181	0.13885935946198438	1
FBgn0014075	GO:0018279	0.026979811489582062	0.12124645643516965	1
FBgn0035150	GO:2000779	0.026965662837028503	0.1211828710108917	1
FBgn0265778	GO:0007484	0.026678208261728287	0.1198910221184327	1
FBgn0033051	GO:0046672	0.023946208879351616	0.1076131504838066	1
FBgn0031772	GO:0035305	0.023220151662826538	0.10435017855145798	1
FBgn0004657	GO:0007229	0.022961510345339775	0.10318781924933014	1
