protein	go_term	walk	norm_score	true_label
WBGene00000923	GO:0006474	0.2267361432313919	1.0	1
WBGene00020115	GO:0047184	0.2192331999540329	0.9669088379260475	1
WBGene00003559	GO:0016480	0.2190496027469635	0.9660990963738499	1
WBGene00003806	GO:0032955	0.21767623722553253	0.9600419719392844	1
WBGene00000898	GO:0016500	0.21653252840042114	0.9549977309397053	1
WBGene00015150	GO:0005672	0.2157333493232727	0.9514730122539286	1
WBGene00001210	GO:0003032	0.213699609041214	0.9425033550404703	1
WBGene00000096	GO:0034753	0.21345125138759613	0.9414079924521678	1
WBGene00003413	GO:0051597	0.21289759874343872	0.9389661494709246	1
WBGene00019656	GO:0015117	0.11915989965200424	0.5255431395390281	1
WBGene00008719	GO:0006910	0.11439476162195206	0.5045268597901139	1
WBGene00011511	GO:0047389	0.11223197728395462	0.4949880635585541	1
WBGene00007505	GO:0060285	0.11195399612188339	0.49376204873376356	1
WBGene00010195	GO:0032205	0.11158633232116699	0.49214049543548055	1
WBGene00004210	GO:0045879	0.11130428314208984	0.49089653893032725	1
WBGene00015522	GO:0031127	0.11094321310520172	0.4893040669271378	1
WBGene00006434	GO:0008379	0.11002036929130554	0.4852339343024204	1
WBGene00003183	GO:1902120	0.10952731221914291	0.4830593434940536	1
WBGene00004807	GO:0046660	0.10941397398710251	0.48255947382064934	1
WBGene00022152	GO:0034274	0.10936498641967773	0.48234341787122564	1
WBGene00000424	GO:0060326	0.10845979303121567	0.47835113110874167	1
WBGene00006603	GO:0046351	0.082590252161026	0.36425548383156936	1
WBGene00006819	GO:0042641	0.0750775933265686	0.331121472030157	1
WBGene00006447	GO:0008174	0.07466020435094833	0.3292806096206263	1
WBGene00011333	GO:0048255	0.07394478470087051	0.32612530553308844	1
WBGene00000231	GO:0030716	0.07391142100095749	0.3259781574659372	1
WBGene00004920	GO:0034719	0.0734112486243248	0.3237721851470458	1
WBGene00011230	GO:0007020	0.07177402079105377	0.31655131600543235	1
WBGene00012005	GO:0033120	0.07089368253946304	0.3126686509383518	1
WBGene00004740	GO:0050893	0.07076071202754974	0.3120821945840758	1
WBGene00000417	GO:2001056	0.05848344787955284	0.25793425253951113	1
WBGene00001519	GO:0016907	0.0574629120528698	0.25343325670432326	1
WBGene00000962	GO:0008090	0.056345731019973755	0.24850601451963736	1
WBGene00013541	GO:0031907	0.05459931120276451	0.2408035624172971	1
WBGene00004302	GO:0033750	0.05396881327033043	0.23802279912238758	1
WBGene00020902	GO:0097305	0.05395546182990074	0.23796391360735072	1
WBGene00000802	GO:0097305	0.05365874990820885	0.2366552881883623	1
WBGene00003605	GO:0016922	0.053052205592393875	0.23398017050218237	1
WBGene00001519	GO:0004993	0.04653792455792427	0.20524942824035544	1
WBGene00007056	GO:0002759	0.04645224288105965	0.20487153570524178	1
WBGene00020397	GO:0042559	0.04582894966006279	0.20212254824350223	1
WBGene00003475	GO:0034593	0.045228466391563416	0.19947416234665402	1
WBGene00000383	GO:1902807	0.04427098110318184	0.19525124612697917	1
WBGene00008429	GO:1902104	0.044157907366752625	0.19475254299140066	1
WBGene00018181	GO:0009311	0.04371122270822525	0.19278247419508152	1
WBGene00006379	GO:0010085	0.043662723153829575	0.19256857059009697	1
WBGene00001680	GO:0008277	0.04363194480538368	0.19243282501944003	1
WBGene00007029	GO:0010454	0.0432678684592247	0.19082709391730115	1
WBGene00018369	GO:0030336	0.043016113340854645	0.18971674706847583	1
WBGene00016103	GO:0046113	0.041262123733758926	0.1819809089821638	1
WBGene00019060	GO:0033540	0.03809613734483719	0.16801756621828062	1
WBGene00001790	GO:0006558	0.03800748288631439	0.16762656245520952	1
WBGene00019376	GO:0006641	0.03786487877368927	0.1669976178358986	1
WBGene00001303	GO:0008320	0.037626251578330994	0.16594517069549677	1
WBGene00001413	GO:0071900	0.03738173842430115	0.1648667639809437	1
WBGene00002187	GO:0031348	0.036839235574007034	0.1624740963195959	1
WBGene00003918	GO:0035088	0.03670220822095871	0.1618697475752878	1
WBGene00004387	GO:0071028	0.03667338564991951	0.1617426278124976	1
WBGene00008624	GO:0016864	0.03644373267889023	0.16072976080762139	1
WBGene00016020	GO:0061245	0.036422502249479294	0.1606361256094643	1
WBGene00000220	GO:0048511	0.035919126123189926	0.1584160233957817	1
WBGene00003517	GO:0005310	0.03490699827671051	0.15395211031936562	1
WBGene00000422	GO:0015914	0.0331258662045002	0.14609656244997365	1
WBGene00018878	GO:0048488	0.03235381841659546	0.14269150425694613	1
WBGene00003185	GO:0007254	0.03195808082818985	0.1409461336480276	1
WBGene00000207	GO:0045263	0.03186061233282089	0.14051625624417047	1
WBGene00006752	GO:0042734	0.031713731586933136	0.1398684498583243	1
WBGene00001855	GO:0031492	0.03165251389145851	0.13959845385704067	1
WBGene00003389	GO:0040022	0.03116452693939209	0.13744622442868654	1
WBGene00016400	GO:0071692	0.030937345698475838	0.13644425880194283	1
WBGene00015515	GO:0008608	0.0287956390529871	0.126998424134021	1
WBGene00016506	GO:0071617	0.028192482888698578	0.12433824963308826	1
WBGene00012204	GO:0046915	0.028075693175196648	0.12382315746256299	1
WBGene00003884	GO:0005871	0.028049733489751816	0.12370866423947866	1
WBGene00012712	GO:0046915	0.027956489473581314	0.12329741858061365	1
WBGene00020149	GO:0016701	0.027797134593129158	0.12259459597068799	1
WBGene00004055	GO:0093002	0.02756628952920437	0.12157647133054063	1
WBGene00007755	GO:0031674	0.026761867105960846	0.1180286272646259	1
WBGene00018271	GO:0004180	0.024919917806982994	0.10990484963079922	1
WBGene00016340	GO:0006687	0.024768756702542305	0.10923816504830759	1
WBGene00019428	GO:0006638	0.02469019778072834	0.10889168688393902	1
WBGene00011344	GO:0005802	0.02449372038245201	0.1080251382256478	1
WBGene00000907	GO:0017015	0.024479657411575317	0.1079631145595585	1
WBGene00009973	GO:0016628	0.024368077516555786	0.10747099989817915	1
WBGene00012375	GO:0016628	0.024357086047530174	0.10742252285796816	1
WBGene00003168	GO:0005272	0.024257076904177666	0.10698144011893938	1
WBGene00002215	GO:1990138	0.024204516783356667	0.10674962769381248	1
WBGene00001130	GO:0032154	0.023923510685563087	0.10551027161952141	1
WBGene00003606	GO:0009755	0.023719165474176407	0.10460902256844062	1
WBGene00003736	GO:0015297	0.02318391762673855	0.10224835254675083	1
WBGene00000907	GO:0014070	0.022205190733075142	0.09793175183858821	1
WBGene00004931	GO:0030145	0.022105492651462555	0.097492041013763	1
WBGene00001184	GO:0035239	0.021378004923462868	0.0942835115841599	1
WBGene00000123	GO:0034062	0.021163638681173325	0.09333806553658104	1
WBGene00019362	GO:0000307	0.020455144345760345	0.09021330502394652	1
WBGene00004333	GO:0007131	0.020410258322954178	0.09001533862587761	1
WBGene00001648	GO:0031683	0.020403582602739334	0.08998589586835919	1
WBGene00019747	GO:0005546	0.020340634509921074	0.08970826808087731	1
WBGene00000084	GO:1902414	0.020311880856752396	0.08958145227512622	1
WBGene00001209	GO:0070993	0.019830889999866486	0.08746007859376961	1
WBGene00010453	GO:0010455	0.019807159900665283	0.08735541879165334	1
WBGene00012376	GO:0016651	0.019778594374656677	0.08722943270646849	1
WBGene00004775	GO:0048285	0.019768541678786278	0.08718509605403352	1
WBGene00006752	GO:0140056	0.019525429233908653	0.08611286706092403	1
