protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score	label
FBgn0023076	GO:0005634	52	2250	26	0.011294526498696786	FP
FBgn0031231	GO:0005634	21	2250	7	0.0030823425803610744	FN
FBgn0086444	GO:0071011	66	142	9	0.04326923076923077	FP
FBgn0035785	GO:0071011	29	142	0	0.0	FN
FBgn0038282	GO:0005886	11	1052	2	0.0018814675446848542	FP
FBgn0013725	GO:0005886	39	1052	7	0.006416131989000917	FN
FBgn0043456	GO:0050661	40	14	0	0.0	FP
FBgn0262656	GO:0050661	479	14	0	0.0	FN
FBgn0053846	GO:0031507	0	76	0	0.0	FP
FBgn0039802	GO:0031507	69	76	1	0.006896551724137931	FN
FBgn0031544	GO:0012505	23	202	0	0.0	FP
FBgn0033453	GO:0012505	5	202	0	0.0	FN
FBgn0259176	GO:0005829	138	1082	16	0.013114754098360656	FP
FBgn0265268	GO:0005829	0	1082	0	0.0	FN
FBgn0030588	GO:0016491	3	215	1	0.0045871559633027525	FP
FBgn0033766	GO:0016491	17	215	0	0.0	FN
FBgn0030806	GO:0005634	14	2250	5	0.002208480565371025	FP
FBgn0260753	GO:0005634	0	2250	0	0.0	FN
FBgn0010241	GO:0140359	30	51	3	0.037037037037037035	FP
FBgn0039788	GO:0140359	99	51	0	0.0	FN
FBgn0004396	GO:0000987	93	19	0	0.0	FP
FBgn0035110	GO:0000987	61	19	0	0.0	FN
FBgn0259817	GO:0019887	0	26	0	0.0	FP
FBgn0036496	GO:0019887	9	26	0	0.0	FN
FBgn0035110	GO:0000445	61	5	4	0.06060606060606061	FP
FBgn0028936	GO:0000445	1	5	0	0.0	FN
FBgn0016917	GO:0007259	226	6	5	0.021551724137931036	FP
FBgn0020261	GO:0007259	123	6	0	0.0	FN
FBgn0000723	GO:0004713	36	30	2	0.030303030303030304	FP
FBgn0039300	GO:0004713	68	30	0	0.0	FN
FBgn0037445	GO:0006355	13	502	3	0.005825242718446602	FP
FBgn0038473	GO:0006355	431	502	30	0.03215434083601286	TN
FBgn0062588	GO:0003674	0	3150	0	0.0	FP
FBgn0266137	GO:0003674	11	3150	0	0.0	FN
FBgn0003380	GO:0045938	24	18	2	0.047619047619047616	FP
FBgn0027535	GO:0045938	38	18	0	0.0	FN
FBgn0036875	GO:0016791	0	96	0	0.0	FP
FBgn0005596	GO:0016791	21	96	0	0.0	FN
FBgn0028429	GO:0035308	20	5	0	0.0	FP
FBgn0003380	GO:0035308	24	5	0	0.0	FN
FBgn0032433	GO:0005886	0	1052	0	0.0	FP
FBgn0053752	GO:0005886	0	1052	0	0.0	FN
FBgn0035588	GO:0016491	14	215	0	0.0	FP
FBgn0029840	GO:0016491	77	215	0	0.0	FN
FBgn0036844	GO:0033550	22	2	0	0.0	FP
FBgn0031275	GO:0033550	2	2	0	0.0	FN
FBgn0003651	GO:0007510	48	3	0	0.0	FP
FBgn0263602	GO:0007510	25	3	0	0.0	FN
FBgn0069317	GO:0003674	0	3150	0	0.0	FP
FBgn0023522	GO:0003674	35	3150	2	0.0006279434850863422	FN
FBgn0034062	GO:0005634	4	2250	1	0.00044365572315882877	FP
FBgn0260635	GO:0005634	39	2250	17	0.007426823940585408	FN
FBgn0030005	GO:0000122	2	222	0	0.0	FP
FBgn0000017	GO:0000122	207	222	2	0.004662004662004662	FN
FBgn0052703	GO:0045792	8	22	0	0.0	FP
FBgn0266486	GO:0045792	0	22	0	0.0	FN
FBgn0031550	GO:0060271	9	88	1	0.010309278350515464	FP
FBgn0027052	GO:0060271	142	88	0	0.0	FN
FBgn0052330	GO:0030533	0	290	0	0.0	FP
FBgn0011739	GO:0030533	149	290	0	0.0	FN
FBgn0030718	GO:0005747	11	52	5	0.07936507936507936	FP
FBgn0039616	GO:0005747	0	52	0	0.0	FN
FBgn0284436	GO:0005524	78	643	21	0.02912621359223301	FP
FBgn0037482	GO:0005524	7	643	0	0.0	FN
FBgn0011944	GO:0005829	0	1082	0	0.0	FP
FBgn0010258	GO:0005829	26	1082	1	0.0009025270758122744	FN
FBgn0036372	GO:0061177	72	7	0	0.0	FP
FBgn0010313	GO:0061177	16	7	0	0.0	FN
FBgn0036161	GO:0005737	21	1863	7	0.0037154989384288748	FP
FBgn0053504	GO:0005737	9	1863	0	0.0	FN
FBgn0004110	GO:0061101	11	6	1	0.058823529411764705	FP
FBgn0005681	GO:0061101	0	6	0	0.0	FN
FBgn0011742	GO:0034314	363	11	9	0.02406417112299465	FP
FBgn0020496	GO:0034314	185	11	3	0.015306122448979591	TN
FBgn0003275	GO:0001055	59	9	8	0.11764705882352941	TP
FBgn0026317	GO:0001055	201	9	0	0.0	FN
FBgn0039336	GO:0005634	78	2250	16	0.006872852233676976	FP
FBgn0259936	GO:0005634	0	2250	0	0.0	FN
FBgn0026199	GO:0048018	9	38	0	0.0	FP
FBgn0288433	GO:0048018	0	38	0	0.0	FN
FBgn0003137	GO:0030198	31	29	0	0.0	FP
FBgn0033705	GO:0030198	7	29	0	0.0	FN
FBgn0054015	GO:0043530	3	3	0	0.0	FP
FBgn0000756	GO:0043530	0	3	0	0.0	FN
FBgn0011260	GO:0050919	77	5	0	0.0	FP
FBgn0038767	GO:0050919	0	5	0	0.0	FN
FBgn0262373	GO:1903231	0	89	0	0.0	FP
FBgn0053896	GO:1903231	0	89	0	0.0	FN
FBgn0069313	GO:0003674	0	3150	0	0.0	FP
FBgn0031894	GO:0003674	15	3150	0	0.0	FN
FBgn0030853	GO:0005747	31	52	3	0.03614457831325301	FP
FBgn0029114	GO:0005747	7	52	0	0.0	FN
FBgn0052062	GO:0000976	61	103	1	0.006097560975609756	FP
FBgn0003742	GO:0000976	51	103	0	0.0	FN
FBgn0029133	GO:0000398	117	229	7	0.02023121387283237	FP
FBgn0028471	GO:0000398	1456	229	37	0.02195845697329377	TN
FBgn0003292	GO:0004169	5	6	1	0.09090909090909091	FP
FBgn0263998	GO:0004169	4	6	0	0.0	FN
FBgn0034802	GO:0003676	779	369	56	0.04878048780487805	FP
FBgn0037485	GO:0003676	2	369	0	0.0	FN
FBgn0261064	GO:0048227	41	5	2	0.043478260869565216	FP
FBgn0028982	GO:0048227	62	5	0	0.0	FN
FBgn0034194	GO:0005085	2	84	0	0.0	FP
FBgn0086785	GO:0005085	18	84	0	0.0	FN
FBgn0032002	GO:0009972	25	3	2	0.07142857142857142	FP
FBgn0035240	GO:0009972	32	3	0	0.0	FN
FBgn0030828	GO:0016298	38	39	0	0.0	FP
FBgn0026199	GO:0016298	9	39	0	0.0	FN
FBgn0029798	GO:0010569	13	3	0	0.0	FP
FBgn0033845	GO:0010569	38	3	0	0.0	FN
FBgn0039140	GO:0000287	41	50	0	0.0	FP
FBgn0036734	GO:0000287	110	50	1	0.00625	FN
FBgn0262127	GO:0005911	35	35	6	0.08571428571428572	FP
FBgn0034564	GO:0005911	54	35	0	0.0	FN
FBgn0052350	GO:0030674	11	30	0	0.0	FP
FBgn0034310	GO:0030674	42	30	0	0.0	FN
FBgn0001624	GO:0045179	248	50	3	0.010067114093959731	FP
FBgn0036623	GO:0045179	75	50	0	0.0	FN
FBgn0028422	GO:0007274	2	57	0	0.0	FP
FBgn0001075	GO:0007274	102	57	0	0.0	FN
FBgn0004110	GO:0007435	11	48	0	0.0	FP
FBgn0003731	GO:0007435	637	48	7	0.010218978102189781	TN
FBgn0040319	GO:0004357	17	1	0	0.0	FP
FBgn0042134	GO:0004357	11	1	0	0.0	FN
FBgn0053838	GO:0006334	0	102	0	0.0	FP
FBgn0031882	GO:0006334	29	102	0	0.0	FN
FBgn0015279	GO:0045572	90	19	1	0.009174311926605505	FP
FBgn0037838	GO:0045572	13	19	0	0.0	FN
FBgn0036476	GO:1903729	49	2	0	0.0	FP
FBgn0011742	GO:1903729	363	2	0	0.0	FN
FBgn0010416	GO:0008023	54	17	1	0.014084507042253521	FP
FBgn0036428	GO:0008023	50	17	0	0.0	FN
FBgn0031764	GO:0003676	13	369	1	0.002617801047120419	FP
FBgn0015544	GO:0003676	34	369	0	0.0	FN
FBgn0040271	GO:0016201	12	15	0	0.0	FP
FBgn0037728	GO:0016201	251	15	1	0.0037593984962406013	FN
FBgn0005633	GO:0005863	29	5	1	0.029411764705882353	FP
FBgn0036837	GO:0005863	12	5	0	0.0	FN
FBgn0024947	GO:1990003	45	1	0	0.0	FP
FBgn0266098	GO:1990003	14	1	0	0.0	FN
FBgn0034938	GO:0006784	9	2	1	0.09090909090909091	FP
FBgn0029133	GO:0006784	117	2	0	0.0	FN
FBgn0000182	GO:0000278	18	151	1	0.005917159763313609	FP
FBgn0039664	GO:0000278	2	151	0	0.0	FN
FBgn0042134	GO:0009794	11	3	1	0.07142857142857142	FP
FBgn0053443	GO:0009794	0	3	0	0.0	FN
FBgn0039889	GO:0006886	10	142	0	0.0	FP
FBgn0033460	GO:0006886	98	142	8	0.03333333333333333	TN
FBgn0010194	GO:0045165	30	26	0	0.0	FP
FBgn0031860	GO:0045165	21	26	0	0.0	FN
FBgn0039114	GO:0010883	9	23	1	0.03125	FP
FBgn0038659	GO:0010883	93	23	0	0.0	FN
FBgn0003944	GO:0000122	151	222	14	0.03753351206434316	FP
FBgn0032416	GO:0000122	0	222	0	0.0	FN
FBgn0030802	GO:0048027	48	6	0	0.0	FP
FBgn0030746	GO:0048027	3	6	0	0.0	FN
FBgn0028939	GO:0003674	4	3150	0	0.0	FP
FBgn0036117	GO:0003674	164	3150	3	0.0009052504526252263	FN
FBgn0038020	GO:0005737	50	1863	30	0.015682174594877155	FP
FBgn0051343	GO:0005737	26	1863	7	0.0037056643726839597	FN
FBgn0003285	GO:0005912	20	45	2	0.03076923076923077	FP
FBgn0032456	GO:0005912	193	45	1	0.004201680672268907	FN
FBgn0037980	GO:0035071	22	18	0	0.0	FP
FBgn0033651	GO:0035071	0	18	0	0.0	FN
FBgn0039664	GO:0016432	2	2	0	0.0	FP
FBgn0037363	GO:0016432	33	2	0	0.0	FN
FBgn0263477	GO:0005730	0	301	0	0.0	FP
FBgn0029909	GO:0005730	9	301	0	0.0	FN
FBgn0031758	GO:0009409	23	6	0	0.0	FP
FBgn0260934	GO:0009409	249	6	0	0.0	FN
FBgn0051643	GO:0044528	2	8	0	0.0	FP
FBgn0039114	GO:0044528	9	8	0	0.0	FN
FBgn0000578	GO:0030424	73	161	5	0.021367521367521368	FP
FBgn0039576	GO:0030424	13	161	0	0.0	FN
FBgn0031894	GO:0005634	15	2250	7	0.0030905077262693157	FP
FBgn0033942	GO:0005634	12	2250	2	0.0008841732979664014	FN
FBgn0262127	GO:0016477	35	57	0	0.0	FP
FBgn0003255	GO:0016477	121	57	0	0.0	FN
FBgn0037363	GO:0019901	33	61	2	0.02127659574468085	FP
FBgn0036318	GO:0019901	37	61	0	0.0	FN
FBgn0038197	GO:0005634	192	2250	76	0.031122031122031123	FP
FBgn0263772	GO:0005634	9	2250	2	0.0008853474988933156	FN
FBgn0003507	GO:0007391	17	104	1	0.008264462809917356	FP
FBgn0086710	GO:0007391	170	104	1	0.0036496350364963502	FN
FBgn0011829	GO:0006468	30	238	8	0.029850746268656716	FP
FBgn0003996	GO:0006468	31	238	2	0.007434944237918215	FN
FBgn0000259	GO:0019887	376	26	3	0.007462686567164179	FP
FBgn0030310	GO:0019887	6	26	0	0.0	FN
FBgn0032195	GO:0005739	42	623	4	0.006015037593984963	FP
FBgn0036289	GO:0005739	15	623	0	0.0	FN
FBgn0039668	GO:0012505	7	202	0	0.0	FP
FBgn0267430	GO:0012505	1	202	0	0.0	FN
FBgn0051528	GO:0031593	0	10	0	0.0	FP
FBgn0036144	GO:0031593	2	10	0	0.0	FN
FBgn0038432	GO:0006629	4	92	0	0.0	FP
FBgn0037555	GO:0006629	199	92	0	0.0	FN
FBgn0035529	GO:0009055	5	16	0	0.0	FP
FBgn0283545	GO:0009055	25	16	0	0.0	FN
FBgn0000615	GO:0045450	99	22	0	0.0	FP
FBgn0032981	GO:0045450	24	22	0	0.0	FN
FBgn0003444	GO:0007417	31	85	0	0.0	FP
FBgn0003285	GO:0007417	20	85	0	0.0	FN
FBgn0038678	GO:0003735	15	290	1	0.003278688524590164	FP
FBgn0032467	GO:0003735	33	290	1	0.0030959752321981426	FN
FBgn0034310	GO:0006406	42	28	3	0.04285714285714286	FP
FBgn0034622	GO:0006406	7	28	0	0.0	FN
FBgn0004436	GO:0032436	59	47	1	0.009433962264150943	FP
FBgn0031627	GO:0032436	1	47	0	0.0	FN
FBgn0029175	GO:0030206	56	5	0	0.0	FP
FBgn0266670	GO:0030206	75	5	0	0.0	FN
FBgn0050481	GO:0035167	6	32	0	0.0	FP
FBgn0046687	GO:0035167	15	32	0	0.0	FN
FBgn0260484	GO:0032991	53	77	0	0.0	FP
FBgn0031696	GO:0032991	98	77	1	0.005714285714285714	FN
FBgn0053552	GO:0005634	0	2250	0	0.0	FP
FBgn0267348	GO:0005634	35	2250	8	0.00350109409190372	FN
FBgn0264979	GO:0016298	5	39	0	0.0	FP
FBgn0259729	GO:0016298	35	39	0	0.0	FN
FBgn0020496	GO:0051287	185	32	0	0.0	FP
FBgn0001085	GO:0051287	60	32	0	0.0	FN
FBgn0250832	GO:0001664	0	34	0	0.0	FP
FBgn0038678	GO:0001664	15	34	0	0.0	FN
FBgn0035238	GO:0005575	7	2646	1	0.0003769317753486619	FP
FBgn0038571	GO:0005575	181	2646	3	0.0010611956137247967	FN
FBgn0029840	GO:0010506	77	39	3	0.02586206896551724	FP
FBgn0039463	GO:0010506	2	39	0	0.0	FN
FBgn0040236	GO:0003674	4	3150	0	0.0	FP
FBgn0034970	GO:0003674	123	3150	1	0.00030553009471432935	FN
FBgn0013277	GO:0009408	77	65	6	0.04225352112676056	FP
FBgn0027491	GO:0009408	7	65	0	0.0	FN
FBgn0032297	GO:0042325	22	5	0	0.0	FP
FBgn0033069	GO:0042325	4	5	0	0.0	FN
FBgn0003373	GO:0005201	0	29	0	0.0	FP
FBgn0016650	GO:0005201	26	29	0	0.0	FN
FBgn0039139	GO:0080009	36	9	2	0.044444444444444446	FP
FBgn0015872	GO:0080009	83	9	0	0.0	FN
FBgn0004898	GO:0000978	2	368	0	0.0	FP
FBgn0286898	GO:0000978	0	368	0	0.0	FN
FBgn0038309	GO:0016020	45	1524	32	0.020395156150414276	FP
FBgn0034157	GO:0016020	2	1524	0	0.0	FN
FBgn0261790	GO:0005681	51	52	18	0.17475728155339806	TP
FBgn0000376	GO:0005681	5	52	0	0.0	FN
FBgn0004647	GO:0010628	427	75	12	0.02390438247011952	FP
FBgn0027546	GO:0010628	62	75	0	0.0	FN
FBgn0250910	GO:0008227	3	18	0	0.0	FP
FBgn0030930	GO:0008227	13	18	0	0.0	FN
FBgn0283451	GO:0001217	19	4	0	0.0	FP
FBgn0284084	GO:0001217	16	4	0	0.0	FN
FBgn0052206	GO:0005886	4	1052	0	0.0	FP
FBgn0053901	GO:0005886	0	1052	0	0.0	FN
FBgn0032456	GO:0005886	193	1052	37	0.02971887550200803	FP
FBgn0053552	GO:0005886	0	1052	0	0.0	FN
FBgn0000715	GO:0071855	3	11	0	0.0	FP
FBgn0036716	GO:0071855	6	11	0	0.0	FN
FBgn0036837	GO:0046475	12	6	0	0.0	FP
FBgn0004644	GO:0046475	28	6	0	0.0	FN
FBgn0015664	GO:0005634	43	2250	20	0.00872219799389446	FP
FBgn0039140	GO:0005634	41	2250	16	0.006983849847228284	FN
FBgn0262370	GO:0048132	0	19	0	0.0	FP
FBgn0259705	GO:0048132	2	19	0	0.0	FN
FBgn0261797	GO:0007052	128	50	3	0.016853932584269662	FP
FBgn0010194	GO:0007052	30	50	0	0.0	FN
FBgn0001078	GO:0016322	72	43	0	0.0	FP
FBgn0013696	GO:0016322	0	43	0	0.0	FN
FBgn0029853	GO:0004843	11	40	0	0.0	FP
FBgn0015789	GO:0004843	135	40	0	0.0	FN
FBgn0035640	GO:0005737	113	1863	34	0.01720647773279352	FP
FBgn0011866	GO:0005737	0	1863	0	0.0	FN
FBgn0052380	GO:0047493	7	1	0	0.0	FP
FBgn0031106	GO:0047493	105	1	0	0.0	FN
FBgn0038140	GO:0004930	4	113	0	0.0	FP
FBgn0036161	GO:0004930	21	113	0	0.0	FN
FBgn0287873	GO:0090175	0	20	0	0.0	FP
FBgn0004197	GO:0090175	23	20	2	0.046511627906976744	TN
FBgn0038422	GO:0008061	0	123	0	0.0	FP
FBgn0264273	GO:0008061	4	123	0	0.0	FN
FBgn0021814	GO:0000813	71	6	5	0.06493506493506493	FP
FBgn0266346	GO:0000813	7	6	0	0.0	FN
FBgn0086677	GO:0007169	3	29	1	0.03125	FP
FBgn0032020	GO:0007169	38	29	0	0.0	FN
FBgn0039140	GO:0047497	41	4	1	0.022222222222222223	FP
FBgn0003386	GO:0047497	6	4	0	0.0	FN
FBgn0004197	GO:0042688	23	5	1	0.03571428571428571	FP
FBgn0051072	GO:0042688	0	5	0	0.0	FN
FBgn0010313	GO:0010468	16	96	1	0.008928571428571428	FP
FBgn0029175	GO:0010468	56	96	1	0.006578947368421052	FN
FBgn0031309	GO:0006367	29	46	8	0.10666666666666667	TP
FBgn0019990	GO:0006367	71	46	0	0.0	FN
FBgn0025455	GO:0008024	40	4	1	0.022727272727272728	FP
FBgn0036260	GO:0008024	0	4	0	0.0	FN
FBgn0015544	GO:2000672	34	1	0	0.0	FP
FBgn0000239	GO:2000672	41	1	0	0.0	FN
FBgn0036496	GO:0003729	9	205	2	0.009345794392523364	FP
FBgn0003256	GO:0003729	381	205	10	0.017064846416382253	TN
FBgn0039749	GO:0035694	5	1	0	0.0	FP
FBgn0262486	GO:0035694	0	1	0	0.0	FN
FBgn0052671	GO:0006904	0	12	0	0.0	FP
FBgn0000808	GO:0006904	5	12	0	0.0	FN
FBgn0020261	GO:0010629	123	73	1	0.00510204081632653	FP
FBgn0035529	GO:0010629	5	73	0	0.0	FN
FBgn0032467	GO:0034450	33	5	0	0.0	FP
FBgn0002932	GO:0034450	176	5	0	0.0	FN
FBgn0013753	GO:0003713	51	82	1	0.007518796992481203	FP
FBgn0013753	GO:0003713	51	82	1	0.007518796992481203	FN
FBgn0014342	GO:0048515	5	15	0	0.0	FP
FBgn0013997	GO:0048515	66	15	0	0.0	FN
FBgn0041781	GO:0007520	61	32	7	0.07526881720430108	FP
FBgn0015299	GO:0007520	62	32	0	0.0	FN
FBgn0035331	GO:0008188	2	43	0	0.0	FP
FBgn0031758	GO:0008188	23	43	0	0.0	FN
FBgn0033521	GO:0045454	28	20	3	0.0625	FP
FBgn0287775	GO:0045454	0	20	0	0.0	FN
FBgn0033129	GO:0003674	0	3150	0	0.0	FP
FBgn0263832	GO:0003674	172	3150	8	0.002408187838651415	FN
FBgn0000250	GO:0045751	135	18	2	0.013071895424836602	FP
FBgn0044811	GO:0045751	0	18	0	0.0	FN
FBgn0003209	GO:0007417	13	85	0	0.0	FP
FBgn0033679	GO:0007417	67	85	1	0.006578947368421052	FN
FBgn0036716	GO:0005543	6	38	0	0.0	FP
FBgn0036996	GO:0005543	24	38	0	0.0	FN
FBgn0031725	GO:0005886	8	1052	5	0.0047169811320754715	FP
FBgn0053958	GO:0005886	0	1052	0	0.0	FN
FBgn0001085	GO:0060250	60	23	6	0.07228915662650602	FP
FBgn0011225	GO:0060250	54	23	1	0.012987012987012988	TN
FBgn0086711	GO:0005886	25	1052	0	0.0	FP
FBgn0262872	GO:0005886	23	1052	4	0.0037209302325581397	FN
FBgn0028471	GO:1900364	1456	3	0	0.0	FP
FBgn0030365	GO:1900364	140	3	0	0.0	FN
FBgn0265575	GO:0035442	14	1	0	0.0	FP
FBgn0285937	GO:0035442	56	1	0	0.0	FN
FBgn0038320	GO:0030031	54	18	3	0.041666666666666664	FP
FBgn0259937	GO:0030031	174	18	0	0.0	FN
FBgn0038320	GO:0008360	54	38	6	0.06521739130434782	FP
FBgn0013987	GO:0008360	54	38	0	0.0	FN
FBgn0053523	GO:0012505	102	202	7	0.023026315789473683	FP
FBgn0261393	GO:0012505	5	202	0	0.0	FN
FBgn0033121	GO:0005506	131	151	60	0.2127659574468085	TP
FBgn0260446	GO:0005506	0	151	0	0.0	FN
FBgn0029897	GO:0002181	151	101	57	0.2261904761904762	TP
FBgn0029905	GO:0002181	47	101	0	0.0	FN
FBgn0031860	GO:0016491	21	215	1	0.00423728813559322	FP
FBgn0035996	GO:0016491	1	215	0	0.0	FN
FBgn0263606	GO:0001671	10	20	0	0.0	FP
FBgn0004882	GO:0001671	46	20	0	0.0	FN
FBgn0087041	GO:0097730	0	10	0	0.0	FP
FBgn0034878	GO:0097730	8	10	0	0.0	FN
FBgn0019990	GO:0045793	71	41	2	0.017857142857142856	FP
FBgn0046878	GO:0045793	0	41	0	0.0	FN
FBgn0283536	GO:0016471	6	10	0	0.0	FP
FBgn0047038	GO:0016471	3	10	0	0.0	FN
FBgn0013987	GO:0005516	54	38	1	0.010869565217391304	FP
FBgn0031995	GO:0005516	21	38	3	0.05084745762711865	TN
FBgn0002932	GO:0007423	176	56	9	0.03879310344827586	FP
FBgn0035640	GO:0007423	113	56	0	0.0	FN
FBgn0011762	GO:0006261	35	25	5	0.08333333333333333	FP
FBgn0025776	GO:0006261	1	25	0	0.0	FN
FBgn0015803	GO:0046621	66	19	1	0.011764705882352941	FP
FBgn0053845	GO:0046621	0	19	0	0.0	FN
FBgn0043593	GO:0003674	0	3150	0	0.0	FP
FBgn0003612	GO:0003674	288	3150	5	0.0014543339150668994	FN
FBgn0030872	GO:0031966	2	24	0	0.0	FP
FBgn0020496	GO:0031966	185	24	0	0.0	FN
FBgn0030766	GO:0007166	0	36	0	0.0	FP
FBgn0016976	GO:0007166	3	36	0	0.0	FN
FBgn0013725	GO:0007465	39	22	3	0.04918032786885246	FP
FBgn0015805	GO:0007465	405	22	4	0.00936768149882904	FN
FBgn0029687	GO:0005789	249	171	17	0.04047619047619048	FP
FBgn0261934	GO:0005789	10	171	0	0.0	FN
FBgn0000376	GO:0007379	5	20	0	0.0	FP
FBgn0001079	GO:0007379	71	20	1	0.01098901098901099	TN
FBgn0020299	GO:0007427	42	36	1	0.01282051282051282	FP
FBgn0263266	GO:0007427	0	36	0	0.0	FN
FBgn0003867	GO:0005615	40	685	1	0.001379310344827586	FP
FBgn0283536	GO:0005615	6	685	0	0.0	FN
FBgn0004863	GO:0035218	72	11	1	0.012048192771084338	FP
FBgn0029006	GO:0035218	307	11	1	0.0031446540880503146	FN
FBgn0032236	GO:0006412	88	558	4	0.006191950464396285	FP
FBgn0263599	GO:0006412	223	558	3	0.0038412291933418692	FN
FBgn0266107	GO:0007143	0	43	0	0.0	FP
FBgn0032821	GO:0007143	11	43	1	0.018518518518518517	TN
FBgn0025382	GO:0031982	14	60	1	0.013513513513513514	FP
FBgn0029898	GO:0031982	1	60	0	0.0	FN
FBgn0033238	GO:0043065	5	41	0	0.0	FP
FBgn0000117	GO:0043065	409	41	6	0.013333333333333334	TN
FBgn0036282	GO:0010629	6	73	1	0.012658227848101266	FP
FBgn0032433	GO:0010629	0	73	0	0.0	FN
FBgn0004198	GO:0060288	63	5	0	0.0	FP
FBgn0263111	GO:0060288	109	5	1	0.008771929824561403	FN
FBgn0017578	GO:0005634	110	2250	47	0.019915254237288134	FP
FBgn0052670	GO:0005634	0	2250	0	0.0	FN
FBgn0085382	GO:0005886	43	1052	6	0.005479452054794521	FP
FBgn0015721	GO:0005886	64	1052	8	0.007168458781362007	FN
FBgn0039599	GO:0008233	3	178	0	0.0	FP
FBgn0285910	GO:0008233	33	178	0	0.0	FN
FBgn0036239	GO:0004535	133	3	1	0.007352941176470588	FP
FBgn0287225	GO:0004535	0	3	0	0.0	FN
FBgn0033429	GO:0005575	1	2646	0	0.0	FP
FBgn0039250	GO:0005575	10	2646	0	0.0	FN
FBgn0086710	GO:0003735	170	290	46	0.1	FP
FBgn0039336	GO:0003735	78	290	0	0.0	FN
FBgn0026378	GO:0016020	68	1524	0	0.0	FP
FBgn0016693	GO:0016020	98	1524	24	0.014796547472256474	TN
FBgn0039188	GO:0000139	56	67	0	0.0	FP
FBgn0261953	GO:0000139	79	67	0	0.0	FN
FBgn0051441	GO:0005634	1	2250	0	0.0	FP
FBgn0263197	GO:0005634	59	2250	22	0.009527934170636639	FN
FBgn0014861	GO:0030261	91	55	6	0.0410958904109589	FP
FBgn0038371	GO:0030261	11	55	0	0.0	FN
FBgn0035975	GO:0009253	9	14	0	0.0	FP
FBgn0014861	GO:0009253	91	14	0	0.0	FN
FBgn0086785	GO:0042981	18	33	2	0.0392156862745098	FP
FBgn0033159	GO:0042981	20	33	0	0.0	FN
FBgn0040726	GO:0005886	4	1052	3	0.002840909090909091	FP
FBgn0038747	GO:0005886	64	1052	10	0.008960573476702509	FN
FBgn0031627	GO:0045433	1	15	0	0.0	FP
FBgn0038032	GO:0045433	1	15	0	0.0	FN
FBgn0004859	GO:0007224	186	10	4	0.02040816326530612	FP
FBgn0015754	GO:0007224	65	10	0	0.0	FN
FBgn0026181	GO:0006468	46	238	5	0.017605633802816902	FP
FBgn0000114	GO:0006468	43	238	2	0.0071174377224199285	FN
FBgn0031231	GO:0005762	21	50	1	0.014084507042253521	FP
FBgn0265575	GO:0005762	14	50	0	0.0	FN
FBgn0262486	GO:0003674	0	3150	0	0.0	FP
FBgn0036279	GO:0003674	17	3150	0	0.0	FN
FBgn0069298	GO:0005575	0	2646	0	0.0	FP
FBgn0003189	GO:0005575	177	2646	2	0.0007084661707403471	FN
FBgn0003964	GO:0008230	62	3	2	0.03076923076923077	FP
FBgn0011280	GO:0008230	6	3	0	0.0	FN
FBgn0000352	GO:0003774	35	21	0	0.0	FP
FBgn0051643	GO:0003774	2	21	0	0.0	FN
FBgn0015805	GO:0006355	405	502	87	0.09592061742006615	FP
FBgn0033341	GO:0006355	69	502	9	0.01576182136602452	TN
FBgn0010313	GO:0005515	16	958	7	0.007186858316221766	FP
FBgn0015279	GO:0005515	90	958	25	0.02385496183206107	TN
FBgn0031275	GO:0030431	2	58	0	0.0	FP
FBgn0033556	GO:0030431	24	58	0	0.0	FN
FBgn0038916	GO:0005737	11	1863	2	0.0010672358591248667	FP
FBgn0031057	GO:0005737	215	1863	50	0.02406159769008662	TN
FBgn0034564	GO:0005688	54	10	6	0.09375	FP
FBgn0261381	GO:0005688	2	10	0	0.0	FN
FBgn0263396	GO:0005634	137	2250	62	0.025974025974025976	FP
FBgn0030806	GO:0005634	14	2250	5	0.002208480565371025	FN
FBgn0039860	GO:0000978	18	368	2	0.0051813471502590676	FP
FBgn0014342	GO:0000978	5	368	0	0.0	FN
FBgn0035481	GO:0000978	1	368	0	0.0	FP
FBgn0035238	GO:0000978	7	368	0	0.0	FN
FBgn0023094	GO:0007623	28	45	7	0.0958904109589041	FP
FBgn0266673	GO:0007623	117	45	1	0.006172839506172839	FN
FBgn0267972	GO:0034976	35	36	3	0.04225352112676056	FP
FBgn0029789	GO:0034976	32	36	0	0.0	FN
FBgn0026417	GO:0000724	27	46	1	0.0136986301369863	FP
FBgn0000308	GO:0000724	112	46	0	0.0	FN
FBgn0263048	GO:0006072	4	9	0	0.0	FP
FBgn0035691	GO:0006072	77	9	0	0.0	FN
FBgn0004813	GO:0003674	0	3150	0	0.0	FP
FBgn0024983	GO:0003674	48	3150	1	0.00031269543464665416	FN
FBgn0061492	GO:0018991	2	11	0	0.0	FP
FBgn0053389	GO:0018991	0	11	0	0.0	FN
FBgn0001079	GO:0007224	71	10	4	0.04938271604938271	FP
FBgn0031725	GO:0007224	8	10	0	0.0	FN
FBgn0021796	GO:0048010	135	32	5	0.029940119760479042	FP
FBgn0025723	GO:0048010	0	32	0	0.0	FN
FBgn0036260	GO:0016056	0	9	0	0.0	FP
FBgn0038020	GO:0016056	50	9	0	0.0	FN
