protein	go_term	degree	norm_score	true_label
WBGene00000898	GO:0016500	297	1.0	1
WBGene00000898	GO:0072594	297	1.0	1
WBGene00000898	GO:0009891	297	1.0	1
WBGene00000912	GO:0051253	230	0.7744107744107744	1
WBGene00000907	GO:0017015	227	0.7643097643097643	1
WBGene00000907	GO:0051716	227	0.7643097643097643	1
WBGene00000907	GO:0014070	227	0.7643097643097643	1
WBGene00000424	GO:0050920	225	0.7575757575757576	1
WBGene00000424	GO:0060326	225	0.7575757575757576	1
WBGene00000424	GO:0032970	225	0.7575757575757576	1
WBGene00000231	GO:0030716	223	0.7508417508417509	1
WBGene00003864	GO:0061061	218	0.734006734006734	1
WBGene00006943	GO:0009798	197	0.6632996632996633	1
WBGene00000229	GO:0010605	195	0.6565656565656566	1
WBGene00001173	GO:0019538	188	0.632996632996633	1
WBGene00001173	GO:0051128	188	0.632996632996633	1
WBGene00006526	GO:0010468	187	0.6296296296296297	1
WBGene00000417	GO:2001056	184	0.6195286195286195	1
WBGene00000417	GO:0043204	184	0.6195286195286195	1
WBGene00000417	GO:0006915	184	0.6195286195286195	1
WBGene00000156	GO:0140535	182	0.6127946127946128	1
WBGene00000156	GO:0022603	182	0.6127946127946128	1
WBGene00000156	GO:0065008	182	0.6127946127946128	1
WBGene00000156	GO:0032886	182	0.6127946127946128	1
WBGene00001008	GO:0051716	181	0.6094276094276094	1
WBGene00004055	GO:0093002	181	0.6094276094276094	1
WBGene00001499	GO:0008150	177	0.5959595959595959	1
WBGene00001499	GO:0009890	177	0.5959595959595959	1
WBGene00002187	GO:0042742	176	0.5925925925925926	1
WBGene00002187	GO:0031348	176	0.5925925925925926	1
WBGene00000418	GO:0043226	175	0.5892255892255892	1
WBGene00000275	GO:0140096	173	0.5824915824915825	1
WBGene00000405	GO:0019219	172	0.5791245791245792	1
WBGene00006768	GO:0055080	171	0.5757575757575758	1
WBGene00004355	GO:0031328	167	0.5622895622895623	1
WBGene00003374	GO:0032559	167	0.5622895622895623	1
WBGene00004355	GO:0000166	167	0.5622895622895623	1
WBGene00001834	GO:0016787	166	0.5589225589225589	1
WBGene00005077	GO:0030030	165	0.5555555555555556	1
WBGene00000238	GO:0010623	164	0.5521885521885522	1
WBGene00000238	GO:2001141	164	0.5521885521885522	1
WBGene00000238	GO:0005912	164	0.5521885521885522	1
WBGene00000238	GO:0006996	164	0.5521885521885522	1
WBGene00001746	GO:0050764	164	0.5521885521885522	1
WBGene00001746	GO:0010646	164	0.5521885521885522	1
WBGene00000962	GO:0110165	162	0.5454545454545454	1
WBGene00000962	GO:0050793	162	0.5454545454545454	1
WBGene00000962	GO:0097159	162	0.5454545454545454	1
WBGene00006786	GO:0097367	162	0.5454545454545454	1
WBGene00000962	GO:0022414	162	0.5454545454545454	1
WBGene00006786	GO:0009653	162	0.5454545454545454	1
WBGene00000962	GO:0007267	162	0.5454545454545454	1
WBGene00000962	GO:0008090	162	0.5454545454545454	1
