protein	go_term	degree	norm_score	true_label
BSU_19220	GO:0005524	20	1.0	1
BSU_19220	GO:0005694	20	1.0	1
BSU_04580	GO:0004386	19	0.95	1
BSU_10630	GO:0016787	19	0.95	1
BSU_33490	GO:0003678	18	0.9	0
BSU_33490	GO:0051287	18	0.9	0
BSU_33490	GO:0005778	18	0.9	0
BSU_33490	GO:0005737	18	0.9	0
BSU_33490	GO:0005737	18	0.9	0
BSU_33490	GO:0006508	18	0.9	0
BSU_33490	GO:0009097	18	0.9	0
BSU_33490	GO:0003677	18	0.9	0
BSU_33490	GO:0003676	18	0.9	0
BSU_33490	GO:0008705	18	0.9	0
BSU_33490	GO:0030435	18	0.9	0
BSU_33490	GO:0000725	18	0.9	0
BSU_33490	GO:0015833	18	0.9	0
BSU_33490	GO:0009103	18	0.9	0
BSU_33490	GO:0006364	18	0.9	0
BSU_33490	GO:0140581	18	0.9	0
BSU_33490	GO:0071555	18	0.9	0
BSU_33490	GO:0046933	18	0.9	0
BSU_33490	GO:0004527	18	0.9	0
BSU_33490	GO:0006605	18	0.9	0
BSU_33490	GO:0016757	18	0.9	0
BSU_33490	GO:0044780	18	0.9	0
BSU_33490	GO:0030163	18	0.9	0
BSU_33490	GO:0015293	18	0.9	0
BSU_16240	GO:0030257	18	0.9	1
BSU_33490	GO:0009898	18	0.9	0
BSU_33490	GO:0005829	18	0.9	0
BSU_33490	GO:0003677	18	0.9	0
BSU_33490	GO:0005515	18	0.9	0
BSU_33490	GO:0003678	18	0.9	0
BSU_33490	GO:1902600	18	0.9	0
BSU_33490	GO:0005515	18	0.9	0
BSU_01800	GO:0046872	17	0.85	0
BSU_01800	GO:0071555	17	0.85	0
BSU_01800	GO:0006285	17	0.85	1
BSU_01800	GO:0006364	17	0.85	0
BSU_01800	GO:0000049	17	0.85	0
BSU_01800	GO:0003962	17	0.85	0
BSU_01800	GO:0005778	17	0.85	0
BSU_01800	GO:0016887	17	0.85	0
BSU_01800	GO:0004527	17	0.85	0
BSU_01800	GO:0003678	17	0.85	0
BSU_01800	GO:0003678	17	0.85	0
BSU_01800	GO:0000725	17	0.85	0
BSU_01800	GO:0003677	17	0.85	0
BSU_01800	GO:0019346	17	0.85	0
BSU_01800	GO:0046872	17	0.85	0
BSU_01800	GO:0002131	17	0.85	0
BSU_01800	GO:0005829	17	0.85	0
BSU_01800	GO:0006508	17	0.85	0
BSU_01800	GO:0006221	17	0.85	0
BSU_01800	GO:0006284	17	0.85	1
BSU_01800	GO:0003824	17	0.85	0
BSU_01800	GO:0006289	17	0.85	1
BSU_01800	GO:1902600	17	0.85	0
BSU_01800	GO:0003676	17	0.85	0
BSU_01800	GO:0003677	17	0.85	0
BSU_01800	GO:0030163	17	0.85	0
BSU_01800	GO:0006526	17	0.85	0
BSU_23020	GO:0016853	16	0.8	1
BSU_25140	GO:0004527	16	0.8	0
BSU_25140	GO:0006508	16	0.8	0
BSU_25140	GO:0003678	16	0.8	0
BSU_25140	GO:0006285	16	0.8	0
BSU_36900	GO:0030163	16	0.8	0
BSU_25140	GO:0044780	16	0.8	0
BSU_25140	GO:0006221	16	0.8	0
BSU_25140	GO:0046933	16	0.8	0
BSU_25140	GO:0005515	16	0.8	0
BSU_08930	GO:0019346	16	0.8	0
BSU_25140	GO:0000725	16	0.8	0
BSU_36900	GO:0009898	16	0.8	0
BSU_08930	GO:0046872	16	0.8	0
BSU_08930	GO:0006417	16	0.8	0
BSU_08930	GO:0000725	16	0.8	0
BSU_25140	GO:0006289	16	0.8	0
BSU_25140	GO:0016787	16	0.8	1
BSU_08930	GO:0005829	16	0.8	0
BSU_08930	GO:0004359	16	0.8	0
BSU_08930	GO:0006289	16	0.8	0
BSU_08930	GO:0005515	16	0.8	0
BSU_25140	GO:0003676	16	0.8	1
BSU_25140	GO:0006526	16	0.8	0
BSU_08930	GO:0003962	16	0.8	0
BSU_25140	GO:0140581	16	0.8	0
BSU_08930	GO:0003678	16	0.8	0
BSU_15710	GO:0005524	16	0.8	1
BSU_25140	GO:0009898	16	0.8	0
BSU_22800	GO:0043595	16	0.8	1
BSU_08930	GO:0006284	16	0.8	0
BSU_36900	GO:0005829	16	0.8	1
BSU_08930	GO:0006526	16	0.8	0
BSU_25140	GO:1902600	16	0.8	0
BSU_25140	GO:0005515	16	0.8	0
BSU_25140	GO:0015833	16	0.8	0
BSU_08930	GO:0006364	16	0.8	0
BSU_08930	GO:0005524	16	0.8	0
BSU_08930	GO:0003678	16	0.8	0
BSU_25140	GO:0003677	16	0.8	0
BSU_25140	GO:0030163	16	0.8	0
