protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
P0AF98	GO:0016020	194	1092	187	187	1.0	1
P29018	GO:0016020	191	1092	185	185	0.9893048128342246	1
P23877	GO:0016020	191	1092	184	184	0.983957219251337	1
P33359	GO:0016020	190	1092	184	184	0.983957219251337	1
P32721	GO:0016020	191	1092	184	184	0.983957219251337	1
P0AFR7	GO:0016020	190	1092	184	184	0.983957219251337	1
P0AEX7	GO:0055052	190	148	143	143	0.7647058823529411	1
P31134	GO:0055052	192	148	143	143	0.7647058823529411	1
P77622	GO:0055052	190	148	143	143	0.7647058823529411	1
P07109	GO:0055052	191	148	143	143	0.7647058823529411	1
P37388	GO:0055052	191	148	143	143	0.7647058823529411	1
P02916	GO:0005886	191	919	142	142	0.7593582887700535	1
P75796	GO:0005886	190	919	142	142	0.7593582887700535	1
P15031	GO:0005886	191	919	142	142	0.7593582887700535	1
P16682	GO:0055085	191	309	125	125	0.6684491978609626	1
P77308	GO:0055085	190	309	124	124	0.6631016042780749	1
Q47622	GO:0055085	190	309	124	124	0.6631016042780749	1
P0AE34	GO:0055085	191	309	124	124	0.6631016042780749	1
P37387	GO:0055085	191	309	124	124	0.6631016042780749	1
P0AF98	GO:0055085	194	309	124	124	0.6631016042780749	1
P09833	GO:0043190	191	96	93	93	0.49732620320855614	1
P0ABL8	GO:0043190	191	96	93	93	0.49732620320855614	1
P0AEB0	GO:0043190	191	96	93	93	0.49732620320855614	1
P69874	GO:0043190	192	96	93	93	0.49732620320855614	1
P06611	GO:0043190	190	96	93	93	0.49732620320855614	1
P02916	GO:0043190	191	96	93	93	0.49732620320855614	1
P60723	GO:0005737	112	857	92	92	0.4919786096256685	1
P0A7R9	GO:0006412	101	104	70	70	0.37433155080213903	1
P0AG48	GO:0005829	103	916	70	70	0.37433155080213903	1
P0A7L3	GO:0005829	102	916	70	70	0.37433155080213903	1
P0ADZ4	GO:0006412	101	104	69	69	0.3689839572192513	1
P60723	GO:0006412	112	104	68	68	0.36363636363636365	1
P62399	GO:0006412	101	104	67	67	0.3582887700534759	1
P60723	GO:0003723	112	152	62	62	0.3315508021390374	1
P02359	GO:0005515	106	1117	61	61	0.32620320855614976	1
P10907	GO:0005524	190	400	59	59	0.3155080213903743	1
P0A7V3	GO:0003723	103	152	59	59	0.3155080213903743	1
P23886	GO:0000166	191	471	59	59	0.3155080213903743	1
P0A9S7	GO:0005524	190	400	59	59	0.3155080213903743	1
P0A9S7	GO:0000166	190	471	59	59	0.3155080213903743	1
P07821	GO:0005524	191	400	59	59	0.3155080213903743	1
P31060	GO:0000166	191	471	59	59	0.3155080213903743	1
P0AAF6	GO:0016887	195	135	58	58	0.31016042780748665	1
P33360	GO:0016887	191	135	58	58	0.31016042780748665	1
P0A7N9	GO:0003723	101	152	58	58	0.31016042780748665	1
P07821	GO:0016887	191	135	58	58	0.31016042780748665	1
P33931	GO:0016887	193	135	58	58	0.31016042780748665	1
P0AG67	GO:0006412	80	104	57	57	0.3048128342245989	1
P14081	GO:0005737	58	857	56	56	0.2994652406417112	1
P0A7W1	GO:0005840	108	59	56	56	0.2994652406417112	1
P0AG63	GO:0003735	95	56	55	55	0.29411764705882354	1
P0A7P5	GO:0003735	101	56	55	55	0.29411764705882354	1
P0A7S3	GO:0005515	98	1117	54	54	0.2887700534759358	1
P0A7X3	GO:0002181	99	55	54	54	0.2887700534759358	1
P68183	GO:0005515	191	1117	48	48	0.25668449197860965	1
P0AGI1	GO:0005515	192	1117	47	47	0.25133689839572193	1
P33590	GO:0005515	191	1117	47	47	0.25133689839572193	1
P0CE47	GO:0003723	73	152	46	46	0.24598930481283424	1
P31134	GO:0022857	192	177	46	46	0.24598930481283424	1
P77672	GO:0022857	190	177	46	46	0.24598930481283424	1
P0AG63	GO:0019843	95	61	45	45	0.24064171122994651	1
P0AG82	GO:0030288	192	182	43	43	0.22994652406417113	1
P76223	GO:0030288	190	182	43	43	0.22994652406417113	1
P0AD96	GO:0042597	190	168	42	42	0.22459893048128343	1
P31550	GO:0042597	190	168	42	42	0.22459893048128343	1
P10408	GO:0005737	61	857	38	38	0.20320855614973263	1
P33941	GO:0015833	190	38	31	31	0.1657754010695187	1
P77463	GO:0015833	190	38	31	31	0.1657754010695187	1
P08622	GO:0005737	39	857	30	30	0.16042780748663102	1
P69931	GO:0005515	33	1117	27	27	0.1443850267379679	1
P0A8F8	GO:0005515	35	1117	26	26	0.13903743315508021	1
P02943	GO:0016020	28	1092	25	25	0.13368983957219252	1
P39172	GO:0006811	191	97	24	24	0.12834224598930483	1
P0AGJ5	GO:0003723	36	152	24	24	0.12834224598930483	1
P0A7R9	GO:0022627	101	24	23	23	0.12299465240641712	1
P0AE72	GO:0110001	24	24	23	23	0.12299465240641712	1
P0C077	GO:0005515	24	1117	22	22	0.11764705882352941	1
Q47149	GO:0005515	24	1117	22	22	0.11764705882352941	1
P60624	GO:0000027	103	27	22	22	0.11764705882352941	1
P67697	GO:0006355	23	283	22	22	0.11764705882352941	1
P0ABS5	GO:0006260	35	45	21	21	0.11229946524064172	1
P0A8J2	GO:0006260	26	45	20	20	0.10695187165775401	1
P0ACF4	GO:0005829	37	916	19	19	0.10160427807486631	1
P24183	GO:0019645	22	47	19	19	0.10160427807486631	1
P68191	GO:0003723	26	152	19	19	0.10160427807486631	0
P16432	GO:0009326	35	20	18	18	0.0962566844919786	1
P0AES4	GO:0005515	27	1117	18	18	0.0962566844919786	1
P0A9E2	GO:0005829	40	916	18	18	0.0962566844919786	1
P0A8A8	GO:0003723	23	152	18	18	0.0962566844919786	0
P02932	GO:0009279	25	100	17	17	0.09090909090909091	1
P68191	GO:0019843	26	61	17	17	0.09090909090909091	0
P23482	GO:0016020	22	1092	17	17	0.09090909090909091	1
P0A910	GO:0015288	90	19	16	16	0.0855614973262032	1
P33647	GO:0044010	23	43	16	16	0.0855614973262032	1
P0A7G2	GO:0003723	20	152	16	16	0.0855614973262032	0
P02918	GO:0016020	19	1092	16	16	0.0855614973262032	1
P0A8A8	GO:0019843	23	61	16	16	0.0855614973262032	0
P07363-1	GO:0005515	21	1117	16	16	0.0855614973262032	0
P77747	GO:0015288	20	19	16	16	0.0855614973262032	1
P07363-1	GO:0005515	21	1117	16	16	0.0855614973262032	0
P0AGF2	GO:0005737	20	857	15	15	0.08021390374331551	0
P0A7G2	GO:0019843	20	61	15	15	0.08021390374331551	0
P0AGF2	GO:0005737	20	857	15	15	0.08021390374331551	0
P63284-1	GO:0005515	20	1117	15	15	0.08021390374331551	0
P63284-1	GO:0005515	20	1117	15	15	0.08021390374331551	0
P76128	GO:0015031	190	61	15	15	0.08021390374331551	1
P25798	GO:0006935	21	34	15	15	0.08021390374331551	0
P63284-1	GO:0005515	20	1117	15	15	0.08021390374331551	0
P63284-1	GO:0005515	20	1117	15	15	0.08021390374331551	0
P0A8F8	GO:0006974	35	209	14	14	0.0748663101604278	1
Q47149	GO:0003677	24	410	14	14	0.0748663101604278	1
P0AA04	GO:0016740	19	476	14	14	0.0748663101604278	0
P39286	GO:0005515	34	1117	14	14	0.0748663101604278	1
P77423	GO:0005886	16	919	13	13	0.06951871657754011	0
P77423	GO:0005886	16	919	13	13	0.06951871657754011	0
P06136	GO:0032153	77	31	13	13	0.06951871657754011	1
P24181	GO:0055085	13	309	13	13	0.06951871657754011	1
P77423	GO:0005886	16	919	13	13	0.06951871657754011	0
P0A940	GO:0009279	21	100	13	13	0.06951871657754011	1
P0AAS7	GO:0005515	15	1117	13	13	0.06951871657754011	0
P0AF28	GO:0042128	66	26	13	13	0.06951871657754011	1
P0AAS7	GO:0005515	15	1117	13	13	0.06951871657754011	0
P77423	GO:0045271	16	13	13	13	0.06951871657754011	0
P77423	GO:0005886	16	919	13	13	0.06951871657754011	0
O32583	GO:0016740	20	476	13	13	0.06951871657754011	0
P0AAK1	GO:0016491	19	313	13	13	0.06951871657754011	0
P30748	GO:0016740	20	476	13	13	0.06951871657754011	0
P0AAS7	GO:0005515	15	1117	13	13	0.06951871657754011	0
P0AAS7	GO:0005515	15	1117	13	13	0.06951871657754011	0
P0A6S0	GO:0006935	21	34	12	12	0.06417112299465241	0
P0A799	GO:0005515	13	1117	12	12	0.06417112299465241	0
P0AAS7	GO:0005737	15	857	12	12	0.06417112299465241	0
P0AFE8	GO:0030964	16	14	12	12	0.06417112299465241	1
P0A6Q6	GO:0005829	14	916	12	12	0.06417112299465241	0
P0AAS7	GO:0005737	15	857	12	12	0.06417112299465241	0
P31979	GO:0030964	16	14	12	12	0.06417112299465241	1
P0A6S5	GO:0051301	13	70	12	12	0.06417112299465241	1
P0AAS7	GO:0005737	15	857	12	12	0.06417112299465241	0
P0AGF2	GO:0005829	20	916	12	12	0.06417112299465241	0
P31068	GO:0006935	18	34	12	12	0.06417112299465241	1
P25798	GO:0016020	21	1092	12	12	0.06417112299465241	1
P0AFE0	GO:0045271	16	13	12	12	0.06417112299465241	1
P0AAS7	GO:0005737	15	857	12	12	0.06417112299465241	0
P0A6Q6	GO:0005829	14	916	12	12	0.06417112299465241	0
P31134	GO:0015847	192	16	12	12	0.06417112299465241	1
P24181	GO:0005886	13	919	12	12	0.06417112299465241	1
P0AA04	GO:0016301	19	141	12	12	0.06417112299465241	0
P52130	GO:0016787	23	388	11	11	0.058823529411764705	0
P0C0R7	GO:0005737	11	857	11	11	0.058823529411764705	1
P0A7X3	GO:0015935	99	12	11	11	0.058823529411764705	1
P76299	GO:0016020	21	1092	11	11	0.058823529411764705	1
P07813	GO:0016874	23	89	11	11	0.058823529411764705	1
P06136	GO:1990586	77	12	11	11	0.058823529411764705	1
P23830	GO:0005737	19	857	11	11	0.058823529411764705	1
P08365	GO:0016787	24	388	11	11	0.058823529411764705	0
