protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
Q04689	GO:0044238	18	2843	8	1.0	1.0	0
P36049	GO:0006396	177	582	87	1.0	1.0	1
P39935	GO:0003674	404	6553	404	1.0	1.0	1
Q04052	GO:0003674	415	6553	414	1.0	1.0	1
Q03465	GO:0003676	5350	1299	1198	1.0	1.0	1
Q03532	GO:0005488	258	3940	227	1.0	1.0	1
P32610	GO:0098852	106	221	39	1.0	1.0	1
O13516	GO:0042254	584	199	119	1.0	1.0	1
P36048	GO:0071013	113	33	30	1.0	1.0	1
P40581	GO:0097159	40	2011	26	1.0	1.0	0
P12686	GO:0003676	78	1299	34	1.0	1.0	0
P38077	GO:0046933	114	18	14	1.0	1.0	1
Q12341	GO:0003676	52	1299	28	1.0	1.0	0
P39969	GO:0003676	73	1299	18	1.0	1.0	0
P32494	GO:0070461	122	23	21	1.0	1.0	1
P08468	GO:0097159	23	2011	13	1.0	1.0	0
P38351	GO:0009889	88	1000	48	1.0	1.0	1
P0C0T4	GO:0003676	72	1299	40	1.0	1.0	0
P21827	GO:0051129	52	137	1	1.0	1.0	0
Q06188	GO:0060255	67	1114	39	0.9999999999999999	1.0	1
P47045	GO:0072655	36	70	12	0.9999999999999999	1.0	1
P36046	GO:0003676	56	1299	11	1.0	1.0	0
P38112	GO:0005634	152	2285	98	1.0	1.0	1
P27515	GO:0003676	29	1299	8	1.0	1.0	0
P13382	GO:0141187	65	357	25	1.0	1.0	1
P20484	GO:0003676	82	1299	53	1.0	1.0	0
Q12287	GO:0097159	18	2011	11	1.0	1.0	0
P40581	GO:0005740	40	13	0	1.0	1.0	0
P35724	GO:0036211	34	332	0	1.0	1.0	0
P39976	GO:0003676	62	1299	25	1.0	1.0	0
Q05050	GO:0097159	59	2011	31	1.0	1.0	0
Q12055	GO:0003676	50	1299	25	1.0	1.0	0
P43602	GO:0097159	20	2011	16	1.0	1.0	0
Q12404	GO:0140352	51	69	0	1.0	1.0	0
P17214	GO:0044238	141	2843	110	1.0	1.0	1
P53628	GO:0003676	66	1299	35	1.0	1.0	0
Q04651	GO:0051129	72	137	0	1.0	1.0	0
P39929	GO:0016043	102	1934	65	0.9999999999999999	1.0	1
P47108	GO:0003676	99	1299	68	1.0	1.0	0
P20436	GO:0006362	111	18	14	1.0	1.0	1
Q03776	GO:0097525	40	61	18	1.0	1.0	1
Q08562	GO:0003676	47	1299	22	1.0	1.0	0
Q12335	GO:0051129	76	137	4	1.0	1.0	0
Q12213	GO:0090304	125	1318	62	1.0	1.0	1
P36056	GO:0003676	76	1299	36	1.0	1.0	0
P38972	GO:0051129	33	137	0	1.0	1.0	0
P38304	GO:0090575	132	81	22	1.0	1.0	1
P47112	GO:0051129	36	137	0	1.0	1.0	0
P32334	GO:0003676	51	1299	17	1.0	1.0	0
P54787	GO:0097159	26	2011	14	1.0	1.0	0
P25555	GO:0051236	100	112	22	1.0	1.0	1
P36532	GO:0051129	70	137	0	1.0	1.0	0
P36053	GO:0003676	47	1299	25	1.0	1.0	0
P20134	GO:0003674	596	6553	593	1.0	1.0	1
P00044	GO:0003676	47	1299	11	1.0	1.0	0
P36094	GO:0030474	77	16	10	1.0	1.0	1
P53933	GO:0097159	49	2011	14	1.0	1.0	0
P27929	GO:0098798	84	206	35	1.0	1.0	1
P25651	GO:0003676	77	1299	30	1.0	1.0	0
Q01477	GO:0005737	449	2597	319	1.0	1.0	1
P40036	GO:0097159	25	2011	17	1.0	1.0	0
P21268	GO:0003676	48	1299	17	0.9999999999999999	1.0	0
P41735	GO:0097159	49	2011	28	1.0	1.0	0
Q12117	GO:0097159	56	2011	34	1.0	1.0	0
P69850	GO:0051301	25	224	17	1.0	1.0	1
P25376	GO:0003676	47	1299	6	1.0	1.0	0
P28495	GO:0003676	32	1299	10	1.0	1.0	0
P32495	GO:0097159	134	2011	87	1.0	1.0	1
P15019	GO:0003676	68	1299	19	1.0	1.0	0
P05739	GO:0000027	148	40	16	1.0	1.0	1
P30656	GO:0005839	74	15	13	1.0	1.0	1
P32454	GO:0097159	37	2011	23	1.0	1.0	0
Q03558	GO:0003676	72	1299	23	1.0	1.0	0
P39967	GO:0097159	38	2011	30	1.0	1.0	0
P17883	GO:0003676	71	1299	45	1.0	1.0	0
P36003	GO:0003676	71	1299	23	1.0	1.0	0
P53199	GO:0003676	50	1299	17	1.0	1.0	0
P36096	GO:0097159	26	2011	9	1.0	1.0	0
P53939	GO:0022402	46	603	28	1.0	1.0	1
P46677	GO:0009059	905	811	258	1.0	1.0	1
Q99189	GO:0051236	29	112	13	1.0	1.0	1
P38314	GO:0097159	26	2011	17	1.0	1.0	0
P25569	GO:0003676	67	1299	27	1.0	1.0	0
P41821	GO:0097159	40	2011	26	1.0	1.0	0
Q03373	GO:0003676	58	1299	21	1.0	1.0	0
P17890	GO:0034654	39	493	25	1.0	1.0	1
P05745	GO:0043170	98	2128	76	1.0	1.0	1
P0C2I4	GO:0003824	15	2336	13	1.0	1.0	0
P39929	GO:0051641	102	989	54	1.0	1.0	1
P13393	GO:0044238	3821	2843	1825	1.0	1.0	1
P35732	GO:0048518	247	808	86	1.0	1.0	1
Q07084	GO:0097159	28	2011	22	1.0	1.0	0
P15274	GO:0003676	43	1299	17	1.0	1.0	0
P35193	GO:0003676	54	1299	12	1.0	1.0	0
Q3E772	GO:0097159	27	2011	16	1.0	1.0	0
P47137	GO:0097159	29	2011	20	1.0	1.0	0
P20084	GO:0003676	87	1299	36	1.0	1.0	0
P49334	GO:0043231	324	4320	304	1.0	1.0	1
P25340	GO:0003676	65	1299	10	1.0	1.0	0
Q12196	GO:0019219	608	781	131	1.0	1.0	1
P46677	GO:0044238	905	2843	510	1.0	1.0	1
P49334	GO:0009987	324	4645	282	1.0	1.0	1
P22354	GO:0003676	84	1299	36	1.0	1.0	0
Q06508	GO:0097159	26	2011	14	1.0	1.0	0
P23833	GO:0005740	22	13	1	1.0	1.0	0
P18409	GO:0003676	53	1299	16	1.0	1.0	0
P36118	GO:0006397	84	213	40	1.0	1.0	1
Q04748	GO:0005740	26	13	0	1.0	1.0	0
P53233	GO:0003676	54	1299	14	1.0	1.0	0
P14064	GO:0110165	1055	5776	992	1.0	1.0	1
P32767	GO:0097159	39	2011	21	1.0	1.0	0
P47129	GO:0003824	23	2336	11	1.0	1.0	0
P60010	GO:0043933	229	878	89	1.0	1.0	1
P53221	GO:0044391	154	231	60	1.0	1.0	1
P53235	GO:0110165	446	5776	437	1.0	1.0	1
P25648	GO:0031328	39	473	26	1.0	1.0	1
P32486	GO:0003676	46	1299	13	1.0	1.0	0
Q12136	GO:0005488	169	3940	151	1.0	1.0	1
P38221	GO:0097159	22	2011	11	1.0	1.0	0
Q12451	GO:0051129	43	137	1	0.9999999999999998	0.9999999999999998	0
P53868	GO:0022414	47	401	2	0.9999999999999998	0.9999999999999998	0
P46951	GO:0097159	33	2011	20	0.9999999999999998	0.9999999999999998	0
P33891	GO:0003676	30	1299	8	0.9999999999999998	0.9999999999999998	0
Q12345	GO:0031323	49	1078	32	0.9999999999999998	0.9999999999999998	1
P50106	GO:0022613	39	237	17	0.9999999999999997	0.9999999999999996	1
P46682	GO:0019222	35	1202	15	0.9999999999999996	0.9999999999999996	0
P43497	GO:0019222	25	1202	9	0.9999999999999996	0.9999999999999996	0
P32790	GO:0043332	201	121	25	0.9999999999999997	0.9999999999999996	1
P22289	GO:0006812	17	211	12	0.9999999999999992	0.9999999999999991	1
P42223	GO:0044238	15	2843	11	0.9999999999999991	0.9999999999999991	0
Q04066	GO:0097159	11	2011	9	0.9999999999999991	0.9999999999999991	0
P25340	GO:0016125	65	45	12	0.9999999999999992	0.9999999999999991	1
Q07895	GO:0044238	10	2843	8	0.9999999999999992	0.9999999999999991	0
P07275	GO:0140352	18	69	0	0.999999999999999	0.9999999999999991	0
P35201	GO:0099080	58	264	20	0.9999999999999986	0.9999999999999987	1
P36135	GO:0003676	25	1299	14	0.9999999999999986	0.9999999999999987	0
P37293	GO:0044238	22	2843	11	0.9999999999999986	0.9999999999999987	0
P17695	GO:0140352	41	69	0	0.9999999999999987	0.9999999999999987	0
P15801	GO:0019222	15	1202	11	0.9999999999999981	0.9999999999999982	0
Q02206	GO:0003676	71	1299	37	0.9999999999999983	0.9999999999999982	0
Q12213	GO:0006139	125	1559	65	0.9999999999999979	0.9999999999999978	1
P48164	GO:0044249	131	1188	58	0.9999999999999978	0.9999999999999978	1
P34072	GO:0097159	26	2011	17	0.9999999999999978	0.9999999999999978	0
P40335	GO:0097159	30	2011	9	0.9999999999999979	0.9999999999999978	0
P40156	GO:0044238	25	2843	22	0.9999999999999976	0.9999999999999976	0
P53840	GO:0050896	42	1037	28	0.9999999999999973	0.9999999999999973	1
P25298	GO:0005740	46	13	0	0.999999999999997	0.9999999999999969	0
P14832	GO:0097159	147	2011	83	0.9999999999999959	0.999999999999996	1
P17695	GO:0019222	41	1202	18	0.9999999999999956	0.9999999999999956	0
Q03390	GO:0003676	76	1299	15	0.9999999999999954	0.9999999999999956	0
P46669	GO:0006354	79	88	15	0.9999999999999942	0.9999999999999942	1
P53599	GO:0051129	45	137	0	0.9999999999999938	0.9999999999999938	0
P15424	GO:0005739	130	1188	57	0.9999999999999936	0.9999999999999936	1
O13539	GO:0051236	63	112	15	0.9999999999999932	0.9999999999999933	1
Q12230	GO:0009987	156	4645	138	0.9999999999999933	0.9999999999999933	1
P25574	GO:0019222	47	1202	9	0.9999999999999931	0.9999999999999931	0
P48565	GO:0097159	15	2011	9	0.9999999999999929	0.9999999999999929	0
P38909	GO:0044238	20	2843	10	0.9999999999999928	0.9999999999999929	0
P53972	GO:0051129	76	137	0	0.9999999999999922	0.9999999999999922	0
P10834	GO:0051129	35	137	0	0.9999999999999922	0.9999999999999922	0
P09950	GO:0019222	25	1202	16	0.9999999999999911	0.9999999999999911	0
Q06132	GO:0008152	75	3232	64	0.9999999999999898	0.9999999999999898	1
P47110	GO:0003676	27	1299	22	0.9999999999999893	0.9999999999999893	0
P04786	GO:0090304	71	1318	41	0.9999999999999889	0.9999999999999889	1
P38819	GO:0005789	30	414	17	0.9999999999999876	0.9999999999999876	1
P06103	GO:0001732	144	9	8	0.9999999999999869	0.9999999999999869	1
P43612	GO:0140352	38	69	0	0.9999999999999846	0.9999999999999845	0
Q03660	GO:0097159	28	2011	12	0.9999999999999841	0.999999999999984	0
P43124	GO:0097159	16	2011	8	0.9999999999999838	0.9999999999999838	0
P53316	GO:0005515	54	2648	46	0.9999999999999817	0.9999999999999818	1
Q12305	GO:0019222	48	1202	11	0.9999999999999802	0.9999999999999802	0
P37254	GO:0019222	23	1202	10	0.9999999999999785	0.9999999999999785	0
P39923	GO:0003676	30	1299	7	0.9999999999999784	0.9999999999999782	0
P25348	GO:0003676	75	1299	34	0.9999999999999759	0.999999999999976	0
Q08991	GO:0044238	8	2843	7	0.999999999999965	0.9999999999999649	0
P35187	GO:0051052	45	145	14	0.9999999999999635	0.9999999999999636	1
Q06629	GO:0043226	120	4614	109	0.999999999999962	0.999999999999962	1
P01094	GO:0097159	11	2011	8	0.9999999999999608	0.9999999999999609	0
P53191	GO:0097159	34	2011	22	0.9999999999999579	0.9999999999999578	0
Q02831	GO:0044238	39	2843	10	0.9999999999999537	0.9999999999999538	0
P38329	GO:0097159	12	2011	7	0.999999999999952	0.999999999999952	0
P10659	GO:0043168	167	932	57	0.9999999999999513	0.9999999999999512	1
Q12382	GO:0097159	19	2011	10	0.9999999999999449	0.9999999999999449	0
P36533	GO:0003676	73	1299	35	0.9999999999999399	0.99999999999994	0
P32629	GO:0000136	52	7	6	0.9999999999999264	0.9999999999999263	1
P38841	GO:0044238	8	2843	6	0.9999999999999089	0.999999999999909	0
P46963	GO:0090304	37	1318	27	0.9999999999998958	0.9999999999998956	1
Q08961	GO:0044238	11	2843	8	0.9999999999998883	0.9999999999998884	0
P52553	GO:0051129	51	137	2	0.9999999999998859	0.999999999999886	0
P38811	GO:0006259	112	518	33	0.9999999999998708	0.9999999999998709	1
Q06058	GO:0097159	21	2011	12	0.9999999999998507	0.9999999999998509	0
P53919	GO:0043229	103	4612	95	0.999999999999848	0.9999999999998482	1
P39995	GO:0006974	23	375	14	0.9999999999998115	0.9999999999998116	1
Q03868	GO:0044238	11	2843	7	0.9999999999998108	0.9999999999998109	0
P39692	GO:0140352	35	69	0	0.9999999999997973	0.9999999999997974	0
P38966	GO:0097159	39	2011	13	0.9999999999997847	0.9999999999997847	0
P38778	GO:0097159	10	2011	8	0.9999999999997542	0.9999999999997543	0
Q01852	GO:0006839	51	90	12	0.9999999999996922	0.9999999999996924	1
P36224	GO:0019222	39	1202	12	0.9999999999996902	0.9999999999996904	0
Q99394	GO:1990070	27	6	5	0.9999999999996283	0.9999999999996285	1
P53394	GO:0044238	10	2843	7	0.9999999999996233	0.9999999999996236	0
P36106	GO:0022414	17	401	1	0.9999999999995943	0.9999999999995945	0
P53221	GO:0042273	154	61	15	0.9999999999995748	0.999999999999575	1
P32264	GO:0019222	28	1202	11	0.9999999999995607	0.999999999999561	0
P32917	GO:0048518	44	808	24	0.9999999999994583	0.9999999999994585	1
P40457	GO:0050000	254	34	14	0.9999999999993733	0.9999999999993737	1
P38742	GO:0003676	24	1299	10	0.9999999999993523	0.9999999999993526	0
P38198	GO:0019222	26	1202	10	0.9999999999992564	0.9999999999992568	0
Q12325	GO:0044238	7	2843	5	0.999999999999174	0.9999999999991744	0
P33399	GO:0005488	80	3940	71	0.9999999999990195	0.99999999999902	1
P47047	GO:0010605	189	485	41	0.9999999999989299	0.9999999999989303	1
Q12255	GO:0015031	91	578	30	0.9999999999988886	0.999999999998889	1
P40496	GO:0097159	54	2011	24	0.999999999998771	0.9999999999987716	0
P06244	GO:0036094	324	1750	129	0.9999999999986754	0.999999999998676	1
Q03465	GO:1990837	5350	226	201	0.9999999999985721	0.999999999998573	1
Q08972	GO:0071840	107	2105	64	0.9999999999985311	0.9999999999985317	1
P33400	GO:0010605	1738	485	175	0.9999999999983811	0.999999999998382	1
P25294	GO:0008104	855	772	148	0.999999999998348	0.9999999999983489	1
P40850	GO:0005515	114	2648	76	0.9999999999983111	0.999999999998312	1
P40185	GO:0003676	65	1299	19	0.9999999999982077	0.9999999999982085	0
Q12523	GO:0044238	17	2843	8	0.9999999999981742	0.9999999999981753	0
P16521	GO:0051246	209	244	30	0.9999999999980899	0.999999999998091	1
P53628	GO:0006325	66	333	20	0.9999999999980702	0.9999999999980712	1
P49089	GO:0051129	29	137	0	0.999999999997877	0.9999999999978781	0
Q01454	GO:0071840	96	2105	59	0.9999999999978236	0.9999999999978246	1
P40509	GO:0030663	95	16	8	0.9999999999974939	0.9999999999974953	1
Q02793	GO:0003676	48	1299	19	0.9999999999973812	0.9999999999973825	0
P89102	GO:0140352	44	69	10	0.9999999999970184	0.9999999999970199	1
P05085	GO:0043231	353	4320	260	0.9999999999963278	0.9999999999963297	1
Q04636	GO:0045893	128	388	29	0.9999999999962961	0.999999999996298	1
P46682	GO:0097159	35	2011	15	0.9999999999962093	0.9999999999962113	0
P53550	GO:0016071	97	316	23	0.9999999999960999	0.999999999996102	1
Q03362	GO:0003824	14	2336	6	0.9999999999959936	0.9999999999959958	0
P40212	GO:0003674	168	6553	168	0.9999999999958508	0.9999999999958531	1
Q07914	GO:0019222	37	1202	10	0.9999999999954953	0.9999999999954975	0
P40486	GO:0044238	23	2843	16	0.9999999999954257	0.9999999999954281	0
Q12078	GO:0098662	34	176	12	0.9999999999951542	0.9999999999951567	1
Q03730	GO:0044238	18	2843	5	0.9999999999950464	0.999999999995049	0
Q12369	GO:0031023	20	21	6	0.999999999994705	0.9999999999947079	1
P38295	GO:0003676	50	1299	5	0.9999999999942075	0.9999999999942105	0
Q04120	GO:0019222	26	1202	11	0.999999999993581	0.9999999999935845	0
P33755	GO:0051716	48	893	25	0.9999999999932709	0.9999999999932745	1
Q12412	GO:0044238	8	2843	4	0.9999999999926131	0.9999999999926169	0
Q04767	GO:0036211	48	332	5	0.9999999999920268	0.999999999992031	0
P22470	GO:0005515	83	2648	59	0.9999999999912004	0.9999999999912049	1
P17255	GO:0015399	168	93	17	0.9999999999910382	0.9999999999910429	1
Q04600	GO:0005740	61	13	0	0.9999999999908973	0.999999999990902	0
P01098	GO:0044238	24	2843	10	0.9999999999904795	0.9999999999904846	0
Q04087	GO:0045814	79	119	14	0.9999999999899449	0.9999999999899502	1
P40316	GO:0065007	42	1835	31	0.9999999999890978	0.9999999999891035	1
P47821	GO:0031325	882	514	110	0.999999999988715	0.9999999999887209	1
P39008	GO:0009891	70	478	23	0.9999999999883722	0.9999999999883783	1
P38429	GO:0009890	44	453	18	0.9999999999873418	0.9999999999873483	1
P53867	GO:0097159	9	2011	7	0.9999999999863883	0.9999999999863953	0
P47127	GO:0044238	25	2843	12	0.9999999999860364	0.9999999999860438	0
P08465	GO:0036211	13	332	0	0.9999999999848227	0.9999999999848308	0
Q06680	GO:0097159	27	2011	17	0.9999999999837548	0.9999999999837633	0
Q12445	GO:0003676	67	1299	18	0.9999999999822552	0.9999999999822644	0
P22936	GO:0022414	40	401	7	0.9999999999799609	0.9999999999799714	0
P48526	GO:0019222	12	1202	7	0.9999999999798711	0.9999999999798818	0
P32473	GO:0042645	116	24	9	0.999999999979082	0.9999999999790931	1
P80967	GO:0070585	24	71	8	0.9999999999788459	0.9999999999788569	1
P40534	GO:0003824	4	2336	4	0.9999999999784727	0.999999999978484	0
P38111	GO:0043933	79	878	32	0.9999999999749637	0.9999999999749767	1
Q03433	GO:0016043	28	1934	24	0.9999999999728706	0.9999999999728848	1
P39719	GO:0003676	44	1299	8	0.9999999999670006	0.9999999999670179	0
P53909	GO:0051129	26	137	0	0.9999999999654935	0.9999999999655115	0
P02400	GO:0006414	183	48	13	0.9999999999638192	0.9999999999638381	1
Q12485	GO:0003824	12	2336	11	0.9999999999607889	0.9999999999608095	0
P49334	GO:0051641	324	989	84	0.9999999999488424	0.999999999948869	1
P39076	GO:0101031	105	13	7	0.9999999999439936	0.999999999944023	1
P38304	GO:0009890	132	453	30	0.9999999999291034	0.9999999999291405	1
P40499	GO:0097159	10	2011	6	0.999999999919461	0.9999999999195031	0
P32341	GO:0048878	25	245	11	0.9999999999189064	0.9999999999189488	1
P35179	GO:0003676	48	1299	15	0.9999999999168956	0.9999999999169391	0
P38429	GO:0048519	44	743	21	0.9999999999155872	0.9999999999156313	1
P12630	GO:0019222	14	1202	6	0.9999999999149193	0.9999999999149637	0
P38081	GO:0019222	29	1202	12	0.9999999999060718	0.999999999906121	0
Q03673	GO:0044238	13	2843	9	0.9999999998931784	0.9999999998932342	0
P47976	GO:0022414	14	401	1	0.9999999998819129	0.9999999998819747	0
P05755	GO:0060255	173	1114	58	0.9999999998764605	0.9999999998765252	1
P32364	GO:0051640	128	207	20	0.9999999998684651	0.999999999868534	1
P30665	GO:0000725	352	95	22	0.9999999998678694	0.9999999998679384	1
Q99216	GO:0051169	103	178	17	0.9999999998662492	0.9999999998663192	1
P38777	GO:0044238	10	2843	8	0.999999999865862	0.9999999998659321	0
P43610	GO:0019222	21	1202	11	0.9999999998327385	0.999999999832826	0
P28777	GO:0019222	34	1202	13	0.999999999781295	0.9999999997814094	0
P11709	GO:0050789	88	1737	47	0.999999999764544	0.9999999997646671	1
P22211	GO:0003676	62	1299	15	0.999999999751767	0.9999999997518969	0
P47017	GO:0065007	309	1835	122	0.999999999735924	0.9999999997360624	1
P52286	GO:0051597	143	8	6	0.9999999997345203	0.9999999997346593	1
P43610	GO:0022414	21	401	2	0.9999999997291359	0.9999999997292776	0
P42949	GO:0019222	40	1202	12	0.9999999997080676	0.9999999997082205	0
P38932	GO:0003676	30	1299	5	0.9999999997008248	0.9999999997009812	0
P53903	GO:0097159	40	2011	21	0.9999999996848019	0.9999999996849668	0
P40061	GO:0051179	106	1563	50	0.9999999996483644	0.9999999996485484	1
P31412	GO:0005488	79	3940	67	0.9999999996317988	0.9999999996319914	1
P53235	GO:0006413	446	54	18	0.9999999996230026	0.9999999996231997	1
P38228	GO:0003676	25	1299	11	0.9999999996012437	0.9999999996014525	0
P32849	GO:0005634	29	2285	25	0.9999999995937399	0.9999999995939525	1
P54860	GO:0003676	43	1299	7	0.9999999995927393	0.9999999995929524	0
P25554	GO:0008150	134	6516	134	0.9999999995919616	0.999999999592175	1
P25337	GO:0051129	60	137	1	0.9999999995679052	0.9999999995681312	0
P32895	GO:0036094	70	1750	40	0.9999999995562608	0.9999999995564929	1
P33308	GO:0009987	50	4645	49	0.9999999995562242	0.9999999995564565	1
P16522	GO:0003676	37	1299	10	0.9999999994904313	0.9999999994906977	0
Q05568	GO:0003676	26	1299	6	0.9999999994229164	0.9999999994232183	0
P25627	GO:0043229	65	4612	61	0.9999999993998059	0.99999999940012	1
Q03677	GO:0097159	11	2011	6	0.9999999993997591	0.9999999994000733	0
P42949	GO:0097159	40	2011	16	0.9999999993928209	0.9999999993931384	0
Q07897	GO:0022414	77	401	2	0.9999999993653316	0.9999999993656637	0
P53280	GO:0050794	29	1672	22	0.9999999992463956	0.9999999992467901	1
P32588	GO:0022607	499	795	95	0.9999999992417175	0.9999999992421142	1
Q06214	GO:0019222	78	1202	17	0.9999999992340562	0.999999999234457	0
