protein	go_term	walk	norm_score	true_label
P32459	GO:0004848	0.21857424080371857	1.0	1
P07702	GO:0031177	0.21462415158748627	0.9819279041218824	1
P20053	GO:0000393	0.21302437782287598	0.9746087618760496	1
P53954	GO:0004377	0.2127753049135208	0.9734692257156988	1
P53725	GO:0071030	0.21215961873531342	0.9706523932255181	1
Q04728	GO:0103045	0.10924485325813293	0.4998059370658256	1
Q02890	GO:0120125	0.10727714002132416	0.4908034309628956	1
P31382	GO:0097582	0.10687429457902908	0.4889603684246364	1
P34232	GO:0042272	0.10634918510913849	0.48655793441191253	1
P47058	GO:0004000	0.07624797523021698	0.3488415636667259	1
P19145	GO:0015192	0.07257776707410812	0.33204995465260995	1
P53615	GO:0015976	0.07209446281194687	0.32983878409773015	1
P32435	GO:0048018	0.057420603930950165	0.26270425369026684	1
Q12189	GO:0009052	0.054616812616586685	0.2498765977357664	1
P40035	GO:0035435	0.05387135595083237	0.24646605088504392	1
P35691	GO:0031114	0.05356433615088463	0.24506140127907164	1
P39717	GO:0046580	0.0447385311126709	0.20468236523180275	1
P0CE11	GO:0005338	0.04449734091758728	0.20357889336273682	1
Q06580	GO:0032038	0.044130582362413406	0.20190093233188594	1
P47818	GO:0015093	0.04412027820944786	0.20185378969025372	1
P19073	GO:0051047	0.04332273453474045	0.19820493900175043	1
P09932	GO:0007534	0.04283997043967247	0.1959962397711789	1
Q99394	GO:1990070	0.03794782981276512	0.17361415429944035	1
P50077	GO:0005244	0.03775399550795555	0.17272734087593797	1
Q12458	GO:0004032	0.03727588430047035	0.1705399291216494	1
P29539	GO:0016233	0.03713196516036987	0.16988148310784695	1
P20606	GO:0070861	0.03646394610404968	0.16682522190123472	1
P16892	GO:0046824	0.03592945635318756	0.16437987206362653	1
P35817	GO:0001094	0.03579745441675186	0.1637759485771493	1
P53295	GO:1903833	0.03577490895986557	0.16367280061360692	1
P53939	GO:0032183	0.03562423959374428	0.1629834715677591	1
P32629	GO:0000136	0.032444339245557785	0.14843507510645085	1
P40474	GO:0015562	0.032042015343904495	0.14659439867442034	1
P43577	GO:0006047	0.031391724944114685	0.14361924803596707	1
P47040	GO:1903826	0.03118005581200123	0.14265083830125203	1
P39933	GO:0080084	0.031062385067343712	0.14211248160521553	1
P38427	GO:0046351	0.028248369693756104	0.12923804944682515	1
P26309	GO:0045842	0.028224265202879906	0.12912776873002063	1
P52286	GO:0051597	0.02822098322212696	0.12911275330439592	1
Q99271	GO:0015081	0.027829615399241447	0.12732220214678347	1
P32914	GO:0006370	0.027589397504925728	0.12622317866147242	1
P39940	GO:0034517	0.027230428531765938	0.12458085583150835	1
Q01477	GO:0034517	0.0271848663687706	0.12437240388700986	1
P10870	GO:0010255	0.02716442570090294	0.12427888556646179	1
Q12675	GO:0015917	0.02591351978480816	0.11855585238602843	1
P46964	GO:0008250	0.025154147297143936	0.11508163910804016	1
Q03649	GO:0047372	0.024941161274909973	0.1141072044550977	1
P06103	GO:0001732	0.02481970563530922	0.11355153144528743	1
P47164	GO:0019346	0.02458495832979679	0.11247753650995357	1
Q06349	GO:0070966	0.02372741512954235	0.10855418134345733	1
P32356	GO:0071462	0.022613001987338066	0.10345561772849168	1
P38840	GO:0170044	0.02236419916152954	0.10231731723029508	1
P32458	GO:0010314	0.022098461166024208	0.10110153645413027	1
Q05024	GO:0000120	0.02166721783578396	0.09912855043171982	1
P25491	GO:0051131	0.021432572975754738	0.09805502419582375	1
P53538	GO:0009302	0.02132445201277733	0.09756035880919588	1
P47771	GO:0170043	0.020619697868824005	0.09433603050600542	1
Q05676	GO:0006465	0.020190292969346046	0.09237145550805106	1
Q12142	GO:0140303	0.02016313746571541	0.0922472160698088	1
P0CT04	GO:0061134	0.0201505646109581	0.09218969386608186	1
P33299	GO:0045899	0.01976977102458477	0.09044752101225578	1
P38881	GO:0005640	0.019694872200489044	0.0901048505923944	1
P20967	GO:0050997	0.01960698701441288	0.08970276612743905	1
P38126	GO:0051598	0.01946433261036873	0.08905010642124116	1
Q03656	GO:0032988	0.019458409398794174	0.0890230070719298	1
P00330	GO:0006067	0.018617749214172363	0.0851768935727789	1
P39076	GO:0101031	0.017090821638703346	0.07819103071443607	1
P32598	GO:0008360	0.016970712691545486	0.07764151897178055	1
P32492	GO:0048309	0.016713565215468407	0.07646504077392517	1
Q12375	GO:0005740	0.01656426675617695	0.07578198377873557	1
Q07895	GO:0005615	0.016349926590919495	0.07480135377140652	1
Q04533	GO:0009092	0.01596582680940628	0.07304405470845224	1
P30656	GO:0005839	0.015806840732693672	0.07231667579006502	1
P32468	GO:0005621	0.015685416758060455	0.07176114765099006	1
Q12530	GO:0042134	0.01564885303378105	0.07159386456074414	1
P03962	GO:0009220	0.015304798260331154	0.07001977584711218	1
Q12446	GO:0032231	0.01480618491768837	0.06773856455261285	1
P32829	GO:0019205	0.014645695686340332	0.06700430853520228	1
P36094	GO:0030474	0.014548089355230331	0.06655774875450605	1
P40509	GO:0030663	0.014248671941459179	0.06518788090772068	1
P12695	GO:0034030	0.01420885231345892	0.06500570169716147	1
P40989	GO:0070592	0.014026446267962456	0.06417117382639488	1
P33420	GO:0000132	0.01392756775021553	0.06371879365086229	1
