protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
P22035	GO:0008150	2877	6516	2860	2860	1.0	1
Q12041	GO:0005515	4727	2648	2154	2154	0.7531468531468531	1
P13393	GO:0044238	3821	2843	1825	1825	0.6381118881118881	1
P38144	GO:0008150	1755	6516	1744	1744	0.6097902097902098	1
Q03465	GO:0003676	5350	1299	1198	1198	0.4188811188811189	1
P26798	GO:0043231	1467	4320	1081	1081	0.37797202797202795	1
P14064	GO:0110165	1055	5776	992	992	0.34685314685314683	1
P10961	GO:0032991	2060	2276	684	684	0.23916083916083916	1
P20134	GO:0003674	596	6553	593	593	0.20734265734265733	1
P46677	GO:0044238	905	2843	510	510	0.17832167832167833	1
P17106	GO:0009893	4996	595	501	501	0.1751748251748252	1
P53235	GO:0110165	446	5776	437	437	0.1527972027972028	1
Q04052	GO:0003674	415	6553	414	414	0.14475524475524476	1
P07270	GO:0050794	1513	1672	413	413	0.14440559440559442	1
P25443	GO:0097159	660	2011	411	411	0.1437062937062937	1
P39935	GO:0003674	404	6553	404	404	0.14125874125874127	1
P25443	GO:0043232	660	1106	361	361	0.12622377622377623	1
Q01477	GO:0005737	449	2597	319	319	0.11153846153846154	1
P49334	GO:0043231	324	4320	304	304	0.1062937062937063	1
Q12151	GO:0043226	410	4614	302	302	0.1055944055944056	1
P49334	GO:0009987	324	4645	282	282	0.0986013986013986	1
P05085	GO:0043231	353	4320	260	260	0.09090909090909091	1
P25443	GO:1901564	660	1519	260	260	0.09090909090909091	1
P46677	GO:0009059	905	811	258	258	0.09020979020979021	1
Q03973	GO:0005515	558	2648	244	244	0.08531468531468532	1
Q03532	GO:0005488	258	3940	227	227	0.07937062937062937	1
Q08553	GO:0110165	257	5776	221	221	0.07727272727272727	1
P31539	GO:0005829	630	996	204	204	0.07132867132867132	1
Q03465	GO:1990837	5350	226	201	201	0.07027972027972028	1
P46676	GO:0016043	611	1934	200	200	0.06993006993006994	1
P10664	GO:0043170	265	2128	193	193	0.06748251748251748	1
P22082	GO:0043167	698	1695	188	188	0.06573426573426573	1
P14064	GO:0050896	1055	1037	188	188	0.06573426573426573	1
P47047	GO:0043229	189	4612	179	179	0.06258741258741259	1
P33400	GO:0010605	1738	485	175	175	0.06118881118881119	1
P40212	GO:0003674	168	6553	168	168	0.05874125874125874	1
P29056	GO:0044237	471	1945	163	163	0.056993006993006995	1
Q12136	GO:0005488	169	3940	151	151	0.0527972027972028	1
P26784	GO:1901564	298	1519	151	151	0.0527972027972028	1
P25294	GO:0008104	855	772	148	148	0.05174825174825175	1
Q04116	GO:0010468	958	932	145	145	0.050699300699300696	1
P26784	GO:1990904	298	538	141	141	0.0493006993006993	1
P33297	GO:0050789	409	1737	141	141	0.0493006993006993	1
Q02753	GO:0032991	181	2276	139	139	0.0486013986013986	1
Q12230	GO:0009987	156	4645	138	138	0.04825174825174825	1
P25554	GO:0008150	134	6516	134	134	0.04685314685314685	1
Q12196	GO:0019219	608	781	131	131	0.045804195804195806	1
P06244	GO:0036094	324	1750	129	129	0.045104895104895106	1
P50102	GO:0003824	421	2336	128	128	0.044755244755244755	1
P35210	GO:0009891	1725	478	127	127	0.044405594405594405	1
P0CE41	GO:0019222	613	1202	125	125	0.043706293706293704	1
P47043	GO:0050789	491	1737	123	123	0.043006993006993004	1
P47017	GO:0065007	309	1835	122	122	0.04265734265734266	1
O13516	GO:0042254	584	199	119	119	0.04160839160839161	1
P53883	GO:0043231	158	4320	118	118	0.04125874125874126	1
P32494	GO:0003674	122	6553	118	118	0.04125874125874126	1
Q08904	GO:0008152	240	3232	116	116	0.04055944055944056	1
Q12024	GO:0044238	143	2843	116	116	0.04055944055944056	1
P17214	GO:0044238	141	2843	110	110	0.038461538461538464	1
Q12136	GO:0016070	169	924	110	110	0.038461538461538464	1
P38112	GO:0097159	152	2011	110	110	0.038461538461538464	1
P47821	GO:0031325	882	514	110	110	0.038461538461538464	1
P21192	GO:0080090	682	1045	109	109	0.03811188811188811	1
Q06629	GO:0043226	120	4614	109	109	0.03811188811188811	1
P39113	GO:0044238	198	2843	105	105	0.03671328671328671	1
Q03280	GO:0009056	554	870	105	105	0.03671328671328671	1
Q12753	GO:0051716	683	893	104	104	0.03636363636363636	1
P36093	GO:0048518	733	808	104	104	0.03636363636363636	1
P53941	GO:0044238	119	2843	103	103	0.03601398601398601	1
P32494	GO:0043227	122	4325	100	100	0.03496503496503497	1
P38112	GO:0005634	152	2285	98	98	0.03426573426573427	1
P36521	GO:0008150	98	6516	98	98	0.03426573426573427	1
P32588	GO:0022607	499	795	95	95	0.033216783216783216	1
P53919	GO:0043229	103	4612	95	95	0.033216783216783216	1
P34241	GO:0043228	134	1106	92	92	0.032167832167832165	1
P25655	GO:0009987	103	4645	90	90	0.03146853146853147	1
P11938	GO:0001067	2627	177	90	90	0.03146853146853147	1
P60010	GO:0043933	229	878	89	89	0.031118881118881118	1
P32867	GO:0005575	89	6548	88	88	0.03076923076923077	1
P25694	GO:0044237	226	1945	88	88	0.03076923076923077	1
P36049	GO:0006396	177	582	87	87	0.03041958041958042	1
P32495	GO:0097159	134	2011	87	87	0.03041958041958042	1
P54784	GO:0043167	309	1695	87	87	0.03041958041958042	1
P35732	GO:0048518	247	808	86	86	0.03006993006993007	1
P40160	GO:0043232	125	1106	86	86	0.03006993006993007	1
P20459	GO:0043226	107	4614	86	86	0.03006993006993007	1
P53091	GO:0032555	546	779	85	85	0.02972027972027972	1
P28274	GO:0005737	113	2597	85	85	0.02972027972027972	1
P49334	GO:0051641	324	989	84	84	0.02937062937062937	1
P14832	GO:0097159	147	2011	83	83	0.02902097902097902	1
P20434	GO:0016070	134	924	83	83	0.02902097902097902	1
P32333	GO:0043228	398	1106	80	80	0.027972027972027972	1
P46677	GO:0045893	905	388	80	80	0.027972027972027972	1
P40466	GO:1902679	2353	177	80	80	0.027972027972027972	1
P32600	GO:0050789	130	1737	78	78	0.02727272727272727	1
P89105	GO:0043231	101	4320	77	77	0.026923076923076925	1
P14064	GO:0045893	1055	388	77	77	0.026923076923076925	1
P40850	GO:0005515	114	2648	76	76	0.026573426573426574	1
P05745	GO:0043170	98	2128	76	76	0.026573426573426574	1
P80428	GO:0003674	76	6553	76	76	0.026573426573426574	1
P22149	GO:0010557	1152	462	73	73	0.025524475524475523	1
P89105	GO:0043170	101	2128	72	72	0.025174825174825177	1
P33399	GO:0005488	80	3940	71	71	0.024825174825174826	1
P32465	GO:0003674	70	6553	69	69	0.024125874125874126	1
P47054	GO:0005488	83	3940	69	69	0.024125874125874126	1
Q06214	GO:0032991	78	2276	69	69	0.024125874125874126	0
P17157	GO:0048523	463	709	69	69	0.024125874125874126	1
P39079	GO:0003824	141	2336	69	69	0.024125874125874126	1
P47108	GO:0003676	99	1299	68	68	0.023776223776223775	0
P52918	GO:0005575	68	6548	68	68	0.023776223776223775	1
P00546	GO:0009891	598	478	67	67	0.023426573426573425	1
P31412	GO:0005488	79	3940	67	67	0.023426573426573425	1
P20081	GO:0043226	86	4614	66	66	0.023076923076923078	1
Q12213	GO:0006139	125	1559	65	65	0.022727272727272728	1
P06776	GO:0003676	87	1299	65	65	0.022727272727272728	0
P39929	GO:0016043	102	1934	65	65	0.022727272727272728	1
Q08972	GO:0071840	107	2105	64	64	0.022377622377622378	1
Q06214	GO:0043170	78	2128	64	64	0.022377622377622378	0
Q06132	GO:0008152	75	3232	64	64	0.022377622377622378	1
