protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score
FBgn0021872	GO:0006642	49	5	0	0.0
FBgn0026401	GO:0006642	41	5	0	0.0
FBgn0015905	GO:0001745	8	119	0	0.0
FBgn0039411	GO:0001745	4	119	0	0.0
FBgn0031980	GO:0006412	65	558	37	0.0593900481540931
FBgn0032261	GO:0006412	162	558	30	0.041666666666666664
FBgn0037501	GO:0044292	2	3	0	0.0
FBgn0036118	GO:0044292	45	3	0	0.0
FBgn0013718	GO:0048190	45	55	1	0.01
FBgn0013726	GO:0048190	94	55	0	0.0
FBgn0039835	GO:0003735	6	290	0	0.0
FBgn0004569	GO:0003735	243	290	0	0.0
FBgn0024993	GO:0042393	4	60	1	0.015625
FBgn0030512	GO:0042393	14	60	0	0.0
FBgn0002590	GO:0005730	200	301	24	0.04790419161676647
FBgn0013759	GO:0005730	84	301	1	0.0025974025974025974
FBgn0263077	GO:0046847	15	14	0	0.0
FBgn0010620	GO:0046847	6	14	0	0.0
FBgn0052382	GO:0019953	0	220	0	0.0
FBgn0263018	GO:0019953	0	220	0	0.0
FBgn0038738	GO:0004185	47	5	0	0.0
FBgn0011692	GO:0004185	129	5	0	0.0
FBgn0039366	GO:0019706	12	24	0	0.0
FBgn0027492	GO:0019706	90	24	1	0.008771929824561403
FBgn0039212	GO:0000149	42	36	11	0.14102564102564102
FBgn0260971	GO:0000149	1	36	0	0.0
FBgn0085390	GO:0016301	51	55	0	0.0
FBgn0023519	GO:0016301	8	55	0	0.0
FBgn0037707	GO:0005654	123	198	8	0.024922118380062305
FBgn0034913	GO:0005654	59	198	1	0.0038910505836575876
FBgn0037543	GO:0070476	9	2	1	0.09090909090909091
FBgn0086707	GO:0070476	37	2	0	0.0
FBgn0053410	GO:0003735	0	290	0	0.0
FBgn0000179	GO:0003735	16	290	1	0.0032679738562091504
FBgn0051199	GO:0004252	56	280	0	0.0
FBgn0002868	GO:0004252	11	280	0	0.0
FBgn0051354	GO:0031072	46	25	1	0.014084507042253521
FBgn0000022	GO:0031072	26	25	0	0.0
FBgn0030608	GO:0005811	190	26	1	0.004629629629629629
FBgn0015229	GO:0005811	9	26	0	0.0
FBgn0031224	GO:0000381	25	87	7	0.0625
FBgn0265575	GO:0000381	14	87	0	0.0
FBgn0031670	GO:0012505	44	202	4	0.016260162601626018
FBgn0032938	GO:0012505	93	202	2	0.006779661016949152
FBgn0039930	GO:0034614	4	15	0	0.0
FBgn0024250	GO:0034614	90	15	0	0.0
FBgn0264291	GO:0051225	43	38	1	0.012345679012345678
FBgn0284255	GO:0051225	15	38	0	0.0
FBgn0040271	GO:0042059	12	35	0	0.0
FBgn0052708	GO:0042059	66	35	1	0.009900990099009901
FBgn0003870	GO:0005700	109	174	16	0.05653710247349823
FBgn0032492	GO:0005700	158	174	6	0.018072289156626505
FBgn0034175	GO:0008233	0	178	0	0.0
FBgn0066361	GO:0008233	0	178	0	0.0
FBgn0031441	GO:0005634	0	2250	0	0.0
FBgn0013334	GO:0005634	26	2250	6	0.0026362038664323375
FBgn0005322	GO:0140570	21	2	1	0.043478260869565216
FBgn0051184	GO:0140570	72	2	0	0.0
FBgn0261573	GO:0003714	45	53	4	0.04081632653061224
FBgn0039137	GO:0003714	60	53	1	0.008849557522123894
FBgn0027529	GO:0048471	17	71	0	0.0
FBgn0020370	GO:0048471	23	71	0	0.0
FBgn0031613	GO:0051276	26	68	2	0.02127659574468085
FBgn0263050	GO:0051276	2	68	0	0.0
FBgn0051482	GO:0008150	21	1771	3	0.0016741071428571428
FBgn0030616	GO:0008150	80	1771	4	0.0021609940572663426
FBgn0030529	GO:0006821	62	19	0	0.0
FBgn0039218	GO:0006821	70	19	0	0.0
FBgn0026398	GO:0004984	4	69	1	0.0136986301369863
FBgn0042693	GO:0004984	73	69	0	0.0
FBgn0023169	GO:0035556	193	118	12	0.03858520900321544
FBgn0262036	GO:0035556	0	118	0	0.0
FBgn0050101	GO:0062129	4	134	0	0.0
FBgn0033973	GO:0062129	69	134	0	0.0
FBgn0087035	GO:0035197	64	8	2	0.027777777777777776
FBgn0036618	GO:0035197	0	8	0	0.0
FBgn0037109	GO:0016592	17	33	5	0.1
FBgn0004647	GO:0016592	427	33	6	0.013043478260869565
FBgn0012344	GO:0045475	0	62	0	0.0
FBgn0053815	GO:0045475	0	62	0	0.0
FBgn0015756	GO:0002181	163	101	46	0.17424242424242425
FBgn0003392	GO:0002181	105	101	2	0.009708737864077669
FBgn0050048	GO:0006816	2	33	0	0.0
FBgn0087035	GO:0006816	64	33	0	0.0
FBgn0041164	GO:0005829	9	1082	4	0.0036663611365719525
FBgn0004360	GO:0005829	18	1082	2	0.0018181818181818182
FBgn0034534	GO:0000978	32	368	7	0.0175
FBgn0003731	GO:0000978	637	368	6	0.005970149253731343
FBgn0026181	GO:0005737	46	1863	26	0.013619696176008382
FBgn0004647	GO:0005737	427	1863	101	0.04410480349344978
FBgn0004635	GO:0035160	128	13	1	0.0070921985815602835
FBgn0039930	GO:0035160	4	13	0	0.0
FBgn0051159	GO:0032543	14	89	0	0.0
FBgn0034548	GO:0032543	0	89	0	0.0
FBgn0037440	GO:0005777	55	90	3	0.020689655172413793
FBgn0035042	GO:0005777	5	90	0	0.0
FBgn0033749	GO:0045893	9	145	2	0.012987012987012988
FBgn0038090	GO:0045893	14	145	0	0.0
FBgn0003068	GO:0045475	43	62	11	0.10476190476190476
FBgn0285947	GO:0045475	71	62	0	0.0
FBgn0053208	GO:0016322	35	43	0	0.0
FBgn0004360	GO:0016322	18	43	0	0.0
FBgn0037098	GO:0010766	62	1	0	0.0
FBgn0053475	GO:0010766	0	1	0	0.0
FBgn0037205	GO:0070725	4	7	1	0.09090909090909091
FBgn0039828	GO:0070725	127	7	0	0.0
FBgn0051413	GO:0003756	11	14	1	0.04
FBgn0287186	GO:0003756	0	14	0	0.0
FBgn0033558	GO:0042752	28	26	0	0.0
FBgn0286723	GO:0042752	0	26	0	0.0
FBgn0266711	GO:0031462	78	12	6	0.06666666666666667
FBgn0000071	GO:0031462	28	12	0	0.0
FBgn0037512	GO:0005739	25	623	3	0.004629629629629629
FBgn0052451	GO:0005739	41	623	7	0.010542168674698794
FBgn0265423	GO:0003674	0	3150	0	0.0
FBgn0062592	GO:0003674	0	3150	0	0.0
FBgn0036618	GO:0031012	0	130	0	0.0
FBgn0266195	GO:0031012	5	130	0	0.0
FBgn0032408	GO:0019843	114	26	4	0.02857142857142857
FBgn0024236	GO:0019843	13	26	0	0.0
FBgn0001311	GO:0004100	24	2	0	0.0
FBgn0022768	GO:0004100	10	2	0	0.0
FBgn0053658	GO:0003674	0	3150	0	0.0
FBgn0003275	GO:0003674	59	3150	1	0.0003116235587410408
FBgn0050035	GO:0005886	27	1052	1	0.0009267840593141798
FBgn0025864	GO:0005886	9	1052	4	0.003770028275212064
FBgn0033277	GO:0004252	2	280	0	0.0
FBgn0026390	GO:0004252	0	280	0	0.0
FBgn0022984	GO:0005634	181	2250	60	0.024681201151789386
FBgn0041186	GO:0005634	16	2250	3	0.001323918799646955
FBgn0032150	GO:0000981	6	415	4	0.009501187648456057
FBgn0044050	GO:0000981	2	415	0	0.0
FBgn0003861	GO:0005515	21	958	11	0.011235955056179775
FBgn0000499	GO:0005515	209	958	65	0.055698371893744644
FBgn0045866	GO:0006886	172	142	18	0.05732484076433121
FBgn0001091	GO:0006886	256	142	6	0.01507537688442211
FBgn0004957	GO:0030258	31	5	0	0.0
FBgn0024814	GO:0030258	137	5	0	0.0
FBgn0264326	GO:0003887	68	9	1	0.012987012987012988
FBgn0003390	GO:0003887	59	9	0	0.0
FBgn0250910	GO:0004989	3	6	0	0.0
FBgn0003068	GO:0004989	43	6	0	0.0
FBgn0004368	GO:0030424	15	161	3	0.017045454545454544
FBgn0261861	GO:0030424	0	161	0	0.0
FBgn0032415	GO:0004252	0	280	0	0.0
FBgn0004516	GO:0004252	99	280	13	0.03430079155672823
FBgn0004882	GO:0007310	46	19	4	0.06153846153846154
FBgn0015577	GO:0007310	13	19	0	0.0
FBgn0027343	GO:0042813	3	6	0	0.0
FBgn0023076	GO:0042813	52	6	0	0.0
FBgn0016797	GO:0060070	94	17	8	0.07207207207207207
FBgn0053234	GO:0060070	0	17	0	0.0
FBgn0038183	GO:0045859	15	1	0	0.0
FBgn0032006	GO:0045859	93	1	0	0.0
FBgn0286785	GO:0033627	0	20	0	0.0
FBgn0000535	GO:0033627	5	20	0	0.0
FBgn0000147	GO:0005813	408	120	24	0.045454545454545456
FBgn0026397	GO:0005813	2	120	0	0.0
FBgn0264502	GO:0030036	2	86	0	0.0
FBgn0051523	GO:0030036	309	86	2	0.005063291139240506
FBgn0050229	GO:0006412	0	558	0	0.0
FBgn0001075	GO:0006412	102	558	5	0.007575757575757576
FBgn0038020	GO:0004364	50	40	11	0.12222222222222222
FBgn0010909	GO:0004364	247	40	0	0.0
FBgn0034883	GO:0016324	36	91	0	0.0
FBgn0289122	GO:0016324	0	91	0	0.0
FBgn0003997	GO:0097190	9	6	0	0.0
FBgn0003130	GO:0097190	20	6	0	0.0
FBgn0038295	GO:0001666	1	36	0	0.0
FBgn0038371	GO:0001666	11	36	1	0.02127659574468085
FBgn0040321	GO:0045088	2	13	0	0.0
FBgn0010198	GO:0045088	185	13	2	0.010101010101010102
FBgn0264785	GO:0071456	86	31	0	0.0
FBgn0039234	GO:0071456	41	31	0	0.0
FBgn0053883	GO:0005515	0	958	0	0.0
FBgn0010382	GO:0005515	59	958	18	0.017699115044247787
FBgn0041087	GO:0008195	18	9	2	0.07407407407407407
FBgn0033244	GO:0008195	3	9	0	0.0
FBgn0037657	GO:0008407	62	46	1	0.009259259259259259
FBgn0032633	GO:0008407	12	46	2	0.034482758620689655
FBgn0040705	GO:0005747	29	52	25	0.30864197530864196
FBgn0264326	GO:0005747	68	52	0	0.0
FBgn0039141	GO:0005515	32	958	6	0.006060606060606061
FBgn0015924	GO:0005515	1	958	0	0.0
FBgn0264543	GO:0005575	0	2646	0	0.0
FBgn0050404	GO:0005575	16	2646	1	0.0003756574004507889
FBgn0052208	GO:0005575	1	2646	0	0.0
FBgn0004374	GO:0005575	15	2646	0	0.0
FBgn0036892	GO:0003697	52	50	0	0.0
FBgn0053229	GO:0003697	4	50	0	0.0
FBgn0035110	GO:0000445	61	5	4	0.06060606060606061
FBgn0051100	GO:0000445	1	5	0	0.0
FBgn0263206	GO:0005575	0	2646	0	0.0
FBgn0011289	GO:0005575	62	2646	7	0.00258493353028065
FBgn0013759	GO:1900244	84	4	1	0.011363636363636364
FBgn0034158	GO:1900244	23	4	0	0.0
FBgn0033323	GO:0006874	3	24	0	0.0
FBgn0086895	GO:0006874	52	24	1	0.013157894736842105
FBgn0005660	GO:0042742	2	61	0	0.0
FBgn0004509	GO:0042742	9	61	0	0.0
FBgn0036666	GO:0045571	148	14	1	0.006172839506172839
FBgn0039430	GO:0045571	3	14	0	0.0
FBgn0003169	GO:0098821	28	4	2	0.0625
FBgn0261286	GO:0098821	142	4	0	0.0
FBgn0032940	GO:0005634	15	2250	3	0.0013245033112582781
FBgn0030592	GO:0005634	1	2250	0	0.0
FBgn0031213	GO:0016936	20	4	1	0.041666666666666664
FBgn0002609	GO:0016936	31	4	0	0.0
FBgn0051730	GO:0016747	0	56	0	0.0
FBgn0024998	GO:0016747	39	56	1	0.010526315789473684
FBgn0021796	GO:0004674	135	158	13	0.04436860068259386
FBgn0031422	GO:0004674	17	158	0	0.0
FBgn0030590	GO:0016491	1	215	0	0.0
FBgn0041240	GO:0016491	0	215	0	0.0
FBgn0031571	GO:0035002	4	24	0	0.0
FBgn0050360	GO:0035002	28	24	0	0.0
FBgn0025815	GO:0006260	83	47	12	0.09230769230769231
FBgn0035518	GO:0006260	41	47	0	0.0
FBgn0033539	GO:0035332	100	39	1	0.007194244604316547
FBgn0053310	GO:0035332	6	39	0	0.0
FBgn0033948	GO:0008270	6	516	1	0.0019157088122605363
FBgn0053430	GO:0008270	0	516	0	0.0
FBgn0000022	GO:0000977	26	163	5	0.026455026455026454
FBgn0011836	GO:0000977	48	163	0	0.0
FBgn0034530	GO:0007098	53	36	2	0.02247191011235955
FBgn0031318	GO:0007098	96	36	1	0.007575757575757576
FBgn0260776	GO:0008150	0	1771	0	0.0
FBgn0053900	GO:0008150	0	1771	0	0.0
FBgn0031357	GO:0005761	37	8	1	0.022222222222222223
FBgn0001085	GO:0005761	60	8	0	0.0
FBgn0028582	GO:0009997	75	4	0	0.0
FBgn0263005	GO:0009997	10	4	0	0.0
FBgn0025638	GO:0008270	97	516	8	0.013050570962479609
FBgn0011676	GO:0008270	191	516	8	0.011315417256011316
FBgn0034451	GO:0005813	16	120	1	0.007352941176470588
FBgn0285950	GO:0005813	25	120	1	0.006896551724137931
FBgn0004509	GO:0008236	9	26	0	0.0
FBgn0014366	GO:0008236	123	26	0	0.0
FBgn0043591	GO:0003674	0	3150	0	0.0
FBgn0001169	GO:0003674	30	3150	3	0.0009433962264150943
FBgn0030592	GO:0016491	1	215	0	0.0
FBgn0003248	GO:0016491	6	215	0	0.0
FBgn0286222	GO:0006099	0	38	0	0.0
FBgn0011288	GO:0006099	48	38	0	0.0
FBgn0004638	GO:0007426	547	18	4	0.007079646017699115
FBgn0044324	GO:0007426	38	18	0	0.0
FBgn0034380	GO:0042147	47	31	6	0.07692307692307693
FBgn0050324	GO:0042147	14	31	0	0.0
FBgn0066332	GO:0003674	0	3150	0	0.0
FBgn0051217	GO:0003674	7	3150	1	0.0003167564143173899
FBgn0005626	GO:0008344	39	59	0	0.0
FBgn0003714	GO:0008344	10	59	0	0.0
FBgn0004360	GO:0007517	18	37	0	0.0
FBgn0001226	GO:0007517	104	37	0	0.0
FBgn0069135	GO:0003674	0	3150	0	0.0
FBgn0250789	GO:0003674	261	3150	11	0.0032248607446496626
FBgn0053424	GO:0006412	0	558	0	0.0
FBgn0035733	GO:0006412	12	558	0	0.0
FBgn0028887	GO:0005634	9	2250	1	0.0004426737494466578
FBgn0026379	GO:0005634	150	2250	48	0.02
FBgn0032791	GO:0016818	17	8	0	0.0
FBgn0032596	GO:0016818	172	8	0	0.0
FBgn0031676	GO:0005797	0	12	0	0.0
FBgn0266347	GO:0005797	4	12	0	0.0
FBgn0037369	GO:0006396	14	133	0	0.0
FBgn0024994	GO:0006396	55	133	0	0.0
FBgn0015382	GO:0005575	0	2646	0	0.0
FBgn0037714	GO:0005575	16	2646	0	0.0
FBgn0013997	GO:0060857	66	19	5	0.058823529411764705
FBgn0052232	GO:0060857	0	19	0	0.0
FBgn0033391	GO:0015230	58	2	0	0.0
FBgn0000566	GO:0015230	38	2	0	0.0
FBgn0262391	GO:0035195	0	156	0	0.0
FBgn0262455	GO:0035195	1	156	0	0.0
FBgn0022943	GO:0030422	152	12	1	0.006097560975609756
FBgn0033302	GO:0030422	131	12	0	0.0
FBgn0085328	GO:0008150	0	1771	0	0.0
FBgn0004878	GO:0008150	12	1771	0	0.0
FBgn0263199	GO:0004335	37	1	0	0.0
FBgn0051776	GO:0004335	27	1	0	0.0
FBgn0033485	GO:0006412	99	558	21	0.0319634703196347
FBgn0011771	GO:0006412	25	558	0	0.0
FBgn0030354	GO:0071598	433	14	3	0.006711409395973154
FBgn0038197	GO:0071598	192	14	2	0.009708737864077669
FBgn0000352	GO:0045879	35	58	11	0.11827956989247312
FBgn0017579	GO:0045879	141	58	7	0.035175879396984924
FBgn0262473	GO:0008063	17	12	8	0.27586206896551724
FBgn0004436	GO:0008063	59	12	0	0.0
FBgn0003462	GO:0008340	92	174	7	0.02631578947368421
FBgn0033208	GO:0008340	127	174	2	0.006644518272425249
FBgn0026417	GO:0006289	27	21	2	0.041666666666666664
FBgn0037770	GO:0006289	88	21	0	0.0
FBgn0035954	GO:0000978	6	368	0	0.0
FBgn0003444	GO:0000978	31	368	1	0.002506265664160401
FBgn0003896	GO:0008045	58	70	3	0.0234375
FBgn0283499	GO:0008045	38	70	4	0.037037037037037035
FBgn0024836	GO:0001736	34	21	3	0.05454545454545454
FBgn0267350	GO:0001736	22	21	0	0.0
FBgn0000114	GO:0043186	43	47	4	0.044444444444444446
FBgn0014396	GO:0043186	35	47	0	0.0
FBgn0051673	GO:0030267	8	4	0	0.0
FBgn0034468	GO:0030267	4	4	0	0.0
FBgn0015774	GO:0016358	889	10	2	0.002224694104560623
FBgn0004652	GO:0016358	41	10	1	0.0196078431372549
FBgn0035001	GO:0008284	25	49	2	0.02702702702702703
FBgn0039212	GO:0008284	42	49	0	0.0
FBgn0004242	GO:0016020	30	1524	7	0.0045045045045045045
FBgn0026323	GO:0016020	211	1524	12	0.0069164265129683
FBgn0000611	GO:0000981	73	415	19	0.0389344262295082
FBgn0013762	GO:0000981	90	415	6	0.011881188118811881
FBgn0283724	GO:0090132	16	1	0	0.0
FBgn0259731	GO:0090132	1	1	0	0.0
FBgn0053144	GO:0016567	13	129	0	0.0
FBgn0013325	GO:0016567	163	129	5	0.017123287671232876
FBgn0003416	GO:0070373	107	22	2	0.015503875968992248
FBgn0015903	GO:0070373	25	22	0	0.0
FBgn0002973	GO:0055059	63	29	6	0.06521739130434782
FBgn0003514	GO:0055059	153	29	2	0.01098901098901099
FBgn0026373	GO:0003899	108	19	9	0.07086614173228346
FBgn0041100	GO:0003899	276	19	0	0.0
FBgn0011676	GO:0007263	191	1	0	0.0
FBgn0030274	GO:0007263	7	1	0	0.0
FBgn0003720	GO:0001708	38	31	0	0.0
FBgn0038827	GO:0001708	30	31	0	0.0
FBgn0038700	GO:0008236	5	26	0	0.0
FBgn0026059	GO:0008236	58	26	1	0.011904761904761904
FBgn0033453	GO:0002807	5	6	0	0.0
FBgn0038738	GO:0002807	47	6	0	0.0
FBgn0035785	GO:0016020	29	1524	10	0.00643915003219575
FBgn0053260	GO:0016020	2	1524	0	0.0
FBgn0036830	GO:0005743	0	97	0	0.0
FBgn0039889	GO:0005743	10	97	0	0.0
FBgn0053260	GO:0000379	2	3	0	0.0
FBgn0020509	GO:0000379	5	3	0	0.0
FBgn0267365	GO:0005575	0	2646	0	0.0
FBgn0000535	GO:0005575	5	2646	0	0.0
FBgn0015622	GO:0012505	176	202	21	0.05555555555555555
FBgn0016070	GO:0012505	41	202	1	0.00411522633744856
FBgn0033247	GO:0045793	67	41	1	0.009259259259259259
FBgn0035789	GO:0045793	0	41	0	0.0
FBgn0053519	GO:0007527	32	30	1	0.016129032258064516
FBgn0039709	GO:0007527	5	30	0	0.0
FBgn0263395	GO:0042059	26	35	1	0.01639344262295082
FBgn0064237	GO:0042059	2	35	0	0.0
FBgn0039338	GO:0042585	7	6	0	0.0
FBgn0011660	GO:0042585	93	6	1	0.010101010101010102
FBgn0013733	GO:0031122	127	25	3	0.019736842105263157
FBgn0026250	GO:0031122	69	25	0	0.0
FBgn0050036	GO:0016020	1	1524	0	0.0
FBgn0036150	GO:0016020	1	1524	0	0.0
FBgn0259166	GO:0016316	10	1	0	0.0
FBgn0039058	GO:0016316	93	1	0	0.0
FBgn0265298	GO:0001178	246	8	2	0.007874015748031496
FBgn0262126	GO:0001178	41	8	0	0.0
FBgn0034827	GO:0005871	8	25	1	0.030303030303030304
FBgn0086676	GO:0005871	7	25	0	0.0
FBgn0013983	GO:0002803	141	1	0	0.0
FBgn0015721	GO:0002803	64	1	0	0.0
FBgn0028932	GO:0005575	27	2646	0	0.0
FBgn0037931	GO:0005575	23	2646	0	0.0
FBgn0039160	GO:0005789	67	171	3	0.012605042016806723
FBgn0003861	GO:0005789	21	171	1	0.005208333333333333
FBgn0261383	GO:0003674	3	3150	0	0.0
FBgn0003256	GO:0003674	381	3150	8	0.0022656471254602095
FBgn0022338	GO:1901293	8	1	0	0.0
FBgn0263933	GO:1901293	105	1	0	0.0
FBgn0053397	GO:0003735	0	290	0	0.0
FBgn0260985	GO:0003735	65	290	2	0.005633802816901409
FBgn0037011	GO:0051536	41	30	1	0.014084507042253521
FBgn0039705	GO:0051536	46	30	0	0.0
FBgn0036059	GO:0005819	59	51	4	0.03636363636363636
FBgn0030351	GO:0005819	0	51	0	0.0
FBgn0008651	GO:0003677	23	610	3	0.004739336492890996
FBgn0025381	GO:0003677	57	610	1	0.0014992503748125937
FBgn0034221	GO:0006508	7	498	2	0.0039603960396039604
FBgn0034318	GO:0006508	28	498	0	0.0
FBgn0010433	GO:0007460	9	7	0	0.0
FBgn0013697	GO:0007460	0	7	0	0.0
FBgn0031640	GO:0005829	20	1082	5	0.004537205081669692
FBgn0000352	GO:0005829	35	1082	9	0.008057296329453895
FBgn0040491	GO:0042981	8	33	1	0.024390243902439025
FBgn0039132	GO:0042981	27	33	0	0.0
FBgn0037202	GO:0005675	27	10	8	0.21621621621621623
FBgn0033330	GO:0005675	5	10	0	0.0
FBgn0264753	GO:0007615	26	17	1	0.023255813953488372
FBgn0026206	GO:0007615	13	17	0	0.0
FBgn0024912	GO:0003908	19	1	0	0.0
FBgn0037000	GO:0003908	2	1	0	0.0
FBgn0267791	GO:0005737	151	1863	52	0.025819265143992055
FBgn0039735	GO:0005737	81	1863	19	0.00977366255144033
FBgn0261386	GO:0051427	0	1	0	0.0
FBgn0038436	GO:0051427	11	1	0	0.0
FBgn0028703	GO:0016020	5	1524	0	0.0
FBgn0036354	GO:0016020	4	1524	0	0.0
FBgn0051201	GO:0060025	0	16	0	0.0
FBgn0053658	GO:0060025	0	16	0	0.0
FBgn0034070	GO:0003674	4	3150	0	0.0
FBgn0262114	GO:0003674	82	3150	4	0.0012376237623762376
FBgn0003002	GO:0007494	46	32	0	0.0
FBgn0003162	GO:0007494	67	32	0	0.0
FBgn0003089	GO:0160032	28	21	3	0.061224489795918366
FBgn0011715	GO:0160032	214	21	0	0.0
FBgn0026323	GO:0043068	211	22	9	0.03862660944206009
FBgn0020270	GO:0043068	50	22	0	0.0
FBgn0033659	GO:0012501	4	16	0	0.0
FBgn0060296	GO:0012501	3	16	0	0.0
FBgn0010583	GO:0007520	222	32	12	0.047244094488188976
FBgn0000064	GO:0007520	262	32	0	0.0
FBgn0033690	GO:0000001	69	4	0	0.0
FBgn0053144	GO:0000001	13	4	0	0.0
FBgn0001187	GO:0005975	64	124	3	0.015957446808510637
FBgn0015380	GO:0005975	57	124	0	0.0
FBgn0032919	GO:2000767	85	5	0	0.0
FBgn0053424	GO:2000767	0	5	0	0.0
FBgn0034246	GO:0031507	26	76	1	0.00980392156862745
FBgn0034909	GO:0031507	23	76	0	0.0
FBgn0259174	GO:0016567	561	129	15	0.021739130434782608
FBgn0063921	GO:0016567	0	129	0	0.0
FBgn0040345	GO:0000785	111	190	2	0.006644518272425249
FBgn0035295	GO:0000785	15	190	0	0.0
FBgn0039403	GO:0006270	53	24	9	0.11688311688311688
FBgn0023509	GO:0006270	29	24	0	0.0
FBgn0053413	GO:0003735	0	290	0	0.0
FBgn0028683	GO:0003735	46	290	1	0.002976190476190476
FBgn0015585	GO:0005615	3	685	0	0.0
FBgn0040319	GO:0005615	17	685	0	0.0
FBgn0039679	GO:0044736	0	3	0	0.0
FBgn0004373	GO:0044736	6	3	0	0.0
FBgn0036154	GO:0050829	3	114	0	0.0
FBgn0039141	GO:0050829	32	114	1	0.00684931506849315
FBgn0000303	GO:0007274	27	57	0	0.0
FBgn0085468	GO:0007274	1	57	0	0.0
FBgn0001114	GO:0016201	82	15	0	0.0
FBgn0010660	GO:0016201	37	15	0	0.0
FBgn0004372	GO:0005654	8	198	1	0.0048543689320388345
FBgn0004583	GO:0005654	21	198	1	0.0045662100456621
FBgn0024261	GO:0005575	0	2646	0	0.0
FBgn0261112	GO:0005575	27	2646	0	0.0
FBgn0004907	GO:0140313	750	6	2	0.0026455026455026454
FBgn0033272	GO:0140313	110	6	0	0.0
FBgn0029778	GO:0048749	31	115	2	0.0136986301369863
FBgn0003525	GO:0048749	80	115	5	0.02564102564102564
FBgn0037533	GO:0016324	10	91	1	0.009900990099009901
FBgn0039039	GO:0016324	1	91	0	0.0
FBgn0003884	GO:0005874	270	62	14	0.04216867469879518
FBgn0002567	GO:0005874	8	62	0	0.0
FBgn0033089	GO:0016018	13	11	0	0.0
FBgn0086675	GO:0016018	973	11	0	0.0
FBgn0031522	GO:0008643	27	20	1	0.02127659574468085
FBgn0260407	GO:0008643	3	20	0	0.0
FBgn0029687	GO:0042734	249	28	2	0.007220216606498195
FBgn0000036	GO:0042734	4	28	0	0.0
FBgn0037657	GO:0090263	62	51	0	0.0
FBgn0051016	GO:0090263	0	51	0	0.0
FBgn0037408	GO:0007217	1	4	0	0.0
FBgn0038861	GO:0007217	10	4	0	0.0
FBgn0262377	GO:0035195	3	156	2	0.012578616352201259
FBgn0001994	GO:0035195	62	156	0	0.0
FBgn0039158	GO:0043087	12	43	0	0.0
FBgn0032244	GO:0043087	104	43	0	0.0
FBgn0261609	GO:0006413	161	47	25	0.1201923076923077
FBgn0033457	GO:0006413	48	47	0	0.0
FBgn0010417	GO:0005669	134	26	16	0.1
FBgn0034520	GO:0005669	3	26	0	0.0
FBgn0260004	GO:0055088	2	43	0	0.0
FBgn0003507	GO:0055088	17	43	1	0.016666666666666666
FBgn0016053	GO:0043186	6	47	1	0.018867924528301886
FBgn0038947	GO:0043186	89	47	2	0.014705882352941176
FBgn0052857	GO:0097428	6	7	0	0.0
FBgn0033179	GO:0097428	79	7	0	0.0
FBgn0033362	GO:0004252	0	280	0	0.0
FBgn0263048	GO:0004252	4	280	0	0.0
FBgn0020506	GO:0043169	10	12	0	0.0
FBgn0051636	GO:0043169	1	12	0	0.0
FBgn0029881	GO:0031110	6	9	0	0.0
FBgn0030999	GO:0031110	0	9	0	0.0
FBgn0019650	GO:0010628	70	75	5	0.034482758620689655
FBgn0040102	GO:0010628	36	75	0	0.0
FBgn0262321	GO:0035278	0	14	0	0.0
FBgn0261999	GO:0035278	1	14	0	0.0
FBgn0069154	GO:0003674	0	3150	0	0.0
FBgn0029687	GO:0003674	249	3150	5	0.0014710208884966167
FBgn0039483	GO:0032504	21	55	0	0.0
FBgn0259168	GO:0032504	88	55	0	0.0
FBgn0031458	GO:0050821	36	43	0	0.0
FBgn0028734	GO:0050821	249	43	2	0.00684931506849315
FBgn0003210	GO:0006727	0	21	0	0.0
FBgn0283468	GO:0006727	310	21	0	0.0
FBgn0041100	GO:0007005	276	47	10	0.030959752321981424
FBgn0000153	GO:0007005	8	47	0	0.0
FBgn0062961	GO:0045944	0	324	0	0.0
FBgn0262473	GO:0045944	17	324	3	0.008797653958944282
FBgn0031561	GO:0004867	0	81	0	0.0
FBgn0065032	GO:0004867	70	81	0	0.0
FBgn0039688	GO:0006509	2	9	0	0.0
FBgn0266491	GO:0006509	2	9	0	0.0
FBgn0003731	GO:0035159	637	29	7	0.010510510510510511
FBgn0069938	GO:0035159	1	29	0	0.0
FBgn0260859	GO:0048193	73	36	10	0.09174311926605505
FBgn0003890	GO:0048193	15	36	0	0.0
FBgn0027844	GO:0004089	25	16	0	0.0
FBgn0033504	GO:0004089	113	16	0	0.0
FBgn0086693	GO:0048148	10	9	0	0.0
FBgn0026431	GO:0048148	54	9	0	0.0
FBgn0026598	GO:0030877	33	5	4	0.10526315789473684
FBgn0039685	GO:0030877	2	5	0	0.0
FBgn0260933	GO:0042307	8	4	0	0.0
FBgn0033450	GO:0042307	5	4	0	0.0
FBgn0014179	GO:0060252	32	6	0	0.0
FBgn0086451	GO:0060252	100	6	0	0.0
FBgn0086707	GO:0071013	37	125	16	0.09876543209876543
FBgn0004623	GO:0071013	43	125	1	0.005952380952380952
FBgn0003390	GO:0045880	59	44	3	0.02912621359223301
FBgn0052857	GO:0045880	6	44	0	0.0
FBgn0033749	GO:0045893	9	145	2	0.012987012987012988
FBgn0003042	GO:0045893	86	145	7	0.030303030303030304
