protein	goTerm	proteinNeighbor	goProteinEdge	goEdge	fScore
FBgn0032297	GO:0005737	23	9	1862	0.009549071618037135
FBgn0013263	GO:0043565	68	8	206	0.05839416058394159
FBgn0261004	GO:0005814	26	10	41	0.2985074626865672
FBgn0026430	GO:0051726	20	2	39	0.06779661016949151
FBgn0264560	GO:0005085	65	1	83	0.013513513513513514
FBgn0262736	GO:0046961	220	13	31	0.10358565737051793
FBgn0263240	GO:0006357	7	1	614	0.0032206119162640906
FBgn0033247	GO:0032991	68	1	76	0.013888888888888888
FBgn0020386	GO:0030307	171	3	29	0.03
FBgn0000404	GO:0000278	146	12	150	0.08108108108108107
FBgn0035876	GO:0007285	7	1	3	0.2
FBgn0040823	GO:0050808	25	9	58	0.2168674698795181
FBgn0027549	GO:0000122	62	1	221	0.00706713780918728
FBgn0020306	GO:0006325	51	3	119	0.03529411764705882
FBgn0264695	GO:0030239	187	4	14	0.03980099502487562
FBgn0001104	GO:0045167	89	1	16	0.019047619047619046
FBgn0027932	GO:0045747	98	1	43	0.014184397163120567
FBgn0027356	GO:0006887	221	2	33	0.015748031496062995
FBgn0010352	GO:0045252	67	3	3	0.08571428571428572
FBgn0031759	GO:0006338	105	7	80	0.07567567567567567
FBgn0261456	GO:0035329	194	5	7	0.04975124378109452
FBgn0039183	GO:0051607	53	4	42	0.08421052631578949
FBgn0015946	GO:0097190	35	1	5	0.049999999999999996
FBgn0003205	GO:0007465	271	13	21	0.08904109589041095
FBgn0000352	GO:0045879	36	11	57	0.23655913978494625
FBgn0020379	GO:0048813	19	3	127	0.0410958904109589
FBgn0004556	GO:0005634	50	14	2249	0.012179208351457155
FBgn0036926	GO:0005509	37	1	204	0.008298755186721993
FBgn0264695	GO:0007298	187	2	106	0.013651877133105802
FBgn0002609	GO:0003677	32	7	609	0.0218408736349454
FBgn0024249	GO:0005634	3	1	2249	0.0008880994671403197
FBgn0243516	GO:0007520	7	4	31	0.2105263157894737
FBgn0000611	GO:0045893	74	7	144	0.06422018348623854
FBgn0000097	GO:0007464	28	2	11	0.10256410256410255
FBgn0003892	GO:0097108	142	3	3	0.041379310344827586
FBgn0036786	GO:0006915	28	3	51	0.07594936708860758
FBgn0011766	GO:0000978	92	8	367	0.03485838779956427
FBgn0041582	GO:0005515	34	17	957	0.0343087790110999
FBgn0000808	GO:0009950	6	4	24	0.26666666666666666
FBgn0026379	GO:0048542	151	3	29	0.03333333333333333
FBgn0003285	GO:0016324	21	2	90	0.036036036036036036
FBgn0263855	GO:0000776	89	7	44	0.10526315789473684
FBgn0014388	GO:0016020	137	20	1523	0.024096385542168676
FBgn0019972	GO:0016322	125	5	42	0.05988023952095808
FBgn0030520	GO:0005829	32	7	1081	0.012578616352201257
FBgn0001122	GO:0005515	62	12	957	0.02355250245338567
FBgn0027950	GO:0030261	43	3	54	0.06185567010309279
FBgn0034863	GO:0005634	97	33	2249	0.02813299232736573
FBgn0010215	GO:0016342	54	3	7	0.09836065573770493
FBgn0051523	GO:0009922	310	19	19	0.11550151975683891
FBgn0026324	GO:0006367	59	14	45	0.2692307692307692
FBgn0044011	GO:0005615	2	1	684	0.0029154518950437313
FBgn0025455	GO:0032786	41	1	4	0.04444444444444444
FBgn0029176	GO:0005853	106	3	4	0.05454545454545455
FBgn0033521	GO:0016209	29	3	9	0.15789473684210528
FBgn0001311	GO:0016020	25	5	1523	0.006459948320413436
FBgn0000352	GO:0035301	36	2	2	0.10526315789473684
FBgn0026389	GO:0004984	2	1	68	0.028571428571428574
FBgn0028406	GO:0006309	20	1	17	0.05405405405405405
FBgn0031980	GO:0022626	66	38	174	0.3166666666666667
FBgn0039581	GO:0000413	91	1	19	0.01818181818181818
FBgn0017430	GO:0034244	22	2	7	0.13793103448275862
FBgn0034091	GO:0005829	49	10	1081	0.017699115044247787
FBgn0050077	GO:0031083	29	5	7	0.2777777777777778
FBgn0010341	GO:0030424	109	4	160	0.02973977695167286
FBgn0004837	GO:0005515	92	30	957	0.05719733079122974
FBgn0265598	GO:0045475	103	2	61	0.024390243902439022
FBgn0250791	GO:0005737	194	38	1862	0.03696498054474708
FBgn0283499	GO:0008286	39	5	32	0.14084507042253522
FBgn0030177	GO:0042274	71	5	22	0.10752688172043011
FBgn0011661	GO:0032154	231	4	36	0.0299625468164794
FBgn0031314	GO:0032039	17	7	13	0.4666666666666667
FBgn0261988	GO:0003384	164	1	8	0.011627906976744186
FBgn0035470	GO:0006914	11	1	55	0.0303030303030303
FBgn0051632	GO:0000977	16	1	162	0.011235955056179775
FBgn0004635	GO:0038004	129	2	5	0.029850746268656712
FBgn0020493	GO:0090254	17	1	10	0.07407407407407408
FBgn0003279	GO:0006412	269	48	557	0.1162227602905569
FBgn0005677	GO:0043704	22	1	1	0.08695652173913045
FBgn0003360	GO:0046716	220	1	31	0.00796812749003984
FBgn0013811	GO:0005524	18	3	642	0.00909090909090909
FBgn0003514	GO:0005737	154	48	1862	0.047619047619047616
FBgn0037466	GO:0000398	29	15	228	0.11673151750972761
FBgn0002431	GO:0090263	134	2	50	0.021739130434782608
FBgn0266711	GO:0003682	79	4	173	0.031746031746031744
FBgn0038180	GO:0005975	10	6	123	0.09022556390977443
FBgn0032538	GO:0008061	29	1	122	0.013245033112582783
FBgn0082598	GO:0045944	65	5	323	0.02577319587628866
FBgn0030661	GO:0009986	21	11	62	0.26506024096385544
FBgn0030300	GO:0005886	95	14	1051	0.02443280977312391
FBgn0039788	GO:0005524	100	23	642	0.06199460916442049
FBgn0250850	GO:0032797	45	2	7	0.07692307692307693
FBgn0267348	GO:0034446	36	2	8	0.0909090909090909
FBgn0028734	GO:0000900	250	2	17	0.0149812734082397
FBgn0034970	GO:0007298	124	12	106	0.10434782608695653
FBgn0024177	GO:0005886	37	3	1051	0.0055147058823529415
FBgn0032597	GO:0005829	14	4	1081	0.007305936073059361
FBgn0029093	GO:0050829	379	3	113	0.012195121951219513
FBgn0263599	GO:0000398	224	69	228	0.3053097345132743
FBgn0261609	GO:0003743	162	26	50	0.2452830188679245
FBgn0026239	GO:0043195	27	1	48	0.02666666666666667
FBgn0000490	GO:0045570	47	2	10	0.07017543859649122
FBgn0250786	GO:0005705	66	7	42	0.12962962962962962
FBgn0038478	GO:0071459	8	1	1	0.2222222222222222
FBgn0283657	GO:0005634	27	6	2249	0.005272407732864675
FBgn0001197	GO:0005701	116	1	8	0.016129032258064516
FBgn0003449	GO:0032991	110	1	76	0.01075268817204301
FBgn0001297	GO:0005634	107	50	2249	0.042444821731748725
FBgn0015621	GO:0003723	70	9	485	0.032432432432432434
FBgn0262601	GO:0015030	130	5	33	0.06134969325153374
FBgn0260398	GO:0001006	4	2	5	0.4444444444444445
FBgn0003731	GO:0007395	638	5	8	0.01547987616099071
FBgn0011640	GO:0007623	67	1	44	0.018018018018018018
FBgn0039260	GO:0070034	28	1	2	0.06666666666666667
FBgn0039844	GO:0015179	75	4	23	0.08163265306122448
FBgn0014011	GO:0005515	137	35	957	0.0639853747714808
FBgn0004647	GO:0007480	428	8	52	0.03333333333333333
FBgn0000319	GO:0048749	478	12	114	0.040540540540540536
FBgn0036730	GO:0008270	12	1	515	0.0037950664136622383
FBgn0262519	GO:0005515	369	76	957	0.11463046757164405
FBgn0024251	GO:0005634	25	7	2249	0.006156552330694811
FBgn0017418	GO:0031624	29	1	19	0.041666666666666664
FBgn0024179	GO:0060395	59	2	6	0.061538461538461535
FBgn0036825	GO:0003723	157	39	485	0.12149532710280374
FBgn0004595	GO:0045179	14	5	49	0.15873015873015872
FBgn0038816	GO:0051683	72	1	2	0.02702702702702703
FBgn0003716	GO:0030509	198	7	10	0.0673076923076923
FBgn0004509	GO:0005886	10	1	1051	0.0018850141376060322
FBgn0005640	GO:0006468	355	17	237	0.05743243243243243
FBgn0263601	GO:0061630	26	1	147	0.011560693641618497
FBgn0261524	GO:0004708	102	1	3	0.019047619047619046
FBgn0027951	GO:0000118	154	2	9	0.024539877300613498
FBgn0011715	GO:0035060	215	11	15	0.09565217391304348
FBgn0003386	GO:0051260	7	1	11	0.1111111111111111
FBgn0039129	GO:0003735	102	15	289	0.07672634271099744
FBgn0052580	GO:0031012	7	2	129	0.02941176470588235
FBgn0250850	GO:0005515	45	17	957	0.033932135728542916
FBgn0034092	GO:0003796	25	6	16	0.2926829268292683
FBgn0011661	GO:0005856	231	6	51	0.0425531914893617
FBgn0002869	GO:0005575	9	1	2645	0.0007535795026375284
FBgn0015903	GO:0005737	26	10	1862	0.01059322033898305
FBgn0036566	GO:0005794	21	1	239	0.007692307692307692
FBgn0261793	GO:0006366	16	3	41	0.10526315789473682
FBgn0250903	GO:0005680	44	9	16	0.3
FBgn0000179	GO:0005515	17	9	957	0.018480492813141684
FBgn0020235	GO:0015986	426	11	19	0.04943820224719101
FBgn0034230	GO:0005085	54	1	83	0.014598540145985401
FBgn0015269	GO:0045475	58	3	61	0.05042016806722689
FBgn0036192	GO:0098693	48	2	5	0.07547169811320754
FBgn0053182	GO:0140681	24	1	1	0.07999999999999999
FBgn0013771	GO:0004497	136	51	98	0.4358974358974359
FBgn0003028	GO:0005634	52	21	2249	0.01825293350717079
FBgn0016978	GO:0005685	149	10	19	0.11904761904761904
FBgn0266521	GO:0007298	119	2	106	0.017777777777777778
FBgn0025391	GO:0016012	20	2	2	0.18181818181818182
FBgn0037203	GO:0015189	235	2	2	0.016877637130801686
FBgn0015269	GO:0040014	58	1	14	0.027777777777777776
FBgn0041585	GO:0005886	79	19	1051	0.033628318584070796
FBgn0004378	GO:0072686	50	1	24	0.02702702702702703
FBgn0029114	GO:0005886	8	1	1051	0.0018885741265344666
FBgn0010280	GO:0008134	50	4	29	0.10126582278481013
FBgn0025743	GO:0004674	60	2	157	0.018433179723502304
FBgn0000482	GO:0008270	41	4	515	0.014388489208633093
FBgn0028369	GO:0001745	20	3	118	0.043478260869565216
FBgn0035640	GO:0005737	114	34	1862	0.03441295546558705
FBgn0011276	GO:0006357	9	2	614	0.006420545746388443
FBgn0261617	GO:0000076	371	2	7	0.010582010582010583
FBgn0025781	GO:0090090	50	2	45	0.042105263157894736
FBgn0024189	GO:0098609	99	3	48	0.04081632653061225
FBgn0032518	GO:0022626	118	34	174	0.23287671232876717
FBgn0039234	GO:0046331	42	1	10	0.038461538461538464
FBgn0028573	GO:0007507	31	1	41	0.027777777777777776
FBgn0031818	GO:0006890	66	2	21	0.04597701149425287
FBgn0039713	GO:0042274	216	10	22	0.08403361344537814
FBgn0014870	GO:0000381	234	9	86	0.05625000000000001
FBgn0001169	GO:0005886	31	9	1051	0.0166358595194085
FBgn0004430	GO:0003796	25	6	16	0.2926829268292683
FBgn0023479	GO:0005576	34	1	498	0.0037593984962406013
FBgn0000499	GO:0019904	210	4	21	0.03463203463203464
FBgn0022959	GO:0010468	121	2	95	0.01851851851851852
FBgn0033929	GO:0006281	70	5	85	0.06451612903225808
FBgn0001087	GO:0005783	47	1	314	0.0055401662049861505
FBgn0029820	GO:0005634	19	3	2249	0.0026455026455026454
FBgn0263979	GO:0140718	91	4	5	0.08333333333333336
FBgn0001078	GO:0048813	73	2	127	0.019999999999999997
FBgn0028983	GO:0005615	56	10	684	0.027027027027027025
FBgn0004177	GO:0004722	538	4	45	0.013722126929674101
FBgn0015773	GO:0007411	47	2	166	0.018779342723004695
FBgn0040068	GO:0048010	140	11	31	0.1286549707602339
FBgn0032404	GO:0022625	190	6	57	0.04858299595141701
FBgn0038168	GO:0032039	26	11	13	0.5641025641025641
FBgn0262733	GO:0005886	60	15	1051	0.027002700270027005
FBgn0038130	GO:0005506	120	57	150	0.4222222222222222
FBgn0039205	GO:0016226	17	1	18	0.05714285714285714
FBgn0014141	GO:0030018	218	3	43	0.02298850574712644
FBgn0021776	GO:0055059	17	9	28	0.39999999999999997
FBgn0015777	GO:0061343	47	2	11	0.06896551724137931
FBgn0037697	GO:0004364	16	1	39	0.03636363636363637
FBgn0003277	GO:0005700	270	25	173	0.11286681715575621
FBgn0016754	GO:0005634	10	2	2249	0.0017706949977866313
FBgn0004066	GO:0043161	261	50	105	0.273224043715847
FBgn0001180	GO:0000122	13	2	221	0.017094017094017096
FBgn0030410	GO:0005829	13	3	1081	0.005484460694698354
FBgn0033791	GO:0007169	18	2	28	0.08695652173913043
FBgn0004643	GO:0031267	26	1	108	0.014925373134328358
FBgn0000448	GO:0043565	73	5	206	0.035842293906810034
FBgn0002413	GO:0090090	277	10	45	0.06211180124223602
FBgn0010303	GO:0033209	62	3	13	0.07999999999999999
FBgn0040918	GO:0016020	136	39	1523	0.04701627486437613
FBgn0004913	GO:0006260	139	6	46	0.06486486486486487
FBgn0028978	GO:0046627	69	1	28	0.020618556701030924
FBgn0260635	GO:0043066	40	4	84	0.06451612903225806
FBgn0011290	GO:0005634	86	42	2249	0.03597430406852247
FBgn0000562	GO:0003729	44	4	204	0.03225806451612903
FBgn0004132	GO:0012505	103	3	201	0.019736842105263157
FBgn0086372	GO:0072583	57	2	14	0.056338028169014086
FBgn0028837	GO:0008237	164	1	62	0.008849557522123895
FBgn0259685	GO:0016327	28	5	21	0.20408163265306123
FBgn0026404	GO:0006915	25	2	51	0.05263157894736842
FBgn0035533	GO:0007498	54	1	60	0.01754385964912281
FBgn0003392	GO:0031594	106	6	95	0.05970149253731343
FBgn0019960	GO:0019901	81	1	60	0.014184397163120567
FBgn0005198	GO:0008285	219	3	41	0.023076923076923078
FBgn0003310	GO:0038004	17	2	5	0.1818181818181818
FBgn0015834	GO:0071541	133	2	3	0.029411764705882353
FBgn0264307	GO:0005737	51	21	1862	0.02195504443282802
FBgn0003205	GO:0007173	271	16	24	0.10847457627118644
FBgn0038861	GO:0030488	11	2	20	0.12903225806451613
FBgn0029928	GO:0005634	7	3	2249	0.0026595744680851063
FBgn0011300	GO:0032924	119	5	7	0.07936507936507937
FBgn0004872	GO:0003676	48	7	368	0.03365384615384615
FBgn0035469	GO:0071230	8	3	9	0.35294117647058826
FBgn0260635	GO:0005634	40	17	2249	0.014853647881170818
FBgn0261456	GO:0004674	194	10	157	0.056980056980056974
FBgn0004197	GO:0007423	24	4	55	0.10126582278481011
FBgn0033520	GO:0004601	25	3	17	0.14285714285714282
FBgn0040290	GO:0005634	47	12	2249	0.010452961672473867
FBgn0000139	GO:0007474	66	1	52	0.01694915254237288
FBgn0034229	GO:0006508	60	1	497	0.003590664272890485
FBgn0029943	GO:0006914	99	8	55	0.1038961038961039
FBgn0250788	GO:0008017	87	5	115	0.0495049504950495
FBgn0000459	GO:0003677	36	2	609	0.006201550387596899
FBgn0026577	GO:0045892	20	2	136	0.02564102564102564
FBgn0030481	GO:0016020	7	3	1523	0.0039215686274509795
FBgn0259715	GO:0005575	41	1	2645	0.0007446016381236039
FBgn0040512	GO:0010883	33	6	22	0.21818181818181817
FBgn0036916	GO:0034427	49	6	7	0.21428571428571427
FBgn0030800	GO:0005096	18	1	84	0.0196078431372549
FBgn0000520	GO:0043035	50	1	19	0.028985507246376812
FBgn0000229	GO:0010508	202	3	31	0.025751072961373387
FBgn0013300	GO:0007286	9	1	25	0.058823529411764705
FBgn0259113	GO:0003887	69	1	8	0.025974025974025972
FBgn0040281	GO:0007254	10	2	16	0.15384615384615385
FBgn0027844	GO:0005737	26	10	1862	0.01059322033898305
FBgn0036059	GO:0050775	60	1	14	0.02702702702702703
FBgn0034918	GO:0035145	13	2	6	0.21052631578947367
FBgn0030529	GO:0005739	63	4	622	0.01167883211678832
FBgn0038934	GO:1990817	37	1	6	0.046511627906976744
FBgn0250816	GO:0140965	25	1	2	0.07407407407407407
FBgn0000606	GO:0006357	15	2	614	0.006359300476947536
FBgn0039566	GO:0071013	138	24	124	0.183206106870229
FBgn0000635	GO:0042059	694	4	34	0.010989010989010988
FBgn0013263	GO:0005515	68	32	957	0.06243902439024391
FBgn0261823	GO:0003677	25	4	609	0.012618296529968454
FBgn0260635	GO:0005515	40	20	957	0.04012036108324975
FBgn0037378	GO:0005783	48	1	314	0.005524861878453039
FBgn0004242	GO:0030672	31	1	15	0.043478260869565216
FBgn0026083	GO:0042742	252	1	60	0.006410256410256409
FBgn0004859	GO:0005515	187	57	957	0.09965034965034965
FBgn0031018	GO:0007131	42	3	29	0.08450704225352113
FBgn0037529	GO:0006412	35	7	557	0.02364864864864865
FBgn0004860	GO:0005700	66	7	173	0.058577405857740586
FBgn0014018	GO:0005737	262	79	1862	0.07438794726930321
FBgn0037780	GO:0016567	25	3	128	0.0392156862745098
FBgn0032515	GO:0030422	96	3	11	0.056074766355140186
FBgn0250788	GO:0042995	87	2	10	0.041237113402061855
FBgn0250823	GO:0005886	374	51	1051	0.07157894736842105
FBgn0016797	GO:0007367	95	9	39	0.13432835820895522
FBgn0035857	GO:0008150	39	2	1770	0.002211166390270868
FBgn0283681	GO:0000408	10	1	2	0.16666666666666669
FBgn0029687	GO:0031594	250	4	95	0.02318840579710145
FBgn0011273	GO:0005509	137	5	204	0.02932551319648094
FBgn0023216	GO:0006974	3	1	38	0.048780487804878044
FBgn0040273	GO:0005703	207	10	49	0.078125
FBgn0011836	GO:0140296	49	1	1	0.039999999999999994
FBgn0028474	GO:0000381	47	3	86	0.04511278195488722
FBgn0003545	GO:0005871	14	1	24	0.052631578947368425
FBgn0016696	GO:0005634	125	46	2249	0.038753159224936815
FBgn0004837	GO:0007219	92	4	24	0.06896551724137931
FBgn0000183	GO:0048477	89	7	247	0.041666666666666664
FBgn0037094	GO:0034657	49	3	5	0.1111111111111111
FBgn0033402	GO:0005121	73	1	7	0.025
FBgn0243511	GO:0043005	25	2	89	0.03508771929824561
FBgn0034046	GO:0005829	46	4	1081	0.00709849157054126
FBgn0033454	GO:0030686	81	5	9	0.1111111111111111
FBgn0031106	GO:0005515	106	24	957	0.04515522107243649
FBgn0021872	GO:0005634	50	22	2249	0.019138755980861243
FBgn0001229	GO:0051082	25	5	68	0.10752688172043011
FBgn0015230	GO:0016020	147	42	1523	0.05029940119760479
FBgn0037895	GO:0005886	16	3	1051	0.005623242736644799
FBgn0027509	GO:1902850	31	1	1	0.0625
FBgn0052581	GO:0044390	81	1	5	0.023255813953488372
FBgn0025720	GO:0005737	90	20	1862	0.020491803278688523
FBgn0037359	GO:0016592	59	19	32	0.41758241758241754
FBgn0030554	GO:0005737	5	2	1862	0.0021424745581146223
FBgn0039735	GO:0005737	82	19	1862	0.019547325102880656
FBgn0014391	GO:0006979	58	1	95	0.013071895424836602
FBgn0028398	GO:0006367	50	11	45	0.23157894736842105
FBgn0265262	GO:0071456	15	1	30	0.04444444444444444
FBgn0000097	GO:0006357	28	4	614	0.012461059190031154
FBgn0003479	GO:0007294	180	5	26	0.04854368932038835
FBgn0020279	GO:0005737	37	21	1862	0.022116903633491312
FBgn0022942	GO:0003729	164	27	204	0.1467391304347826
FBgn0035904	GO:0004364	97	4	39	0.058823529411764705
FBgn0033748	GO:0005634	12	4	2249	0.0035382574082264487
FBgn0041100	GO:0007005	277	10	46	0.06191950464396285
FBgn0264493	GO:0045879	68	3	57	0.047999999999999994
FBgn0000546	GO:0016322	72	1	42	0.017543859649122806
FBgn0034520	GO:0005634	4	2	2249	0.0017754105636928542
FBgn0004595	GO:0007422	14	2	53	0.05970149253731343
FBgn0031049	GO:0015031	29	1	43	0.027777777777777776
FBgn0003068	GO:0005515	44	11	957	0.02197802197802198
FBgn0010501	GO:0005739	126	7	622	0.018716577540106954
FBgn0261953	GO:0048856	80	1	25	0.019047619047619046
FBgn0002431	GO:0035220	134	3	69	0.02955665024630542
FBgn0045980	GO:0004674	21	2	157	0.022471910112359553
FBgn0001168	GO:0007424	64	1	93	0.012738853503184714
FBgn0004110	GO:0007280	12	2	21	0.12121212121212123
FBgn0011766	GO:0010468	92	2	95	0.021390374331550804
FBgn0026401	GO:0010628	42	3	74	0.05172413793103448
FBgn0285910	GO:0005769	34	2	67	0.039603960396039604
FBgn0004419	GO:0033962	456	6	8	0.025862068965517238
FBgn0003510	GO:0005829	53	5	1081	0.008818342151675485
FBgn0051812	GO:0000214	13	1	3	0.125
FBgn0035016	GO:0008266	201	2	8	0.019138755980861243
FBgn0000422	GO:0005737	34	10	1862	0.010548523206751053
FBgn0037342	GO:0071011	110	1	141	0.00796812749003984
FBgn0035982	GO:0009408	20	2	64	0.047619047619047616
FBgn0027088	GO:0000166	54	2	71	0.032
FBgn0031144	GO:0005634	3	1	2249	0.0008880994671403197
FBgn0030653	GO:0005737	6	1	1862	0.001070663811563169
FBgn0037660	GO:0072553	54	1	13	0.029850746268656716
FBgn0033185	GO:0005634	39	12	2249	0.010489510489510488
FBgn0033555	GO:0002181	182	46	100	0.3262411347517731
FBgn0001186	GO:0016773	97	3	14	0.05405405405405406
FBgn0265630	GO:0005634	8	3	2249	0.0026583961010190516
FBgn0031930	GO:0006508	5	1	497	0.00398406374501992
FBgn0266557	GO:0007379	53	2	19	0.05555555555555556
FBgn0037683	GO:0008270	5	1	515	0.003846153846153846
FBgn0004859	GO:0000122	187	12	221	0.05882352941176471
FBgn0032505	GO:0008150	41	2	1770	0.0022087244616234127
FBgn0020261	GO:0071598	124	4	13	0.05839416058394161
FBgn0039120	GO:0005634	65	36	2249	0.03111495246326707
FBgn0010314	GO:0019901	68	2	60	0.03125
FBgn0033735	GO:0005737	23	3	1862	0.0031830238726790454
FBgn0002774	GO:0007549	121	5	15	0.07352941176470588
FBgn0033479	GO:0005789	37	2	170	0.01932367149758454
FBgn0027788	GO:0009952	73	1	28	0.019801980198019802
FBgn0250821	GO:0005886	2	1	1051	0.001899335232668566
FBgn0026160	GO:0045815	23	1	12	0.057142857142857134
FBgn0037202	GO:0006289	28	6	20	0.25
FBgn0034087	GO:0072686	189	1	24	0.009389671361502348
FBgn0024698	GO:0005634	81	38	2249	0.03261802575107296
FBgn0267487	GO:0032880	56	2	18	0.05405405405405406
FBgn0021765	GO:0005739	118	11	622	0.029729729729729728
FBgn0011260	GO:0012505	78	4	201	0.02867383512544803
FBgn0037995	GO:0006166	19	1	5	0.08333333333333333
FBgn0010382	GO:0000082	60	5	10	0.14285714285714285
FBgn0024196	GO:0005813	90	3	119	0.028708133971291867
FBgn0026252	GO:0042052	131	3	36	0.03592814371257485
FBgn0000426	GO:0005681	69	21	51	0.35
FBgn0028980	GO:0005737	53	12	1862	0.012532637075718016
FBgn0010100	GO:0003994	128	1	3	0.015267175572519083
FBgn0000559	GO:0043022	213	3	30	0.02469135802469136
FBgn0003205	GO:0016020	271	27	1523	0.030100334448160536
FBgn0020238	GO:0005737	548	190	1862	0.15767634854771787
FBgn0027950	GO:0005634	43	30	2249	0.026178010471204185
FBgn0023174	GO:0005634	100	48	2249	0.04086845466155811
FBgn0004606	GO:0007399	37	3	87	0.04838709677419355
FBgn0284247	GO:0016339	27	1	22	0.04081632653061224
FBgn0037773	GO:0045505	29	1	32	0.03278688524590164
FBgn0035907	GO:0004364	49	3	39	0.06818181818181818
FBgn0044020	GO:0061630	14	2	147	0.02484472049689441
FBgn0036007	GO:0005886	144	11	1051	0.018410041841004185
FBgn0027785	GO:0005747	7	1	51	0.034482758620689655
FBgn0086680	GO:0003677	21	4	609	0.012698412698412697
FBgn0001108	GO:0051299	128	2	13	0.028368794326241134
FBgn0260859	GO:0006888	74	7	68	0.09859154929577464
FBgn0261015	GO:0005634	52	17	2249	0.014776184267709692
FBgn0013278	GO:0044183	88	5	23	0.0900900900900901
FBgn0023076	GO:0032922	53	5	8	0.1639344262295082
FBgn0036279	GO:0016020	18	1	1523	0.0012978585334198572
FBgn0265189	GO:0005737	38	9	1862	0.009473684210526316
FBgn0028683	GO:0008270	47	4	515	0.014234875444839857
FBgn0003041	GO:0032154	151	3	36	0.03208556149732621
FBgn0085411	GO:0005575	16	2	2645	0.0015031942878617063
FBgn0035692	GO:0071011	33	7	141	0.08045977011494254
FBgn0038606	GO:0005737	33	11	1862	0.011609498680738786
FBgn0004378	GO:0005875	50	2	21	0.056338028169014086
FBgn0262519	GO:0000785	369	14	189	0.05017921146953405
FBgn0015509	GO:0031146	429	25	60	0.10224948875255624
FBgn0261394	GO:0000502	147	27	30	0.30508474576271183
FBgn0016041	GO:0005741	43	5	37	0.125
FBgn0033973	GO:0031085	70	1	1	0.028169014084507043
FBgn0004510	GO:0009267	24	1	64	0.022727272727272728
FBgn0001108	GO:0070840	128	2	5	0.03007518796992481
