protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
FBgn0031431	GO:0005737	39	2193	11	1.0	1.0	0
FBgn0036813	GO:0005737	28	2193	18	1.0	1.0	0
FBgn0003339	GO:0006355	44	492	29	1.0	1.0	1
FBgn0034436	GO:0005737	42	2193	17	1.0	1.0	0
FBgn0035619	GO:0005737	37	2193	15	1.0	1.0	0
FBgn0036493	GO:0055085	226	356	61	1.0	1.0	1
FBgn0037051	GO:0005737	39	2193	19	1.0	1.0	0
FBgn0031038	GO:0005886	8	1126	4	1.0	1.0	0
FBgn0032935	GO:0005737	34	2193	14	1.0	1.0	0
FBgn0030710	GO:0005739	38	674	8	1.0	1.0	0
FBgn0028517	GO:0005615	67	538	25	1.0	1.0	1
FBgn0035344	GO:0016705	56	103	34	1.0	1.0	1
FBgn0052626	GO:0005737	37	2193	18	1.0	1.0	0
FBgn0038984	GO:0005737	26	2193	11	1.0	1.0	0
FBgn0086657	GO:0005737	364	2193	171	1.0	1.0	1
FBgn0261109	GO:0005737	31	2193	10	1.0	1.0	0
FBgn0035153	GO:0000981	19	419	4	1.0	1.0	0
FBgn0035420	GO:0005737	32	2193	23	1.0	1.0	0
FBgn0043825	GO:0005737	37	2193	13	1.0	1.0	0
FBgn0038845	GO:0009986	20	65	11	1.0	1.0	1
FBgn0045866	GO:0016020	173	1826	99	1.0	1.0	1
FBgn0034710	GO:0005737	38	2193	13	1.0	1.0	0
FBgn0015039	GO:0016020	239	1826	116	1.0	1.0	1
FBgn0036838	GO:0005737	38	2193	11	1.0	1.0	0
FBgn0039566	GO:0071013	137	125	24	1.0	1.0	1
FBgn0030435	GO:0005737	39	2193	16	1.0	1.0	0
FBgn0036775	GO:0005737	40	2193	8	1.0	1.0	0
FBgn0038972	GO:0005737	41	2193	18	1.0	1.0	0
FBgn0034032	GO:0005737	39	2193	10	1.0	1.0	0
FBgn0032907	GO:0005737	32	2193	13	1.0	1.0	0
FBgn0034618	GO:0005737	39	2193	19	1.0	1.0	0
FBgn0031832	GO:0005737	37	2193	20	1.0	1.0	0
FBgn0016120	GO:1902600	65	61	13	1.0	1.0	1
FBgn0260990	GO:0005737	37	2193	20	1.0	1.0	0
FBgn0037375	GO:0005737	32	2193	14	1.0	1.0	0
FBgn0003274	GO:1990904	125	172	33	1.0	1.0	1
FBgn0046332	GO:0005737	231	2193	118	1.0	1.0	1
FBgn0259111	GO:0005737	30	2193	9	1.0	1.0	0
FBgn0024319	GO:0015280	21	21	8	1.0	1.0	1
FBgn0026402	GO:0005737	32	2193	16	1.0	1.0	0
FBgn0010488	GO:0005737	36	2193	22	1.0	1.0	0
FBgn0028341	GO:0005737	34	2193	14	1.0	1.0	0
FBgn0086913	GO:0005737	28	2193	9	1.0	1.0	0
FBgn0025808	GO:0005737	37	2193	11	1.0	1.0	0
FBgn0035422	GO:0005737	36	2193	20	1.0	1.0	0
FBgn0034722	GO:0005737	29	2193	13	1.0	1.0	0
FBgn0259162	GO:0005737	37	2193	14	1.0	1.0	0
FBgn0037602	GO:0005737	39	2193	15	1.0	1.0	0
FBgn0004878	GO:0005739	12	674	3	1.0	1.0	0
FBgn0052438	GO:0005737	34	2193	16	1.0	1.0	0
FBgn0030486	GO:0005737	20	2193	8	1.0	1.0	0
FBgn0042630	GO:0005737	38	2193	12	1.0	1.0	0
FBgn0005593	GO:0022625	203	62	27	1.0	1.0	1
FBgn0005655	GO:0006974	324	101	27	1.0	1.0	1
FBgn0013771	GO:0016491	135	350	55	1.0	1.0	1
FBgn0005533	GO:1990904	185	172	47	1.0	1.0	1
FBgn0040268	GO:0005737	24	2193	13	1.0	1.0	0
FBgn0003862	GO:0005634	118	2433	80	1.0	1.0	1
