protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
FBgn0086657	GO:0005737	364	2193	171	171	1.0	1
FBgn0026080	GO:0005634	244	2433	134	134	0.783625730994152	1
FBgn0046332	GO:0005737	231	2193	118	118	0.6900584795321637	1
FBgn0020238	GO:0005829	554	949	116	116	0.6783625730994152	1
FBgn0015039	GO:0016020	239	1826	116	116	0.6783625730994152	1
FBgn0000273	GO:0005829	417	949	114	114	0.6666666666666666	1
FBgn0045866	GO:0016020	173	1826	99	99	0.5789473684210527	1
FBgn0003862	GO:0005634	118	2433	80	80	0.4678362573099415	1
FBgn0003231	GO:0005737	210	2193	76	76	0.4444444444444444	1
FBgn0010379	GO:0000166	377	497	63	63	0.3684210526315789	1
FBgn0025724	GO:0005737	146	2193	62	62	0.36257309941520466	1
FBgn0036493	GO:0055085	226	356	61	61	0.3567251461988304	1
FBgn0031126	GO:0005506	138	137	60	60	0.3508771929824561	1
FBgn0013771	GO:0016491	135	350	55	55	0.3216374269005848	1
FBgn0039757	GO:0002181	227	100	54	54	0.3157894736842105	1
FBgn0267385	GO:0005829	229	949	53	53	0.30994152046783624	1
FBgn0036825	GO:0002181	156	100	53	53	0.30994152046783624	1
FBgn0033979	GO:0046872	133	863	52	52	0.30409356725146197	1
FBgn0002780	GO:0005737	162	2193	52	52	0.30409356725146197	1
FBgn0031182	GO:0046872	131	863	52	52	0.30409356725146197	1
FBgn0033979	GO:0020037	133	132	52	52	0.30409356725146197	1
FBgn0025825	GO:0005515	124	1204	51	51	0.2982456140350877	1
FBgn0031432	GO:0004497	132	101	51	51	0.2982456140350877	1
FBgn0032244	GO:0005634	105	2433	49	49	0.28654970760233917	1
FBgn0038274	GO:0005634	71	2433	49	49	0.28654970760233917	0
FBgn0038274	GO:0005634	71	2433	49	49	0.28654970760233917	0
FBgn0262866	GO:0005829	270	949	48	48	0.2807017543859649	1
FBgn0010198	GO:0003735	185	173	47	47	0.27485380116959063	1
FBgn0020386	GO:0005829	174	949	47	47	0.27485380116959063	1
FBgn0005533	GO:1990904	185	172	47	47	0.27485380116959063	1
FBgn0039936	GO:0005737	72	2193	47	47	0.27485380116959063	0
FBgn0260439	GO:0005515	217	1204	46	46	0.26900584795321636	1
FBgn0033351	GO:0005737	79	2193	46	46	0.26900584795321636	0
FBgn0032492	GO:0005829	158	949	44	44	0.2573099415204678	1
FBgn0039300	GO:0005737	68	2193	44	44	0.2573099415204678	0
FBgn0004597	GO:0005515	148	1204	43	43	0.25146198830409355	1
FBgn0003978	GO:0005634	61	2433	42	42	0.24561403508771928	0
FBgn0037351	GO:1990904	175	172	42	42	0.24561403508771928	1
FBgn0037862	GO:0005737	69	2193	41	41	0.23976608187134502	0
FBgn0027567	GO:0003735	82	173	40	40	0.23391812865497075	0
FBgn0001108	GO:0005634	137	2433	40	40	0.23391812865497075	1
FBgn0051155	GO:0005634	53	2433	39	39	0.22807017543859648	0
FBgn0030177	GO:0005634	70	2433	39	39	0.22807017543859648	0
FBgn0036698	GO:0016020	64	1826	39	39	0.22807017543859648	0
FBgn0030177	GO:0005634	70	2433	39	39	0.22807017543859648	0
FBgn0031051	GO:0005737	71	2193	38	38	0.2222222222222222	1
FBgn0038200	GO:0005737	66	2193	38	38	0.2222222222222222	0
FBgn0039503	GO:0005737	78	2193	38	38	0.2222222222222222	0
FBgn0003067	GO:0005737	68	2193	38	38	0.2222222222222222	1
FBgn0033341	GO:0005634	69	2433	38	38	0.2222222222222222	1
FBgn0011739	GO:0005524	177	708	38	38	0.2222222222222222	1
FBgn0039503	GO:0005737	78	2193	38	38	0.2222222222222222	0
FBgn0002873	GO:0005737	61	2193	37	37	0.21637426900584794	0
FBgn0259219	GO:0005737	68	2193	36	36	0.21052631578947367	0
FBgn0039227	GO:0005634	57	2433	36	36	0.21052631578947367	0
FBgn0036063	GO:0071011	99	140	36	36	0.21052631578947367	0
FBgn0037613	GO:0005737	72	2193	36	36	0.21052631578947367	0
FBgn0030000	GO:0005634	72	2433	35	35	0.2046783625730994	0
FBgn0030878	GO:0005634	67	2433	35	35	0.2046783625730994	0
FBgn0014388	GO:0016020	157	1826	35	35	0.2046783625730994	1
