protein	go_term	degree	norm_score	true_label
FBgn0004647	GO:0060571	136	1.0	1
FBgn0004647	GO:0007422	136	1.0	1
FBgn0028734	GO:0009794	118	0.8676470588235294	1
FBgn0014020	GO:0007601	93	0.6838235294117647	1
FBgn0284084	GO:0005783	88	0.6470588235294118	1
FBgn0284084	GO:2000648	88	0.6470588235294118	1
FBgn0000546	GO:0002164	85	0.625	1
FBgn0283499	GO:0030424	83	0.6102941176470589	1
FBgn0283499	GO:0016740	83	0.6102941176470589	1
FBgn0283499	GO:1904801	83	0.6102941176470589	1
FBgn0003205	GO:0007391	79	0.5808823529411765	1
FBgn0004644	GO:0009653	75	0.5514705882352942	1
FBgn0011661	GO:0002009	73	0.5367647058823529	1
FBgn0011661	GO:0000791	73	0.5367647058823529	1
FBgn0001624	GO:0016336	69	0.5073529411764706	1
FBgn0026379	GO:0016311	68	0.5	1
FBgn0026379	GO:0050773	68	0.5	1
FBgn0003392	GO:0032970	63	0.4632352941176471	1
FBgn0003392	GO:0045202	63	0.4632352941176471	1
FBgn0015790	GO:0016192	63	0.4632352941176471	1
FBgn0003392	GO:0005856	63	0.4632352941176471	1
FBgn0261797	GO:0048134	63	0.4632352941176471	1
FBgn0263289	GO:0030154	62	0.45588235294117646	1
FBgn0000229	GO:0030424	62	0.45588235294117646	1
FBgn0004657	GO:0048803	61	0.4485294117647059	1
FBgn0004657	GO:0007160	61	0.4485294117647059	1
FBgn0086384	GO:0030175	60	0.4411764705882353	1
FBgn0287873	GO:0002385	58	0.4264705882352941	0
FBgn0015279	GO:0035099	58	0.4264705882352941	1
FBgn0000017	GO:0008360	58	0.4264705882352941	1
FBgn0000017	GO:0046777	58	0.4264705882352941	1
FBgn0287873	GO:0005886	58	0.4264705882352941	0
FBgn0010303	GO:0019901	56	0.4117647058823529	1
FBgn0014011	GO:0042995	56	0.4117647058823529	1
FBgn0021760	GO:0031116	55	0.40441176470588236	1
FBgn0001108	GO:0007349	55	0.40441176470588236	1
FBgn0001108	GO:0005634	55	0.40441176470588236	1
FBgn0021796	GO:0006914	54	0.39705882352941174	1
FBgn0038197	GO:0040015	53	0.3897058823529412	1
FBgn0004595	GO:0048477	53	0.3897058823529412	0
FBgn0004595	GO:0048813	53	0.3897058823529412	1
FBgn0004595	GO:0007435	53	0.3897058823529412	0
FBgn0010379	GO:0000166	52	0.38235294117647056	1
FBgn0000482	GO:0005813	50	0.36764705882352944	0
FBgn0011202	GO:0051225	50	0.36764705882352944	1
FBgn0000482	GO:0005886	50	0.36764705882352944	0
FBgn0000482	GO:0004672	50	0.36764705882352944	0
FBgn0000482	GO:0030239	50	0.36764705882352944	0
FBgn0000482	GO:0055089	50	0.36764705882352944	0
FBgn0000482	GO:0006729	50	0.36764705882352944	0
FBgn0000482	GO:0003677	50	0.36764705882352944	0
FBgn0000482	GO:1900073	50	0.36764705882352944	0
FBgn0000482	GO:0071011	50	0.36764705882352944	0
FBgn0000482	GO:0000791	50	0.36764705882352944	0
FBgn0000482	GO:0006367	50	0.36764705882352944	0
FBgn0000482	GO:0110118	50	0.36764705882352944	0
FBgn0284421	GO:0048813	48	0.35294117647058826	0
FBgn0284421	GO:0005737	48	0.35294117647058826	0
FBgn0013263	GO:0051301	48	0.35294117647058826	1
FBgn0284421	GO:0002385	48	0.35294117647058826	0
FBgn0284421	GO:0050896	48	0.35294117647058826	0
FBgn0284421	GO:0070373	48	0.35294117647058826	0
FBgn0010051	GO:0006367	47	0.34558823529411764	0
FBgn0010051	GO:0005840	47	0.34558823529411764	0
FBgn0010051	GO:0006486	47	0.34558823529411764	0
FBgn0010051	GO:0006114	47	0.34558823529411764	0
FBgn0010051	GO:1900073	47	0.34558823529411764	0
FBgn0010051	GO:0006470	47	0.34558823529411764	0
FBgn0010051	GO:0003677	47	0.34558823529411764	0
FBgn0010051	GO:0042803	47	0.34558823529411764	0
