"protein","relationship_type","go_term","namespace","never_annotate"
"BSU_24610","inferred_from_descendant","GO:0009892","biological_process","false"
"BSU_24610","inferred_from_descendant","GO:0031324","biological_process","true"
"BSU_24610","inferred_from_descendant","GO:0048519","biological_process","true"
"BSU_24610","inferred_from_descendant","GO:0051172","biological_process","false"
"BSU_24610","inferred_from_descendant","GO:0050794","biological_process","true"
"BSU_34380","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_34380","inferred_from_descendant","GO:0060255","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0031326","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0080090","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0010468","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0005515","molecular_function","false"
"BSU_34380","inferred_from_descendant","GO:0140110","molecular_function","true"
"BSU_34380","inferred_from_descendant","GO:0010556","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0065007","biological_process","true"
"BSU_34380","inferred_from_descendant","GO:0051252","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0050789","biological_process","true"
"BSU_34380","inferred_from_descendant","GO:2001141","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0051171","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_34380","inferred_from_descendant","GO:0019219","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_34380","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_34380","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_34380","inferred_from_descendant","GO:0003676","molecular_function","false"
"BSU_34380","inferred_from_descendant","GO:0050794","biological_process","true"
"BSU_34380","inferred_from_descendant","GO:0031323","biological_process","true"
"BSU_34380","inferred_from_descendant","GO:0019222","biological_process","false"
"BSU_34380","inferred_from_descendant","GO:0009889","biological_process","false"
"BSU_34380","enables","GO:0003677","molecular_function","false"
"BSU_34380","enables","GO:0046983","molecular_function","false"
"BSU_34380","located_in","GO:0005829","cellular_component","false"
"BSU_34380","enables","GO:0003700","molecular_function","false"
"BSU_34380","involved_in","GO:0006355","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0003676","molecular_function","false"
"BSU_40910","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_40910","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_40910","enables","GO:0003735","molecular_function","false"
"BSU_40910","enables","GO:0070181","molecular_function","false"
"BSU_40910","located_in","GO:0005737","cellular_component","false"
"BSU_40910","involved_in","GO:0006412","biological_process","false"
"BSU_40910","enables","GO:0019843","molecular_function","false"
"BSU_40910","located_in","GO:0005840","cellular_component","false"
"BSU_40910","part_of","GO:1990904","cellular_component","false"
"BSU_40910","enables","GO:0003723","molecular_function","false"
"BSU_40910","located_in","GO:0043229","cellular_component","false"
"BSU_40910","part_of","GO:0022627","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0043228","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0006518","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0043604","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_40910","inferred_from_descendant","GO:0009058","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0043232","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_40910","inferred_from_descendant","GO:0009059","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0005198","molecular_function","false"
"BSU_40910","inferred_from_descendant","GO:0019538","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_40910","inferred_from_descendant","GO:0043603","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0032991","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_40910","inferred_from_descendant","GO:0044391","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0034641","biological_process","true"
"BSU_40910","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_40910","inferred_from_descendant","GO:0043226","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0044271","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0043170","biological_process","true"
"BSU_40910","inferred_from_descendant","GO:0043043","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0015935","cellular_component","false"
"BSU_40910","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0044237","biological_process","true"
"BSU_40910","inferred_from_descendant","GO:0044249","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:1901566","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:1901564","biological_process","true"
"BSU_40910","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_40910","inferred_from_descendant","GO:1901576","biological_process","false"
"BSU_40910","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0044391","cellular_component","false"
"BSU_40890","inferred_from_descendant","GO:0006518","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_40890","inferred_from_descendant","GO:0032991","cellular_component","false"
"BSU_40890","inferred_from_descendant","GO:1901564","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:0043603","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0043226","cellular_component","false"
"BSU_40890","part_of","GO:0022627","cellular_component","false"
"BSU_40890","enables","GO:0070181","molecular_function","false"
"BSU_40890","enables","GO:0003735","molecular_function","false"
"BSU_40890","involved_in","GO:0006412","biological_process","false"
"BSU_40890","located_in","GO:0005840","cellular_component","false"
"BSU_40890","enables","GO:0019843","molecular_function","false"
"BSU_40890","part_of","GO:1990904","cellular_component","false"
"BSU_40890","enables","GO:0003723","molecular_function","false"
"BSU_40890","inferred_from_descendant","GO:0043604","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0044271","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0043043","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0044237","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_40890","inferred_from_descendant","GO:0043170","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:1901566","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:1901576","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0019538","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0015935","cellular_component","false"
"BSU_40890","inferred_from_descendant","GO:0043228","cellular_component","false"
"BSU_40890","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:0003676","molecular_function","false"
"BSU_40890","inferred_from_descendant","GO:0043229","cellular_component","false"
"BSU_40890","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_40890","inferred_from_descendant","GO:0034641","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:0043232","cellular_component","false"
"BSU_40890","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_40890","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:0009058","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_40890","inferred_from_descendant","GO:0044249","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_40890","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_40890","inferred_from_descendant","GO:0005198","molecular_function","false"
"BSU_40890","inferred_from_descendant","GO:0009059","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0016788","molecular_function","false"
"BSU_06830","inferred_from_descendant","GO:0042578","molecular_function","false"
"BSU_06830","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_06830","inferred_from_descendant","GO:0140096","molecular_function","false"
"BSU_06830","inferred_from_descendant","GO:0007154","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0032502","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0016791","molecular_function","false"
"BSU_06830","inferred_from_descendant","GO:0051716","biological_process","true"
"BSU_06830","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_06830","inferred_from_descendant","GO:0071496","biological_process","true"
"BSU_06830","inferred_from_descendant","GO:0050896","biological_process","true"
"BSU_06830","inferred_from_descendant","GO:0048646","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_06830","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_06830","inferred_from_descendant","GO:0031668","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0009991","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0043934","biological_process","false"
"BSU_06830","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_06830","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_06830","inferred_from_descendant","GO:0009605","biological_process","true"
"BSU_06830","enables","GO:0016787","molecular_function","false"
"BSU_06830","involved_in","GO:0030435","biological_process","false"
"BSU_06830","involved_in","GO:0030420","biological_process","false"
"BSU_06830","enables","GO:0004721","molecular_function","false"
"BSU_06830","located_in","GO:0005737","cellular_component","false"
"BSU_06830","enables","GO:0005515","molecular_function","false"
"BSU_16330","inferred_from_descendant","GO:0043167","molecular_function","false"
"BSU_16330","inferred_from_descendant","GO:0050794","biological_process","true"
"BSU_16330","inferred_from_descendant","GO:0043169","molecular_function","false"
"BSU_16330","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_16330","inferred_from_descendant","GO:0065007","biological_process","true"
"BSU_16330","inferred_from_descendant","GO:0097588","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_16330","inferred_from_descendant","GO:0007165","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0035556","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0050789","biological_process","true"
"BSU_16330","inferred_from_descendant","GO:0001539","biological_process","true"
"BSU_16330","inferred_from_descendant","GO:0040011","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0048870","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_16330","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_16330","inferred_from_descendant","GO:0071973","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0042330","biological_process","false"
"BSU_16330","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_16330","located_in","GO:0005737","cellular_component","false"
"BSU_16330","involved_in","GO:0000160","biological_process","false"
"BSU_16330","involved_in","GO:0006935","biological_process","false"
"BSU_16330","enables","GO:0046872","molecular_function","false"
"BSU_16330","involved_in","GO:0071978","biological_process","false"
"BSU_16450","inferred_from_descendant","GO:0042330","biological_process","false"
"BSU_16450","inferred_from_descendant","GO:0040011","biological_process","false"
"BSU_16450","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_16450","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_16450","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_16450","enables","GO:0016787","molecular_function","false"
"BSU_16450","involved_in","GO:0006935","biological_process","false"
"BSU_16450","involved_in","GO:0050918","biological_process","false"
"BSU_15150","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_15150","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_15150","inferred_from_descendant","GO:0000910","biological_process","true"
"BSU_15150","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_15150","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_15150","inferred_from_descendant","GO:0022402","biological_process","true"
"BSU_15150","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_15150","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_15150","inferred_from_descendant","GO:0022414","biological_process","false"
"BSU_15150","involved_in","GO:0051301","biological_process","false"
"BSU_15150","located_in","GO:0005886","cellular_component","false"
"BSU_15150","located_in","GO:0016020","cellular_component","false"
"BSU_15150","involved_in","GO:0043093","biological_process","false"
"BSU_15150","located_in","GO:0032153","cellular_component","false"
"BSU_15150","involved_in","GO:0007049","biological_process","true"
"BSU_15150","enables","GO:0005515","molecular_function","false"
"BSU_16560","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_16560","inferred_from_descendant","GO:0140096","molecular_function","false"
"BSU_16560","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_16560","inferred_from_descendant","GO:0043169","molecular_function","false"
"BSU_16560","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_16560","inferred_from_descendant","GO:1901564","biological_process","true"
"BSU_16560","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_16560","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_16560","inferred_from_descendant","GO:0004175","molecular_function","false"
"BSU_16560","inferred_from_descendant","GO:0043167","molecular_function","false"
"BSU_16560","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_16560","inferred_from_descendant","GO:0019538","biological_process","false"
"BSU_16560","inferred_from_descendant","GO:0043170","biological_process","true"
"BSU_16560","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_16560","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_16560","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_16560","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_16560","enables","GO:0016787","molecular_function","false"
"BSU_16560","located_in","GO:0005886","cellular_component","false"
"BSU_16560","enables","GO:0008233","molecular_function","false"
"BSU_16560","enables","GO:0004222","molecular_function","false"
"BSU_16560","enables","GO:0046872","molecular_function","false"
"BSU_16560","involved_in","GO:0006508","biological_process","false"
"BSU_16560","enables","GO:0008237","molecular_function","false"
"BSU_16560","located_in","GO:0016020","cellular_component","false"
"BSU_00620","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_00620","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_00620","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_00620","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_00620","involved_in","GO:0051301","biological_process","false"
"BSU_00620","enables","GO:0005515","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0031327","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0080090","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0030554","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_23460","inferred_from_descendant","GO:0048523","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:0009892","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0032559","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:1901265","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0140096","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0045934","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0051252","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0050794","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:0044237","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:0048519","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:0043937","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0009890","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:1901363","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0048646","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0019954","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0010605","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0010556","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0006793","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0051172","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0003712","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0010558","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0031326","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0031324","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:0009889","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:1902679","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0032553","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0000003","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0031323","biological_process","true"
"BSU_23460","enables","GO:0005515","molecular_function","false"
"BSU_23460","involved_in","GO:0030435","biological_process","false"
"BSU_23460","enables","GO:0016989","molecular_function","false"
"BSU_23460","involved_in","GO:0030436","biological_process","false"
"BSU_23460","enables","GO:0005524","molecular_function","false"
"BSU_23460","involved_in","GO:0045892","biological_process","false"
"BSU_23460","enables","GO:0016301","molecular_function","false"
"BSU_23460","involved_in","GO:0010468","biological_process","false"
"BSU_23460","involved_in","GO:0016310","biological_process","false"
"BSU_23460","involved_in","GO:0042174","biological_process","false"
"BSU_23460","enables","GO:0106310","molecular_function","false"
"BSU_23460","enables","GO:0004674","molecular_function","false"
"BSU_23460","enables","GO:0004672","molecular_function","false"
"BSU_23460","enables","GO:0016740","molecular_function","false"
"BSU_23460","enables","GO:0000166","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0006796","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0003714","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0060255","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0016773","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0140110","molecular_function","true"
"BSU_23460","inferred_from_descendant","GO:0043167","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0051093","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0019222","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0032502","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0042173","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0050789","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:2001141","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0016772","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0006355","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0043934","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0032555","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0051253","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0065007","biological_process","true"
"BSU_23460","inferred_from_descendant","GO:0017076","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0097367","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0035639","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0043939","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0019219","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0043168","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0036094","molecular_function","false"
"BSU_23460","inferred_from_descendant","GO:0050793","biological_process","false"
"BSU_23460","inferred_from_descendant","GO:0051171","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0048646","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0043934","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0009889","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0010468","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0031323","biological_process","true"
"BSU_23470","inferred_from_descendant","GO:0031328","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0051173","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0009891","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0019222","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:1902680","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0051252","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0019219","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_23470","inferred_from_descendant","GO:0010556","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0032502","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0010604","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0080090","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0048518","biological_process","true"
"BSU_23470","inferred_from_descendant","GO:0031325","biological_process","true"
"BSU_23470","inferred_from_descendant","GO:0031326","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0050794","biological_process","true"
"BSU_23470","inferred_from_descendant","GO:0051171","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0045935","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0050789","biological_process","true"
"BSU_23470","inferred_from_descendant","GO:0009893","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0010557","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0005515","molecular_function","false"
"BSU_23470","inferred_from_descendant","GO:0065007","biological_process","true"
"BSU_23470","inferred_from_descendant","GO:0048522","biological_process","true"
"BSU_23470","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_23470","inferred_from_descendant","GO:0051254","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:0140110","molecular_function","true"
"BSU_23470","inferred_from_descendant","GO:0060255","biological_process","false"
"BSU_23470","inferred_from_descendant","GO:2001141","biological_process","false"
"BSU_23470","involved_in","GO:0006355","biological_process","false"
"BSU_23470","involved_in","GO:0030435","biological_process","false"
"BSU_23470","enables","GO:0045152","molecular_function","false"
"BSU_23470","involved_in","GO:0045893","biological_process","false"
"BSU_23470","enables","GO:0043856","molecular_function","false"
"BSU_02640","inferred_from_descendant","GO:0006886","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0032991","cellular_component","false"
"BSU_02640","inferred_from_descendant","GO:0045184","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0051649","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0051641","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0098796","cellular_component","false"
"BSU_02640","inferred_from_descendant","GO:0098797","cellular_component","false"
"BSU_02640","inferred_from_descendant","GO:0006810","biological_process","true"
"BSU_02640","inferred_from_descendant","GO:0051234","biological_process","true"
"BSU_02640","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_02640","inferred_from_descendant","GO:0071806","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0022884","molecular_function","false"
"BSU_02640","inferred_from_descendant","GO:0140318","molecular_function","false"
"BSU_02640","inferred_from_descendant","GO:0022857","molecular_function","false"
"BSU_02640","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_02640","inferred_from_descendant","GO:0015291","molecular_function","false"
"BSU_02640","inferred_from_descendant","GO:0051179","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0070727","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0005215","molecular_function","true"
"BSU_02640","inferred_from_descendant","GO:0055085","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_02640","inferred_from_descendant","GO:0022804","molecular_function","false"
"BSU_02640","inferred_from_descendant","GO:0033036","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_02640","inferred_from_descendant","GO:0071705","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0071702","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0046907","biological_process","false"
"BSU_02640","inferred_from_descendant","GO:0008104","biological_process","false"
"BSU_02640","involved_in","GO:0015031","biological_process","false"
"BSU_02640","enables","GO:0008320","molecular_function","false"
"BSU_02640","located_in","GO:0016020","cellular_component","false"
"BSU_02640","located_in","GO:0005886","cellular_component","false"
"BSU_02640","part_of","GO:0033281","cellular_component","false"
"BSU_02640","involved_in","GO:0065002","biological_process","false"
"BSU_02640","involved_in","GO:0043953","biological_process","false"
"BSU_02640","enables","GO:0009977","molecular_function","false"
"BSU_02630","inferred_from_descendant","GO:0008104","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0055085","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0098797","cellular_component","false"
"BSU_02630","inferred_from_descendant","GO:0051234","biological_process","true"
"BSU_02630","inferred_from_descendant","GO:0071705","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0006810","biological_process","true"
"BSU_02630","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_02630","inferred_from_descendant","GO:0140318","molecular_function","false"
"BSU_02630","inferred_from_descendant","GO:0071806","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0033036","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0032991","cellular_component","false"
"BSU_02630","inferred_from_descendant","GO:0071702","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0045184","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_02630","inferred_from_descendant","GO:0051641","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0098796","cellular_component","false"
"BSU_02630","inferred_from_descendant","GO:0051179","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0070727","biological_process","false"
"BSU_02630","inferred_from_descendant","GO:0005215","molecular_function","true"
"BSU_02630","inferred_from_descendant","GO:0022857","molecular_function","false"
"BSU_02630","inferred_from_descendant","GO:0022884","molecular_function","false"
"BSU_02630","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_02630","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_02630","located_in","GO:0005737","cellular_component","false"
"BSU_02630","located_in","GO:0005886","cellular_component","false"
"BSU_02630","located_in","GO:0016020","cellular_component","false"
"BSU_02630","enables","GO:0008320","molecular_function","false"
"BSU_02630","involved_in","GO:0015031","biological_process","false"
"BSU_02630","part_of","GO:0033281","cellular_component","false"
"BSU_02630","involved_in","GO:0043953","biological_process","false"
"BSU_02630","located_in","GO:0005829","cellular_component","false"
"BSU_05990","inferred_from_descendant","GO:0098797","cellular_component","false"
"BSU_05990","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_05990","inferred_from_descendant","GO:0022857","molecular_function","false"
"BSU_05990","inferred_from_descendant","GO:0032991","cellular_component","false"
"BSU_05990","inferred_from_descendant","GO:0051234","biological_process","true"
"BSU_05990","inferred_from_descendant","GO:0005215","molecular_function","true"
"BSU_05990","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_05990","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_05990","inferred_from_descendant","GO:0055085","biological_process","false"
"BSU_05990","inferred_from_descendant","GO:0071702","biological_process","false"
"BSU_05990","inferred_from_descendant","GO:0045184","biological_process","false"
"BSU_05990","inferred_from_descendant","GO:0071806","biological_process","false"
"BSU_05990","inferred_from_descendant","GO:0140318","molecular_function","false"
"BSU_05990","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_05990","inferred_from_descendant","GO:0071705","biological_process","false"
"BSU_05990","inferred_from_descendant","GO:0070727","biological_process","false"
"BSU_05990","inferred_from_descendant","GO:0022804","molecular_function","false"
"BSU_05990","inferred_from_descendant","GO:0033036","biological_process","false"
