"protein","relationship_type","go_term","namespace","never_annotate"
"BSU_28230","inferred_from_descendant","GO:0006810","biological_process","true"
"BSU_28230","inferred_from_descendant","GO:0071705","biological_process","false"
"BSU_28230","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_28230","inferred_from_descendant","GO:0140096","molecular_function","false"
"BSU_28230","inferred_from_descendant","GO:0016859","molecular_function","false"
"BSU_28230","inferred_from_descendant","GO:0006458","biological_process","false"
"BSU_28230","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_28230","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_28230","inferred_from_descendant","GO:0051179","biological_process","false"
"BSU_28230","inferred_from_descendant","GO:0033036","biological_process","false"
"BSU_28230","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_28230","inferred_from_descendant","GO:0051234","biological_process","true"
"BSU_28230","inferred_from_descendant","GO:0070727","biological_process","false"
"BSU_28230","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_28230","inferred_from_descendant","GO:0043021","molecular_function","false"
"BSU_28230","inferred_from_descendant","GO:0051641","biological_process","false"
"BSU_28230","located_in","GO:0005737","cellular_component","false"
"BSU_28230","involved_in","GO:0015031","biological_process","false"
"BSU_28230","involved_in","GO:0006457","biological_process","false"
"BSU_28230","involved_in","GO:0051301","biological_process","false"
"BSU_28230","involved_in","GO:0007049","biological_process","true"
"BSU_28230","enables","GO:0016853","molecular_function","false"
"BSU_28230","involved_in","GO:0043335","biological_process","false"
"BSU_28230","involved_in","GO:0051083","biological_process","false"
"BSU_28230","involved_in","GO:0061077","biological_process","false"
"BSU_28230","enables","GO:0003755","molecular_function","false"
"BSU_28230","enables","GO:0044183","molecular_function","false"
"BSU_28230","enables","GO:0043022","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0009223","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009219","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009058","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009211","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_20020","inferred_from_descendant","GO:0016818","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0006793","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006753","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0043169","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_20020","inferred_from_descendant","GO:1901575","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901564","biological_process","true"
"BSU_20020","inferred_from_descendant","GO:0009176","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0034655","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0019439","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006221","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0044237","biological_process","true"
"BSU_20020","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0019637","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009124","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0046434","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_20020","inferred_from_descendant","GO:0046080","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0072529","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_20020","inferred_from_descendant","GO:0044270","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009147","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901292","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009264","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0046483","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0072527","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901135","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009056","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0046385","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0044271","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0072528","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0034654","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009130","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0055086","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0044248","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006139","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009263","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009166","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009394","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901566","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009262","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901360","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_20020","enables","GO:0000287","molecular_function","false"
"BSU_20020","involved_in","GO:0046081","biological_process","false"
"BSU_20020","enables","GO:0004170","molecular_function","false"
"BSU_20020","involved_in","GO:0006226","biological_process","false"
"BSU_20020","enables","GO:0042802","molecular_function","false"
"BSU_20020","part_of","GO:0032991","cellular_component","false"
"BSU_20020","enables","GO:0016787","molecular_function","false"
"BSU_20020","enables","GO:0046872","molecular_function","false"
"BSU_20020","involved_in","GO:0009117","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0043167","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0046078","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901576","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0005515","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0009129","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0016817","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0019438","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006244","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901362","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009165","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009265","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901137","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0046700","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009141","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0018130","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_20020","inferred_from_descendant","GO:0009213","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0090407","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006725","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009221","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901136","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0046386","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901565","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901293","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009123","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0044249","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0019692","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006796","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0016462","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0047429","molecular_function","false"
"BSU_20020","inferred_from_descendant","GO:0009143","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009149","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009177","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009157","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0009162","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:1901361","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0034641","biological_process","true"
"BSU_20020","inferred_from_descendant","GO:0044281","biological_process","false"
"BSU_20020","inferred_from_descendant","GO:0006220","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0043933","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0022607","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_28610","inferred_from_descendant","GO:0016043","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0006996","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_28610","inferred_from_descendant","GO:0000910","biological_process","true"
"BSU_28610","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0032506","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_28610","inferred_from_descendant","GO:0140694","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_28610","inferred_from_descendant","GO:0031106","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0022402","biological_process","true"
"BSU_28610","inferred_from_descendant","GO:0071840","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0022414","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0032185","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0007010","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0070925","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0065003","biological_process","false"
"BSU_28610","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_28610","inferred_from_descendant","GO:0016020","cellular_component","false"
"BSU_28610","involved_in","GO:0090529","biological_process","false"
"BSU_28610","involved_in","GO:0007049","biological_process","true"
"BSU_28610","located_in","GO:0005886","cellular_component","false"
"BSU_28610","involved_in","GO:0051301","biological_process","false"
"BSU_28610","located_in","GO:0005737","cellular_component","false"
"BSU_28610","enables","GO:0005515","molecular_function","false"
"BSU_28610","involved_in","GO:0000917","biological_process","false"
"BSU_28610","involved_in","GO:0000921","biological_process","false"
"BSU_28610","located_in","GO:0030428","cellular_component","false"
"BSU_28610","located_in","GO:0032153","cellular_component","false"
"BSU_28610","located_in","GO:0005829","cellular_component","false"
"BSU_28610","involved_in","GO:0043093","biological_process","false"
"BSU_27840","inferred_from_descendant","GO:0048646","biological_process","false"
"BSU_27840","inferred_from_descendant","GO:0016829","molecular_function","false"
"BSU_27840","inferred_from_descendant","GO:0016837","molecular_function","false"
"BSU_27840","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_27840","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_27840","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_27840","inferred_from_descendant","GO:0032502","biological_process","false"
"BSU_27840","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_27840","inferred_from_descendant","GO:0016835","molecular_function","false"
"BSU_27840","inferred_from_descendant","GO:0019899","molecular_function","false"
"BSU_27840","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_27840","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_27840","inferred_from_descendant","GO:0061783","molecular_function","false"
"BSU_27840","inferred_from_descendant","GO:0043934","biological_process","false"
"BSU_27840","inferred_from_descendant","GO:0008933","molecular_function","false"
"BSU_27840","located_in","GO:0043595","cellular_component","false"
"BSU_27840","involved_in","GO:0030435","biological_process","false"
"BSU_27840","enables","GO:0005515","molecular_function","false"
"BSU_27840","enables","GO:0051117","molecular_function","false"
"BSU_27840","enables","GO:0008932","molecular_function","false"
"BSU_01240","inferred_from_descendant","GO:0019538","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0043226","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0043229","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:1901576","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_01240","inferred_from_descendant","GO:0043603","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0009058","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_01240","inferred_from_descendant","GO:0044391","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0043043","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0044271","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:1901566","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0032991","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0043604","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0015934","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0043228","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_01240","inferred_from_descendant","GO:0005198","molecular_function","false"
"BSU_01240","inferred_from_descendant","GO:0043232","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_01240","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_01240","inferred_from_descendant","GO:0006518","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0009059","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0043170","biological_process","true"
"BSU_01240","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0044249","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:1901564","biological_process","true"
"BSU_01240","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_01240","part_of","GO:0022625","cellular_component","false"
"BSU_01240","involved_in","GO:0006412","biological_process","false"
"BSU_01240","part_of","GO:1990904","cellular_component","false"
"BSU_01240","enables","GO:0003735","molecular_function","false"
"BSU_01240","located_in","GO:0005840","cellular_component","false"
"BSU_01240","inferred_from_descendant","GO:0044237","biological_process","true"
"BSU_01240","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_01240","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_01240","inferred_from_descendant","GO:0034641","biological_process","true"
"BSU_32690","inferred_from_descendant","GO:1901564","biological_process","true"
"BSU_32690","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_32690","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0036094","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_32690","inferred_from_descendant","GO:0043168","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0006790","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0044281","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:1901363","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0019752","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:1901605","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0043167","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0043436","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0016782","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0070279","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0044237","biological_process","true"
"BSU_32690","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_32690","inferred_from_descendant","GO:0009069","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0019842","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0006520","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_32690","inferred_from_descendant","GO:0000096","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0016783","molecular_function","false"
"BSU_32690","inferred_from_descendant","GO:0006082","biological_process","false"
"BSU_32690","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_32690","enables","GO:0031071","molecular_function","false"
"BSU_32690","involved_in","GO:0006534","biological_process","false"
"BSU_32690","enables","GO:0030170","molecular_function","false"
"BSU_32690","enables","GO:0003824","molecular_function","false"
"BSU_32690","enables","GO:0016740","molecular_function","false"
"BSU_32690","enables","GO:0005515","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0016462","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0003676","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:1901363","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0017076","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0036094","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0030554","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0043168","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_29805","inferred_from_descendant","GO:0097367","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_29805","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:1901265","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0043167","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_29805","inferred_from_descendant","GO:0017111","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0032553","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_29805","inferred_from_descendant","GO:0022402","biological_process","true"
"BSU_29805","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_29805","inferred_from_descendant","GO:0016787","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0032559","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0032555","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0035639","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0016817","molecular_function","false"
"BSU_29805","inferred_from_descendant","GO:0016818","molecular_function","false"
"BSU_29805","involved_in","GO:0051301","biological_process","false"
"BSU_29805","involved_in","GO:0007049","biological_process","true"
"BSU_29805","enables","GO:0003677","molecular_function","false"
"BSU_29805","located_in","GO:0005737","cellular_component","false"
"BSU_29805","enables","GO:0016887","molecular_function","false"
"BSU_29805","involved_in","GO:0007059","biological_process","false"
"BSU_29805","enables","GO:0000166","molecular_function","false"
"BSU_29805","enables","GO:0005524","molecular_function","false"
"BSU_34800","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_34800","inferred_from_descendant","GO:0019538","biological_process","false"
"BSU_34800","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_34800","inferred_from_descendant","GO:1901564","biological_process","true"
"BSU_34800","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_34800","inferred_from_descendant","GO:0045229","biological_process","false"
"BSU_34800","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_34800","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_34800","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_34800","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_34800","inferred_from_descendant","GO:0140096","molecular_function","false"
"BSU_34800","inferred_from_descendant","GO:0016043","biological_process","false"
"BSU_34800","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_34800","inferred_from_descendant","GO:0071840","biological_process","false"
"BSU_34800","inferred_from_descendant","GO:0071554","biological_process","false"
"BSU_34800","inferred_from_descendant","GO:0043170","biological_process","true"
"BSU_34800","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_34800","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_34800","located_in","GO:0005576","cellular_component","false"
"BSU_34800","enables","GO:0008233","molecular_function","false"
"BSU_34800","enables","GO:0016787","molecular_function","false"
"BSU_34800","involved_in","GO:0006508","biological_process","false"
"BSU_34800","involved_in","GO:0071555","biological_process","false"
"BSU_34800","enables","GO:0008234","molecular_function","false"
"BSU_35250","inferred_from_descendant","GO:0042173","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_35250","inferred_from_descendant","GO:0016043","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_35250","inferred_from_descendant","GO:0043937","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0023051","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0022402","biological_process","true"
"BSU_35250","inferred_from_descendant","GO:0010646","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0051094","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0071840","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0050794","biological_process","true"
"BSU_35250","inferred_from_descendant","GO:0048583","biological_process","true"
"BSU_35250","inferred_from_descendant","GO:0050793","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0032506","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0050789","biological_process","true"
"BSU_35250","inferred_from_descendant","GO:0048518","biological_process","true"
"BSU_35250","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0065007","biological_process","true"
"BSU_35250","inferred_from_descendant","GO:0043938","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:1902531","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0009966","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0022607","biological_process","false"
"BSU_35250","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_35250","inferred_from_descendant","GO:0098857","cellular_component","false"
"BSU_35250","located_in","GO:0016020","cellular_component","false"
"BSU_35250","located_in","GO:0045121","cellular_component","false"
"BSU_35250","involved_in","GO:0051301","biological_process","false"
"BSU_35250","located_in","GO:0032153","cellular_component","false"
"BSU_35250","involved_in","GO:0007049","biological_process","true"
"BSU_35250","involved_in","GO:0008356","biological_process","false"
"BSU_35250","involved_in","GO:0070297","biological_process","false"
"BSU_35250","involved_in","GO:0090529","biological_process","false"
"BSU_35250","involved_in","GO:0045881","biological_process","false"
"BSU_35250","located_in","GO:0005886","cellular_component","false"
"BSU_16970","inferred_from_descendant","GO:0016788","molecular_function","false"
"BSU_16970","inferred_from_descendant","GO:0008081","molecular_function","false"
"BSU_16970","inferred_from_descendant","GO:0042578","molecular_function","false"
"BSU_16970","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_16970","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_16970","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_16970","inferred_from_descendant","GO:0043167","molecular_function","false"
"BSU_16970","inferred_from_descendant","GO:0003824","molecular_function","false"
"BSU_16970","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_16970","inferred_from_descendant","GO:0043169","molecular_function","false"
"BSU_16970","inferred_from_descendant","GO:0004112","molecular_function","false"
"BSU_16970","enables","GO:0008663","molecular_function","false"
"BSU_16970","located_in","GO:0005737","cellular_component","false"
"BSU_16970","enables","GO:0046872","molecular_function","false"
"BSU_16970","enables","GO:0016787","molecular_function","false"
"BSU_16970","enables","GO:0004113","molecular_function","false"
"BSU_36310","inferred_from_descendant","GO:0065007","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0065009","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0008150","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0044238","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0043170","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0006725","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0005488","molecular_function","true"
"BSU_36310","inferred_from_descendant","GO:0044093","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0071496","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0031668","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0046483","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_36310","inferred_from_descendant","GO:0006259","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_36310","inferred_from_descendant","GO:0006807","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_36310","inferred_from_descendant","GO:0090304","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0050790","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0050896","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0006139","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0003676","molecular_function","false"
"BSU_36310","inferred_from_descendant","GO:0044237","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0034641","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0008152","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0071704","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0007154","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0051716","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:1901360","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0043462","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0043085","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0009605","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0051095","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0009991","biological_process","false"
"BSU_36310","inferred_from_descendant","GO:0032781","biological_process","true"
"BSU_36310","inferred_from_descendant","GO:0005575","cellular_component","false"
"BSU_36310","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_36310","involved_in","GO:0030420","biological_process","false"
"BSU_36310","involved_in","GO:0006260","biological_process","false"
"BSU_36310","enables","GO:0003677","molecular_function","false"
"BSU_36310","located_in","GO:0005737","cellular_component","false"
"BSU_36310","involved_in","GO:0006310","biological_process","false"
"BSU_36310","enables","GO:0003697","molecular_function","false"
"BSU_36310","NA","GO:0051096","biological_process","true"
"BSU_36310","located_in","GO:0009295","cellular_component","false"
"BSU_22030","inferred_from_descendant","GO:0022402","biological_process","true"
"BSU_22030","inferred_from_descendant","GO:0043168","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0097159","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0016817","molecular_function","false"
"BSU_22030","involved_in","GO:0090529","biological_process","false"
"BSU_22030","enables","GO:0008289","molecular_function","false"
"BSU_22030","involved_in","GO:0008053","biological_process","false"
"BSU_22030","enables","GO:0000166","molecular_function","false"
"BSU_22030","located_in","GO:0005886","cellular_component","false"
"BSU_22030","located_in","GO:0016020","cellular_component","false"
"BSU_22030","enables","GO:0016787","molecular_function","false"
"BSU_22030","enables","GO:0003924","molecular_function","false"
"BSU_22030","involved_in","GO:0007049","biological_process","true"
"BSU_22030","involved_in","GO:0051301","biological_process","false"
"BSU_22030","enables","GO:0005525","molecular_function","false"
"BSU_22030","involved_in","GO:0008360","biological_process","false"
"BSU_22030","inferred_from_descendant","GO:0019001","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0110165","cellular_component","true"
"BSU_22030","inferred_from_descendant","GO:0017076","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0003674","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0065008","biological_process","false"
"BSU_22030","inferred_from_descendant","GO:0032561","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0009987","biological_process","true"
"BSU_22030","inferred_from_descendant","GO:1901265","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0016462","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0006996","biological_process","false"
"BSU_22030","inferred_from_descendant","GO:0097367","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0032506","biological_process","false"
"BSU_22030","inferred_from_descendant","GO:1901363","molecular_function","false"
"BSU_22030","inferred_from_descendant","GO:0036094","molecular_function","false"
