"protein1","protein2"
"Q90WX5","Q6PBY0"
"Q90WX5","A0A0G2LAU9"
"Q90WX5","Q9W6A9"
"Q90WX5","B8A5L7"
"Q90WX5","A0A8M6Z3Y2"
"Q90WX5","E7FDV3"
"Q90WX5","Q6ZM84"
"Q90WX5","F1Q9W6"
"Q90WX5","Q6PBP1"
"Q90WX5","B8JJL3"
"Q90WX5","A1L1U1"
"Q90WX5","Q803H5"
"Q90WX5","Q503Q6"
"Q90WX5","Q1LW07"
"Q90WX5","B3DI13"
"Q90WX5","A0A0R4IHM6"
"Q90WX5","X1WBG0"
"Q90WX5","Q9W6A7"
"Q90WX5","A0JBX4"
"Q90WX5","E7F2G6"
"Q90WX5","Q567Y2"
"Q90WX5","Q5RIV6"
"Q90WX5","Q6TNT8"
"Q90WX5","Q1JPZ3"
"Q90WX5","Q9I9I2"
"Q90WX5","Q38JL1"
"Q90WX5","Q2MHK8"
"Q90WX5","A0A8M3ANZ5"
"Q90WX5","A1L271"
"Q90WX5","F1QJX7"
"Q90WX5","Q7ZW82"
"Q90WX5","Q6DGI0"
"Q90WX5","D2CFN3"
"Q90WX5","Q90WX6"
"Q90WX5","B3DI16"
"Q90WX5","B3DIM4"
"Q90WX5","Q7T2D3"
"Q90WX5","Q6PBR4"
"Q90WX5","R4GE45"
"Q90WX5","Q9YI00"
"Q90WX5","Q6PH57"
"Q90WX5","Q7ZVI5"
"Q90WX5","E7F5I9"
"Q90WX5","A9NJI7"
"Q90WX5","Q15KE4"
"Q90WX5","A0A2R8RKX9"
"Q90WX5","Q8AYN0"
"Q90WX5","A0A0G2L6W9"
"Q90WX5","F1QJL5"
"Q90WX5","P57717"
"Q90WX5","Q1L8K1"
"Q90WX6","A0A8M3ANZ5"
"Q90WX6","Q6PBR4"
"Q90WX6","A0A2R8RKX9"
"Q90WX6","Q6PBY0"
"Q90WX6","Q7ZW82"
"Q90WX6","Q567Y2"
"Q90WX6","Q5YKG3"
"Q90WX6","Q1LW07"
"Q90WX6","Q5RIV6"
"Q90WX6","X1WBG0"
"Q90WX6","F1QJX7"
"Q90WX6","R4GE45"
"Q90WX6","E7F5I9"
"Q90WX6","E7F1F5"
"Q90WX6","Q803H5"
"Q90WX6","Q8AYN0"
"Q90WX6","B3DI16"
"Q90WX6","F1QJL5"
"Q90WX6","A1L271"
"Q90WX6","B3DIM4"
"Q90WX6","A0A0G2LAU9"
"Q90WX6","Q15KE4"
"Q90WX6","A0A0G2L6W9"
"Q90WX6","Q6TNT8"
"Q90WX6","Q6PBP1"
"Q90WX6","A0A0R4IHM6"
"Q90WX6","A9NJI7"
"Q90WX6","Q7ZVI5"
"Q90WX6","Q9W6A7"
"Q90WX6","Q6PH57"
"Q90WX6","Q9W6A9"
"E7F5I9","Q7ZVI5"
"E7F5I9","Q502C6"
"Q8AX99","F1QJC0"
"Q8AX99","Q2MJQ9"
"Q8AX99","A0A0R4IN44"
"Q8AX99","A0A0R4IIA7"
"Q8AX99","E9QCX4"
"Q8AX99","F1R833"
"Q8AX99","B3DJR0"
"Q8AX99","Q7SXW6"
"Q8AX99","F1R8W3"
"Q8AX99","Q1LWS2"
"Q8AX99","Q1LVK6"
"Q8AX99","Q6TH32"
"Q8AX99","F1QGH7"
"Q8AX99","Q7ZWD8"
"Q8AX99","Q6NZW3"
"Q8AX99","Q56A35"
"Q8AX99","Q8QGW4"
"Q8AX99","Q1LYG0"
"Q8AX99","F1QC03"
"Q1LYG0","A0A0R4INJ8"
"Q6NZW3","Q1LYG0"
"Q6NZW3","P83750"
"Q6NZW3","F1QJX3"
"Q6NZW3","Q04475"
"Q6NZW3","Q7T369"
"Q6NZW3","Q7ZVI7"
"Q6NZW3","Q7ZVG7"
"Q6NZW3","P83751"
"Q6NZW3","Q6TH32"
"Q6NZW3","Q1LWS2"
"Q6NZW3","Q7ZVF9"
"Q6NZW3","O42364"
"Q7ZWD8","Q6NZW3"
"Q7ZWD8","Q6TH32"
"Q7ZWD8","Q1LWS2"
"Q7ZWD8","Q1LYG0"
"Q7ZWD8","Q804S5"
"Q7ZWD8","Q7ZVF9"
"Q7ZWD8","Q7ZVI7"
"Q7ZWD8","P83750"
"Q7ZWD8","P83751"
"Q6TH32","Q7T369"
"Q6TH32","P83750"
"Q6TH32","Q7ZVF9"
"Q6TH32","Q7ZVG7"
"Q6TH32","Q7ZVI7"
"Q6TH32","Q04475"
"Q6TH32","Q1LYG0"
"Q6TH32","P83751"
"Q6TH32","F1QJX3"
"Q6TH32","P13104"
"Q6TH32","O42364"
"Q6TH32","Q1LWS2"
"F1QC03","A0A8M9QH30"
"F1QC03","B8JHU4"
"F1QC03","A0A0R4IIA7"
"F1QC03","F1R9Z0"
"F1QGH7","Q7ZSY3"
"F1QGH7","F1QHN6"
"F1QGH7","Q803G3"
"F1QGH7","A0A286Y8C1"
"F1QGH7","A0A0N4SUD2"
"F1QGH7","F1R405"
"F1QGH7","A0A0R4IWH7"
"F1QGH7","Q6TEN5"
"F1QGH7","E7FBX7"
"F1QGH7","Q90YL6"
"Q56A35","F1R187"
"Q56A35","Q1LWS2"
"Q56A35","A3QJU6"
"Q56A35","Q6PC73"
"Q56A35","A0A8M1QUR0"
"Q56A35","E7F6M0"
"Q56A35","A9JRP8"
"Q56A35","B0S516"
"Q56A35","A0A8M1P4I3"
"Q56A35","B0S6R1"
"Q56A35","Q7ZSZ9"
"Q56A35","B0S541"
"Q8QGW4","A0A0R4IJ40"
"Q8QGW4","Q8JFU3"
"Q1LWS2","Q1LYG0"
"Q1LWS2","A0A8M2BL09"
"Q1LWS2","A0A286Y8W8"
"Q1LWS2","Q90413"
"Q1LWS2","A0A0R4IIR1"
"E9QCX4","F1R8W3"
"E9QCX4","O42222"
"E9QCX4","F1QJC0"
"Q1LVK6","X1WCU6"
"Q1LVK6","A0A2R8QAL3"
"Q1LVK6","Q1LWS2"
"Q1LVK6","E7F1U2"
"Q1LVK6","A2BGT8"
"Q1LVK6","F1QC03"
"Q1LVK6","F1R0C1"
"Q1LVK6","F1R2R3"
"Q1LVK6","A0A0R4ICS1"
"Q1LVK6","Q802D5"
"Q1LVK6","F1QC06"
"Q1LVK6","E7F0A1"
"Q1LVK6","B3DIV2"
"Q1LVK6","A8WHQ8"
"A0A0R4IN44","Q802V0"
"A0A0R4IN44","Q6P7E4"
"Q7SXW6","B0S541"
"Q7SXW6","Q56A35"
"Q7SXW6","Q90473"
"Q7SXW6","Q6ZM62"
"Q7SXW6","A0A8M1P4I3"
"Q7SXW6","B0S516"
"Q7SXW6","A3QJU6"
"Q7SXW6","Q6NZZ2"
"Q7SXW6","Q1LWS2"
"Q7SXW6","Q7ZSZ9"
"Q7SXW6","B0S6R1"
"Q7SXW6","Q6PC73"
"Q7SXW6","A9JRP8"
"Q7SXW6","B0V217"
"Q7SXW6","E7F6M0"
"Q7SXW6","A0A8M1QUR0"
"Q7SXW6","Q6P2T5"
"Q7SXW6","F1R187"
"Q7SZK7","B8JK76"
"Q7SZK7","X1WC30"
"Q7SZK7","F8W4B7"
"F8W4B7","Q7SXA3"
"F8W4B7","I3ISP1"
"F8W4B7","Q6DRP3"
"F8W4B7","A0A0R4ITP2"
"F8W4B7","Q5XJ36"
"F8W4B7","A0A0N4SUD2"
"F8W4B7","Q1LUM9"
"F8W4B7","F1QHN6"
"Q6P3J6","Q90474"
"Q6P3J6","A2BGT0"
"Q6P3J6","F1QN74"
"Q6P3J6","Q803Q7"
"Q6P3J6","Q6NX90"
"Q6P3J6","A9ULR9"
"F1QN74","B3DH20"
"A9ULR9","A0A2R8Q1W5"
"A9ULR9","Q6PC71"
"A9ULR9","A0A0R4ICR0"
"A9ULR9","A0JMG1"
"A9ULR9","Q6NYM1"
"A9ULR9","B3DIU1"
"A9ULR9","A0A0R4IP02"
"A9ULR9","Q6P7X5"
"A9ULR9","Q08CL3"
"A9ULR9","E7F6F9"
"A9ULR9","A2RRV4"
"A9ULR9","Q0P4B0"
"A9ULR9","A0A0G2KCH4"
"A9ULR9","Q7T330"
"A9ULR9","F1Q9R3"
"A9ULR9","A0A2R8QC39"
"A9ULR9","Q5U374"
"A9ULR9","U3JA92"
"A9ULR9","E9QHV0"
"Q90474","F8W2D1"
"Q90474","Q6PGX4"
"Q90474","Q90473"
"Q90474","F6NMX7"
"Q90474","F1QFY1"
"Q90474","B3DKF4"
"Q90474","F1REN0"
"Q90474","Q8AXB3"
"Q90474","Q564A4"
"Q90474","Q5BJI7"
"Q90474","F1Q8K3"
"Q90474","Q6NX98"
"Q90474","A4FVK4"
"Q90474","P79734"
"Q90474","A0A0R4IBR4"
"Q90474","Q5RG12"
"Q90474","O73872"
"Q90474","E7F683"
"Q90474","Q6IVV7"
"Q90474","Q5U3E4"
"Q90474","B0UXS6"
"Q90474","Q1RM55"
"Q90474","Q6YLH9"
"Q90474","F1R498"
"Q90474","Q5GIT4"
"Q90474","P52160"
"Q90474","Q1JPZ3"
"A2BGT0","F1QHN6"
"A2BGT0","F1Q6B2"
"A2BGT0","B0R197"
"A2BGT0","A0A0R4IL71"
"A2BGT0","F1QJY3"
"A2BGT0","Q7SXA3"
"A2BGT0","Q6DH66"
"A2BGT0","Q6NVC5"
"A2BGT0","A0A0N4SUD2"
"A2BGT0","Q5BJJ6"
"Q6NX90","F1Q5Z8"
"Q6NX90","A0A8M2BJP0"
"Q6NX90","F1RDC0"
"Q6NX90","B2ZZ14"
"Q6NX90","Q6DH87"
"Q6NX90","Q6NWC1"
"Q803Q7","E7F9M6"
"Q803Q7","Q8JH70"
"Q803Q7","Q8JH71"
"Q803Q7","Q66HV8"
"Q803Q7","Q6NYJ9"
"Q803Q7","Q7ZW98"
"Q9W6A6","F1QKS4"
"Q9W6A6","Q66I67"
"F1QKS4","A0A0R4IZK4"
"F1QKS4","A0A0R4IL29"
"F1QKS4","A0A2R8QFS1"
"F1QKS4","F1R0K2"
"F1QKS4","A0A0G2KIH5"
"F1QKS4","F1Q8W8"
"F1QKS4","A0A0R4IRA8"
"F1QKS4","A4FUN8"
"F1QKS4","A0A0R4ISW2"
"F1QKS4","Q1MTC8"
"F1QKS4","X1WF74"
"F1QKS4","F1QVI4"
"F1QKS4","F1QNN0"
"F1QKS4","E9QG66"
"F1QKS4","A0A0R4IR31"
"F1QKS4","A8E7F2"
"F1QKS4","A0A1L1QZR0"
"F1QKS4","Q6PCS3"
"F1QKS4","A0A8M1PSV3"
"F1QKS4","Q6PE26"
"F1QKS4","X1WF83"
"F1QKS4","X1WF41"
"F1QKS4","E7F146"
"Q7ZYZ7","Q68EK9"
"Q7ZYZ7","A0A8M2BE57"
"Q7ZYZ7","Q8QHL5"
"Q7ZYZ7","Q561X1"
"Q7ZYZ7","E7F4T8"
"Q7ZYZ7","Q7T3E6"
"Q7ZYZ7","Q7ZVH3"
"Q7ZYZ7","Q7ZTY4"
"Q7ZYZ7","E9QH38"
"Q7ZYZ7","Q7T304"
"Q7ZYZ7","Q5PR93"
"Q7ZYZ7","Q08BH9"
"Q7ZYZ7","B3DK16"
"Q7ZYZ7","E7FCJ1"
"Q7ZYZ7","Q6PBY8"
"Q7ZYZ7","A0A0R4IU39"
"Q7ZYZ7","A2ATX3"
"Q7ZYZ7","B0R1D5"
"Q7ZYZ7","Q7SYB3"
"Q7ZYZ7","Q8JIR0"
"Q7ZYZ7","F1Q5X3"
"Q7ZYZ7","Q6P3H7"
"Q7ZYZ7","A0A0R4ISV4"
"Q7ZYZ7","A9C3Q3"
"Q7ZYZ7","Q1JPS1"
"Q7ZYZ7","Q803I4"
"Q7ZYZ7","A0A2R8QA59"
"Q7ZYZ7","A1L2G3"
"Q7ZYZ7","A0A8M9PX23"
"Q7ZYZ7","Q7ZUP9"
"Q7ZYZ7","F6P2R0"
"Q7ZYZ7","Q7T1S3"
"Q7ZYZ7","Q7SXV2"
"Q7ZYZ7","E7FFM7"
"Q7ZYZ7","Q566T0"
"Q7ZYZ7","A0A8M1RLN6"
"Q7ZYZ7","A0A8M3AYF3"
"Q7ZYZ7","Q6DC03"
"Q7ZYZ7","E7FEN0"
"Q7ZYZ7","Q08BS4"
"Q7ZYZ7","Q4V908"
"E7F4T8","Q9DGB8"
"E7F4T8","Q6AZW3"
"E7F4T8","A3KNV9"
"E7F4T8","E7FE07"
"E7F4T8","Q803N1"
"E7F4T8","Q7T1S3"
"E7F4T8","E7FFM7"
"E7F4T8","Q566T0"
"E7F4T8","Q7ZTT0"
"E7F4T8","A0A2R8QA59"
"E7F4T8","Q1JPS1"
"E7F4T8","E7FCJ1"
"E7F4T8","Q5BJA5"
"E7F4T8","A0A8M3AYF3"
"E7F4T8","A0A140LGS2"
"E7F4T8","R4GE15"
"E7F4T8","Q561S9"
"E7F4T8","Q08BH9"
"E7F4T8","E7EXD7"
"E7F4T8","Q71PD7"
"E7F4T8","B3DK16"
"E7F4T8","A0A8M1RLN6"
"E7F4T8","Q5EG55"
"E7F4T8","Q7ZVH3"
"E7F4T8","Q6DC03"
"E7F4T8","A0A0R4IE41"
"E7F4T8","Q4QRF4"
"E7F4T8","Q7ZTY4"
"E7F4T8","A4FVM2"
"E7F4T8","Q7T3E6"
"E7F4T8","A1L2G3"
"E7F4T8","E7F4D0"
"E7F4T8","X1WDH8"
"E7F4T8","Q91398"
"E7F4T8","A0A0R4IU39"
"E7F4T8","A0A0R4ISV4"
"E7F4T8","A0A140LG54"
"E7F4T8","Q5XJK2"
"E7F4T8","A8KBJ5"
"E7F4T8","Q561X1"
"E7F4T8","B3DJF8"
"E7F4T8","A0A0G2KI00"
"E7F4T8","Q7T304"
"E7F4T8","A2ATX3"
"E7F4T8","A0A8M9PX23"
"E7F4T8","Q8JIR0"
"E7F4T8","E9QH38"
"E7F4T8","Q68EK9"
"E7F4T8","A0A140LGT1"
"E7F4T8","E7F5W3"
"E7F4T8","F1Q5X3"
"E7F4T8","B0R1D5"
"E7F4T8","Q6PI20"
"E7F4T8","Q4FZZ7"
"E7F4T8","A9C3Q3"
"E7F4T8","Q5PR93"
"E7F4T8","E7EZX1"
"E7F4T8","E7FEN0"
"E7F4T8","X1WHF1"
"Q68EK9","A0A8M1RLN6"
"Q68EK9","Q08BH9"
"Q68EK9","A0A2R8QA59"
"Q68EK9","E9QH38"
"Q68EK9","Q7T3E6"
"Q68EK9","A0A0R4ISV4"
"Q68EK9","Q8JIR0"
"Q68EK9","Q561X1"
"Q68EK9","A0A0R4IU39"
"Q68EK9","E7FFM7"
"Q68EK9","Q7SXA3"
"Q68EK9","A0A8M3AYF3"
"Q68EK9","U3JAH9"
"Q68EK9","Q7T3L7"
"Q68EK9","F1Q636"
"Q68EK9","F1Q5X3"
"Q68EK9","F1QHN6"
"Q68EK9","E7FCJ1"
"Q68EK9","A0A0N4SUD2"
"Q7ZTY4","A0A2R8RTX5"
"Q7ZTY4","Q803H4"
"Q7ZTY4","A0A0R4ISL4"
"Q7ZTY4","A0A0R4IUU4"
"Q7ZTY4","Q2EI20"
"Q7ZTY4","A3KNV9"
"Q7ZTY4","A0A140LGS2"
"Q7ZTY4","F1R1K5"
"Q7ZTY4","X1WGM0"
"Q7ZTY4","F1RAN4"
"Q7ZTY4","R4GE15"
"Q7ZTY4","A4FVM2"
"Q7ZTY4","A0A0G2KI00"
"Q7ZTY4","Q6NXC6"
"Q7ZTY4","B0UXK0"
"Q7ZTY4","B8A4N0"
"Q7ZTY4","Q566T0"
"Q7ZTY4","E7FCU0"
"Q7ZTY4","A0A8M9PX23"
"Q7ZTY4","A0A8M3B2X7"
"Q7ZTY4","X1WDH8"
"Q7ZTY4","B0R1D5"
"Q7ZTY4","F1RBT2"
"Q7ZTY4","Q7ZTT0"
"Q7ZTY4","X1WHF1"
"Q7ZTY4","A0A140LG54"
"Q7ZTY4","Q7T304"
"Q7ZTY4","F8W428"
"Q7ZTY4","E9QIT3"
"Q7ZTY4","Q5RHQ8"
"Q7ZTY4","Q7T2C1"
"Q7ZTY4","A8WHV8"
"Q7ZTY4","A0A8M9PN25"
"Q7ZVH3","Q8JIR0"
"Q7ZVH3","A0A0R4IU39"
"Q7ZVH3","E9QH38"
"Q7ZVH3","A2ATX3"
"Q7ZVH3","A0A0R4ISV4"
"Q7ZVH3","B8A4J0"
"Q7ZVH3","Q7T3E6"
"Q7ZVH3","F1Q636"
"Q7ZVH3","E7FFM7"
"Q7ZVH3","Q08BH9"
"Q7ZVH3","A0A8M3AYF3"
"Q7ZVH3","E7FCJ1"
"Q7ZVH3","A9C3Q3"
"Q7ZVH3","A0A2R8QA59"
"Q7ZVH3","Q561X1"
"Q7ZVH3","F1QHN6"
"Q7ZVH3","Q7T3L7"
"Q7ZVH3","A0A8M1RLN6"
"Q7ZVH3","F1Q5X3"
"Q7ZVH3","Q68EK9"
"Q7ZVH3","F1QLF9"
"Q7ZVH3","Q1JPS1"
"Q7ZVH3","B3DK16"
"Q7ZVH3","A0A0N4SUD2"
"Q7ZVH3","U3JAH9"
"Q7ZVH3","Q7SXA3"
"Q7ZVH3","Q6DRK7"
"Q7ZVH3","A3KP53"
"Q7ZVH3","E7FEN0"
"E9QH38","A0A0R4ISV4"
"E9QH38","A0A8M1RLN6"
"E9QH38","E7FCJ1"
"E9QH38","A0A2R8QA59"
"E9QH38","Q08BH9"
"E9QH38","E7FFM7"
"E9QH38","A0A0R4IU39"
"Q561X1","A0A2R8QA59"
"Q561X1","Q08BH9"
"Q561X1","A0A8M3AYF3"
"Q561X1","Q7T3E6"
"Q561X1","A0A8M1RLN6"
"Q561X1","E9QH38"
"Q561X1","F1QHN6"
"Q561X1","A0A0R4IU39"
"Q561X1","Q7SXA3"
"Q561X1","A0A0N4SUD2"
"Q561X1","F1Q5X3"
"Q561X1","E7FCJ1"
"Q561X1","E7FFM7"
"Q561X1","A0A0R4ISV4"
"Q561X1","U3JAH9"
"Q561X1","Q7T3L7"
"A0A8M2BE57","Q5RHX6"
"A0A8M2BE57","A4QN68"
"A0A8M2BE57","Q6NXC6"
"A0A8M2BE57","E7F4T8"
"A0A8M2BE57","Q4V909"
"A0A8M2BE57","E7FEN0"
"A0A8M2BE57","E9QH38"
"A0A8M2BE57","Q8QHL5"
"A0A8M2BE57","Q5EB19"
"A0A8M2BE57","A2ATX3"
"A0A8M2BE57","Q502M9"
"A0A8M2BE57","A0A8M1RLN6"
"A0A8M2BE57","F1Q5X3"
"A0A8M2BE57","Q7T3E6"
"A0A8M2BE57","Q561X1"
"A0A8M2BE57","Q66IB1"
"A0A8M2BE57","F1Q509"
"A0A8M2BE57","Q1JPS1"
"A0A8M2BE57","A7MD57"
"A0A8M2BE57","A0A8M3AYF3"
"A0A8M2BE57","Q7ZVH3"
"A0A8M2BE57","F1REN0"
"A0A8M2BE57","B8A6D0"
"A0A8M2BE57","A9C3Q3"
"A0A8M2BE57","Q08BH9"
"A0A8M2BE57","E7FCJ1"
"A0A8M2BE57","E9QCG0"
"A0A8M2BE57","E7FFM7"
"A0A8M2BE57","Q8JIR0"
"A0A8M2BE57","Q4V908"
"A0A8M2BE57","A0A2R8QA59"
"A0A8M2BE57","A0A0R4ISV4"
"A0A8M2BE57","A0A0R4IU39"
"A0A8M2BE57","B3DK16"
"A0A8M2BE57","Q5PR93"
"A0A8M2BE57","Q68EK9"
"Q7T304","Q566T0"
"Q7T304","B0R1D5"
"Q7T3E6","A0A8M9PX23"
"Q7T3E6","Q7T304"
"Q7T3E6","Q7ZTY4"
"Q7T3E6","A0A0R4IU39"
"Q7T3E6","E9QH38"
"Q7T3E6","X1WBY5"
"Q7T3E6","A0A0R4ISV4"
"Q7T3E6","A0A2R8QA59"
"Q7T3E6","Q566T0"
"Q7T3E6","E7FCJ1"
"Q7T3E6","A0A8M1RLN6"
"Q7T3E6","E7FFM7"
"Q7T3E6","B0R1D5"
"Q7T3E6","Q08BH9"
"Q8QHL5","B3DJF8"
"Q8QHL5","A0A8M9PX23"
"Q8QHL5","Q566T0"
"Q8QHL5","Q6DC03"
"Q8QHL5","Q5BJA5"
"Q8QHL5","E7FEN0"
"Q8QHL5","A2ATX3"
"Q8QHL5","Q561S9"
"Q8QHL5","R4GE15"
"Q8QHL5","F1Q5X3"
"Q8QHL5","A0A140LGT1"
"Q8QHL5","Q6PI20"
"Q8QHL5","A0A0R4ISV4"
"Q8QHL5","E7FCJ1"
"Q8QHL5","Q8JIR0"
"Q8QHL5","A8KBJ5"
"Q8QHL5","Q7T1S3"
"Q8QHL5","A0A0R4IU39"
"Q8QHL5","E7FE07"
"Q8QHL5","E7FFM7"
"Q8QHL5","A3KNV9"
"Q8QHL5","Q4FZZ7"
"Q8QHL5","E7F4T8"
"Q8QHL5","Q1JPS1"
"Q8QHL5","A0A140LGS2"
"Q8QHL5","X1WHF1"
"Q8QHL5","A4FVM2"
"Q8QHL5","A9C3Q3"
"Q8QHL5","A0A0G2KI00"
"Q8QHL5","Q5XJK2"
"Q8QHL5","Q7ZTT0"
"Q8QHL5","E7EZX1"
"Q8QHL5","E7EXD7"
"Q8QHL5","Q5EG55"
"Q8QHL5","Q91398"
"Q8QHL5","Q9DGB8"
"Q8QHL5","A0A8M1RLN6"
"Q8QHL5","B0R1D5"
"Q8QHL5","E7F5W3"
"Q8QHL5","Q561X1"
"Q8QHL5","A0A8M3AYF3"
"Q8QHL5","X1WDH8"
"Q8QHL5","Q08BH9"
"Q8QHL5","Q4QRF4"
"Q8QHL5","Q71PD7"
"Q8QHL5","Q5PR93"
"Q8QHL5","E9QH38"
"Q8QHL5","Q7ZVH3"
"Q8QHL5","Q7ZTY4"
"Q8QHL5","Q68EK9"
"Q8QHL5","A0A140LG54"
