"protein1","protein2"
"P32561","P39079"
"P0CG48","P39079"
"P35208","P39079"
"P10080","P39079"
"P25644","P39079"
"Q12510","P39079"
"P38129","P39079"
"P38915","P39079"
"P08458","P39079"
"P53009","P39079"
"P06782","P39079"
"Q03306","P39079"
"Q12236","P39079"
"P06242","P39079"
"Q03957","P39079"
"P38080","P39079"
"P53849","P39079"
"P36012","P39079"
"P40568","P39079"
"P53741","P39079"
"P43588","P39079"
"P38827","P39079"
"P38886","P39079"
"P38764","P39079"
"Q04372","P39079"
"Q12417","P39079"
"P40055","P39079"
"P36130","P39079"
"Q12363","P39079"
"Q00362","P39079"
"P39108","P39079"
"P20604","P39079"
"Q03897","P39079"
"P41811","P39079"
"P33750","P39079"
"Q12206","P39079"
"P18851","P39079"
"Q12021","P39079"
"P42841","P39079"
"Q04660","P39079"
"P21304","P39079"
"P39078","P39079"
"P39676","P39079"
"P36013","P39079"
"P09734","P39079"
"P42943","P39079"
"P48362","P39079"
"Q12017","P39079"
"P40157","P39079"
"P38719","P39079"
"P26309","P39079"
"P38691","P39079"
"P23291","P39079"
"Q12152","P39079"
"P39077","P39079"
"P31384","P33892"
"Q00402","P33892"
"P25294","P33892"
"P22147","P33892"
"P39526","P33892"
"P32909","P33892"
"P29055","P33892"
"P40319","P33892"
"Q08490","P33892"
"Q06839","P33892"
"P48836","P33892"
"Q12196","P33892"
"P06367","P33892"
"P0C2H8","P33892"
"P35997","P33892"
"P05743","P33892"
"P04456","P33892"
"P38701","P33892"
"P02407","P33892"
"Q01855","P33892"
"P05756","P33892"
"P48589","P33892"
"P25443","P33892"
"P33442","P33892"
"P32905","P33892"
"P15108","P33892"
"P02829","P33892"
"P22276","P33892"
"P12962","P33892"
"Q08601","P33892"
"P42945","P33892"
"Q04217","P33892"
"P38264","P33892"
"Q99382","P33892"
"P07560","P33892"
"P32485","P33892"
"P36081","P33892"
"Q03018","P33892"
"P39016","P33892"
"P38144","P33892"
"P05453","P33892"
"Q12000","P33892"
"P40462","P33892"
"Q03940","P33892"
"Q03280","P33892"
"Q06164","P33892"
"P40457","P33892"
"P0CG48","P33892"
"P35209","P33892"
"P35208","P33892"
"P53874","P33892"
"P40693","P33892"
"Q08649","P33892"
"P10080","P33892"
"P39517","P33892"
"P53740","P33892"
"Q9P2X3","P33892"
"Q00684","P33892"
"P36012","P33892"
"P53741","P33892"
"P23293","P33892"
"P38903","P33892"
"P40484","P33892"
"P32491","P33892"
"P22336","P33892"
"P32505","P33892"
"P43603","P33892"
"P43588","P33892"
"P38886","P33892"
"P38764","P33892"
"Q03768","P33892"
"Q06677","P33892"
"P39715","P33892"
"P38817","P33892"
"P43535","P33892"
"P38217","P33892"
"P53914","P33892"
"P38112","P33892"
"P32333","P33892"
"P47047","P33892"
"P19524","P33892"
"P32492","P33892"
"P06839","P33892"
"P47037","P33892"
"P33333","P33892"
"Q03048","P33892"
"Q12063","P33892"
"Q08273","P33892"
"P33296","P33892"
"P42838","P33892"
"P15442","P33892"
"P36131","P33892"
"Q04500","P33892"
"P09734","P33892"
"Q12464","P33892"
"P39676","P33892"
"P36013","P33892"
"Q12449","P33892"
"P30822","P33892"
"P40069","P33892"
"P04840","P33892"
"P02309","P33892"
"P47912","P33892"
"Q99190","P33892"
"P46970","P33892"
"P38707","P33892"
"P25637","P33892"
"P53172","P33892"
"P32529","Q00684"
"Q00402","Q00684"
"P25294","Q00684"
"P32909","Q00684"
"P29055","Q00684"
"Q12158","Q00684"
"Q12460","Q00684"
"P22147","Q00684"
"Q12088","Q00684"
"Q04002","Q00684"
"P32835","Q00684"
"P32485","Q00684"
"P53940","Q00684"
"Q03920","Q00684"
"P32915","Q00684"
"P32588","Q00684"
"P22276","Q00684"
"P42945","Q00684"
"P07560","Q00684"
"P39517","Q00684"
"P31384","Q00684"
"P32349","Q00684"
"P02829","Q00684"
"Q06164","Q00684"
"P32337","Q00684"
"P10591","Q00684"
"Q12280","Q00684"
"P70032","Q00684"
"P40150","Q00684"
"P50623","Q00684"
"P35209","Q00684"
"P35208","Q00684"
"P34761","Q00684"
"P25579","Q00684"
"Q07807","Q00684"
"P40537","Q00684"
"Q08649","Q00684"
"Q02724","Q00684"
"P61830","Q00684"
"P36160","Q00684"
"P40568","Q00684"
"P09119","Q00684"
"P54784","Q00684"
"Q01477","Q00684"
"P53741","Q00684"
"P14681","Q00684"
"Q02256","Q00684"
"P42937","Q00684"
"Q12100","Q00684"
"Q03785","Q00684"
"P32944","Q00684"
"P38990","Q00684"
"P06782","Q00684"
"Q12196","Q00684"
"P25044","Q00684"
"Q07949","Q00684"
"P38797","Q00684"
"P40494","Q00684"
"P08018","Q00684"
"Q02196","Q00684"
"P13186","Q00684"
"P21965","Q00684"
"P25389","Q00684"
"P16892","Q00684"
"P53233","Q00684"
"P33309","Q00684"
"P39009","Q00684"
"P24870","Q00684"
"P00572","Q00684"
"P15790","Q00684"
"P38147","Q00684"
"P53894","Q00684"
"P29311","Q00684"
"Q01389","Q00684"
"P32505","Q00684"
"Q02796","Q00684"
"Q04087","Q00684"
"Q08981","Q00684"
"Q04660","Q00684"
"P47035","Q00684"
"O13329","Q00684"
"P38785","Q00684"
"P22204","Q00684"
"P06700","Q00684"
"P32562","Q00684"
"Q01080","Q00684"
"Q02208","Q00684"
"P50275","Q00684"
"P00546","Q00684"
"P53286","Q12329"
"P02381","Q12329"
"P39526","Q12329"
"P32909","Q12329"
"P29055","Q12329"
"P38523","Q12329"
"P25367","Q12329"
"P38013","Q12329"
"P47912","Q12329"
"P25491","Q12329"
"P00549","Q12329"
"P00950","Q12329"
"P15705","Q12329"
"P00942","Q12329"
"P32915","Q12329"
"P48836","Q12329"
"P29311","Q12329"
"P36060","Q12329"
"P35180","Q12329"
"P07213","Q12329"
"P28737","Q12329"
"P10591","Q12329"
"P38931","Q12329"
"P32835","Q12329"
"Q03833","Q12329"
"P53940","Q12329"
"P04050","Q12329"
"P06367","Q12329"
"P05750","Q12329"
"Q01855","Q12329"
"P48589","Q12329"
"P26786","Q12329"
"P32588","Q12329"
"P12962","Q12329"
"P15108","Q12329"
"P29056","Q12329"
"P47123","Q12329"
"P39517","Q12329"
"P53969","Q12329"
"P17214","Q12329"
"P39935","Q12329"
"P31384","Q12329"
"P11484","Q12329"
"P32349","Q12329"
"Q03280","Q12329"
"P32599","Q12329"
"P31539","Q12329"
"P0CS90","Q12329"
"P39940","Q12329"
"Q06164","Q12329"
"Q07807","Q12329"
"Q07468","Q12329"
"P41832","Q12329"
"P0CG48","Q12329"
"P35209","Q12329"
"P35208","Q12329"
"P10080","Q12329"
"P05453","Q12329"
"Q00684","Q12329"
"P54784","Q12329"
"P25294","Q12329"
"P38085","Q12329"
"P38260","Q12329"
"P32898","Q12329"
"Q12306","Q12329"
"P11938","Q12329"
"P02829","Q12329"
"P35172","Q12329"
"P16892","Q12329"
"P32590","Q12329"
"P38251","Q12329"
"P53141","Q12329"
"P19414","Q12329"
"P12954","Q12329"
"Q06512","Q12329"
"P38828","Q12329"
"P04840","Q12329"
"P38263","Q12329"
"P22204","Q12329"
"P17123","Q12329"
"P39009","Q12329"
"P38623","Q12329"
"P38199","Q12329"
"P32505","Q12329"
"Q12118","Q12329"
"Q08601","Q12329"
"Q12446","Q12329"
"P36012","Q12329"
"P35177","Q12329"
"P38129","Q12329"
"P61830","Q12329"
"P29461","P00546"
"P50082","P00546"
"P38181","P00546"
"P39526","P00546"
"P10081","P00546"
"P32915","P00546"
"Q12196","P00546"
"P38873","P00546"
"Q04264","P00546"
"Q06148","P00546"
"Q03390","P00546"
"P27636","P00546"
"P38987","P00546"
"P53940","P00546"
"P06367","P00546"
"P0C0W1","P00546"
"P07280","P00546"
"P02407","P00546"
"O13516","P00546"
"P33442","P00546"
"P15108","P00546"
"P22276","P00546"
"P12962","P00546"
"P25044","P00546"
"P39935","P00546"
"O55091","P00546"
"P25637","P00546"
"P31539","P00546"
"P10591","P00546"
"P40150","P00546"
"P53064","P00546"
"Q02724","P00546"
"P53901","P00546"
"P08463","P00546"
"P02309","P00546"
"Q01389","P00546"
"P53894","P00546"
"P36005","P00546"
"P32943","P00546"
"P43588","P00546"
"P32505","P00546"
"P32458","P00546"
"P53865","P00546"
"P40466","P00546"
"P24869","P00546"
"P53197","P00546"
"P15315","P00546"
"P24870","P00546"
"P30283","P00546"
"P13365","P00546"
"P34761","P00546"
"Q12263","P00546"
"P25302","P00546"
"P40048","P00546"
"P39517","P20486"
"P38873","P20486"
"Q03833","P20486"
"P40066","P20486"
"P31384","P20486"
"P00546","P20486"
"Q08496","P20486"
"P24868","P20486"
"P09119","P20486"
"P38199","P20486"
"P32943","P20486"
"P24871","P20486"
"P32944","P20486"
"P02309","P20486"
"Q02724","P20486"
"P40537","P20486"
"P53064","P20486"
"P39016","P20486"
"P00546","P20437"
"P20486","P20437"
"P17157","P20437"
"Q03497","P20437"
"P32917","P20437"
"P24814","P20437"
"P52286","P20437"
"P40150","P20437"
"P07834","P20437"
"P38144","P20437"
"P39016","P20437"
"P39517","P20437"
"P31384","P20437"
"Q08831","P20437"
"P12962","P20437"
"P38873","P20437"
"P53235","P20437"
"P53235","P20438"
"P00546","P20438"
"P20486","P20438"
"P24814","P20438"
"P52286","P20438"
"P33314","P20438"
"Q03497","P20438"
"P04821","P20438"
"P21192","P20438"
"P25558","P20438"
"P14682","P20438"
"P38199","P20438"
"P32505","P20438"
"P13185","P20438"
"P32917","P20438"
"P31383","P20438"
"P23594","P20438"
"Q00362","P20438"
"P24276","P20438"
"P40150","P20438"
"P38144","P20438"
"Q12416","P20438"
"P38634","P20438"
"P39517","P20438"
"P31384","P20438"
"P43565","P20438"
"P39723","P20438"
"P00546","P21826"
"P30771","P21826"
"Q04364","P21826"
"P38144","P21826"
"P39517","P21826"
"P31384","P21826"
"P38011","P21826"
"P25443","P21826"
"P26786","P21826"
"O13516","P21826"
"Q08745","P21826"
"P48589","P21826"
"P05756","P21826"
"Q01855","P21826"
"P07280","P21826"
"P05743","P21826"
"P0C2H8","P21826"
"P06367","P21826"
"P32915","P21826"
"P47039","P32457"
"P25294","P32457"
"P39526","P32457"
"P29055","P32457"
"P47136","P32457"
"P10591","P32457"
"P32835","P32457"
"P05750","P32457"
"P32915","P32457"
"Q03694","P32457"
"P15108","P32457"
"P35732","P32457"
"P39517","P32457"
"Q03940","P32457"
"Q12464","P32457"
"P41832","P32457"
"P0CG48","P32457"
"Q02724","P32457"
"P35208","P32457"
"P50623","P32457"
"P10080","P32457"
"P17119","P32457"
"Q12263","P32457"
"P25389","P32457"
"Q04195","P32457"
"Q12216","P32457"
"P53939","P32457"
"P40073","P32457"
"Q12306","P32457"
"Q06568","P32457"
"P00546","P32457"
"P48562","P32457"
"P38286","P32457"
"Q04432","P32457"
"P15367","P32457"
"P47103","P32457"
"Q02209","P32457"
"Q06485","P32457"
"Q03497","P32457"
"P23292","P32457"
"P22216","P32457"
"P39079","P32457"
"P39077","P32457"
"P38041","P32457"
"P32505","P32457"
"Q01389","P32457"
"P40568","P32457"
"P53849","P32457"
"P35177","P32457"
"Q03330","P32457"
"P38129","P32457"
"Q08649","P32457"
"P61830","P32457"
"Q12510","P32457"
"Q05080","P32457"
"P39723","P32457"
"P32457","P25342"
"P38181","P25342"
"P25294","P25342"
"P39526","P25342"
"P29055","P25342"
"P42826","P25342"
"P47143","P25342"
"Q12523","P25342"
"Q03834","P25342"
"P53261","P25342"
"Q08490","P25342"
"P25293","P25342"
"P32915","P25342"
"P15108","P25342"
"P02829","P25342"
"P53879","P25342"
"Q08601","P25342"
"P35732","P25342"
"P26754","P25342"
"P32458","P25342"
"Q06679","P25342"
"P19735","P25342"
"Q12263","P25342"
"P25389","P25342"
"P53939","P25342"
"P19073","P25342"
"P48562","P25342"
"P06101","P25342"
"P47136","P25342"
"P22216","P25342"
"P33304","P25342"
"P39079","P25342"
"P39077","P25342"
"P32505","P25342"
"P40568","P25342"
"Q05080","P25342"
"P25808","P25342"
"Q04195","P25342"
"P50623","P25342"
"P40150","P25342"
"P0CG48","P25342"
"P40457","P25342"
"Q12510","P25342"
"P41832","P25342"
"Q07468","P25342"
"P32939","P25342"
"Q12464","P25342"
"Q03940","P25342"
"P16370","P25342"
"P41901","P25342"
"Q05779","P25342"
"P38785","P25342"
"P31539","P25342"
"P25491","P25342"
"P39935","P25342"
"P46962","P32458"
"P38181","P32458"
"P29055","P32458"
"P46971","P32458"
"P11433","P32458"
"P32915","P32458"
"P53159","P32458"
"Q08649","P32458"
"P35732","P32458"
"P13186","P32458"
"Q07807","P32458"
"P40150","P32458"
"Q05080","P32458"
"P10080","P32458"
"Q06179","P32458"
"P40061","P32458"
"P11709","P32458"
"Q02724","P32458"
"P25333","P32458"
"P21965","P32458"
"P36004","P32458"
"Q06098","P32458"
"P47042","P32458"
"P32457","P32458"
"P50101","P32458"
"Q04921","P32458"
"Q12263","P32458"
"Q07657","P32458"
"P34244","P32458"
"P53939","P32458"
"P54786","P32458"
"P32801","P32458"
"Q12306","P32458"
"P48562","P32458"
"P06101","P32458"
"P38785","P32458"
"Q06648","P32458"
"P27466","P32458"
"P43637","P32458"
"P23291","P32458"
"P22216","P32458"
"P25623","P32458"
"P25619","P32458"
"P39077","P32458"
"P32505","P32458"
"P17157","P32458"
"P25293","P32458"
"P40568","P32458"
"P33420","P32468"
"Q00402","P32468"
"P38181","P32468"
"P25294","P32468"
"P39526","P32468"
"P29055","P32468"
"P38708","P32468"
"P31787","P32468"
"P29311","P32468"
"P37840","P32468"
"P32915","P32468"
"P35732","P32468"
"Q12196","P32468"
"P16370","P32468"
"Q03940","P32468"
"Q12221","P32468"
"P0CG48","P32468"
"P40150","P32468"
"P50623","P32468"
"P32457","P32468"
"P32458","P32468"
"P25342","P32468"
"P33304","P32468"
"Q12263","P32468"
"Q07657","P32468"
"P25389","P32468"
"P32562","P32468"
"P34244","P32468"
"P53939","P32468"
"P39011","P32468"
"Q06648","P32468"
"P48562","P32468"
"P38785","P32468"
"P22204","P32468"
"P25558","P32468"
"P43321","P32468"
"Q04477","P32468"
"P40460","P32468"
"P02829","P32468"
"P06101","P32468"
"P22216","P32468"
"P39079","P32468"
"P39077","P32468"
"P38764","P32468"
"P43588","P32468"
"P40568","P32468"
"Q08649","P32468"
"P25567","P32468"
"P43573","P32468"
"P40352","P32468"
"Q12080","P32468"
"Q04002","Q07657"
"P29055","Q07657"
"P0CF17","Q07657"
"P15108","Q07657"
"P32457","Q07657"
"Q03834","Q07657"
"P25569","Q07657"
"P25342","Q07657"
"Q12263","Q07657"
"P53939","Q07657"
"Q12306","Q07657"
"P24867","Q07657"
"P17157","Q07657"
"P06782","Q07657"
"P23292","Q07657"
"P22216","Q07657"
"P25623","Q07657"
"P00546","Q07657"
"P39077","Q07657"
"P39079","Q07657"
"P25389","Q07657"
"P40568","Q07657"
"P35177","Q07657"
"Q08649","Q07657"
"P10080","Q07657"
"P53924","Q07657"
"Q04195","Q07657"
"P31384","Q07657"
"P39935","Q07657"
"P38011","Q07657"
"P39517","Q07657"
"P35732","Q07657"
"Q08229","Q07657"
"P32915","Q07657"
"Q08032","P21951"
"Q00402","P21951"
"P39526","P21951"
"P29055","P21951"
"P53235","P21951"
"P21304","P21951"
"P18494","P21951"
"P14126","P21951"
"Q12159","P21951"
"P38629","P21951"
"P25356","P21951"
"Q04002","P21951"
"P32835","P21951"
"P16370","P21951"
"P22216","P21951"
"P53940","P21951"
"P24279","P21951"
"Q00416","P21951"
"P05750","P21951"
"P05743","P21951"
"P05756","P21951"
"P48589","P21951"
"Q08745","P21951"
"P32905","P21951"
"P38011","P21951"
"P40562","P21951"
"P12962","P21951"
"P38632","P21951"
"Q12306","P21951"
"P38827","P21951"
"P53599","P21951"
"P39928","P21951"
"P17157","P21951"
"P23615","P21951"
"P27466","P21951"
"P38615","P21951"
"P22517","P21951"
"P23293","P21951"
"P29295","P21951"
"P39962","P21951"
"P23292","P21951"
"P00546","P21951"
"P40352","P21951"
"P39517","P21951"
"P25847","P21951"
"P25559","P21951"
"P31384","P21951"
"P07260","P21951"
"P24482","P21951"
"P27344","P21951"
"P49956","P21951"
"P28007","P21951"
"P02294","P21951"
"P32588","P21951"
"P39935","P21951"
"P15790","P21951"
"P27692","P21951"
"Q04603","P21951"
"P48561","P21951"
"P53632","P21951"
"P13382","P21951"
"P33322","P21951"
"P04912","P21951"
"P32598","P21951"
"P38766","P21951"
"P15108","P21951"
"P32505","P21951"
"P40568","P21951"
"Q03406","P21951"
"P10080","P21951"
"P30665","P21951"
"Q04195","P21951"
"P40537","P21951"
"Q07807","P21951"
"P35208","P21951"
"P40150","P21951"
"Q01454","P21951"
"Q07468","P21951"
"P32349","P21951"
"P38144","P21951"
"P29496","P21951"
"P07260","P51862"
"P00817","P51862"
"P31334","P51862"
"P12385","P51862"
"P53917","P51862"
"P40348","P51862"
"P36027","P51862"
"P54867","P51862"
"P06780","P51862"
"Q07622","P51862"
"P24867","P51862"
"P17157","P51862"
"P38199","P51862"
"P11484","P51862"
"P32505","P51862"
"Q00772","P51862"
"P24276","P51862"
"P38074","P51862"
"Q07468","P51862"
"Q07807","P51862"
"P30822","P51862"
"Q06164","P51862"
"P0CS90","P51862"
"Q12221","P51862"
"P02829","P51862"
"P39517","P51862"
"P31384","P51862"
"P12962","P51862"
"P32588","P51862"
"P32558","P51862"
"P37840","P51862"
"Q04002","P51862"
"P29055","P51862"
"P07260","P10080"
"P33416","P10080"
"P38181","P10080"
"P39526","P10080"
"P05759","P10080"
"P29055","P10080"
"P47008","P10080"
"P36526","P10080"
"P25642","P10080"
"P25626","P10080"
"Q06630","P10080"
"Q04599","P10080"
"Q06678","P10080"
"P32387","P10080"
"P31334","P10080"
"P38064","P10080"
"P32611","P10080"
"P23369","P10080"
"P36525","P10080"
"P53875","P10080"
"P29311","P10080"
"P05743","P10080"
"P07280","P10080"
"P05756","P10080"
"P48589","P10080"
"P26786","P10080"
"P32905","P10080"
"P36041","P10080"
"P40093","P10080"
"Q06339","P10080"
"P30771","P10080"
"P39016","P10080"
"P53969","P10080"
"Q12000","P10080"
"P26784","P10080"
"P40462","P10080"
"Q06164","P10080"
"Q07468","P10080"
"P0CG48","P10080"
"P45978","P10080"
"P34230","P10080"
"P25644","P10080"
"P47017","P10080"
"P39517","P10080"
"P53738","P10080"
"P36146","P10080"
"Q08920","P10080"
"P22211","P10080"
"P40568","P10080"
"P17157","P10080"
"P53741","P10080"
"Q03898","P10080"
"P38753","P10080"
"Q3E705","P10080"
"P39935","P10080"
"P02994","P10080"
"Q04373","P10080"
"P22147","P10080"
"P38879","P10080"
"P53849","P10080"
"P23293","P10080"
"P04912","P10080"
"P38074","P10080"
"P47116","P10080"
"P07260","P35194"
"P39526","P35194"
"P29055","P35194"
"P53235","P35194"
"Q3E7Y3","P35194"
"Q08490","P35194"
"P38779","P35194"
"P47108","P35194"
"Q03532","P35194"
"P47047","P35194"
"P53940","P35194"
"Q12481","P35194"
"Q12149","P35194"
"P06367","P35194"
"P05750","P35194"
"P0C2H8","P35194"
"P35997","P35194"
"P05743","P35194"
"P04456","P35194"
"P0C0W1","P35194"
"P38701","P35194"
"P07280","P35194"
"P02407","P35194"
"Q01855","P35194"
"P05756","P35194"
"P48589","P35194"
"Q08745","P35194"
"O13516","P35194"
"P26786","P35194"
"P25443","P35194"
"P33442","P35194"
"P32905","P35194"
"P38011","P35194"
"P53859","P35194"
"Q04500","P35194"
"P25808","P35194"
"P38112","P35194"
"P47069","P35194"
"P12962","P35194"
"P47123","P35194"
"Q04217","P35194"
"P39016","P35194"
"P25339","P35194"
"Q03758","P35194"
"P39517","P35194"
"P38144","P35194"
"Q12000","P35194"
"Q03940","P35194"
"Q12221","P35194"
"Q06164","P35194"
"Q07807","P35194"
"Q07468","P35194"
"P10080","P35194"
"P04147","P35194"
"Q12510","P35194"
"P61830","P35194"
"P38333","P35194"
"P28007","P35194"
"P02309","P35194"
"P40055","P35194"
"P25586","P35194"
"P36520","P35194"
"P33759","P35194"
"P31334","P35194"
"P38064","P35194"
"P37838","P35194"
"P25635","P35194"
"Q05636","P35194"
"P12385","P35194"
"Q12176","P35194"
"P53254","P35194"
"P53927","P35194"
"Q06506","P35194"
"P33296","P35194"
"Q07623","P35194"
"Q08004","P35194"
"Q08492","P35194"
"Q06512","P35194"
"Q12499","P35194"
"Q99207","P35194"
"Q08096","P35194"
"P42945","P35194"
"Q02354","P35194"
"P38882","P35194"
"P47083","P35194"
"P47017","P35194"
"P15108","P35194"
"Q12277","P35194"
"P40546","P35194"
"P53131","P35194"
"P32505","P35194"
"Q01389","P35194"
"Q12754","P35194"
"P35177","P35194"
"P31384","P06100"
"P25294","P06100"
"P39526","P06100"
"P32909","P06100"
"P29055","P06100"
"P32334","P06100"
"P53829","P06100"
"P39008","P06100"
"P06102","P06100"
"P47821","P06100"
"P13393","P06100"
"Q02336","P06100"
"P39073","P06100"
"P11747","P06100"
"Q06106","P06100"
"P05986","P06100"
"Q02642","P06100"
"P36108","P06100"
"P40014","P06100"
"P34217","P06100"
"P25644","P06100"
"P32505","P06100"
"P53741","P06100"
"Q12034","P06100"
"P25567","P06100"
"P40150","P06100"
"Q06164","P06100"
"P39517","P06100"
"P35732","P06100"
"P47069","P06100"
"Q00055","P06100"
"P39932","P06100"
"Q04002","P06100"
"Q12196","P06100"
"P06100","P32453"
"P22135","P32453"
"P11484","P32453"
"P32505","P32453"
"Q12034","P32453"
"P25567","P32453"
"Q07807","P32453"
"P40150","P32453"
"P0CS90","P32453"
"Q12221","P32453"
"Q04935","P32453"
"P31384","P32453"
"Q01855","P32453"
"P05750","P32453"
"P32915","P32453"
"P29055","P32453"
"P33416","P32453"
"P20433","Q12514"
"P38181","Q12514"
"P29055","Q12514"
"P25358","Q12514"
"P41806","Q12514"
"P47086","Q12514"
"Q04002","Q12514"
"P32915","Q12514"
"P39932","Q12514"
"Q00055","Q12514"
"P40515","Q12514"
"P35732","Q12514"
"P39016","Q12514"
"P06100","Q12514"
"P31384","Q12514"
"P53829","Q12514"
"P53040","Q12514"
"Q03761","Q12514"
"P39008","Q12514"
"P25655","Q12514"
"P06102","Q12514"
"P13393","Q12514"
"P11747","Q12514"
"P06245","Q12514"
"P53280","Q12514"
"Q12158","Q12514"
"P34244","Q12514"
"P14681","Q12514"
"P38622","Q12514"
"Q12152","Q12514"
"Q02642","Q12514"
"Q06162","Q12514"
"P40314","Q12514"
"P32445","Q12514"
"P47068","Q12514"
"P32505","Q12514"
"P53859","Q12514"
"P46948","Q12514"
"P53741","Q12514"
"P32909","Q12514"
"P26786","Q12514"
"P38236","Q12514"
"P46677","Q12514"
"P10080","Q12514"
"Q07807","Q12514"
"P40462","Q12514"
"P26784","Q12514"
"Q12000","Q12514"
"Q03330","Q12514"
"Q03330","P53622"
"Q00402","P53622"
"P25294","P53622"
"P39526","P53622"
"P32909","P53622"
"P29055","P53622"
"P38736","P53622"
"Q08490","P53622"
"P48836","P53622"
"P0DTC2","P53622"
"P53940","P53622"
"P32803","P53622"
"P39106","P53622"
"P46985","P53622"
"P31755","P53622"
"P38130","P53622"
"P36044","P53622"
"P06367","P53622"
"P05750","P53622"
"P0C2H8","P53622"
"P35997","P53622"
"P05743","P53622"
"P04456","P53622"
"P0C0W1","P53622"
"P38701","P53622"
"P07280","P53622"
"P02407","P53622"
"Q01855","P53622"
"P05756","P53622"
"P48589","P53622"
"Q08745","P53622"
"O13516","P53622"
"P26786","P53622"
"P25443","P53622"
"P33442","P53622"
"P38011","P53622"
"Q12749","P53622"
"P02829","P53622"
"P42945","P53622"
"P25339","P53622"
"P38264","P53622"
"Q99382","P53622"
"P32485","P53622"
"P36081","P53622"
"Q03018","P53622"
"P25569","P53622"
"P53076","P53622"
"P39935","P53622"
"P38144","P53622"
"P05453","P53622"
"P27697","P53622"
"P39517","P53622"
"P32349","P53622"
"Q03940","P53622"
"Q12464","P53622"
"Q03280","P53622"
"P31539","P53622"
"P06782","P53622"
"Q06164","P53622"
"Q07468","P53622"
"Q9H4A5","P53622"
"Q9H4A6","P53622"
"P0CG48","P53622"
"P40150","P53622"
"P20424","P53622"
"P0CG63","P53622"
"P35209","P53622"
"P35208","P53622"
"P07278","P53622"
"P53117","P53622"
"P54837","P53622"
"P40693","P53622"
"Q08649","P53622"
"P10080","P53622"
"P43560","P53622"
"P39940","P53622"
"P32790","P53622"
"P36146","P53622"
"P38129","P53622"
"P25655","P53622"
"P38682","P53622"
"P36520","P53622"
"P00560","P53622"
"P41811","P53622"
"P34252","P53622"
"P21268","P53622"
"Q07350","P53622"
"P39928","P53622"
"P32944","P53622"
"P53156","P53622"
"P34221","P53622"
"Q99247","P53622"
"Q04437","P53622"
"P43555","P53622"
"P40070","P53622"
"P11076","P53622"
"P53847","P53622"
"P22804","P53622"
"P22214","P53622"
"P40495","P53622"
"Q04651","P53622"
"P33767","P53622"
"P53176","P53622"
"Q06385","P53622"
"P38764","P53622"
"P38886","P53622"
"P43588","P53622"
"P40340","P53622"
"P32505","P53622"
"Q12230","P53622"
"P36012","P53622"
"P25655","P41811"
"P39526","P41811"
"P32909","P41811"
"P29055","P41811"
"P38736","P41811"
"Q03497","P41811"
"P0CF17","P41811"
"P22147","P41811"
"Q08490","P41811"
"P48836","P41811"
"P40986","P41811"
"P53940","P41811"
"P25359","P41811"
"Q12149","P41811"
"P39106","P41811"
"P46985","P41811"
"P38130","P41811"
"P31755","P41811"
"P36044","P41811"
"P06367","P41811"
"P05750","P41811"
"P0C2H8","P41811"
"P35997","P41811"
"P05743","P41811"
"P04456","P41811"
"P0C0W1","P41811"
"P38701","P41811"
"P07280","P41811"
"P02407","P41811"
"Q01855","P41811"
"P05756","P41811"
"P48589","P41811"
"Q08745","P41811"
"P26786","P41811"
"P25443","P41811"
"P33442","P41811"
"P32905","P41811"
"P38011","P41811"
"P32915","P41811"
"Q12749","P41811"
"P15108","P41811"
"P47069","P41811"
"P42945","P41811"
"Q04217","P41811"
"P32485","P41811"
"P38934","P41811"
"Q03018","P41811"
"P38263","P41811"
"P53076","P41811"
"P05453","P41811"
"Q03940","P41811"
"Q12464","P41811"
"Q03280","P41811"
"P31539","P41811"
"Q06164","P41811"
"Q07468","P41811"
"Q12142","P41811"
"Q9H4A6","P41811"
"Q9H4A5","P41811"
"P0CG48","P41811"
"P40150","P41811"
"P0CG63","P41811"
"P35209","P41811"
"P35208","P41811"
"P53117","P41811"
"P34230","P41811"
"P40693","P41811"
"Q07807","P41811"
"Q08649","P41811"
"P30771","P41811"
"P10080","P41811"
"Q06409","P41811"
"P39940","P41811"
"P32790","P41811"
"Q05027","P41811"
"P38129","P41811"
"Q03330","P41811"
"P38737","P41811"
"Q03533","P41811"
"Q12196","P41811"
"P39952","P41811"
"P36012","P41811"
"Q08601","P41811"
"Q01477","P41811"
"P33297","P41811"
"P43588","P41811"
"P38886","P41811"
"P38764","P41811"
"Q06385","P41811"
"P00899","P41811"
"Q04383","P41811"
"P24276","P41811"
"Q03860","P41811"
"P28274","P41811"
"P53176","P41811"
"P33767","P41811"
"P41940","P41811"
"Q04651","P41811"
"P52910","P41811"
"P40495","P41811"
"P32347","P41811"
"P53849","P41811"
"P54837","P41811"
"Q06162","P41811"
"Q12451","P41811"
"P02829","P41811"
"P22214","P41811"
"P22804","P41811"
"P11076","P41811"
"P05986","P41811"
"P36009","P41811"
"P06243","P41811"
"P26188","P41811"
"P22204","P41811"
"Q08273","P41811"
"P38682","P41811"
"P36520","P41811"
"P00560","P41811"
"P43621","P41811"
"P36008","P41811"
"P07703","P41811"
"P12753","P41811"
"Q12223","P41811"
"Q07350","P41811"
"P38132","Q08032"
"Q03406","Q08032"
"P40359","Q08032"
"Q01454","Q08032"
"P22216","Q08032"
