"protein1","protein2"
"P06104","P38351"
"P22141","P38351"
"P33299","P38351"
"Q00416","P38351"
"P48582","P38351"
"P53617","P38351"
"P32505","P38351"
"P36012","P38351"
"P53849","P38351"
"Q00772","P38351"
"P47017","P38351"
"P10080","P38351"
"Q08920","P38351"
"P34160","P38351"
"P00546","P38351"
"Q08226","P38351"
"Q06211","P38351"
"Q06164","P38351"
"P32349","P38351"
"P07273","P38351"
"P36012","Q04636"
"P36775","Q04636"
"P25294","Q04636"
"P29055","Q04636"
"P27999","Q04636"
"P20436","Q04636"
"P36053","Q04636"
"P13393","Q04636"
"P38144","Q04636"
"P34087","Q04636"
"P43609","Q04636"
"P32597","Q04636"
"P20433","Q04636"
"Q12072","Q04636"
"Q07979","Q04636"
"Q06168","Q04636"
"P35817","Q04636"
"Q08490","Q04636"
"P32915","Q04636"
"O13936","Q04636"
"Q12088","Q04636"
"P32835","Q04636"
"P16370","Q04636"
"P53940","Q04636"
"Q00416","Q04636"
"P04050","Q04636"
"Q06188","Q04636"
"Q12158","Q04636"
"P38632","Q04636"
"P22276","Q04636"
"P29056","Q04636"
"Q12050","Q04636"
"P12962","Q04636"
"P39517","Q04636"
"P38011","Q04636"
"P31384","Q04636"
"Q12511","Q04636"
"O13297","Q04636"
"Q03940","Q04636"
"P40161","Q04636"
"Q04199","Q04636"
"Q06164","Q04636"
"P21951","Q04636"
"P40377","Q04636"
"P49736","Q04636"
"P29469","Q04636"
"P40150","Q04636"
"Q07807","Q04636"
"Q12216","Q04636"
"P10080","Q04636"
"Q08465","Q04636"
"Q12510","Q04636"
"P25808","Q04636"
"P53849","Q04636"
"P32558","Q04636"
"P38351","Q04636"
"P32657","Q04636"
"Q06697","Q04636"
"P53064","Q04636"
"P38439","Q04636"
"P89105","Q04636"
"Q06685","Q04636"
"P38328","Q04636"
"Q12161","Q04636"
"P32914","Q04636"
"P23615","Q04636"
"P13382","Q04636"
"P04912","Q04636"
"P39524","Q04636"
"P02294","Q04636"
"P61830","Q04636"
"P02309","Q04636"
"P02293","Q04636"
"P04911","Q04636"
"P25293","Q04636"
"P16521","Q04636"
"P13902","Q04636"
"P35845","Q04636"
"P46944","Q04636"
"Q08109","Q04636"
"Q03406","Q04636"
"P32333","Q04636"
"P11484","Q04636"
"P40340","Q04636"
"P09959","Q04636"
"P08153","Q04636"
"P25302","Q04636"
"P30665","Q04636"
"P32505","Q04636"
"P53940","P53064"
"P25294","P53064"
"P05759","P53064"
"P29055","P53064"
"Q12158","P53064"
"Q12505","P53064"
"P40352","P53064"
"P53861","P53064"
"P48562","P53064"
"P38827","P53064"
"Q08490","P53064"
"P15108","P53064"
"P32915","P53064"
"P48836","P53064"
"P29311","P53064"
"P38011","P53064"
"Q12088","P53064"
"P00958","P53064"
"P38351","P53064"
"P89105","P53064"
"Q06697","P53064"
"P38439","P53064"
"P22141","P53064"
"Q06707","P53064"
"P36012","P53064"
"P53849","P53064"
"P38236","P53064"
"P46679","P53064"
"P33122","P53064"
"P33299","P53064"
"P02293","P53064"
"Q06211","P53064"
"Q08226","P53064"
"Q07807","P53064"
"Q06164","P53064"
"P32349","P53064"
"P16370","P53064"
"P53115","P53064"
"P38111","P53064"
"P40537","P53064"
"P25586","P53064"
"Q04217","P53064"
"P42945","P53064"
"P47123","P53064"
"P47069","P53064"
"P04911","P53064"
"P38439","P32558"
"Q00402","P32558"
"P25294","P32558"
"P39526","P32558"
"P05759","P32558"
"P29055","P32558"
"P27999","P32558"
"Q07442","P32558"
"Q08490","P32558"
"P48836","P32558"
"O13936","P32558"
"P29311","P32558"
"Q12088","P32558"
"Q04002","P32558"
"P53840","P32558"
"P32835","P32558"
"P20433","P32558"
"Q06505","P32558"
"P02833","P32558"
"P53940","P32558"
"P05750","P32558"
"P0C2H8","P32558"
"P35997","P32558"
"P05743","P32558"
"P04456","P32558"
"P38701","P32558"
"P07280","P32558"
"P05756","P32558"
"P25443","P32558"
"P33442","P32558"
"P32915","P32558"
"Q06188","P32558"
"Q12158","P32558"
"P29056","P32558"
"Q06339","P32558"
"P22276","P32558"
"Q12050","P32558"
"P25339","P32558"
"P06776","P32558"
"P38934","P32558"
"Q03758","P32558"
"P39517","P32558"
"Q03018","P32558"
"P31384","P32558"
"P38144","P32558"
"P27697","P32558"
"Q12511","P32558"
"O13297","P32558"
"P32349","P32558"
"Q03940","P32558"
"Q03280","P32558"
"P31539","P32558"
"Q04199","P32558"
"P40161","P32558"
"Q03769","P32558"
"P47160","P32558"
"Q06164","P32558"
"P40377","P32558"
"P49736","P32558"
"P21951","P32558"
"P40150","P32558"
"P40457","P32558"
"P32628","P32558"
"P53874","P32558"
"P40537","P32558"
"Q02724","P32558"
"P48562","P32558"
"P08518","P32558"
"P10080","P32558"
"P25644","P32558"
"P32486","P32558"
"Q08465","P32558"
"Q12510","P32558"
"P25808","P32558"
"P38129","P32558"
"Q03330","P32558"
"P35177","P32558"
"Q04087","P32558"
"P22470","P32558"
"P36012","P32558"
"P40568","P32558"
"P47050","P32558"
"Q01477","P32558"
"Q12222","P32558"
"P30665","P32558"
"P25302","P32558"
"P09959","P32558"
"P08153","P32558"
"P33297","P32558"
"P43588","P32558"
"P38886","P32558"
"Q08649","P32558"
"P11484","P32558"
"P10591","P32558"
"P32333","P32558"
"Q05515","P32558"
"P20434","P32558"
"P38312","P32558"
"Q01560","P32558"
"P21827","P32558"
"Q03002","P32558"
"P23292","P32558"
"P23291","P32558"
"P06244","P32558"
"P32944","P32558"
"Q03497","P32558"
"P06782","P32558"
"P38691","P32558"
"P32581","P32558"
"P34244","P32558"
"P27466","P32558"
"Q01389","P32558"
"P53104","P32558"
"P38080","P32558"
"Q03406","P32558"
"Q08422","P32558"
"Q08109","P32558"
"Q04660","P32558"
"P25649","P32558"
"P46944","P32558"
"P32445","P32558"
"P09440","P32558"
"Q99316","P32558"
"P35817","P32558"
"P25293","P32558"
"P47134","P32558"
"P16370","P32558"
"P89105","P32558"
"P53064","P32558"
"Q06697","P32558"
"P32657","P32558"
"Q01159","P32558"
"P53290","P32558"
"Q12161","P32558"
"P04911","P32558"
"Q03785","P32558"
"P04786","P32558"
"P53833","P32558"
"P04050","P32558"
"Q06488","P32558"
"P43609","P32558"
"Q02206","P32558"
"P23615","P32558"
"P27692","P32558"
"P32914","P32558"
"P13382","P32558"
"P36145","P32558"
"P47017","P32558"
"P40340","P32558"
"P53919","P32558"
"P04912","P32558"
"P02294","P32558"
"P61830","P32558"
"P02309","P32558"
"Q9URQ5","P32558"
"P02293","P32558"
"P32608","P32558"
"P39517","P32657"
"P39526","P32657"
"P29055","P32657"
"P35178","P32657"
"Q9URQ5","P32657"
"Q3E757","P32657"
"P05745","P32657"
"P05737","P32657"
"P40525","P32657"
"P53221","P32657"
"P46990","P32657"
"P36105","P32657"
"P05740","P32657"
"P05749","P32657"
"P14126","P32657"
"P26321","P32657"
"Q12159","P32657"
"P17076","P32657"
"P41805","P32657"
"P49166","P32657"
"P05739","P32657"
"P05743","P32657"
"P02294","P32657"
"P04912","P32657"
"Q08235","P32657"
"Q08490","P32657"
"P32915","P32657"
"Q12196","P32657"
"P38873","P32657"
"Q04002","P32657"
"Q04264","P32657"
"P32835","P32657"
"P16370","P32657"
"P53940","P32657"
"P05750","P32657"
"P39875","P32657"
"Q06188","P32657"
"Q12158","P32657"
"P12962","P32657"
"P31384","P32657"
"P32349","P32657"
"Q12221","P32657"
"Q06164","P32657"
"Q07807","P32657"
"Q12510","P32657"
"P35209","P32657"
"P35208","P32657"
"P40537","P32657"
"P10080","P32657"
"Q99181","P32657"
"P53064","P32657"
"Q02486","P32657"
"P34160","P32657"
"Q01560","P32657"
"P32333","P32657"
"P11484","P32657"
"P40340","P32657"
"P38041","P32657"
"P38170","P32657"
"P11978","P32657"
"P40568","P32657"
"P36012","P32657"
"P61830","P32657"
"Q06344","P15790"
"Q00402","P15790"
"P38181","P15790"
"P31539","P15790"
"P39526","P15790"
"P05759","P15790"
"P29055","P15790"
"Q12158","P15790"
"P32527","P15790"
"P38827","P15790"
"Q08490","P15790"
"P29311","P15790"
"Q12088","P15790"
"P38931","P15790"
"P05750","P15790"
"P35997","P15790"
"P05743","P15790"
"P38701","P15790"
"P07280","P15790"
"Q08745","P15790"
"P33442","P15790"
"P40562","P15790"
"P12962","P15790"
"P47123","P15790"
"P38798","P15790"
"Q04217","P15790"
"P31384","P15790"
"P39517","P15790"
"Q06164","P15790"
"P30822","P15790"
"Q07468","P15790"
"P40150","P15790"
"P35210","P15790"
"P40537","P15790"
"P10080","P15790"
"P02293","P15790"
"P40340","P15790"
"P28707","P15790"
"P35201","P15790"
"P49334","P15790"
"Q06525","P15790"
"P38305","P15790"
"P38249","P15790"
"P36012","P15790"
"P40568","P15790"
"P54784","P15790"
"P39073","P15790"
"P38990","P15790"
"P40160","P15790"
"Q07949","P15790"
"P32485","P15790"
"Q12481","P15790"
"P32505","P15790"
"P11484","P15790"
"P10591","P15790"
"P39109","P15790"
"Q12196","P15790"
"Q06511","P15790"
"Q08923","P15790"
"P40505","P15790"
"Q08422","P15790"
"Q03792","P15790"
"P38326","P15790"
"P30656","P15790"
"Q99316","P15790"
"P06786","P15790"
"Q06709","P15790"
"Q06697","P15790"
"P23561","P15790"
"P32447","P15790"
"P32806","P15790"
"P40517","P15790"
"P38835","P15790"
"P32914","P15790"
"P41811","P15790"
"P32598","P15790"
"Q03125","P15790"
"P38351","P15790"
"P04912","P15790"
"P31380","P15790"
"P36053","P15790"
"P11747","P15790"
"P35817","P15790"
"P14164","P15790"
"Q00245","P15790"
"P27692","P15790"
"P32657","P15790"
"P32558","P15790"
"P53254","P15790"
"P36076","P15790"
"Q04636","P15790"
"P89105","P15790"
"P39081","P15790"
"P32561","P15790"
"P53064","P15790"
"P06105","P15790"
"P38968","P15790"
"P22579","P15790"
"P12904","P15790"
"P23615","P15790"
"P40466","P15790"
"P40362","P15790"
"P34252","P15790"
"P06843","P15790"
"P32558","P19454"
"Q00402","P19454"
"P38181","P19454"
"P25294","P19454"
"P39526","P19454"
"P05759","P19454"
"P29055","P19454"
"Q12158","P19454"
"P32527","P19454"
"P38835","P19454"
"Q08490","P19454"
"Q12088","P19454"
"P38931","P19454"
"P05750","P19454"
"P38701","P19454"
"P07280","P19454"
"P02407","P19454"
"Q01855","P19454"
"P48589","P19454"
"O13516","P19454"
"P26786","P19454"
"P25443","P19454"
"P33442","P19454"
"P32915","P19454"
"P22276","P19454"
"P12962","P19454"
"P38798","P19454"
"P42945","P19454"
"Q04217","P19454"
"P25586","P19454"
"P25339","P19454"
"P38623","P19454"
"P38934","P19454"
"P31384","P19454"
"P39517","P19454"
"P39016","P19454"
"P32349","P19454"
"P39520","P19454"
"Q06164","P19454"
"P30822","P19454"
"Q07468","P19454"
"P35210","P19454"
"P25293","P19454"
"P40537","P19454"
"P10080","P19454"
"Q06679","P19454"
"P02294","P19454"
"P02293","P19454"
"P04911","P19454"
"P61830","P19454"
"P02309","P19454"
"P40340","P19454"
"P38129","P19454"
"Q03330","P19454"
"P35177","P19454"
"P49334","P19454"
"P53849","P19454"
"P06103","P19454"
"P39109","P19454"
"P36012","P19454"
"P40568","P19454"
"P54784","P19454"
"Q12100","P19454"
"P32944","P19454"
"P38990","P19454"
"P40160","P19454"
"Q07949","P19454"
"Q03407","P19454"
"P34072","P19454"
"P13186","P19454"
"P32485","P19454"
"Q08732","P19454"
"P33309","P19454"
"Q00684","P19454"
"P38080","P19454"
"Q01389","P19454"
"Q12481","P19454"
"P43588","P19454"
"P32505","P19454"
"P32432","P19454"
"P11484","P19454"
"P10591","P19454"
"P40150","P19454"
"P35201","P19454"
"P32657","P19454"
"P53254","P19454"
"Q04636","P19454"
"P15790","P19454"
"P36076","P19454"
"P89105","P19454"
"P38968","P19454"
"P22579","P19454"
"P23615","P19454"
"P29295","P19454"
"P40466","P19454"
"P40362","P19454"
"P53261","P19454"
"P38254","P19454"
"P40856","P19454"
"P06843","P19454"
"Q06344","P19454"
"P53150","P19454"
"P06786","P19454"
"P27692","P19454"
"P06787","P19454"
"Q00245","P19454"
"P14164","P19454"
"P35817","P19454"
"P11747","P19454"
"P04912","P19454"
"P40033","P19454"
"P07347","P19454"
"P32447","P19454"
"P36024","P19454"
"Q06070","P19454"
"Q03213","P19454"
"P53874","P19454"
"P38351","P19454"
"Q06697","P19454"
"Q08923","P19454"
"P32598","P19454"
"P53741","P43639"
"P38181","P43639"
"P39526","P43639"
"P05759","P43639"
"P29055","P43639"
"Q12158","P43639"
"Q05471","P43639"
"P38835","P43639"
"P15108","P43639"
"P38333","P43639"
"Q12088","P43639"
"P38873","P43639"
"P38931","P43639"
"P05750","P43639"
"P0C2H8","P43639"
"P35997","P43639"
"P05743","P43639"
"P04456","P43639"
"P0C0W1","P43639"
"P38701","P43639"
"P07280","P43639"
"P02407","P43639"
"Q01855","P43639"
"P05756","P43639"
"O13516","P43639"
"P26786","P43639"
"P33442","P43639"
"P32915","P43639"
"P40562","P43639"
"Q06339","P43639"
"P38798","P43639"
"P42945","P43639"
"Q04217","P43639"
"P39016","P43639"
"P38934","P43639"
"P39520","P43639"
"P40458","P43639"
"P30822","P43639"
"P32350","P43639"
"P40150","P43639"
"P35210","P43639"
"Q12306","P43639"
"P02294","P43639"
"P02293","P43639"
"P04912","P43639"
"P04911","P43639"
"P35201","P43639"
"P39073","P43639"
"P08458","P43639"
"Q03497","P43639"
"P11792","P43639"
"P21965","P43639"
"P13185","P43639"
"P53849","P43639"
"P39109","P43639"
"P36012","P43639"
"P40568","P43639"
"P54784","P43639"
"Q01477","P43639"
"P32657","P43639"
"P32558","P43639"
"P53254","P43639"
"P19454","P43639"
"P15790","P43639"
"Q04636","P43639"
"P38930","P43639"
"Q08951","P43639"
"P89105","P43639"
"P02309","P43639"
"P38968","P43639"
"P22579","P43639"
"P12904","P43639"
"P23615","P43639"
"P40466","P43639"
"P40362","P43639"
"P06843","P43639"
"Q06344","P43639"
"P40991","P43639"
"P06786","P43639"
"P53244","P43639"
"P27692","P43639"
"Q00245","P43639"
"P14164","P43639"
"P35817","P43639"
"P02829","P43639"
"P36053","P43639"
"P32914","P43639"
"Q03213","P43639"
"P36076","P43639"
"P40505","P43639"
"Q06697","P43639"
"Q05515","P43639"
"P40340","P43639"
"Q12481","P43639"
"Q08732","P43639"
"P22216","P43639"
"Q07949","P43639"
"P40160","P43639"
"Q12196","P43639"
"P38990","P43639"
"P32944","P43639"
"P10080","P38930"
"P39526","P38930"
"P05759","P38930"
"P29055","P38930"
"Q05471","P38930"
"P25368","P38930"
"P38835","P38930"
"Q08490","P38930"
"P15108","P38930"
"Q12088","P38930"
"Q08951","P38930"
"P38931","P38930"
"P06244","P38930"
"Q06148","P38930"
"P32915","P38930"
"P23615","P38930"
"Q06339","P38930"
"P38798","P38930"
"P42945","P38930"
"Q04217","P38930"
"Q00684","P38930"
"P17214","P38930"
"P31384","P38930"
"P39517","P38930"
"P39016","P38930"
"Q12511","P38930"
"Q06164","P38930"
"P30822","P38930"
"Q07468","P38930"
"P06843","P38930"
"P35210","P38930"
"P32657","P38930"
"P32558","P38930"
"P53254","P38930"
"P19454","P38930"
"P15790","P38930"
"Q04636","P38930"
"P89105","P38930"
"P32561","P38930"
"P40466","P38930"
"P40362","P38930"
"P53261","P38930"
"P43603","P38930"
"P07258","P38930"
"P32805","P38930"
"P40070","P38930"
"P13393","P38930"
"P27692","P38930"
"P06787","P38930"
"P14164","P38930"
"P35817","P38930"
"Q06697","P38930"
"P36053","P38930"
"P35201","P38930"
"Q05515","P38930"
"P32505","P38930"
"Q12481","P38930"
"P32485","P38930"
"P40160","P38930"
"Q12196","P38930"
"P54784","P38930"
"P40568","P38930"
"P36012","P38930"
"P39109","P38930"
"P53849","P38930"
"P02309","P38930"
"P02293","P38930"
"P02294","P38930"
"P39517","Q12046"
"P40204","Q12046"
"P36134","Q12046"
"P19736","Q12046"
"Q07350","Q12046"
"P12962","Q12046"
"Q08831","Q12046"
"P31384","Q12046"
"P54999","Q12046"
"P21965","Q12046"
"Q12469","Q12046"
"P15938","Q12046"
"P20095","Q12046"
"P53849","Q12046"
"Q08920","Q12046"
"P19736","P40968"
"P29055","P40968"
"P40204","P40968"
"P25337","P40968"
"P38241","P40968"
"Q12046","P40968"
"Q06411","P40968"
"Q03654","P40968"
"P28004","P40968"
"P28320","P40968"
"Q06091","P40968"
"Q02775","P40968"
"P40318","P40968"
"Q03375","P40968"
"P24384","P40968"
"P20095","P40968"
"P15938","P40968"
"P25333","P40968"
"P14680","P40968"
"P08458","P40968"
"P40018","P40968"
"Q08963","P40968"
"P30771","P40968"
"P40150","P40968"
"P38144","P40968"
"P39517","P40968"
"P31384","P40968"
"P12962","P40968"
"P38931","P40968"
"P32915","P40968"
"Q07350","P40968"
"P38302","P40968"
"Q12046","Q03654"
"P29055","Q03654"
"P34160","Q03654"
"P32505","Q03654"
"P32588","Q03654"
"P12962","Q03654"
"P31384","Q03654"
"P39517","Q03654"
"Q08920","Q03654"
"Q12420","Q03654"
"P38305","Q03654"
"Q06525","Q03654"
"P15938","Q03654"
"P53769","Q03654"
"Q06411","Q03654"
"P32523","Q03654"
"P33334","Q03654"
"P14742","Q03654"
"P36118","Q03654"
"P40014","Q03654"
"P38199","Q12309"
"P36134","Q12309"
"P25337","Q12309"
"P40968","Q12309"
"P19736","Q12309"
"P32524","Q12309"
"P46947","Q12309"
"Q07350","Q12309"
"P40565","Q12309"
"Q08951","Q12309"
"Q02792","Q12309"
"P12962","Q12309"
"P31384","Q12309"
"P39517","Q12309"
"P38144","Q12309"
"Q08920","Q12309"
"Q12420","Q12309"
"P38305","Q12309"
"Q06525","Q12309"
"P53849","Q12309"
"P15938","Q12309"
"P20095","Q12309"
"P32505","Q12309"
"P53854","Q12309"
"Q12046","Q12309"
"Q06411","Q12309"
"P32523","Q12309"
"Q03654","Q12309"
"Q02554","Q12309"
"P38241","Q12309"
"P53131","Q12309"
"P33334","Q12309"
"P40204","Q12309"
"P28320","Q12309"
"P38143","Q12309"
"Q12417","Q12309"
"P32833","Q12309"
"P24384","Q12309"
"P25651","Q12309"
"P11710","Q12309"
"Q03375","Q12309"
"P53333","Q12309"
"P40018","Q12309"
"P32639","Q12309"
"P52868","Q12309"
"P36118","Q12309"
"Q12248","Q12309"
"Q12262","Q12309"
"P38302","P53333"
"P29055","P53333"
"P38241","P53333"
"P25337","P53333"
"P19736","P53333"
"P40968","P53333"
"Q12046","P53333"
"Q03654","P53333"
"P28004","P53333"
"P33334","P53333"
"P28320","P53333"
"Q06091","P53333"
"P11484","P53333"
"P20095","P53333"
"P24384","P53333"
"P15938","P53333"
"P40018","P53333"
"Q08963","P53333"
"Q08920","P53333"
"P31384","P53333"
"P39517","P53333"
"Q08831","P53333"
"P12962","P53333"
"P10591","P53333"
"Q12196","P53333"
"P32915","P53333"
"P15108","P53333"
"Q02260","P53333"
"Q07350","P53333"
"P46947","P53333"
"P53277","P53333"
"Q03375","P53333"
"Q02775","P53333"
"Q12046","P52868"
"Q06411","P52868"
"Q03654","P52868"
"P33334","P52868"
"P28004","P52868"
"P53131","P52868"
"P32523","P52868"
"Q12417","P52868"
"P32639","P52868"
"P40018","P52868"
"P38199","P52868"
"Q08963","P52868"
"P30771","P52868"
"Q08920","P52868"
"P40150","P52868"
"P28320","P52868"
"P31384","P52868"
"P32588","P52868"
"P29055","P52868"
"P28004","P38241"
"P29055","P38241"
"P40204","P38241"
"P36134","P38241"
"Q12046","P38241"
"Q06411","P38241"
"Q03654","P38241"
"P54999","P38241"
"Q06091","P38241"
"P12753","P38241"
"Q08963","P38241"
"P20095","P38241"
"P24384","P38241"
"P15938","P38241"
"Q12420","P38241"
"P40018","P38241"
"Q08920","P38241"
"P38144","P38241"
"P28320","P38241"
"P39517","P38241"
"P31384","P38241"
"P29311","P38241"
"P32915","P38241"
"P19736","P21374"
"P29055","P21374"
"P40204","P21374"
"P38241","P21374"
"P28004","P21374"
"P25337","P21374"
"Q12046","P21374"
"Q12309","P21374"
"Q04048","P21374"
"Q03654","P21374"
"P32523","P21374"
"Q12417","P21374"
"Q06091","P21374"
"P38302","P21374"
"P53277","P21374"
"P32639","P21374"
"Q06411","P21374"
"P36118","P21374"
"P15938","P21374"
"P28320","P21374"
"Q03375","P21374"
"P20095","P21374"
"P24384","P21374"
"P53849","P21374"
"P40018","P21374"
"Q08920","P21374"
"P30771","P21374"
"P30822","P21374"
"P39517","P21374"
"P31384","P21374"
"Q02792","P21374"
"Q07350","P21374"
"Q02260","P21374"
"P33334","P21374"
"P32524","P21374"
"P46947","P21374"
"P53333","P21374"
"Q02775","P21374"
"P40968","P21374"
"P15938","Q08963"
"P39526","Q08963"
"P29055","Q08963"
"P25337","Q08963"
"Q02775","Q08963"
"P36118","Q08963"
"P31384","Q08963"
"P39517","Q08963"
"P40457","Q08963"
"P25567","Q08963"
"Q12420","Q08963"
"P38305","Q08963"
"Q06525","Q08963"
"P53849","Q08963"
"P24384","Q08963"
"Q12046","Q08963"
"Q02554","Q08963"
"P20967","Q08963"
"P28004","Q08963"
"Q02260","Q08963"
"Q12330","Q08963"
"P54999","Q08963"
"P40204","Q08963"
"P38282","Q08963"
"P28320","Q08963"
"Q03654","Q08963"
"Q12417","Q08963"
"P32523","Q08963"
"Q06091","Q08963"
"P21374","Q08963"
"P40018","Q08963"
"P49955","Q08963"
"P32639","Q08963"
"P32524","Q08963"
"Q12309","Q08963"
"P53131","Q08963"
"P32505","Q08963"
"Q03375","Q08963"
"P20095","Q08963"
"P53854","P32523"
"P0CG63","P32523"
"P39526","P32523"
"P32909","P32523"
"P29055","P32523"
"Q12158","P32523"
"P53200","P32523"
"P36134","P32523"
"P36118","P32523"
"P32915","P32523"
"P29311","P32523"
"Q12088","P32523"
"P16370","P32523"
"Q99257","P32523"
"P32505","P32523"
"P36084","P32523"
"P38623","P32523"
"P31384","P32523"
"P39016","P32523"
"P33296","P32523"
"P32349","P32523"
"P30822","P32523"
"Q08920","P32523"
"P38305","P32523"
"P20095","P32523"
"P15938","P32523"
"P22082","P32523"
"P43579","P32523"
"Q05471","P32523"
"Q08649","P32523"
"Q01560","P32523"
"P34160","P32523"
"P53131","P32523"
"P08593","P32523"
"P53333","P32523"
"Q03375","P32523"
"Q12046","P32523"
"Q12208","P32523"
"Q06411","P32523"
"P40968","P32523"
"P38241","P32523"
"P28004","P32523"
"P33334","P32523"
"Q12417","P32523"
"P54999","P32523"
"P40204","P32523"
"P28320","P32523"
"P20053","P32523"
"Q12046","P53131"
"Q00402","P53131"
"P25294","P53131"
"P39526","P53131"
"P05759","P53131"
"P32909","P53131"
"P29055","P53131"
"P53235","P53131"
"P53261","P53131"
"P20447","P53131"
"Q08490","P53131"
"P15108","P53131"
"P32915","P53131"
"P40991","P53131"
"P29311","P53131"
"Q02792","P53131"
"P53940","P53131"
"P48561","P53131"
