"protein1","protein2"
"Q6P0E1","E7FEN0"
"Q9I9E1","E7FEN0"
"A5JNG8","E7FEN0"
"Q9I9P9","Q5SQE1"
"Q9I9E1","Q5SQE1"
"Q9I9E1","Q7ZVV4"
"A5JNG8","Q7ZVV4"
"F1QDF2","Q7ZVV4"
"Q9I9P9","Q7ZVV4"
"Q9I9E1","Q6P013"
"A5JNG8","F1QVS5"
"Q6TEL1","F1Q5E7"
"A5JNG8","F1Q5E7"
"Q05AJ3","F1QW97"
"A5JNG8","Q8JHG4"
"A5JNG8","F1R096"
"Q9I9E1","A0A0R4IMS9"
"A5JNG8","A0A0R4IMS9"
"Q6TEL1","A0A0R4IMS9"
"Q05AJ3","A0A0R4IMS9"
"F1QDF2","A0A0R4IMS9"
"A5JNG8","A2BGI0"
"Q05AJ3","Q503H9"
"A5JNG8","Q503H9"
"Q9I9P9","Q7ZW41"
"Q6TEL1","Q7ZW41"
"Q6TEL1","E7F685"
"F1QDF2","E7F685"
"A5JNG8","E7F685"
"A5JNG8","Q7SXE8"
"Q9I9E1","Q568H8"
"Q6TEL1","Q568H8"
"A5JNG8","Q7ZUP7"
"F1QDF2","Q7ZUP7"
"Q6P0E1","Q5SNQ6"
"Q98TU2","Q5SNQ6"
"A5JNG8","Q5SNQ6"
"A5JNG8","Q4VBU5"
"A5JNG8","B8JHR3"
"F1QDF2","B8JHR3"
"Q9I9E1","B8JHR3"
"Q6TEL1","Q7ZV11"
"A5JNG8","Q7ZV11"
"A5JNG8","Q6NXA3"
"Q6TEL1","Q6NXA3"
"Q05AJ3","Q6NXA3"
"A5JNG8","Q6DEG5"
"Q9I9E1","Q6DEG5"
"Q6EHI4","E7FBZ0"
"A5JNG8","E7FBZ0"
"F1QDF2","A8KBY5"
"A5JNG8","A8KBY5"
"Q6TEL1","A8KBY5"
"Q05AJ3","Q1LVD6"
"A5JNG8","A1A5X7"
"Q6TEL1","A1A5X7"
"Q9I9P9","A1A5X7"
"A5JNG8","A5D6S6"
"F1QDF2","A5D6S6"
"Q6EHI4","A5D6S6"
"A5JNG8","Q5RH27"
"Q9I9E1","Q5RH27"
"A5JNG8","Q1LYC2"
"Q90270","Q1LVK2"
"Q9I9E1","Q1LVK2"
"A5JNG8","Q7SXL3"
"A5JNG8","F1QDT4"
"Q6EHI4","F1QDT4"
"Q9I9E1","F1QDT4"
"Q9I9P9","Q32PW3"
"A5JNG8","Q32PW3"
"Q9I9E1","Q4V918"
"A5JNG8","Q6DHI9"
"F1QDF2","Q6DHI9"
"Q9I9E1","Q6DHI9"
"F1QDF2","Q7T002"
"A5JNG8","Q7T002"
"A5JNG8","Q7ZV77"
"F1QDF2","Q7ZV77"
"A5JNG8","Q6DGY8"
"Q6JAA4","Q7ZUJ8"
"Q05AJ3","Q7ZUJ8"
"A5JNG8","A8E7N8"
"Q6TEL1","Q1LWY1"
"Q6TEL1","Q4VBR8"
"Q6TEL1","O57330"
"A5JNG8","Q6DGX8"
"Q6TEL1","F1QMF9"
"A5JNG8","F1QMF9"
"Q9I9E1","Q6P0I2"
"A5JNG8","Q6TGV6"
"F1QDF2","Q6TGV6"
"Q9I9E1","Q6TGV6"
"A5JNG8","Q6DRF3"
"F1QDF2","Q6DRF3"
"Q05AJ3","Q6ZM24"
"F1QDF2","Q6ZM24"
"Q6EHI4","Q6ZM24"
"A5JNG8","Q6ZM24"
"Q9I9P9","F1R3X8"
"Q9I9P9","B0F0D1"
"Q9I9E1","B0F0D1"
"Q98TU2","Q6PFS3"
"Q6EHI4","Q6PFS3"
"Q9I9P9","B0F0D0"
"Q9I9E1","B0F0D0"
"A5JNG8","B0F0D0"
"Q9I9E1","F1QH36"
"A5JNG8","Q2Q551"
"Q98TU2","A8B6E8"
"A5JNG8","A8B6E8"
"Q6EHI4","E7F5Q0"
"Q9I9E1","E7F5Q0"
"A5JNG8","E7F5Q0"
"A5JNG8","Q6DRM1"
"Q9I9E1","Q3KR14"
"A5JNG8","Q66I22"
"A5JNG8","Q5XJ46"
"F1QDF2","Q6IQL3"
"A5JNG8","Q6IQL3"
"A5JNG8","Q6GQN4"
"A5JNG8","F1Q5L6"
"Q9I9E1","F1Q5L6"
"Q6JAA4","Q568A0"
"F1QDF2","Q6DGP2"
"A5JNG8","Q6DGP2"
"A5JNG8","Q66HZ8"
"F1QDF2","Q7ZZ04"
"Q9I9E1","Q7ZZ04"
"A5JNG8","Q7ZZ04"
"Q6EHI4","A7YT47"
"A5JNG8","A7YT47"
"A5JNG8","F1QUA1"
"F1QDF2","F1QUA1"
"Q6TEL1","F1QMV7"
"F1QDF2","F1QMV7"
"A5JNG8","F1QMV7"
"Q9I9E1","Q1L959"
"A5JNG8","Q1L959"
"Q6TEL1","Q1L959"
"F1QDF2","Q1L959"
"Q9I9E1","P79734"
"F1QDF2","P79734"
"Q6TEL1","Q6TLH9"
"A5JNG8","Q6TLH9"
"Q9I9E1","Q7ZUG0"
"Q05AJ3","Q7ZUG0"
"Q6TEL1","Q5RKP8"
"Q6EHI4","Q5RKP8"
"A5JNG8","Q5RKP8"
"A5JNG8","Q6IMW9"
"Q05AJ3","Q6IMW9"
"Q9I9E1","Q6IMW9"
"A5JNG8","Q6DG11"
"Q05AJ3","Q6DG11"
"A5JNG8","E7EZ02"
"Q05AJ3","E7EZ02"
"A5JNG8","A0A2R8PWG5"
"A5JNG8","Q567V5"
"Q6TEL1","Q7ZVB5"
"A5JNG8","Q7ZVB5"
"A5JNG8","A7E2L8"
"Q05AJ3","A7E2L8"
"A5JNG8","Q3B728"
"F1QDF2","Q3B728"
"A5JNG8","F1QPY7"
"Q05AJ3","Q6PH45"
"A5JNG8","Q9I9E5"
"Q6TEL1","Q7SXM7"
"A5JNG8","Q7SXM7"
"A5JNG8","Q7ZU93"
"A5JNG8","Q7T368"
"A5JNG8","F1R0J8"
"Q6EHI4","F1R0J8"
"Q9I9E1","F1R0J8"
"F1QDF2","Q6PC95"
"A5JNG8","Q6PC95"
"Q9I9E1","A1A5Y4"
"A5JNG8","E7F6H7"
"A5JNG8","Q6P972"
"Q6EHI4","Q6GQM5"
"A5JNG8","Q6GQM5"
"Q6EHI4","B8A516"
"Q98TU2","O57474"
"Q9I9E1","F1RB89"
"A5JNG8","F1RB89"
"F1QDF2","F1RB89"
"F1QDF2","B8A518"
"A5JNG8","B8A518"
"A5JNG8","A3QK15"
"Q9I9E1","A3QK15"
"Q9I9P9","A3QK15"
"A5JNG8","Q6AZB2"
"Q9I9E1","Q6AZB2"
"Q05AJ3","B0S6P6"
"A5JNG8","B0S6P6"
"A5JNG8","Q08BA6"
"Q9I9P9","Q0GKD6"
"A5JNG8","Q588C1"
"F1QDF2","A4VAK4"
"Q9I9E1","A4VAK4"
"A5JNG8","A4VAK4"
"Q6TEL1","A4VAK4"
"A5JNG8","O93507"
"Q9I9E1","O93507"
"Q05AJ3","O93507"
"Q803I4","O93507"
"A5JNG8","Q8JFQ2"
"Q9I9E1","Q8JFQ2"
"Q9I9P9","Q8JFQ2"
"F1QDF2","Q8JFQ2"
"A5JNG8","B1H1L4"
"Q05AJ3","B1H1L4"
"Q6EHI4","A5D6S0"
"A5JNG8","A5D6S0"
"Q9I9P9","A5D6S0"
"Q98TU2","Q9DGB8"
"A5JNG8","Q9DGB8"
"A5JNG8","F1R5H6"
"Q9I9E1","F1R5H6"
"Q6EHI4","F1R5H6"
"Q98TU2","F1R5H6"
"Q9I9P9","F1R5H6"
"F1QDF2","F1R5H6"
"A5JNG8","Q7ZTX2"
"Q9I9P9","Q1LUC3"
"A5JNG8","E9QGQ0"
"Q05AJ3","E9QGQ0"
"F1QDF2","E9QGQ0"
"Q6EHI4","E9QGQ0"
"Q9I9E1","E9QGQ0"
"Q9I9P9","F1QWB4"
"Q6P0E1","F1QWB4"
"A5JNG8","F1QWB4"
"A5JNG8","Q91428"
"Q9I9P9","Q91428"
"Q6TEL1","Q91428"
"Q6EHI4","F1R4T3"
"A5JNG8","F1R4T3"
"Q6EHI4","O93599"
"A5JNG8","O93599"
"Q05AJ3","O93599"
"F1QDF2","O93599"
"Q9I9E1","O93599"
"A5JNG8","O73715"
"Q9I9E1","O73715"
"F1QDF2","O73715"
"A5JNG8","Q9PTJ3"
"Q9I9E1","Q9PTJ3"
"F1QDF2","Q9PTJ3"
"A5JNG8","F1QQP6"
"Q9I9E1","F8W580"
"A5JNG8","F8W580"
"Q6TEL1","F8W580"
"Q05AJ3","F8W580"
"F1QDF2","Q9I9P9"
"A5JNG8","Q9I9P9"
"Q05AJ3","Q9I9P9"
"Q9I9P9","Q9I9P9"
"Q6EHI4","I3IT74"
"Q9I9E1","I3IT74"
"Q9I9P9","F1RAW8"
"Q9I9E1","F1RAW8"
"A5JNG8","F1RAW8"
"F1QDF2","Q567Y7"
"Q6EHI4","E7F4S7"
"A5JNG8","E7F4S7"
"Q9I9E1","A0A0R4ISQ3"
"A5JNG8","A0A0R4ISQ3"
"Q9I9E1","Q0PJT8"
"Q9I9E1","A0A0G2L879"
"Q9I9E1","Q9I9L0"
"Q9I9P9","Q9I9L0"
"Q6TEL1","Q9I9L0"
"A5JNG8","Q0VFV6"
"Q9I9E1","Q0VFV6"
"Q6EHI4","Q8AXV6"
"A5JNG8","Q8AXV6"
"Q9I9E1","Q8AXV5"
"F1QDF2","Q6NSN6"
"A5JNG8","Q6NSN6"
"Q6TEL1","Q6NV31"
"A5JNG8","Q7ZVR3"
"Q6TEL1","Q7ZVR3"
"F1QDF2","Q7ZVR3"
"Q9I9E1","A0A0R4IC37"
"A5JNG8","A0A0R4IC37"
"Q05AJ3","A0A0R4IC37"
"F1QDF2","A0A0R4IC37"
"Q05AJ3","A0A0R4IZT6"
"A5JNG8","A0A0R4IZT6"
"A5JNG8","Q6PC19"
"A5JNG8","F1QVV4"
"Q6TEL1","F1QVV4"
"Q05AJ3","F1QVV4"
"F1QDF2","F1QVV4"
"Q9I9E1","F1QVV4"
"A5JNG8","Q1L8Y5"
"F1QDF2","Q7ZUE4"
"A5JNG8","Q7ZUE4"
"Q6EHI4","F1QBS1"
"Q9I9E1","F1QBS1"
"A5JNG8","F1QBS1"
"Q9I9E1","Q6NW56"
"A5JNG8","Q6NW56"
"F1QDF2","Q5PR66"
"Q90270","Q5PR66"
"Q6TEL1","B7ZD88"
"Q8JIS6","A4FVK4"
"Q6EHI4","A4FVK4"
"Q9I9E1","A4FVK4"
"A5JNG8","A4FVK4"
"F1QDF2","A4FVK4"
"Q9I9E1","Q6PBH4"
"A5JNG8","Q6PBH4"
"Q6TEL1","Q6PBH4"
"A5JNG8","A7MD87"
"F1QDF2","F1QN54"
"A5JNG8","F1QN54"
"Q6P0E1","Q66IC8"
"A5JNG8","A0A1D5NS24"
"A5JNG8","Q7ZUX8"
"Q6TEL1","Q567Y6"
"A5JNG8","Q567Y6"
"Q6TEL1","Q6IVW0"
"A5JNG8","Q6IVW0"
"A5JNG8","Q5BL99"
"Q9I9E1","Q5BL99"
"Q9I9E1","B0R0W1"
"F1QDF2","Q5RHH4"
"A5JNG8","Q9W7K3"
"A5JNG8","Q802Z5"
"A5JNG8","Q5RKN6"
"Q9I9E1","Q6PC73"
"A5JNG8","Q6PC73"
"Q6TEL1","Q6PC73"
"F1QDF2","Q6PC73"
"A5JNG8","Q7T3I6"
"Q9I9E1","Q7T3I6"
"Q9I9E1","O73682"
"Q9I9P9","O73682"
"Q9I9E1","Q208T6"
"Q9I9P9","Q6PH56"
"Q9I9E1","Q6PH56"
"A5JNG8","Q6PH56"
"Q9I9E1","F1QUS9"
"A5JNG8","Q6PFM9"
"F1QDF2","Q6PFM9"
"A5JNG8","A3RK75"
"Q98TU2","A3RK75"
"F1QDF2","A3RK75"
"A5JNG8","E7EXT2"
"Q6TEL1","E7EXT2"
"Q05AJ3","E7EXT2"
"F1QDF2","E7EXT2"
"Q9I9E1","E7EXT2"
"Q05AJ3","Q1LUU4"
"F1QDF2","Q1LUU4"
"A5JNG8","Q1LUU4"
"A5JNG8","A3RK74"
"F1QDF2","F1QAC4"
"A5JNG8","F1R3E6"
"Q9I9P9","F1R3E6"
"Q9I9E1","F1R3E6"
"Q6TEL1","F1RCN0"
"Q9I9E1","F1RCN0"
"A5JNG8","F1QBY1"
"Q9I9P9","E7F0X6"
"A5JNG8","Q6DRM9"
"A5JNG8","X1WEK0"
"Q05AJ3","X1WEK0"
"Q9I9E1","X1WEK0"
"A5JNG8","C1KH59"
"A5JNG8","Q6PBX2"
"F1QDF2","Q6PBX2"
"Q9I9E1","Q6PBX2"
"A5JNG8","Q6NYJ9"
"Q05AJ3","Q6NYJ9"
"F1QDF2","Q6NYJ9"
"F1QDF2","A0A0R4ICL5"
"Q9I9E1","A0A0R4ICL5"
"A5JNG8","A0A0R4ICL5"
"F1QDF2","Q6P937"
"A5JNG8","Q6P937"
"Q9I9P9","A5PMS9"
"Q05AJ3","Q6PEJ2"
"A5JNG8","Q6PEJ2"
"Q6TEL1","Q6PEJ2"
"Q9I9E1","Q6NSP1"
"Q05AJ3","Q803D1"
"Q9I9E1","A0A0R4IRS1"
"Q05AJ3","A0A0R4IRS1"
"A5JNG8","E9QBV1"
"A5JNG8","Q803T6"
"A5JNG8","A0A0R4IIR1"
"Q9I9E1","Q5XJK2"
"A5JNG8","Q6PI20"
"Q05AJ3","Q6PI20"
"F1QDF2","Q6PI20"
"Q9I9P9","Q6PI20"
"Q6EHI4","Q6PI20"
"Q9I9E1","Q6PI20"
"F1QDF2","R4GE15"
"Q05AJ3","R4GE15"
"F1QDF2","P83571"
"A5JNG8","P83571"
"Q05AJ3","Q803N1"
"A5JNG8","Q803N1"
"Q6EHI4","Q71PD7"
"A5JNG8","Q71PD7"
"Q05AJ3","Q71PD7"
"Q9I9E1","Q4FZZ7"
"A5JNG8","Q4FZZ7"
"F1QDF2","Q4FZZ7"
"Q6P0E1","Q4FZZ7"
"A5JNG8","A0A140LGS2"
"A5JNG8","A2BEN4"
"Q6TEL1","X1WHF1"
"Q6P0E1","E7EZX1"
"Q9I9E1","X1WCP5"
"Q9I9E1","Q6PC60"
"Q98TU2","X1WBY5"
"A5JNG8","X1WBY5"
"A5JNG8","Q98SP7"
"Q6TEL1","Q4QRF4"
"F1QDF2","Q4QRF4"
"Q6P0E1","Q4QRF4"
"Q6EHI4","Q4QRF4"
"Q9I9E1","Q4QRF4"
"A5JNG8","Q4QRF4"
"A5JNG8","X1WDH8"
"Q6P0E1","X1WDH8"
"A5JNG8","E7F5W3"
"Q9I9E1","E7F5W3"
"A5JNG8","Q91398"
"Q9I9E1","Q91398"
"Q9I9E1","E7F4D0"
"A5JNG8","E7F4D0"
"F1QDF2","E7F4D0"
"A5JNG8","A0A140LG54"
"Q05AJ3","A0A140LG54"
"F1QDF2","A0A140LG54"
"A5JNG8","B3DJF8"
"Q9I9E1","B3DJF8"
"Q9I9E1","F1QNF2"
"A5JNG8","F1QNF2"
"A5JNG8","A8KBJ5"
"F1QDF2","A8KBJ5"
"Q6P0E1","A8KBJ5"
"Q9I9E1","E7FCZ6"
"A5JNG8","E7FCZ6"
"Q05AJ3","E7FCZ6"
"Q6EHI4","E7FCZ6"
"Q6P0E1","E7EXD7"
"Q6TEL1","E7EXD7"
"F1QDF2","E7EXD7"
"A5JNG8","Q6P0E3"
"Q803I4","Q8AXX2"
"A5JNG8","Q8AXX2"
"Q98TU2","Q8AXX2"
"F1QDF2","Q5BJA5"
"Q6P0E1","Q5BJA5"
"Q9I9E1","Q5BJA5"
"A5JNG8","Q5BJA5"
"Q6TEL1","Q5BJA5"
"F1QDF2","Q561S9"
"Q6P0E1","Q561S9"
"Q9I9E1","Q561S9"
"A5JNG8","Q561S9"
"Q9I9E1","B0S687"
"A5JNG8","B0S687"
"Q6TEL1","Q6PBL4"
"Q9I9E1","E7F0D5"
"F1QDF2","F1Q5P6"
"A5JNG8","F1Q5P6"
"Q05AJ3","F1Q5P6"
"Q9I9E1","F1R563"
"A5JNG8","F1R563"
"Q9I9P9","F1RCI6"
"Q9I9E1","F1RCI6"
"A5JNG8","Q6NY74"
"A5JNG8","Q6DRK4"
"Q6TEL1","F8W5R6"
"Q6P0E1","F8W5R6"
"A5JNG8","X1WCR0"
"F1QDF2","E7FB68"
"A5JNG8","E7FB68"
"F1QDF2","Q9PTP1"
"A5JNG8","Q9PTP1"
"A5JNG8","B8JIP2"
"Q9I9P9","F1QRC8"
"Q9I9E1","F1QRC8"
"A5JNG8","F1QRC8"
"Q9I9E1","F1R9M2"
"A5JNG8","Q504I6"
"Q6EHI4","Q504I6"
"Q9I9E1","Q504I6"
"Q6EHI4","B8JKF4"
"A5JNG8","Q9PVD7"
"Q9I9E1","Q9PVD7"
"A5JNG8","Q6V7J8"
"Q9I9E1","F1QSJ2"
"F1QDF2","A4U7F9"
"Q6TEL1","A0A0R4IJJ1"
"F1QDF2","A0A0R4IJJ1"
"Q6EHI4","A8WIN7"
"Q9I9E1","A0A0R4IPV5"
"Q9I9P9","A0A0R4IPV5"
"Q9I9E1","F1QQ04"
"A5JNG8","F1QQ04"
"F1QDF2","F1QQ04"
"Q9I9P9","F1QQ04"
"Q6EHI4","F1QB32"
"Q9I9E1","F1QQW7"
"A5JNG8","F1QQW7"
"A5JNG8","E7FC00"
"Q6TEL1","A0A0R4IXF6"
"Q6EHI4","A0A0R4IXF6"
"Q9I9E1","A0A0R4IXF6"
"A5JNG8","A0A0R4IXF6"
"Q9I9P9","E7FEV1"
"F1QDF2","A0A0R4ITC5"
"Q9I9P9","Q6DH42"
"F1QDF2","Q6DH42"
"A5JNG8","Q6DH42"
"F1QDF2","Q5EAS4"
"Q9I9E1","Q5EAS4"
"A5JNG8","Q5EAS4"
"A5JNG8","Q7T3H0"
"Q9I9P9","Q7T3H0"
"A5JNG8","A0A0R4IVU1"
"Q6TEL1","A0A0R4IVU1"
"Q05AJ3","A0A0R4IVU1"
"F1QDF2","A0A0R4IVU1"
"Q9I9P9","A0A0R4IVU1"
"A5JNG8","Q6NW89"
"Q6TEL1","Q6GQN6"
"A5JNG8","Q6DHE8"
"Q9I9E1","A8WH92"
"Q9I9P9","A6NA21"
"Q9I9E1","A6NA21"
"A5JNG8","A6NA21"
"F1QDF2","Q90Y37"
"A5JNG8","Q90Y37"
"Q9I9P9","Q7ZVI7"
"Q9I9E1","Q7ZVI7"
"A5JNG8","Q7ZVI7"
"A5JNG8","Q7ZZ76"
"Q05AJ3","Q7ZZ76"
"Q6TEL1","Q6YLH9"
"F1QDF2","Q6NXC0"
"Q6TEL1","Q6NXC0"
"A5JNG8","Q6NXC0"
"F1QDF2","Q7T2E8"
"Q05AJ3","A0A286Y917"
"A5JNG8","A0A286Y917"
"A5JNG8","Q6NZV1"
"Q6TEL1","Q802D5"
"Q05AJ3","Q802D5"
"F1QDF2","Q802D5"
"Q6EHI4","Q802D5"
"Q9I9E1","Q802D5"
"A5JNG8","Q802D5"
"A5JNG8","F1Q554"
"Q6TEL1","F1Q554"
"Q05AJ3","F1Q554"
"A5JNG8","Q7ZSZ9"
"F1QDF2","Q7ZSZ9"
"Q6P0E1","Q7ZSZ9"
"Q9I9E1","Q7ZSZ9"
"A5JNG8","Q6P2B0"
"A5JNG8","Q6IQK3"
"A5JNG8","F1Q9E9"
"Q6EHI4","Q6DG84"
"F1QDF2","Q6DG84"
"F1QDF2","Q6PFT0"
"Q6EHI4","Q6PFT0"
"A5JNG8","Q6PFT0"
"A5JNG8","Q6NUX8"
"Q9I9E1","Q6NUX8"
"A5JNG8","F1R3F7"
"Q6TEL1","F1R3F7"
"Q9I9E1","Q2TLY2"
"Q9I9E1","B3DLG5"
"A5JNG8","B3DLG5"
"F1QDF2","B3DLG5"
"Q98TU2","B3DLG5"
"Q6EHI4","B3DLG5"
"Q9I9P9","F1QWX4"
"Q6EHI4","F1QWX4"
"A5JNG8","F1QWX4"
"F1QDF2","F1QWX4"
"Q9I9E1","Q7SYD0"
"A5JNG8","Q90XR9"
"A5JNG8","Q7T2E7"
"F1QDF2","Q7T2E7"
"Q9I9P9","Q7T2E7"
"Q9I9E1","A0A2R8Q922"
"A5JNG8","Q568F1"
"A5JNG8","A4QNU3"
"A5JNG8","Q9YH90"
"Q9I9E1","Q9YH90"
"Q6EHI4","Q9YH90"
"Q9I9P9","Q9YH90"
"A5JNG8","Q9YH91"
"A5JNG8","Q6DHP1"
"Q9I9P9","Q90XR8"
"Q9I9P9","F1R5J2"
"A5JNG8","E7F8D4"
"F1QDF2","E7F8D4"
"A5JNG8","E7FGW0"
"A5JNG8","Q7T2E3"
"Q9I9E1","Q7T2E3"
"Q6P0E1","Q7T2E3"
"Q9I9P9","Q7T2E3"
"Q6EHI4","Q6P109"
"A5JNG8","F1RBY1"
"Q6EHI4","F1RBY1"
"Q6TEL1","A0A0R4ICD5"
"A5JNG8","Q66IC9"
"A5JNG8","A9C3T0"
"Q6TEL1","A9C3T0"
"Q9I9E1","A3KMS9"
"Q6TEL1","Q5PRD4"
"A5JNG8","Q5PRD4"
"Q6EHI4","Q5PRD4"
"A5JNG8","Q5I0F6"
"A5JNG8","Q564A4"
"Q6EHI4","Q9YH60"
"A5JNG8","Q9YH60"
"A5JNG8","Q6P3K7"
"A5JNG8","Q3ZB92"
"Q9I9P9","Q503C4"
"Q9I9E1","Q503C4"
"A5JNG8","Q0P446"
"Q9I9E1","Q0P446"
"Q9I9E1","Q6NW93"
"Q9I9E1","B8JIQ1"
"A5JNG8","F1QVC6"
"Q05AJ3","Q6DHJ0"
"F1QDF2","Q6DHJ0"
"A5JNG8","Q6DHJ0"
"F1QDF2","Q7ZW44"
"Q6EHI4","Q7ZW44"
"Q9I9E1","Q7ZW44"
"A5JNG8","Q7ZW44"
"Q05AJ3","Q7ZW44"
"Q6TEL1","F1QXF4"
"Q9I9E1","F1QXF4"
"Q6TEL1","Q1ECZ4"
"A5JNG8","Q1ECZ4"
"A5JNG8","Q566Y8"
"Q6P0E1","Q566Y8"
"Q9I9P9","F1Q7H6"
"Q9I9E1","F1Q7H6"
"A5JNG8","F1Q7H6"
"Q6TEL1","F1Q7H6"
"Q05AJ3","F1QNX7"
"A5JNG8","F1QNX7"
"A5JNG8","Q6NZT9"
"A5JNG8","Q6AXK9"
"Q05AJ3","Q6AXK9"
"A5JNG8","Q6DGZ3"
"Q6EHI4","Q6DGZ3"
"Q05AJ3","Q6DGZ3"
"A5JNG8","Q6NYA0"
"Q9I9E1","Q6NYA0"
"A5JNG8","Q7SXU7"
"Q9I9E1","Q7ZV13"
"A5JNG8","Q7ZV13"
"Q05AJ3","Q7ZV13"
"F1QDF2","Q7ZV13"
"Q9I9P9","Q7ZV13"
"Q6TEL1","Q4V8Q5"
"Q9I9P9","Q4V8Q5"
"Q9I9P9","A5WWG4"
"Q9I9E1","A5WWG4"
"A5JNG8","A5WWG4"
"Q6EHI4","Q6NUT4"
"Q9I9E1","Q6NUT4"
"A5JNG8","Q6NUT4"
"Q05AJ3","Q6NUT4"
"Q9I9P9","Q6NUT4"
"Q05AJ3","Q8JGR6"
"A5JNG8","Q8JGR6"
"A5JNG8","Q5D018"
"Q90270","A4FUL3"
"A5JNG8","A4FUL3"
"Q9I9E1","Q7SXA3"
"A5JNG8","Q7SXA3"
"Q9I9E1","Q6TNU4"
"Q05AJ3","Q6TNU4"
"A5JNG8","Q6TNU4"
"Q9I9E1","Q5RHI5"
"A5JNG8","Q5RHI5"
"Q6EHI4","Q7T2C1"
"F1QDF2","F1RCN2"
"Q9I9E1","F1RCN2"
"A5JNG8","F1RCN2"
"A5JNG8","F8W428"
