"protein1","protein2"
"Q9I9E1","A3KPY0"
"F1QDF2","A3KPY0"
"Q6EHI4","A3KPY0"
"F1QDF2","E9QD19"
"Q6P0E1","E9QD19"
"Q9I9E1","E7FFR7"
"A5JNG8","E7FFR7"
"Q9I9P9","E7FFR7"
"A5JNG8","A0A0R4IKR1"
"Q9I9E1","A0A0R4IKR1"
"Q9I9E1","F1QRH4"
"Q9I9P9","F1QNV7"
"Q6TEL1","X1WEL3"
"Q9I9E1","A0A2R8Q372"
"A5JNG8","Q6DRD9"
"Q6TEL1","Q6DRD9"
"Q9I9E1","Q6DRD9"
"A5JNG8","F1R6R9"
"F1QDF2","F1R6R9"
"Q6P0E1","F1R6R9"
"Q9I9E1","F1R6R9"
"Q6TEL1","A0A2R8QSD4"
"Q05AJ3","F1QHZ1"
"Q9I9E1","F1QHZ1"
"A5JNG8","F1QHZ1"
"Q98TU2","B3DIQ6"
"Q9I9E1","B3DIQ6"
"A5JNG8","B3DIQ6"
"Q6TEL1","B3DIQ6"
"A5JNG8","Q5TZ24"
"Q9I9P9","Q5TZ24"
"Q6TEL1","Q1MTH6"
"Q05AJ3","Q1MTH6"
"F1QDF2","Q1MTH6"
"A5JNG8","Q1MTH6"
"A5JNG8","F1QH50"
"F1QDF2","F1QH50"
"Q9I9E1","F1QH50"
"A5JNG8","E7FBW4"
"Q6TEL1","E7FBW4"
"Q9I9P9","A0A286Y943"
"A5JNG8","A0A0R4IZE5"
"Q6EHI4","F1RE28"
"Q9I9E1","F1RE28"
"A5JNG8","F1RE28"
"F1QDF2","F1RE28"
"Q9I9P9","E7FGU0"
"Q9I9E1","A0A0G2L6A3"
"A5JNG8","A0A2R8Q157"
"Q6TEL1","A0A2R8Q157"
"F1QDF2","A0A2R8Q157"
"Q9I9E1","A0A2R8Q157"
"Q9I9P9","Q6NYJ8"
"Q9I9E1","Q6NYJ8"
"A5JNG8","Q6NYJ8"
"F1QDF2","Q6NYJ8"
"Q9I9E1","F1R3H5"
"A5JNG8","F1R3H5"
"A5JNG8","E7F7B8"
"F1QDF2","E7F7B8"
"Q6P0E1","A8B8W4"
"Q07998","A8B8W4"
"Q9I9E1","A8B8W4"
"A5JNG8","A8B8W4"
"Q90270","A8B8W4"
"F1QDF2","A8B8W4"
"Q9I9P9","A8B8W4"
"F1QDF2","Q7SZ56"
"Q6TEL1","Q7SZ56"
"F1QDF2","E7F4R0"
"Q6TEL1","E7F4R0"
"Q9I9E1","A0A0R4IAR3"
"Q6TEL1","A0A0R4IAR3"
"F1QDF2","A0A0R4IAR3"
"A5JNG8","B3DFP2"
"Q9I9P9","B3DFP2"
"A5JNG8","X1WDZ4"
"Q6EHI4","E9QIX7"
"Q6TEL1","E9QIX7"
"A5JNG8","F1Q534"
"F1QDF2","F1Q534"
"A5JNG8","A0A0R4IRC4"
"A5JNG8","A0A286Y8P8"
"Q6TEL1","A0A286Y8P8"
"Q05AJ3","A0A286Y8P8"
"F1QDF2","A0A286Y8P8"
"Q9I9E1","A0A286Y8P8"
"Q6JAA4","A0A286Y8P8"
"Q9I9E1","E7FER3"
"Q9I9P9","Q5RGI5"
"Q6EHI4","Q5RGI5"
"Q9I9E1","Q5RGI5"
"A5JNG8","Q5RGI5"
"F1QDF2","Q5RGI5"
"Q6EHI4","F1QFJ6"
"A5JNG8","F1QFJ6"
"Q6TEL1","F1QFJ6"
"F1QDF2","F1QFJ6"
"Q9I9E1","Q6DRG4"
"Q9I9P9","Q6DRG4"
"Q6P0E1","F1QID7"
"Q9I9E1","F1QID7"
"Q9I9P9","F1QID7"
"A5JNG8","Q803G0"
"Q6TEL1","Q803G0"
"Q9I9P9","A0A2R8QGR3"
"Q9I9E1","A0A2R8QGR3"
"Q6EHI4","A3KQS6"
"A5JNG8","A3KQS6"
"Q9I9P9","A0A2R8Q0Z0"
"F1QDF2","E9QF73"
"Q9I9E1","E9QF73"
"A5JNG8","E9QF73"
"Q05AJ3","E9QF73"
"Q6TEL1","F8W5H1"
"Q6EHI4","F8W5H1"
"Q9I9E1","F8W5H1"
"A5JNG8","F8W5H1"
"A5JNG8","A8Y5U1"
"Q9I9E1","A8Y5U1"
"A5JNG8","A2CI97"
"Q05AJ3","A2CI97"
"Q9I9E1","F1RA02"
"A5JNG8","F1RA02"
"A5JNG8","F1RAP1"
"Q9I9E1","F1QPB3"
"A5JNG8","F1QPB3"
"Q05AJ3","F1QPB3"
"Q6EHI4","F1QPB3"
"Q9I9E1","E7F287"
"A5JNG8","A0A0R4IG37"
"Q05AJ3","A0A0R4IG37"
"F1QDF2","A0A0R4IG37"
"Q9I9P9","A0A0R4IG37"
"Q6TEL1","F1Q6A7"
"Q05AJ3","Q7SYC7"
"A5JNG8","Q7SYC7"
"A5JNG8","A0A0G2KNS1"
"Q05AJ3","A8E5F3"
"Q9I9E1","A8E5F3"
"A5JNG8","A8E5F3"
"F1QDF2","F1QAE7"
"Q9I9E1","F1QAE7"
"A5JNG8","F1QAE7"
"A5JNG8","A0A0R4IYY6"
"Q6TEL1","A0A0R4IYY6"
"Q9I9E1","A0A2R8PWQ5"
"A5JNG8","Q08BD8"
"Q6EHI4","F1R384"
"A5JNG8","F1R384"
"Q6TEL1","F1R384"
"F1QDF2","F1R384"
"Q98TU2","F1R384"
"Q6P0E1","A0A2R8QIW0"
"A5JNG8","A0A2R8QIW0"
"Q9I9P9","A0A2R8QIW0"
"A5JNG8","X1WEI9"
"F1QDF2","A0A2R8RIL8"
"Q9I9E1","A0A2R8RIL8"
"Q9I9E1","A0A2R8Q5P5"
"Q6TEL1","A0A2R8Q5P5"
"F1QDF2","A0A2R8Q5P5"
"Q6P0E1","A0A2R8Q5P5"
"Q6EHI4","A0A2R8Q5P5"
"A5JNG8","F1QWL0"
"Q6EHI4","F1QWL0"
"Q9I9E1","F1QWL0"
"Q6TEL1","F1R5Z2"
"Q9I9E1","F1R5Z2"
"A5JNG8","F1R5Z2"
"A5JNG8","A0A0R4ISD4"
"Q6TEL1","A0A0R4ISD4"
"Q6P0E1","A0A0R4ISD4"
"Q6TEL1","Q5RHX9"
"F1QDF2","Q5RHX9"
"Q9I9E1","F1QI81"
"A5JNG8","F1QI81"
"Q90270","F1QI81"
"F1QDF2","F1QI81"
"Q6P0E1","F1QI81"
"A5JNG8","F1R8L0"
"Q05AJ3","F1R8L0"
"A5JNG8","F1R7I8"
"Q05AJ3","F1R1H3"
"A5JNG8","F1R1H3"
"A5JNG8","F1QWD1"
"F1QDF2","F1QWD1"
"Q9I9P9","F1QUN8"
"Q9I9E1","F1QUN8"
"A5JNG8","F1QUN8"
"A5JNG8","A0A0R4IPK7"
"F1QDF2","A0A0R4IPK7"
"Q803I4","A0A2R8QHC0"
"A5JNG8","A0A2R8QHC0"
"A5JNG8","E7EZ34"
"F1QDF2","E7EZ34"
"Q9I9E1","E7EZ34"
"A5JNG8","B8A4M2"
"Q9I9P9","B8A4M2"
"Q9I9P9","F1Q5J6"
"Q9I9E1","F1Q5J6"
"Q9I9E1","A0A2R8QDS9"
"Q6TEL1","A0A2R8QDS9"
"Q05AJ3","A0A2R8QDS9"
"F1QDF2","A0A2R8QDS9"
"Q9I9P9","A0A2R8QDS9"
"Q6TEL1","F1QZC1"
"A5JNG8","F1QZC1"
"Q05AJ3","Q1L946"
"Q9I9P9","Q1L946"
"Q6EHI4","Q1L946"
"Q6TEL1","Q1L946"
"A5JNG8","F1Q947"
"Q05AJ3","F1Q947"
"F1QDF2","F1Q947"
"F1QDF2","B0S6F4"
"Q6EHI4","B0S6F4"
"Q9I9E1","B0S6F4"
"A5JNG8","B0S6F4"
"Q6JAA4","F6PBX1"
"Q6TEL1","F6PBX1"
"Q6EHI4","F6PBX1"
"Q6EHI4","A5PMP2"
"Q6TEL1","Q4V915"
"Q9I9E1","Q4V915"
"A5JNG8","F8W5L3"
"Q6TEL1","F8W5L3"
"Q6EHI4","F8W5L3"
"A5JNG8","F1QMJ9"
"Q6TEL1","U3JA33"
"F1QDF2","U3JA33"
"Q9I9P9","Q7SXV4"
"Q6P0E1","Q7SXV4"
"Q9I9E1","Q7SXV4"
"A5JNG8","Q7SXV4"
"F1QDF2","Q7SXV4"
"Q9I9P9","F1REC2"
"Q9I9E1","F1REC2"
"A5JNG8","F1REC2"
"Q6TEL1","F1REC2"
"A5JNG8","F1QME7"
"F1QDF2","F1QME7"
"Q6P0E1","F1QME7"
"Q9I9E1","F1QME7"
"Q9I9E1","F1REQ4"
"A5JNG8","F1REQ4"
"Q9I9E1","F1RE15"
"A5JNG8","F1RE15"
"Q9I9E1","Q1LVG0"
"A5JNG8","Q1LVG0"
"Q6EHI4","Q1LVG0"
"Q9I9E1","F1QNB1"
"Q9I9P9","F1QNB1"
"Q6EHI4","F1QNB1"
"Q6EHI4","A8E7E7"
"A5JNG8","A8E7E7"
"Q05AJ3","A8E7E7"
"Q98TU2","A8E7E7"
"F1QDF2","E7F520"
"Q6P0E1","E7F520"
"Q98TU2","E7F520"
"A5JNG8","E7F520"
"A5JNG8","E7EYX4"
"A5JNG8","A0A0G2L4V3"
"Q6TEL1","A0A0G2L4V3"
"Q9I9E1","A0A0G2L4V3"
"A5JNG8","Q0P4A9"
"Q9I9P9","Q0P4A9"
"Q9I9E1","Z4YHZ3"
"A5JNG8","Z4YHZ3"
"F1QDF2","Z4YHZ3"
"Q6TEL1","E9QJ35"
"F1QDF2","E9QJ35"
"Q9I9P9","E9QJ35"
"Q9I9E1","E9QJ35"
"A5JNG8","A0A0A0MPG5"
"Q6TEL1","A0A0A0MPG5"
"Q6JAA4","Q1L8T4"
"Q6TEL1","Q1L8T4"
"Q9I9E1","A0A2R8Q613"
"A5JNG8","A0A2R8Q613"
"Q9I9P9","A0A2R8Q613"
"Q6TEL1","F1R7L0"
"A5JNG8","F1R7L0"
"A5JNG8","E7F5S9"
"Q6EHI4","E7F5S9"
"A5JNG8","F1QAF8"
"Q6TEL1","F1QAF8"
"A5JNG8","F1QU11"
"Q05AJ3","E7EXX2"
"A5JNG8","E7EXX2"
"Q9I9P9","E7EXX2"
"A5JNG8","F1QFI3"
"A5JNG8","F1R2J6"
"F1QDF2","F1R2J6"
"A5JNG8","A0A286Y9U5"
"F1QDF2","F1QEY8"
"Q9I9E1","F1QHS9"
"A5JNG8","F1QHS9"
"Q9I9P9","F1QHS9"
"F1QDF2","A0A286Y8U4"
"A5JNG8","A0A286Y8U4"
"Q9I9E1","A0A2R8QHK5"
"A5JNG8","A0A2R8QHK5"
"Q05AJ3","A0A2R8QHK5"
"F1QDF2","A0A2R8QHK5"
"Q9I9E1","R4GEA3"
"Q6TEL1","R4GEA3"
"Q9I9P9","R4GEA3"
"Q6TEL1","A2VD36"
"A5JNG8","A2VD36"
"Q9I9P9","X1WDG1"
"Q6P0E1","F1QH89"
"Q9I9E1","F1QH89"
"A5JNG8","F1QH89"
"Q9I9E1","Q5XTN3"
"F1QDF2","Q1RLQ8"
"Q9I9E1","Q1RLQ8"
"A5JNG8","Q1RLQ8"
"A5JNG8","A0A0R4IM82"
"A5JNG8","F1QMM1"
"Q9I9E1","F1QIV2"
"Q9I9P9","F1QIV2"
"A5JNG8","E9QIS3"
"Q9I9E1","E9QIS3"
"Q9I9P9","E7FGJ4"
"A5JNG8","E7FGJ4"
"Q6TEL1","E7FGJ4"
"Q9I9E1","B8JLJ1"
"A5JNG8","B8JLJ1"
"Q9I9P9","B8JLJ1"
"A5JNG8","F1RBN9"
"Q9I9P9","A0A0R4IN28"
"Q9I9E1","A0A0R4IN28"
"Q05AJ3","A0A0R4IN28"
"Q9I9E1","E7FCX4"
"A5JNG8","E7FCX4"
"Q6TEL1","E7FCX4"
"A5JNG8","A0A2R8RLC7"
"Q9I9E1","A0A2R8RLC7"
"A5JNG8","B8A4S2"
"Q6TEL1","B8A4S2"
"A5JNG8","A0A0R4II65"
"A5JNG8","F1QZM2"
"Q9I9E1","F1QZM2"
"Q9I9E1","Q0P4D1"
"Q9I9P9","Q0P4D1"
"Q6EHI4","F1QKJ7"
"A5JNG8","F1QKJ7"
"A5JNG8","B0S606"
"F1QDF2","B0S606"
"Q9I9E1","B0S606"
"Q9I9E1","A0A0R4IH22"
"A5JNG8","A0A0R4IH22"
"Q6TEL1","A0A0R4IH22"
"Q05AJ3","A0A0R4IH22"
"A5JNG8","F1Q8E9"
"Q6TEL1","F1Q8E9"
"Q05AJ3","F1Q8E9"
"Q6EHI4","F1Q8E9"
"A5JNG8","Q7ZWC3"
"Q9I9E1","Q7ZWC3"
"Q6EHI4","Q7ZWC3"
"Q9I9P9","Q7ZWC3"
"Q05AJ3","Q7ZWC3"
"A5JNG8","G1K2E7"
"F1QDF2","G1K2E7"
"Q9I9P9","G1K2E7"
"Q6P0E1","G1K2E7"
"Q9I9E1","Q3B745"
"A5JNG8","Q3B745"
"Q9I9P9","X1WE04"
"Q6EHI4","X1WE04"
"F1QDF2","Q98SH9"
"A5JNG8","Q98SH9"
"F1QDF2","B8JJL6"
"Q9I9E1","B8JJL6"
"A5JNG8","B8JJL6"
"Q9I9P9","A0A0A0MPH5"
"A5JNG8","A0A0A0MPH5"
"Q9I9P9","F1QN77"
"Q6EHI4","A5WVN5"
"A5JNG8","A5WVN5"
"A5JNG8","A8E7G4"
"Q05AJ3","A8E7G4"
"A5JNG8","E7FFX5"
"Q6EHI4","A0A0R4IBT4"
"A5JNG8","A0A0R4IBT4"
"A5JNG8","F1RAN8"
"Q6P0E1","F1R1F1"
"A5JNG8","E7FF34"
"Q9I9E1","E7FF34"
"Q6EHI4","A0A0R4I9F2"
"A5JNG8","A0A0R4I9F2"
"F1QDF2","A0A0R4I9F2"
"Q9I9P9","A0A0R4I9F2"
"Q6TEL1","Q5TZ33"
"F1QDF2","Q5TZ33"
"Q9I9E1","Q5TZ33"
"A5JNG8","Q5TZ33"
"A5JNG8","Q6DHR3"
"F1QDF2","Q6DHR3"
"Q9I9E1","Q6DHR3"
"F1QDF2","E7F5T1"
"Q05AJ3","E7F8S1"
"Q6EHI4","E7F8S1"
"A5JNG8","E7F8S1"
"Q6TEL1","F8W272"
"A5JNG8","F8W272"
"Q9I9E1","B8A5K7"
"Q05AJ3","F1RDR4"
"Q6EHI4","F1RDR4"
"A5JNG8","F1RDR4"
"Q6TEL1","F1RDR4"
"Q9I9E1","F1QLT9"
"Q9I9P9","F1QFS4"
"Q9I9E1","F1QFS4"
"Q9I9E1","A0A2R8QDV5"
"A5JNG8","A0A2R8QDV5"
"Q6TEL1","F1QQN4"
"A5JNG8","F1QQN4"
"A5JNG8","F1QWJ7"
"Q9I9E1","F1QWJ7"
"Q6EHI4","E7F318"
"A5JNG8","E7F318"
"F1QDF2","E7F318"
"Q6EHI4","F1QXM3"
"A5JNG8","F1QXM3"
"Q9I9P9","F1QXM3"
"A5JNG8","Q5RGJ4"
"F1QDF2","Q5RGJ4"
"Q6TEL1","Q5TYS1"
"A5JNG8","Q5TYS1"
"Q9I9E1","A8DZH6"
"A5JNG8","A0A0R4I9P9"
"Q6P0E1","F1QMW2"
"Q9I9E1","F1QMW2"
"F1QDF2","Q6DG75"
"Q6P0E1","Q6DG75"
"Q9I9E1","Q6DG75"
"A5JNG8","Q6DG75"
"Q9I9P9","X1WGM1"
"Q9I9E1","X1WGM1"
"Q6TEL1","X1WGM1"
"Q05AJ3","X1WGM1"
"Q9I9P9","F1QX23"
"A5JNG8","F1QX23"
"Q6TEL1","F1QXR2"
"Q05AJ3","F1QXR2"
"Q98TU2","F1QXR2"
"Q6EHI4","F1QXR2"
"A5JNG8","F1QXR2"
"A5JNG8","F1R6M0"
"Q6TEL1","F1R6M0"
"A5JNG8","F6NJX7"
"F1QDF2","F6NJX7"
"Q6EHI4","F6NJX7"
"F1QDF2","A0A2R8RIR6"
"Q6P0E1","A0A2R8RIR6"
"A5JNG8","A0A2R8RIR6"
"A5JNG8","E7FAA3"
"Q9I9E1","E7FAA3"
"A5JNG8","A0A0G2L2K4"
"Q9I9E1","A0A0G2L2K4"
"A5JNG8","A0A2R8PYA5"
"Q9I9P9","A0A2R8PYA5"
"Q6EHI4","A0A2R8PYA5"
"Q05AJ3","F1QZA8"
"A5JNG8","F1QZA8"
"Q6EHI4","E7FEK3"
"Q9I9E1","E7FEK3"
"A5JNG8","E7FEK3"
"F1QDF2","E7FEK3"
"A5JNG8","F1QSP8"
"Q6TEL1","F1QSP8"
"F1QDF2","F1QSP8"
"A5JNG8","Q1LUT2"
"Q05AJ3","Q1LUT2"
"F1QDF2","Q1LUT2"
"A5JNG8","B8A4P8"
"Q9I9P9","F1R8J8"
"A5JNG8","F1R8J8"
"Q9I9E1","F1QE86"
"A5JNG8","F1QE86"
"Q9I9E1","F1Q731"
"Q6TEL1","F1Q731"
"Q05AJ3","F1Q731"
"F1QDF2","Q6P3I6"
"Q6EHI4","Q6P3I6"
"A5JNG8","Q6P3I6"
"Q05AJ3","Q6P3I6"
"Q6TEL1","A0A2R8Q9T1"
"F1QDF2","A0A2R8Q9T1"
"Q6JAA4","A0A2R8Q9T1"
"A5JNG8","A0A2R8Q9T1"
"A5JNG8","E9QBR5"
"Q6TEL1","E9QBR5"
"Q05AJ3","E9QBR5"
"F1QDF2","E9QBR5"
"Q6P0E1","E9QBR5"
"Q6TEL1","E9QF83"
"Q9I9P9","E9QF83"
"Q9I9E1","E9QF83"
"Q6JAA4","E9QF83"
"A5JNG8","E9QF83"
"Q9I9P9","F1QF60"
"A5JNG8","A0A2R8Q828"
"Q9I9E1","A0A0R4IR92"
"A5JNG8","A0A0R4IR92"
"Q9I9P9","A0A0R4IR92"
"Q6EHI4","A0A0R4IR92"
"Q05AJ3","A9C3P6"
"Q05AJ3","Q6P3I7"
"A5JNG8","Q6P3I7"
"Q05AJ3","E7FFB7"
"F1QDF2","E7FFB7"
"Q6EHI4","E7FFB7"
"Q9I9E1","E7FFB7"
"Q9I9E1","F1QHJ4"
"A5JNG8","F1QHJ4"
"Q9I9E1","Q32LW7"
"A5JNG8","E7F7Z9"
"Q05AJ3","E7F7Z9"
"Q9I9E1","E7F7Z9"
"A5JNG8","Q98TU3"
"Q9I9E1","Q98TU3"
"F1QDF2","E7FDK2"
"Q90270","A0A2R8QQ11"
"F1QDF2","A0A2R8QQ11"
"Q6P0E1","A0A2R8QQ11"
"Q9I9E1","A0A2R8QQ11"
"A5JNG8","A0A2R8QQ11"
"F1QDF2","Q6DHL3"
"Q6P0E1","Q6DHL3"
"Q07998","Q6DHL3"
"Q90270","Q6DHL3"
"Q9I9P9","A0A2R8QLA9"
"Q9I9E1","A0A0R4IVE2"
"Q6TEL1","A0A0R4IVE2"
"Q05AJ3","A8WHB2"
"Q9I9E1","Q6NTI0"
"A5JNG8","Q6NTI0"
"A5JNG8","A0A0R4IUP4"
"F1QDF2","A0A0R4IUP4"
"Q6P0E1","A0A0R4IUP4"
"Q9I9P9","Q6W990"
"F1QDF2","Q6W990"
"A5JNG8","Q6W990"
"Q9I9P9","E7F4K6"
"A5JNG8","F1R336"
"Q9I9P9","F1R336"
"Q6EHI4","F1R336"
"Q9I9E1","F1R336"
"F1QDF2","Q7SZE8"
"Q9I9E1","Q7SZE8"
"Q6TEL1","Q7SZE8"
"Q6P0E1","F1QAU0"
"A5JNG8","B8JI67"
"Q6TEL1","B8JI67"
"Q9I9E1","B8JI67"
"Q9I9E1","F1QQ86"
"Q9I9P9","A5WW31"
"Q9I9E1","A5WW31"
"F1QDF2","A5WW31"
"A5JNG8","Q7SZN8"
"Q9I9E1","Q7SZN8"
"A5JNG8","F1Q631"
"Q9I9E1","F1QGJ3"
"A5JNG8","F1QGJ3"
"Q9I9E1","A0A0R4IRS9"
"Q9I9E1","E7FF64"
"A5JNG8","E7FF64"
"Q6P0E1","E7FF64"
"A5JNG8","A2BIG3"
"Q05AJ3","A2BIG3"
"F1QDF2","A2BIG3"
"Q6EHI4","A2BIG3"
"Q9I9E1","B0R0V1"
"A5JNG8","F1QCJ1"
"Q6TEL1","F1QCJ1"
"Q6P0E1","Q1MTG3"
"Q9I9E1","Q1LVN1"
"Q9I9P9","Q1LVN1"
"F1QDF2","F8W4H9"
"A5JNG8","F8W4H9"
"Q9I9E1","F8W4H9"
"A5JNG8","F1RA22"
"Q6TEL1","F1RA22"
"A5JNG8","Q6YBS2"
"A5JNG8","F1R6E4"
"F1QDF2","F1R6E4"
"Q9I9E1","F1R6E4"
"A5JNG8","F1QCS1"
"Q9I9E1","F1QCS1"
"Q9I9E1","E9QDE7"
"Q9I9P9","E9QDE7"
"Q98TU2","E9QDE7"
"Q9I9E1","Q5U396"
"A5JNG8","Q5U396"
"F1QDF2","Q6NYE2"
"Q9I9E1","Q6NYE2"
"Q9I9P9","F1QJW2"
"A5JNG8","Q4VBJ9"
"Q05AJ3","F1R287"
"A5JNG8","F1R287"
"F1QDF2","E7F236"
"Q6P0E1","E7F236"
"Q9I9E1","E7F236"
"A5JNG8","E7F236"
"Q90270","E7F236"
"F1QDF2","F1QEG9"
"Q6P0E1","F1QEG9"
"Q6EHI4","F1QEG9"
"Q9I9E1","F1QEG9"
"A5JNG8","F1QEG9"
"A5JNG8","Q6DHI1"
"F1QDF2","F1RDR1"
"A5JNG8","F1RDR1"
"Q05AJ3","F1RDR1"
"A5JNG8","F1R235"
"Q05AJ3","F1R235"
"Q9I9E1","F1R235"
"A5JNG8","A0A0R4IIU5"
"Q6TEL1","A0A0R4IIU5"
"Q05AJ3","A0A0R4IIU5"
"F1QDF2","A0A0R4IIU5"
"A5JNG8","E7FB30"
"Q9I9E1","E7FB30"
"A5JNG8","F1QCK2"
"Q6TEL1","F1QCK2"
"F1QDF2","F1QCK2"
"Q98TU2","Q6PE32"
"A5JNG8","A3FEM2"
"Q9I9E1","A3FEM2"
"A5JNG8","F1QA08"
"Q9I9E1","F1QA08"
"F1QDF2","B0S768"
"Q6EHI4","B0S768"
"Q9I9E1","B0S768"
"A5JNG8","B0S768"
"Q9I9E1","E9QBU6"
"A5JNG8","E9QBU6"
"Q9I9E1","A0A2R8PXL7"
"A5JNG8","A0A2R8PXL7"
"F1QDF2","Q6TGY0"
"Q9I9P9","Q6TGY0"
"A5JNG8","Q6TGY0"
"F1QDF2","A0A0R4IWF3"
"A5JNG8","A0A0R4IWF3"
"F1QDF2","F1RDR2"
"Q9I9P9","F1RDR2"
"A5JNG8","F1RDR2"
"Q9I9E1","A0A2R8QPC9"
"Q6JAA4","A0A2R8QPC9"
"A5JNG8","A0A2R8QPC9"
"Q6TEL1","A0A2R8QPC9"
"Q9I9P9","B0V3D1"
"F1QDF2","B0V3D1"
"Q6P0E1","Q5RIX6"
"Q9I9E1","Q5RIX6"
"A5JNG8","Q5RIX6"
"A5JNG8","Q7T3E8"
"Q6TEL1","Q7T3E8"
"Q9I9P9","Q7T3E8"
"Q6EHI4","Q7T3E8"
"Q9I9E1","Q7T3E8"
"Q9I9P9","F1R5J5"
"Q9I9E1","F1R5J5"
"A5JNG8","F1R5J5"
"Q6TEL1","F1R1J3"
"Q6EHI4","A0A0G2KFQ1"
"A5JNG8","A0A0G2KFQ1"
"Q6TEL1","A0A0G2KFQ1"
"Q6EHI4","Q7ZV37"
"A5JNG8","Q7ZV37"
"Q6TEL1","Q7ZV37"
"A5JNG8","A0A2R9YJG8"
"Q9I9P9","A0A2R9YJG8"
"A5JNG8","F8W2P6"
"Q05AJ3","F8W2P6"
"F1QDF2","F8W2P6"
"Q9I9E1","F8W2P6"
"Q9I9E1","E7F9I0"
"A5JNG8","E7F9I0"
"Q6TEL1","E7F9I0"
"Q05AJ3","E7F9I0"
"Q6EHI4","E7F9I0"
"Q9I9E1","X1WHF8"
"Q6TEL1","Q561T3"
"F1QDF2","Q561T3"
"F1QDF2","Q05AN2"
"F1QDF2","A0A286YBY1"
"Q6EHI4","A0A286YBY1"
"Q6TEL1","A0A286YBY1"
"A5JNG8","Q6DEF6"
"Q9I9E1","Q6DEF6"
"F1QDF2","Q6DEF6"
"Q05AJ3","Q6DEF6"
"A5JNG8","F1Q6B4"
"A5JNG8","E7FGL4"
"Q05AJ3","E7FGL4"
"F1QDF2","E7FGL4"
"Q6P0E1","F1RBB7"
"Q98TU2","F1RBB7"
"Q9I9E1","F1RBB7"
"F1QDF2","F1RBB7"
"A5JNG8","A0A2R8PYT1"
"Q9I9E1","A0A2R8PYT1"
"Q803I4","F1RE23"
"Q05AJ3","F8W3X1"
"Q9I9E1","F8W3X1"
"A5JNG8","F8W3X1"
"F1QDF2","F1QG97"
"A5JNG8","F1QG97"
"Q6EHI4","A5PMF7"
"Q9I9P9","A5PMF7"
"Q9I9E1","Q5TYQ8"
"A5JNG8","Q5TYQ8"
"F1QDF2","Q6DH84"
"Q9I9P9","Q6DH84"
"Q05AJ3","Q6DH84"
"Q6JAA4","A0A0G2L0T1"
"Q98TU2","A0A0G2L0T1"
"F1QDF2","E7F0M9"
"Q9I9P9","E7F0M9"
"A5JNG8","E7F0M9"
"Q9I9E1","F1QZF2"
"A5JNG8","F1QZF2"
"F1QDF2","F1QZF2"
"A5JNG8","F1QA30"
"Q9I9E1","F1QA30"
"A5JNG8","F1QNI7"
"Q9I9P9","F1QNI7"
"Q6P0E1","F1QNI7"
"A5JNG8","E7FAV9"
"Q6TEL1","E7FAV9"
"F1QDF2","A0A2R8PW65"
"Q6EHI4","A0A0R4IV01"
"A5JNG8","A0A0R4IV01"
"F1QDF2","A0A0R4IV01"
"F1QDF2","Q6DRK9"
"A5JNG8","Q6DRK9"
"A5JNG8","Q6DHM3"
"Q05AJ3","Q6DHM3"
"F1QDF2","Q6DHM3"
"Q9I9P9","Q6DHM3"
"Q98TU2","Q6DHM3"
"Q6EHI4","Q6DHM3"
"F1QDF2","F1R0X4"
"A5JNG8","F1R0X4"
"A5JNG8","B3DG22"
"A5JNG8","A0A0B4J1A8"
"Q9I9E1","F1R0S2"
"A5JNG8","B0UYD3"
"Q9I9P9","B0UYD3"
"Q9I9E1","B0UYD3"
"F1QDF2","E9QDY1"
"A5JNG8","E9QDY1"
"Q6TEL1","E9QDY1"
"Q9I9E1","A0A0R4IWN8"
"A5JNG8","A0A0R4IWN8"
"Q6TEL1","A0A0R4IWN8"
"F1QDF2","A0A0R4IWN8"
"F1QDF2","F1Q943"
"Q6EHI4","F1Q943"
"A5JNG8","F1Q943"
"Q6EHI4","Q6PFS8"
"Q9I9E1","Q6PFS8"
"A5JNG8","Q6PFS8"
"Q6TEL1","Q6PFS8"
"Q98TU2","B0S5V5"
"A5JNG8","B0S5V5"
"A5JNG8","Q9W747"
"Q9I9E1","A0A0R4ITJ7"
"Q05AJ3","A0A2R8QND7"
"A5JNG8","A0A2R8QND7"
"Q9I9E1","A0A0R4ISJ6"
"A5JNG8","A0A286Y9G4"
"Q9I9E1","A0A286Y9G4"
"F1QDF2","E7EXH5"
"A5JNG8","E7EXH5"
"Q6TEL1","E7EXH5"
"Q05AJ3","E7EXH5"
"Q6TEL1","A0A0N4SUE5"
"A5JNG8","F1R5N7"
"Q05AJ3","F1R5N7"
"Q6EHI4","F1R5N7"
"Q9I9E1","A0A2R8QPP1"
"A5JNG8","A0A2R8QPP1"
"F1QDF2","A0A2R8QPP1"
"Q6EHI4","A0A2R8QPP1"
"A5JNG8","Q5RGX4"
"A5JNG8","E7F8T0"
"Q6EHI4","F1RDA6"
"Q9I9E1","F1RDA6"
"A5JNG8","F1RDA6"
"A5JNG8","E7FAG3"
"Q05AJ3","E7FAG3"
"A5JNG8","A0A2R8QPN8"
"Q6EHI4","A0A2R8QPN8"
"A5JNG8","X1WD71"
"Q9I9P9","X1WD71"
"Q9I9E1","X1WD71"
"A5JNG8","Q6PCR4"
"Q9I9E1","Q5XJP3"
"A5JNG8","Q5XJP3"
"Q9I9E1","A0A0R4IBJ2"
