"protein1","protein2"
"WBGene00006727","WBGene00013894"
"WBGene00013894","WBGene00014025"
"WBGene00017244","WBGene00014025"
"WBGene00001064","WBGene00014025"
"WBGene00001450","WBGene00014025"
"WBGene00003026","WBGene00014025"
"WBGene00004798","WBGene00014025"
"WBGene00015971","WBGene00014025"
"WBGene00004888","WBGene00014025"
"WBGene00011195","WBGene00014025"
"WBGene00000236","WBGene00002005"
"WBGene00000552","WBGene00002005"
"WBGene00019983","WBGene00002005"
"WBGene00004888","WBGene00002005"
"WBGene00014004","WBGene00002005"
"WBGene00000390","WBGene00002005"
"WBGene00001006","WBGene00002005"
"WBGene00002632","WBGene00002005"
"WBGene00003918","WBGene00002005"
"WBGene00012230","WBGene00002005"
"WBGene00002045","WBGene00002005"
"WBGene00017088","WBGene00002005"
"WBGene00006975","WBGene00002005"
"WBGene00017132","WBGene00002005"
"WBGene00021270","WBGene00002005"
"WBGene00009444","WBGene00002005"
"WBGene00016449","WBGene00002005"
"WBGene00003036","WBGene00002005"
"WBGene00001598","WBGene00002005"
"WBGene00011061","WBGene00002005"
"WBGene00007877","WBGene00002005"
"WBGene00011333","WBGene00002005"
"WBGene00004134","WBGene00002005"
"WBGene00008999","WBGene00002005"
"WBGene00003915","WBGene00002005"
"WBGene00004143","WBGene00002005"
"WBGene00006727","WBGene00002005"
"WBGene00003639","WBGene00002005"
"WBGene00009272","WBGene00002005"
"WBGene00004888","WBGene00011474"
"WBGene00021270","WBGene00011474"
"WBGene00003036","WBGene00011474"
"WBGene00001598","WBGene00011474"
"WBGene00022199","WBGene00011474"
"WBGene00004134","WBGene00011474"
"WBGene00017284","WBGene00011474"
"WBGene00006727","WBGene00011474"
"WBGene00011195","WBGene00011474"
"WBGene00000838","WBGene00016803"
"WBGene00000871","WBGene00016803"
"WBGene00004363","WBGene00016803"
"WBGene00015787","WBGene00008402"
"WBGene00004888","WBGene00008402"
"WBGene00003918","WBGene00015518"
"WBGene00008402","WBGene00015518"
"WBGene00006727","WBGene00008745"
"WBGene00017284","WBGene00008745"
"WBGene00001598","WBGene00008745"
"WBGene00001595","WBGene00008745"
"WBGene00008402","WBGene00008745"
"WBGene00004042","WBGene00011687"
"WBGene00011687","WBGene00000380"
"WBGene00004888","WBGene00000380"
"WBGene00004798","WBGene00000380"
"WBGene00014124","WBGene00000380"
"WBGene00007111","WBGene00000380"
"WBGene00021270","WBGene00000380"
"WBGene00003036","WBGene00000380"
"WBGene00001598","WBGene00000380"
"WBGene00004134","WBGene00000380"
"WBGene00001834","WBGene00000380"
"WBGene00017284","WBGene00000380"
"WBGene00011195","WBGene00000380"
"WBGene00004798","WBGene00007436"
"WBGene00007436","WBGene00019322"
"WBGene00004888","WBGene00019322"
"WBGene00000390","WBGene00019322"
"WBGene00001006","WBGene00019322"
"WBGene00003918","WBGene00019322"
"WBGene00004798","WBGene00019322"
"WBGene00021270","WBGene00019322"
"WBGene00017132","WBGene00019322"
"WBGene00009444","WBGene00019322"
"WBGene00016449","WBGene00019322"
"WBGene00001598","WBGene00019322"
"WBGene00006843","WBGene00019322"
"WBGene00019862","WBGene00019322"
"WBGene00011333","WBGene00019322"
"WBGene00021676","WBGene00019322"
"WBGene00004134","WBGene00019322"
"WBGene00008999","WBGene00019322"
"WBGene00003915","WBGene00019322"
"WBGene00017284","WBGene00019322"
"WBGene00006727","WBGene00019322"
"WBGene00004042","WBGene00019322"
"WBGene00011195","WBGene00019322"
"WBGene00001834","WBGene00001743"
"WBGene00001743","WBGene00009272"
"WBGene00006377","WBGene00009272"
"WBGene00016678","WBGene00001979"
"WBGene00001978","WBGene00001979"
"WBGene00000156","WBGene00001979"
"WBGene00002991","WBGene00001979"
"WBGene00001006","WBGene00001979"
"WBGene00004888","WBGene00001979"
"WBGene00006737","WBGene00001979"
"WBGene00018370","WBGene00008920"
"WBGene00013038","WBGene00008920"
"WBGene00007486","WBGene00008920"
"WBGene00009800","WBGene00008920"
"WBGene00004888","WBGene00008920"
"WBGene00014004","WBGene00008920"
"WBGene00001006","WBGene00008920"
"WBGene00004798","WBGene00008920"
"WBGene00019883","WBGene00008920"
"WBGene00021634","WBGene00008920"
"WBGene00002980","WBGene00008920"
"WBGene00000912","WBGene00008920"
"WBGene00017132","WBGene00008920"
"WBGene00021270","WBGene00008920"
"WBGene00009444","WBGene00008920"
"WBGene00016449","WBGene00008920"
"WBGene00017304","WBGene00008920"
"WBGene00001598","WBGene00008920"
"WBGene00004975","WBGene00008920"
"WBGene00004029","WBGene00008920"
"WBGene00022861","WBGene00008920"
"WBGene00004134","WBGene00008920"
"WBGene00003915","WBGene00008920"
"WBGene00017284","WBGene00008920"
"WBGene00012665","WBGene00021097"
"WBGene00017284","WBGene00021097"
"WBGene00004042","WBGene00021097"
"WBGene00015971","WBGene00016200"
"WBGene00004143","WBGene00016200"
"WBGene00004042","WBGene00016200"
"WBGene00006727","WBGene00009482"
"WBGene00002238","WBGene00009482"
"WBGene00003925","WBGene00009482"
"WBGene00003936","WBGene00009482"
"WBGene00016200","WBGene00009482"
"WBGene00019543","WBGene00004392"
"WBGene00017284","WBGene00004392"
"WBGene00006727","WBGene00004392"
"WBGene00004042","WBGene00004392"
"WBGene00016201","WBGene00008132"
"WBGene00004888","WBGene00008132"
"WBGene00003036","WBGene00008132"
"WBGene00001598","WBGene00008132"
"WBGene00001834","WBGene00008132"
"WBGene00004042","WBGene00008132"
"WBGene00011195","WBGene00008132"
"WBGene00004888","WBGene00017244"
"WBGene00003036","WBGene00017244"
"WBGene00001598","WBGene00017244"
"WBGene00011195","WBGene00017244"
"WBGene00009272","WBGene00017244"
"WBGene00004888","WBGene00010308"
"WBGene00010308","WBGene00011399"
"WBGene00004888","WBGene00011399"
"WBGene00006727","WBGene00011399"
"WBGene00001834","WBGene00000502"
"WBGene00006843","WBGene00003497"
"WBGene00001598","WBGene00003497"
"WBGene00004798","WBGene00003497"
"WBGene00001006","WBGene00003497"
"WBGene00012712","WBGene00003497"
"WBGene00012712","WBGene00000254"
"WBGene00003401","WBGene00017355"
"WBGene00012891","WBGene00017355"
"WBGene00006815","WBGene00017355"
"WBGene00003150","WBGene00017355"
"WBGene00011344","WBGene00017355"
"WBGene00001678","WBGene00004367"
"WBGene00015787","WBGene00004367"
"WBGene00002231","WBGene00003576"
"WBGene00018900","WBGene00003576"
"WBGene00001834","WBGene00003576"
"WBGene00003936","WBGene00006993"
"WBGene00013223","WBGene00006993"
"WBGene00004433","WBGene00023418"
"WBGene00006993","WBGene00023418"
"WBGene00006577","WBGene00023418"
"WBGene00006725","WBGene00023418"
"WBGene00004254","WBGene00023418"
"WBGene00002999","WBGene00023418"
"WBGene00003921","WBGene00023418"
"WBGene00008257","WBGene00023418"
"WBGene00000018","WBGene00023418"
"WBGene00012891","WBGene00023418"
"WBGene00006820","WBGene00023418"
"WBGene00009004","WBGene00023418"
"WBGene00007047","WBGene00023418"
"WBGene00004888","WBGene00023418"
"WBGene00002991","WBGene00010573"
"WBGene00002999","WBGene00010573"
"WBGene00003918","WBGene00010573"
"WBGene00006993","WBGene00010573"
"WBGene00006727","WBGene00044070"
"WBGene00001598","WBGene00044070"
"WBGene00003036","WBGene00044070"
"WBGene00004888","WBGene00044070"
"WBGene00015477","WBGene00004507"
"WBGene00004507","WBGene00013132"
"WBGene00004719","WBGene00013132"
"WBGene00004507","WBGene00003704"
"WBGene00004013","WBGene00003704"
"WBGene00007029","WBGene00003704"
"WBGene00003701","WBGene00003704"
"WBGene00009998","WBGene00003704"
"WBGene00003046","WBGene00003704"
"WBGene00003033","WBGene00003704"
"WBGene00007016","WBGene00003704"
"WBGene00001182","WBGene00003704"
"WBGene00004862","WBGene00003704"
"WBGene00003939","WBGene00003704"
"WBGene00018740","WBGene00003704"
"WBGene00001574","WBGene00003704"
"WBGene00004319","WBGene00003704"
"WBGene00003218","WBGene00003704"
"WBGene00003847","WBGene00003704"
"WBGene00003633","WBGene00003704"
"WBGene00023498","WBGene00003704"
"WBGene00002999","WBGene00003704"
"WBGene00001834","WBGene00012458"
"WBGene00006474","WBGene00012458"
"WBGene00009924","WBGene00012458"
"WBGene00012458","WBGene00001088"
"WBGene00018812","WBGene00001088"
"WBGene00016409","WBGene00001088"
"WBGene00015971","WBGene00001088"
"WBGene00000912","WBGene00001088"
"WBGene00004134","WBGene00001088"
"WBGene00001834","WBGene00001088"
"WBGene00004143","WBGene00001088"
"WBGene00006474","WBGene00001088"
"WBGene00009924","WBGene00001088"
"WBGene00003681","WBGene00022861"
"WBGene00002999","WBGene00022861"
"WBGene00006726","WBGene00022861"
"WBGene00017088","WBGene00022861"
"WBGene00003406","WBGene00022861"
"WBGene00006739","WBGene00022861"
"WBGene00004029","WBGene00022861"
"WBGene00001834","WBGene00001646"
"WBGene00006773","WBGene00001434"
"WBGene00006870","WBGene00001434"
"WBGene00001377","WBGene00002196"
"WBGene00003936","WBGene00002196"
"WBGene00000220","WBGene00002196"
"WBGene00002881","WBGene00002196"
"WBGene00003150","WBGene00002196"
"WBGene00003058","WBGene00002196"
"WBGene00002191","WBGene00002196"
"WBGene00002989","WBGene00002196"
"WBGene00000912","WBGene00002196"
"WBGene00004798","WBGene00002196"
"WBGene00003406","WBGene00002196"
"WBGene00001598","WBGene00002196"
"WBGene00006843","WBGene00002196"
"WBGene00019862","WBGene00002196"
"WBGene00007877","WBGene00002196"
"WBGene00011333","WBGene00002196"
"WBGene00011195","WBGene00002196"
"WBGene00001513","WBGene00009082"
"WBGene00004367","WBGene00009082"
"WBGene00003805","WBGene00009082"
"WBGene00003048","WBGene00009082"
"WBGene00015128","WBGene00009082"
"WBGene00000018","WBGene00009082"
"WBGene00006820","WBGene00009082"
"WBGene00001006","WBGene00009082"
"WBGene00004798","WBGene00009082"
"WBGene00015971","WBGene00009082"
"WBGene00021270","WBGene00009082"
"WBGene00003036","WBGene00009082"
"WBGene00001598","WBGene00009082"
"WBGene00004975","WBGene00009082"
"WBGene00004134","WBGene00009082"
"WBGene00003915","WBGene00009082"
"WBGene00004888","WBGene00009082"
"WBGene00017284","WBGene00009082"
"WBGene00009272","WBGene00009082"
"WBGene00003149","WBGene00004738"
"WBGene00001006","WBGene00004738"
"WBGene00001834","WBGene00004738"
"WBGene00004738","WBGene00004737"
"WBGene00001834","WBGene00004737"
"WBGene00006727","WBGene00004737"
"WBGene00004738","WBGene00004333"
"WBGene00000099","WBGene00004333"
"WBGene00018371","WBGene00006791"
"WBGene00000238","WBGene00006791"
"WBGene00004134","WBGene00006791"
"WBGene00017284","WBGene00006791"
"WBGene00003639","WBGene00006791"
"WBGene00017816","WBGene00006964"
"WBGene00002845","WBGene00006964"
"WBGene00003406","WBGene00006964"
"WBGene00006843","WBGene00006964"
"WBGene00011333","WBGene00006964"
"WBGene00004888","WBGene00006964"
"WBGene00001834","WBGene00006964"
"WBGene00011061","WBGene00006964"
"WBGene00001995","WBGene00005010"
"WBGene00004888","WBGene00005010"
"WBGene00005010","WBGene00005006"
"WBGene00001834","WBGene00005006"
"WBGene00007059","WBGene00002067"
"WBGene00003936","WBGene00002067"
"WBGene00001006","WBGene00002067"
"WBGene00001598","WBGene00002067"
"WBGene00008999","WBGene00002067"
"WBGene00004888","WBGene00002067"
"WBGene00004042","WBGene00002067"
"WBGene00000417","WBGene00000565"
"WBGene00000565","WBGene00003052"
"WBGene00006993","WBGene00003052"
"WBGene00006381","WBGene00003052"
"WBGene00000838","WBGene00003052"
"WBGene00001833","WBGene00003052"
"WBGene00003796","WBGene00003052"
"WBGene00007710","WBGene00003052"
"WBGene00005016","WBGene00003052"
"WBGene00003210","WBGene00003052"
"WBGene00002130","WBGene00003052"
"WBGene00003928","WBGene00003052"
"WBGene00004726","WBGene00003052"
"WBGene00009082","WBGene00003052"
"WBGene00003805","WBGene00003052"
"WBGene00006577","WBGene00003052"
"WBGene00019432","WBGene00003052"
"WBGene00003401","WBGene00003052"
"WBGene00004350","WBGene00003052"
"WBGene00001227","WBGene00003052"
"WBGene00006816","WBGene00003052"
"WBGene00000100","WBGene00003052"
"WBGene00015418","WBGene00003052"
"WBGene00006438","WBGene00003052"
"WBGene00004202","WBGene00003052"
"WBGene00008257","WBGene00003052"
"WBGene00004888","WBGene00003052"
"WBGene00000390","WBGene00003052"
"WBGene00001006","WBGene00003052"
"WBGene00004798","WBGene00003052"
"WBGene00004043","WBGene00003052"
"WBGene00000499","WBGene00003052"
"WBGene00000942","WBGene00003052"
"WBGene00021270","WBGene00003052"
"WBGene00009444","WBGene00003052"
"WBGene00017304","WBGene00003052"
"WBGene00001598","WBGene00003052"
"WBGene00004975","WBGene00003052"
"WBGene00011333","WBGene00003052"
"WBGene00003870","WBGene00003052"
"WBGene00004042","WBGene00003052"
"WBGene00004134","WBGene00003052"
"WBGene00008999","WBGene00003052"
"WBGene00017284","WBGene00003052"
"WBGene00006727","WBGene00003052"
"WBGene00009272","WBGene00003052"
"WBGene00006870","WBGene00006827"
"WBGene00000438","WBGene00006827"
"WBGene00010012","WBGene00006827"
"WBGene00001438","WBGene00006827"
"WBGene00003847","WBGene00006827"
"WBGene00000433","WBGene00006827"
"WBGene00001252","WBGene00006827"
"WBGene00001955","WBGene00006827"
"WBGene00004013","WBGene00006827"
"WBGene00003480","WBGene00006827"
"WBGene00001964","WBGene00006827"
"WBGene00001981","WBGene00006827"
"WBGene00008762","WBGene00006827"
"WBGene00003388","WBGene00006827"
"WBGene00003624","WBGene00006827"
"WBGene00003021","WBGene00006827"
"WBGene00003939","WBGene00006827"
"WBGene00004858","WBGene00006827"
"WBGene00009998","WBGene00006827"
"WBGene00003704","WBGene00006827"
"WBGene00007732","WBGene00006827"
"WBGene00007029","WBGene00006827"
"WBGene00003865","WBGene00006827"
"WBGene00006778","WBGene00006827"
"WBGene00003231","WBGene00006827"
"WBGene00007013","WBGene00006827"
"WBGene00004862","WBGene00006827"
"WBGene00006604","WBGene00006827"
"WBGene00003087","WBGene00006827"
"WBGene00003000","WBGene00006827"
"WBGene00003938","WBGene00006827"
"WBGene00015523","WBGene00006827"
"WBGene00006826","WBGene00006827"
"WBGene00003401","WBGene00006827"
"WBGene00004858","WBGene00004471"
"WBGene00004180","WBGene00004471"
"WBGene00004798","WBGene00004471"
"WBGene00002016","WBGene00004471"
"WBGene00002045","WBGene00004471"
"WBGene00003415","WBGene00004471"
"WBGene00017132","WBGene00004471"
"WBGene00021270","WBGene00004471"
"WBGene00011061","WBGene00004471"
"WBGene00011333","WBGene00004471"
"WBGene00004134","WBGene00004471"
"WBGene00008999","WBGene00004471"
"WBGene00003915","WBGene00004471"
"WBGene00004888","WBGene00004471"
"WBGene00004143","WBGene00004471"
"WBGene00017284","WBGene00004471"
"WBGene00006727","WBGene00004471"
"WBGene00004042","WBGene00004471"
"WBGene00009772","WBGene00004471"
"WBGene00001598","WBGene00004471"
"WBGene00006391","WBGene00011559"
"WBGene00002881","WBGene00011559"
"WBGene00006765","WBGene00011559"
"WBGene00004042","WBGene00011559"
"WBGene00011195","WBGene00011559"
"WBGene00013038","WBGene00004433"
"WBGene00002045","WBGene00004433"
"WBGene00017132","WBGene00004433"
"WBGene00021270","WBGene00004433"
"WBGene00009444","WBGene00004433"
"WBGene00016449","WBGene00004433"
"WBGene00001598","WBGene00004433"
"WBGene00011333","WBGene00004433"
"WBGene00022861","WBGene00004433"
"WBGene00021676","WBGene00004433"
"WBGene00004134","WBGene00004433"
"WBGene00008999","WBGene00004433"
"WBGene00003915","WBGene00004433"
"WBGene00004888","WBGene00004433"
"WBGene00004143","WBGene00004433"
"WBGene00017284","WBGene00004433"
"WBGene00001973","WBGene00004433"
"WBGene00006727","WBGene00004433"
"WBGene00004042","WBGene00004433"
"WBGene00011061","WBGene00004433"
"WBGene00009272","WBGene00004433"
"WBGene00004888","WBGene00004472"
"WBGene00004798","WBGene00004472"
"WBGene00002045","WBGene00004472"
"WBGene00003415","WBGene00004472"
"WBGene00017132","WBGene00004472"
"WBGene00021270","WBGene00004472"
"WBGene00009444","WBGene00004472"
"WBGene00016449","WBGene00004472"
"WBGene00001598","WBGene00004472"
"WBGene00011061","WBGene00004472"
"WBGene00011333","WBGene00004472"
"WBGene00004134","WBGene00004472"
"WBGene00008999","WBGene00004472"
"WBGene00003915","WBGene00004472"
"WBGene00004143","WBGene00004472"
"WBGene00006727","WBGene00004472"
"WBGene00004042","WBGene00004472"
"WBGene00009272","WBGene00004472"
"WBGene00004029","WBGene00011944"
"WBGene00001973","WBGene00011944"
"WBGene00004472","WBGene00011944"
"WBGene00000229","WBGene00004469"
"WBGene00004798","WBGene00004469"
"WBGene00012230","WBGene00004469"
"WBGene00002045","WBGene00004469"
"WBGene00001831","WBGene00004469"
"WBGene00003415","WBGene00004469"
"WBGene00017132","WBGene00004469"
"WBGene00021270","WBGene00004469"
"WBGene00016449","WBGene00004469"
"WBGene00001598","WBGene00004469"
"WBGene00011061","WBGene00004469"
"WBGene00015787","WBGene00004469"
"WBGene00011333","WBGene00004469"
"WBGene00004134","WBGene00004469"
"WBGene00008999","WBGene00004469"
"WBGene00003915","WBGene00004469"
"WBGene00004888","WBGene00004469"
"WBGene00004143","WBGene00004469"
"WBGene00006727","WBGene00004469"
"WBGene00004042","WBGene00004469"
"WBGene00009272","WBGene00004469"
"WBGene00004469","WBGene00004490"
"WBGene00021634","WBGene00004490"
"WBGene00017132","WBGene00004490"
"WBGene00021270","WBGene00004490"
"WBGene00009444","WBGene00004490"
"WBGene00016449","WBGene00004490"
"WBGene00017304","WBGene00004490"
"WBGene00003036","WBGene00004490"
"WBGene00001598","WBGene00004490"
"WBGene00011061","WBGene00004490"
"WBGene00011333","WBGene00004490"
"WBGene00004134","WBGene00004490"
"WBGene00008999","WBGene00004490"
"WBGene00003915","WBGene00004490"
"WBGene00017284","WBGene00004490"
"WBGene00006727","WBGene00004490"
"WBGene00004042","WBGene00004490"
"WBGene00011195","WBGene00004490"
"WBGene00001018","WBGene00010556"
"WBGene00004806","WBGene00010556"
"WBGene00004888","WBGene00010556"
"WBGene00000390","WBGene00010556"
"WBGene00001006","WBGene00010556"
"WBGene00002632","WBGene00010556"
"WBGene00004798","WBGene00010556"
"WBGene00020068","WBGene00010556"
"WBGene00001595","WBGene00010556"
"WBGene00022861","WBGene00010556"
"WBGene00002980","WBGene00010556"
"WBGene00001526","WBGene00010556"
"WBGene00017132","WBGene00010556"
"WBGene00021270","WBGene00010556"
"WBGene00003036","WBGene00010556"
"WBGene00001598","WBGene00010556"
"WBGene00011061","WBGene00010556"
"WBGene00015787","WBGene00010556"
"WBGene00021676","WBGene00010556"
"WBGene00011333","WBGene00010556"
"WBGene00004134","WBGene00010556"
"WBGene00008999","WBGene00010556"
"WBGene00001834","WBGene00010556"
"WBGene00004143","WBGene00010556"
"WBGene00017284","WBGene00010556"
"WBGene00006727","WBGene00010556"
"WBGene00004042","WBGene00010556"
"WBGene00009272","WBGene00010556"
"WBGene00003149","WBGene00017830"
"WBGene00000912","WBGene00017830"
"WBGene00004029","WBGene00017830"
"WBGene00001834","WBGene00017830"
"WBGene00006727","WBGene00017830"
"WBGene00000899","WBGene00000182"
"WBGene00004466","WBGene00000182"
"WBGene00004134","WBGene00000182"
"WBGene00004888","WBGene00000182"
"WBGene00017284","WBGene00000182"
"WBGene00006727","WBGene00000182"
"WBGene00003639","WBGene00000182"
"WBGene00001598","WBGene00010304"
"WBGene00010304","WBGene00003952"
"WBGene00001598","WBGene00003952"
"WBGene00004029","WBGene00003952"
"WBGene00021676","WBGene00003952"
"WBGene00004888","WBGene00003952"
"WBGene00017284","WBGene00003952"
"WBGene00004042","WBGene00003952"
"WBGene00010304","WBGene00006359"
"WBGene00006765","WBGene00006359"
"WBGene00003936","WBGene00006364"
"WBGene00002991","WBGene00006364"
"WBGene00006831","WBGene00006364"
"WBGene00004215","WBGene00006364"
"WBGene00006727","WBGene00006364"
"WBGene00004719","WBGene00006364"
"WBGene00003401","WBGene00017931"
"WBGene00003936","WBGene00017931"
"WBGene00003936","WBGene00012891"
"WBGene00004806","WBGene00012891"
"WBGene00004198","WBGene00012891"
"WBGene00005077","WBGene00012891"
"WBGene00001006","WBGene00012891"
"WBGene00003936","WBGene00001008"
"WBGene00003936","WBGene00007412"
"WBGene00019862","WBGene00007412"
"WBGene00011333","WBGene00007412"
"WBGene00003936","WBGene00003515"
"WBGene00002173","WBGene00003515"
"WBGene00001978","WBGene00003515"
"WBGene00006444","WBGene00003515"
"WBGene00002999","WBGene00003515"
"WBGene00004888","WBGene00003515"
"WBGene00017132","WBGene00003515"
"WBGene00021270","WBGene00003515"
"WBGene00009444","WBGene00003515"
"WBGene00001598","WBGene00003515"
"WBGene00004975","WBGene00003515"
"WBGene00004134","WBGene00003515"
"WBGene00008999","WBGene00003515"
"WBGene00003915","WBGene00003515"
"WBGene00004143","WBGene00003515"
"WBGene00006727","WBGene00003515"
"WBGene00009272","WBGene00003515"
"WBGene00003936","WBGene00002054"
"WBGene00012972","WBGene00002054"
"WBGene00018365","WBGene00002054"
"WBGene00001006","WBGene00002054"
"WBGene00004888","WBGene00002054"
"WBGene00023498","WBGene00002054"
"WBGene00003021","WBGene00002054"
"WBGene00000390","WBGene00002054"
"WBGene00002632","WBGene00002054"
"WBGene00021270","WBGene00002054"
"WBGene00016449","WBGene00002054"
"WBGene00001598","WBGene00002054"
"WBGene00002067","WBGene00002054"
"WBGene00006377","WBGene00002054"
"WBGene00004029","WBGene00002054"
"WBGene00015791","WBGene00002054"
"WBGene00008999","WBGene00002054"
"WBGene00003915","WBGene00002054"
"WBGene00006727","WBGene00002054"
"WBGene00004955","WBGene00002054"
"WBGene00009272","WBGene00002054"
"WBGene00006868","WBGene00004302"
"WBGene00013038","WBGene00004302"
"WBGene00000390","WBGene00004302"
"WBGene00004888","WBGene00004302"
"WBGene00001006","WBGene00004302"
"WBGene00004798","WBGene00004302"
"WBGene00009717","WBGene00004302"
"WBGene00001598","WBGene00004302"
"WBGene00003834","WBGene00004302"
"WBGene00004975","WBGene00004302"
"WBGene00011333","WBGene00004302"
"WBGene00004134","WBGene00004302"
"WBGene00017284","WBGene00004302"
"WBGene00006727","WBGene00004302"
"WBGene00011195","WBGene00004302"
"WBGene00004302","WBGene00016971"
"WBGene00004042","WBGene00016971"
"WBGene00003401","WBGene00011352"
"WBGene00003026","WBGene00011352"
"WBGene00003401","WBGene00004806"
"WBGene00012230","WBGene00004806"
"WBGene00011333","WBGene00004806"
"WBGene00004042","WBGene00004806"
"WBGene00004302","WBGene00011994"
"WBGene00003150","WBGene00011994"
"WBGene00017304","WBGene00011994"
"WBGene00011333","WBGene00011994"
"WBGene00003870","WBGene00011994"
"WBGene00009272","WBGene00011994"
"WBGene00004302","WBGene00000802"
"WBGene00003417","WBGene00000802"
"WBGene00006701","WBGene00000802"
"WBGene00001006","WBGene00000802"
"WBGene00004798","WBGene00000802"
"WBGene00013766","WBGene00000802"
"WBGene00021270","WBGene00000802"
"WBGene00003036","WBGene00000802"
"WBGene00004029","WBGene00000802"
"WBGene00022861","WBGene00000802"
"WBGene00021676","WBGene00000802"
"WBGene00004134","WBGene00000802"
"WBGene00008999","WBGene00000802"
"WBGene00003915","WBGene00000802"
"WBGene00004888","WBGene00000802"
"WBGene00017284","WBGene00000802"
"WBGene00006727","WBGene00000802"
"WBGene00004042","WBGene00000802"
"WBGene00011195","WBGene00000802"
"WBGene00009272","WBGene00000802"
"WBGene00015971","WBGene00017328"
"WBGene00004302","WBGene00017328"
"WBGene00000865","WBGene00000405"
"WBGene00001051","WBGene00000405"
"WBGene00002845","WBGene00000405"
"WBGene00004888","WBGene00000405"
"WBGene00000868","WBGene00000405"
"WBGene00001598","WBGene00000405"
"WBGene00007877","WBGene00000405"
"WBGene00019862","WBGene00000405"
"WBGene00011333","WBGene00000405"
"WBGene00001834","WBGene00000405"
"WBGene00006727","WBGene00000405"
"WBGene00011195","WBGene00000405"
"WBGene00004888","WBGene00004918"
"WBGene00007111","WBGene00004918"
"WBGene00019883","WBGene00004918"
"WBGene00001834","WBGene00004918"
"WBGene00004918","WBGene00004917"
"WBGene00013038","WBGene00004917"
"WBGene00007111","WBGene00004917"
"WBGene00017088","WBGene00004917"
"WBGene00019883","WBGene00004917"
"WBGene00000912","WBGene00004917"
"WBGene00017132","WBGene00004917"
"WBGene00001598","WBGene00004917"
"WBGene00004143","WBGene00004917"
"WBGene00017284","WBGene00004917"
"WBGene00014222","WBGene00001155"
"WBGene00004774","WBGene00001155"
"WBGene00004888","WBGene00001155"
"WBGene00001006","WBGene00001155"
"WBGene00001595","WBGene00001155"
"WBGene00003406","WBGene00001155"
"WBGene00021270","WBGene00001155"
"WBGene00016449","WBGene00001155"
"WBGene00003036","WBGene00001155"
"WBGene00001598","WBGene00001155"
"WBGene00004134","WBGene00001155"
"WBGene00017284","WBGene00001155"
"WBGene00004955","WBGene00001155"
"WBGene00011195","WBGene00001155"
"WBGene00009272","WBGene00001155"
"WBGene00014222","WBGene00011292"
"WBGene00001028","WBGene00011292"
"WBGene00008387","WBGene00011292"
"WBGene00002980","WBGene00011292"
"WBGene00018135","WBGene00011292"
"WBGene00004798","WBGene00011292"
"WBGene00002187","WBGene00001598"
"WBGene00009272","WBGene00001598"
"WBGene00016002","WBGene00001598"
"WBGene00011333","WBGene00001598"
"WBGene00003834","WBGene00001598"
"WBGene00000817","WBGene00001598"
"WBGene00004888","WBGene00001598"
"WBGene00002016","WBGene00001598"
"WBGene00003406","WBGene00001598"
"WBGene00001598","WBGene00003915"
"WBGene00008999","WBGene00003915"
"WBGene00004888","WBGene00001178"
"WBGene00000018","WBGene00001178"
"WBGene00001178","WBGene00007653"
"WBGene00004888","WBGene00007653"
"WBGene00004798","WBGene00007653"
"WBGene00001598","WBGene00007653"
"WBGene00004134","WBGene00007653"
"WBGene00017284","WBGene00007653"
"WBGene00006727","WBGene00007653"
"WBGene00006746","WBGene00006776"
"WBGene00005077","WBGene00006776"
"WBGene00022154","WBGene00006776"
"WBGene00009304","WBGene00006776"
"WBGene00022861","WBGene00006776"
"WBGene00004767","WBGene00006776"
"WBGene00011995","WBGene00004286"
"WBGene00002173","WBGene00003514"
"WBGene00004888","WBGene00003514"
"WBGene00000417","WBGene00003514"
"WBGene00002980","WBGene00003514"
"WBGene00009444","WBGene00003514"
"WBGene00001598","WBGene00003514"
"WBGene00004975","WBGene00003514"
"WBGene00011333","WBGene00003514"
"WBGene00004134","WBGene00003514"
"WBGene00008999","WBGene00003514"
"WBGene00003915","WBGene00003514"
"WBGene00006727","WBGene00003514"
"WBGene00009272","WBGene00003514"
"WBGene00003994","WBGene00011061"
"WBGene00003026","WBGene00011061"
"WBGene00004888","WBGene00011061"
"WBGene00014208","WBGene00011061"
"WBGene00001973","WBGene00011061"
"WBGene00003406","WBGene00011061"
"WBGene00001598","WBGene00011061"
"WBGene00011333","WBGene00011061"
"WBGene00011195","WBGene00011061"
"WBGene00011061","WBGene00010280"
"WBGene00004888","WBGene00010280"
"WBGene00001006","WBGene00010280"
"WBGene00009717","WBGene00010280"
"WBGene00001598","WBGene00010280"
"WBGene00004975","WBGene00010280"
"WBGene00011333","WBGene00010280"
"WBGene00001834","WBGene00010280"
"WBGene00022034","WBGene00010280"
"WBGene00004143","WBGene00010280"
"WBGene00004042","WBGene00010280"
"WBGene00004888","WBGene00004478"
"WBGene00004798","WBGene00004478"
"WBGene00000231","WBGene00004478"
"WBGene00021270","WBGene00004478"
"WBGene00016449","WBGene00004478"
"WBGene00001598","WBGene00004478"
"WBGene00011333","WBGene00004478"
"WBGene00004134","WBGene00004478"
"WBGene00008999","WBGene00004478"
"WBGene00003915","WBGene00004478"
"WBGene00017284","WBGene00004478"
"WBGene00001973","WBGene00004478"
"WBGene00006727","WBGene00004478"
