"protein1","protein2"
"FBgn0267978","FBgn0265598"
"FBgn0003118","FBgn0265598"
"FBgn0262447","FBgn0265598"
"FBgn0004197","FBgn0265598"
"FBgn0264978","FBgn0265598"
"FBgn0003396","FBgn0265598"
"FBgn0262373","FBgn0265598"
"FBgn0261885","FBgn0265598"
"FBgn0036449","FBgn0037562"
"FBgn0030608","FBgn0037562"
"FBgn0036937","FBgn0033558"
"FBgn0001134","FBgn0033558"
"FBgn0036727","FBgn0033558"
"FBgn0261854","FBgn0035583"
"FBgn0034970","FBgn0035583"
"FBgn0262656","FBgn0034802"
"FBgn0013307","FBgn0034802"
"FBgn0010014","FBgn0015614"
"FBgn0000709","FBgn0015614"
"FBgn0266465","FBgn0038331"
"FBgn0015513","FBgn0024811"
"FBgn0284248","FBgn0086907"
"FBgn0000121","FBgn0267828"
"FBgn0002940","FBgn0267828"
"FBgn0000721","FBgn0011768"
"FBgn0003479","FBgn0263831"
"FBgn0040347","FBgn0263831"
"FBgn0001199","FBgn0014857"
"FBgn0001199","FBgn0004828"
"FBgn0015477","FBgn0266599"
"FBgn0004179","FBgn0266599"
"FBgn0040931","FBgn0266599"
"FBgn0037218","FBgn0266599"
"FBgn0026317","FBgn0266599"
"FBgn0001169","FBgn0266599"
"FBgn0262656","FBgn0027525"
"FBgn0032246","FBgn0038167"
"FBgn0000229","FBgn0038167"
"FBgn0243512","FBgn0038167"
"FBgn0260635","FBgn0038167"
"FBgn0010909","FBgn0038167"
"FBgn0003514","FBgn0038167"
"FBgn0010303","FBgn0038167"
"FBgn0023169","FBgn0038167"
"FBgn0033657","FBgn0038167"
"FBgn0024291","FBgn0051216"
"FBgn0003079","FBgn0032816"
"FBgn0003366","FBgn0032816"
"FBgn0284084","FBgn0259937"
"FBgn0029840","FBgn0259937"
"FBgn0004618","FBgn0011826"
"FBgn0010014","FBgn0011826"
"FBgn0003371","FBgn0011826"
"FBgn0063648","FBgn0011826"
"FBgn0063646","FBgn0011826"
"FBgn0036746","FBgn0011826"
"FBgn0003731","FBgn0011826"
"FBgn0063647","FBgn0011826"
"FBgn0031213","FBgn0011826"
"FBgn0015614","FBgn0011826"
"FBgn0003205","FBgn0011826"
"FBgn0063597","FBgn0011826"
"FBgn0063645","FBgn0011826"
"FBgn0003118","FBgn0011826"
"FBgn0063644","FBgn0011826"
"FBgn0014388","FBgn0011826"
"FBgn0003416","FBgn0011826"
"FBgn0063598","FBgn0011826"
"FBgn0011656","FBgn0011826"
"FBgn0063596","FBgn0011826"
"FBgn0263199","FBgn0011826"
"FBgn0086370","FBgn0011826"
"FBgn0004390","FBgn0011826"
"FBgn0063643","FBgn0011826"
"FBgn0267385","FBgn0026379"
"FBgn0034897","FBgn0026379"
"FBgn0027492","FBgn0026379"
"FBgn0035850","FBgn0026379"
"FBgn0028325","FBgn0026379"
"FBgn0031006","FBgn0026379"
"FBgn0041191","FBgn0026379"
"FBgn0041111","FBgn0026379"
"FBgn0028978","FBgn0026379"
"FBgn0004170","FBgn0026379"
"FBgn0283427","FBgn0026379"
"FBgn0021796","FBgn0026379"
"FBgn0263198","FBgn0026379"
"FBgn0003071","FBgn0026379"
"FBgn0000448","FBgn0026379"
"FBgn0024248","FBgn0026379"
"FBgn0283472","FBgn0026379"
"FBgn0263395","FBgn0026379"
"FBgn0033885","FBgn0026379"
"FBgn0026181","FBgn0026379"
"FBgn0037976","FBgn0026379"
"FBgn0001257","FBgn0026379"
"FBgn0260945","FBgn0026379"
"FBgn0003205","FBgn0026379"
"FBgn0003731","FBgn0026379"
"FBgn0036046","FBgn0026379"
"FBgn0011829","FBgn0026379"
"FBgn0025630","FBgn0026379"
"FBgn0015589","FBgn0026379"
"FBgn0001258","FBgn0026379"
"FBgn0005198","FBgn0026379"
"FBgn0004622","FBgn0026379"
"FBgn0039802","FBgn0026379"
"FBgn0041183","FBgn0026379"
"FBgn0039044","FBgn0026379"
"FBgn0000229","FBgn0026379"
"FBgn0010333","FBgn0026379"
"FBgn0000524","FBgn0026379"
"FBgn0024734","FBgn0026379"
"FBgn0026317","FBgn0026379"
"FBgn0022739","FBgn0026379"
"FBgn0001942","FBgn0026379"
"FBgn0010379","FBgn0026379"
"FBgn0015279","FBgn0026379"
"FBgn0040491","FBgn0026379"
"FBgn0037203","FBgn0026379"
"FBgn0025800","FBgn0026379"
"FBgn0034970","FBgn0026379"
"FBgn0011300","FBgn0026379"
"FBgn0003366","FBgn0026379"
"FBgn0038197","FBgn0026379"
"FBgn0283499","FBgn0026379"
"FBgn0260635","FBgn0010333"
"FBgn0016917","FBgn0010333"
"FBgn0033636","FBgn0010333"
"FBgn0041111","FBgn0010333"
"FBgn0034644","FBgn0010333"
"FBgn0083243","FBgn0010333"
"FBgn0039994","FBgn0010333"
"FBgn0278608","FBgn0010333"
"FBgn0263995","FBgn0010333"
"FBgn0002413","FBgn0010333"
"FBgn0004864","FBgn0010333"
"FBgn0020299","FBgn0010333"
"FBgn0031968","FBgn0010333"
"FBgn0043362","FBgn0010333"
"FBgn0011817","FBgn0010333"
"FBgn0000317","FBgn0010333"
"FBgn0004956","FBgn0010333"
"FBgn0003090","FBgn0010333"
"FBgn0010341","FBgn0010333"
"FBgn0003392","FBgn0010333"
"FBgn0020510","FBgn0010333"
"FBgn0004569","FBgn0010333"
"FBgn0083240","FBgn0010333"
"FBgn0285955","FBgn0010333"
"FBgn0028734","FBgn0010333"
"FBgn0015838","FBgn0010333"
"FBgn0283657","FBgn0010333"
"FBgn0003716","FBgn0010333"
"FBgn0004865","FBgn0010333"
"FBgn0259228","FBgn0010333"
"FBgn0086361","FBgn0010333"
"FBgn0005536","FBgn0010333"
"FBgn0001965","FBgn0010333"
"FBgn0035590","FBgn0010333"
"FBgn0086356","FBgn0010333"
"FBgn0267698","FBgn0010333"
"FBgn0026181","FBgn0010333"
"FBgn0003391","FBgn0010333"
"FBgn0005631","FBgn0010333"
"FBgn0015790","FBgn0010333"
"FBgn0285896","FBgn0010333"
"FBgn0264707","FBgn0010333"
"FBgn0263864","FBgn0010333"
"FBgn0045843","FBgn0010333"
"FBgn0025740","FBgn0010333"
"FBgn0010303","FBgn0010333"
"FBgn0015247","FBgn0010333"
"FBgn0014135","FBgn0010333"
"FBgn0287873","FBgn0010333"
"FBgn0014020","FBgn0010333"
"FBgn0001291","FBgn0010333"
"FBgn0030018","FBgn0010333"
"FBgn0004876","FBgn0010333"
"FBgn0033889","FBgn0010333"
"FBgn0283712","FBgn0010333"
"FBgn0004198","FBgn0010333"
"FBgn0041789","FBgn0010333"
"FBgn0011230","FBgn0010333"
"FBgn0013750","FBgn0010333"
"FBgn0264357","FBgn0010333"
"FBgn0003744","FBgn0010333"
"FBgn0011592","FBgn0010333"
"FBgn0000308","FBgn0010333"
"FBgn0264753","FBgn0010333"
"FBgn0267795","FBgn0010333"
"FBgn0011648","FBgn0010333"
"FBgn0010909","FBgn0010333"
"FBgn0026404","FBgn0010333"
"FBgn0032409","FBgn0010333"
"FBgn0261278","FBgn0010333"
"FBgn0015513","FBgn0010333"
"FBgn0030082","FBgn0010333"
"FBgn0000229","FBgn0010333"
"FBgn0038853","FBgn0010333"
"FBgn0014011","FBgn0010333"
"FBgn0024277","FBgn0010333"
"FBgn0000239","FBgn0010333"
"FBgn0000042","FBgn0010333"
"FBgn0039532","FBgn0010333"
"FBgn0038320","FBgn0010333"
"FBgn0283658","FBgn0010333"
"FBgn0002973","FBgn0010333"
"FBgn0024179","FBgn0010333"
"FBgn0243512","FBgn0010333"
"FBgn0003514","FBgn0010333"
"FBgn0036844","FBgn0003079"
"FBgn0001233","FBgn0003079"
"FBgn0263289","FBgn0003079"
"FBgn0014388","FBgn0003079"
"FBgn0010303","FBgn0003079"
"FBgn0010417","FBgn0003079"
"FBgn0004636","FBgn0003079"
"FBgn0043588","FBgn0003079"
"FBgn0016642","FBgn0003079"
"FBgn0016732","FBgn0003079"
"FBgn0284084","FBgn0003079"
"FBgn0015379","FBgn0003079"
"FBgn0001291","FBgn0003079"
"FBgn0014020","FBgn0003079"
"FBgn0000097","FBgn0003079"
"FBgn0013724","FBgn0003079"
"FBgn0010280","FBgn0003079"
"FBgn0000320","FBgn0003079"
"FBgn0016977","FBgn0003079"
"FBgn0014889","FBgn0003079"
"FBgn0003205","FBgn0003079"
"FBgn0004644","FBgn0003079"
"FBgn0014886","FBgn0003079"
"FBgn0016646","FBgn0003079"
"FBgn0086356","FBgn0003079"
"FBgn0016640","FBgn0003079"
"FBgn0000382","FBgn0003079"
"FBgn0016736","FBgn0003079"
"FBgn0003169","FBgn0003079"
"FBgn0037530","FBgn0003079"
"FBgn0262699","FBgn0003079"
"FBgn0003731","FBgn0003079"
"FBgn0016647","FBgn0003079"
"FBgn0020238","FBgn0003079"
"FBgn0014885","FBgn0003079"
"FBgn0002643","FBgn0003079"
"FBgn0041111","FBgn0003079"
"FBgn0016731","FBgn0003079"
"FBgn0016644","FBgn0003079"
"FBgn0032292","FBgn0003079"
"FBgn0261270","FBgn0003079"
"FBgn0287873","FBgn0003079"
"FBgn0016638","FBgn0003079"
"FBgn0003310","FBgn0003079"
"FBgn0016639","FBgn0003079"
"FBgn0003256","FBgn0003079"
"FBgn0086779","FBgn0003079"
"FBgn0010551","FBgn0003079"
"FBgn0265778","FBgn0003079"
"FBgn0016643","FBgn0003079"
"FBgn0010333","FBgn0003079"
"FBgn0026181","FBgn0003079"
"FBgn0004177","FBgn0003079"
"FBgn0015402","FBgn0003079"
"FBgn0040297","FBgn0003079"
"FBgn0014888","FBgn0003079"
"FBgn0040332","FBgn0003079"
"FBgn0286070","FBgn0003079"
"FBgn0010269","FBgn0003079"
"FBgn0016645","FBgn0003079"
"FBgn0016641","FBgn0003079"
"FBgn0262866","FBgn0003079"
"FBgn0264959","FBgn0003079"
"FBgn0266557","FBgn0003079"
"FBgn0037875","FBgn0003079"
"FBgn0000229","FBgn0003079"
"FBgn0000212","FBgn0003079"
"FBgn0033081","FBgn0003079"
"FBgn0286828","FBgn0003079"
"FBgn0013725","FBgn0003079"
"FBgn0014887","FBgn0003079"
"FBgn0002031","FBgn0003079"
"FBgn0042085","FBgn0003079"
"FBgn0003118","FBgn0003079"
"FBgn0001965","FBgn0003079"
"FBgn0039183","FBgn0003079"
"FBgn0086361","FBgn0003079"
"FBgn0003205","FBgn0004390"
"FBgn0051481","FBgn0004390"
"FBgn0004587","FBgn0011305"
"FBgn0045770","FBgn0035915"
"FBgn0052351","FBgn0035915"
"FBgn0033860","FBgn0035915"
"FBgn0002543","FBgn0010415"
"FBgn0041604","FBgn0010415"
"FBgn0005631","FBgn0010415"
"FBgn0263930","FBgn0010415"
"FBgn0264089","FBgn0010415"
"FBgn0265974","FBgn0010415"
"FBgn0000464","FBgn0010415"
"FBgn0283734","FBgn0010415"
"FBgn0005198","FBgn0034897"
"FBgn0010316","FBgn0037236"
"FBgn0010382","FBgn0037236"
"FBgn0000490","FBgn0029006"
"FBgn0000490","FBgn0085450"
"FBgn0011300","FBgn0085450"
"FBgn0288966","FBgn0085450"
"FBgn0011648","FBgn0085450"
"FBgn0260635","FBgn0016917"
"FBgn0036411","FBgn0016917"
"FBgn0266410","FBgn0016917"
"FBgn0000490","FBgn0016917"
"FBgn0262733","FBgn0016917"
"FBgn0003502","FBgn0016917"
"FBgn0003205","FBgn0016917"
"FBgn0041184","FBgn0016917"
"FBgn0043903","FBgn0016917"
"FBgn0004864","FBgn0016917"
"FBgn0262081","FBgn0016917"
"FBgn0284084","FBgn0016917"
"FBgn0261111","FBgn0016917"
"FBgn0046123","FBgn0003721"
"FBgn0003015","FBgn0003721"
"FBgn0046118","FBgn0003721"
"FBgn0046119","FBgn0003721"
"FBgn0046124","FBgn0003721"
"FBgn0001308","FBgn0003721"
"FBgn0024836","FBgn0003721"
"FBgn0015790","FBgn0003721"
"FBgn0283442","FBgn0003721"
"FBgn0046122","FBgn0003721"
"FBgn0046125","FBgn0003721"
"FBgn0046120","FBgn0003721"
"FBgn0046117","FBgn0003721"
"FBgn0243511","FBgn0003721"
"FBgn0046121","FBgn0003721"
"FBgn0002736","FBgn0003721"
"FBgn0003042","FBgn0260749"
"FBgn0015799","FBgn0260749"
"FBgn0000546","FBgn0260749"
"FBgn0000629","FBgn0260749"
"FBgn0004647","FBgn0260749"
"FBgn0263456","FBgn0024273"
"FBgn0034789","FBgn0024273"
"FBgn0001169","FBgn0024273"
"FBgn0004647","FBgn0024273"
"FBgn0037750","FBgn0024273"
"FBgn0262716","FBgn0024273"
"FBgn0038747","FBgn0024273"
"FBgn0010341","FBgn0024273"
"FBgn0024833","FBgn0024273"
"FBgn0035533","FBgn0024273"
"FBgn0024179","FBgn0024273"
"FBgn0004367","FBgn0011737"
"FBgn0003302","FBgn0011737"
"FBgn0004106","FBgn0011737"
"FBgn0004647","FBgn0011737"
"FBgn0028978","FBgn0011737"
"FBgn0037657","FBgn0010750"
"FBgn0041171","FBgn0015919"
"FBgn0260635","FBgn0015919"
"FBgn0010382","FBgn0015919"
"FBgn0010316","FBgn0015919"
"FBgn0004647","FBgn0015919"
"FBgn0026479","FBgn0034087"
"FBgn0286784","FBgn0034087"
"FBgn0029870","FBgn0034087"
"FBgn0041100","FBgn0034087"
"FBgn0029891","FBgn0034087"
"FBgn0004644","FBgn0029088"
"FBgn0026404","FBgn0043903"
"FBgn0284084","FBgn0043903"
"FBgn0003205","FBgn0043903"
"FBgn0000404","FBgn0043903"
"FBgn0004864","FBgn0043903"
"FBgn0260635","FBgn0043903"
"FBgn0016917","FBgn0043903"
"FBgn0000577","FBgn0043903"
"FBgn0003731","FBgn0043903"
"FBgn0003612","FBgn0043903"
"FBgn0024288","FBgn0043903"
"FBgn0001965","FBgn0004638"
"FBgn0003205","FBgn0004638"
"FBgn0003079","FBgn0004638"
"FBgn0010333","FBgn0004656"
"FBgn0003862","FBgn0004656"
"FBgn0000139","FBgn0004656"
"FBgn0023225","FBgn0010097"
"FBgn0000351","FBgn0001133"
"FBgn0010431","FBgn0001133"
"FBgn0051368","FBgn0001137"
"FBgn0000114","FBgn0001137"
"FBgn0032006","FBgn0001137"
"FBgn0020248","FBgn0001137"
"FBgn0015399","FBgn0001137"
"FBgn0015754","FBgn0001137"
"FBgn0027053","FBgn0001137"
"FBgn0003310","FBgn0001137"
"FBgn0002838","FBgn0261278"
"FBgn0019686","FBgn0261278"
"FBgn0034371","FBgn0010389"
"FBgn0261456","FBgn0010389"
"FBgn0003963","FBgn0010389"
"FBgn0014854","FBgn0010389"
"FBgn0011739","FBgn0010389"
"FBgn0061175","FBgn0010389"
"FBgn0003462","FBgn0010389"
"FBgn0000261","FBgn0010389"
"FBgn0024194","FBgn0010389"
"FBgn0020299","FBgn0010389"
"FBgn0003205","FBgn0010389"
"FBgn0285896","FBgn0010389"
"FBgn0036641","FBgn0010389"
"FBgn0283427","FBgn0010389"
"FBgn0004644","FBgn0010389"
"FBgn0003731","FBgn0010389"
"FBgn0034970","FBgn0010389"
"FBgn0022739","FBgn0010389"
"FBgn0036298","FBgn0010389"
"FBgn0030608","FBgn0010389"
"FBgn0061210","FBgn0010389"
"FBgn0014388","FBgn0010389"
"FBgn0004657","FBgn0031872"
"FBgn0041604","FBgn0031872"
"FBgn0040388","FBgn0031872"
"FBgn0004177","FBgn0004784"
"FBgn0011274","FBgn0010602"
"FBgn0000250","FBgn0010602"
"FBgn0260632","FBgn0010602"
"FBgn0264270","FBgn0002775"
"FBgn0000629","FBgn0002962"
"FBgn0002521","FBgn0002962"
"FBgn0260789","FBgn0002962"
"FBgn0262527","FBgn0002962"
"FBgn0003716","FBgn0002962"
"FBgn0260635","FBgn0002962"
"FBgn0000158","FBgn0002962"
"FBgn0026404","FBgn0002962"
"FBgn0000490","FBgn0002962"
"FBgn0001180","FBgn0002962"
"FBgn0010501","FBgn0002962"
"FBgn0031030","FBgn0002962"
"FBgn0004581","FBgn0002962"
"FBgn0001233","FBgn0002962"
"FBgn0003997","FBgn0002962"
"FBgn0019972","FBgn0002962"
"FBgn0000392","FBgn0002962"
"FBgn0036786","FBgn0002962"
"FBgn0000146","FBgn0002962"
"FBgn0003165","FBgn0002962"
"FBgn0000166","FBgn0002962"
"FBgn0015790","FBgn0013718"
"FBgn0002121","FBgn0013718"
"FBgn0010213","FBgn0015765"
"FBgn0013987","FBgn0015765"
"FBgn0283531","FBgn0015765"
"FBgn0260987","FBgn0004860"
"FBgn0261648","FBgn0004860"
"FBgn0266599","FBgn0004860"
"FBgn0010313","FBgn0004860"
"FBgn0011217","FBgn0004861"
"FBgn0003042","FBgn0004861"
"FBgn0002593","FBgn0004861"
"FBgn0005672","FBgn0004861"
"FBgn0020306","FBgn0004861"
"FBgn0031461","FBgn0004861"
"FBgn0286220","FBgn0004861"
"FBgn0000658","FBgn0004861"
"FBgn0004837","FBgn0004861"
"FBgn0040075","FBgn0004861"
"FBgn0002606","FBgn0004861"
"FBgn0000490","FBgn0004861"
"FBgn0027782","FBgn0004861"
"FBgn0013934","FBgn0004861"
"FBgn0013933","FBgn0004861"
"FBgn0040071","FBgn0004861"
"FBgn0027781","FBgn0004861"
"FBgn0033636","FBgn0004861"
"FBgn0003862","FBgn0004861"
"FBgn0000212","FBgn0004861"
"FBgn0004860","FBgn0004861"
"FBgn0028387","FBgn0004861"
"FBgn0003447","FBgn0004861"
"FBgn0003567","FBgn0004861"
"FBgn0031655","FBgn0004861"
"FBgn0014389","FBgn0004861"
"FBgn0266599","FBgn0004861"
"FBgn0261648","FBgn0004861"
"FBgn0000568","FBgn0004861"
"FBgn0022238","FBgn0004861"
"FBgn0015929","FBgn0004861"
"FBgn0010313","FBgn0004861"
"FBgn0062679","FBgn0003117"
"FBgn0286778","FBgn0003117"
"FBgn0003444","FBgn0003117"
"FBgn0062656","FBgn0003117"
"FBgn0086372","FBgn0003117"
"FBgn0022764","FBgn0003117"
"FBgn0062693","FBgn0003117"
"FBgn0038376","FBgn0003117"
"FBgn0062690","FBgn0003117"
"FBgn0062664","FBgn0003117"
"FBgn0027932","FBgn0003117"
"FBgn0062650","FBgn0003117"
"FBgn0062666","FBgn0003117"
"FBgn0036165","FBgn0003117"
"FBgn0030506","FBgn0003117"
"FBgn0021961","FBgn0003117"
"FBgn0261244","FBgn0003117"
"FBgn0062651","FBgn0003117"
"FBgn0000490","FBgn0003117"
"FBgn0062646","FBgn0003117"
"FBgn0062698","FBgn0003117"
"FBgn0287768","FBgn0003117"
"FBgn0040071","FBgn0003117"
"FBgn0062689","FBgn0003117"
"FBgn0062659","FBgn0003117"
"FBgn0023023","FBgn0003117"
"FBgn0062697","FBgn0003117"
"FBgn0041188","FBgn0003117"
"FBgn0062684","FBgn0003117"
"FBgn0062667","FBgn0003117"
"FBgn0033636","FBgn0003117"
"FBgn0052666","FBgn0003117"
"FBgn0063365","FBgn0003117"
"FBgn0003896","FBgn0003117"
"FBgn0010226","FBgn0003117"
"FBgn0062658","FBgn0003117"
"FBgn0062708","FBgn0003117"
"FBgn0041092","FBgn0003117"
"FBgn0062675","FBgn0003117"
"FBgn0062653","FBgn0003117"
"FBgn0062686","FBgn0003117"
"FBgn0043367","FBgn0003117"
"FBgn0259176","FBgn0003117"
"FBgn0278608","FBgn0003117"
"FBgn0063364","FBgn0003117"
"FBgn0284084","FBgn0003117"
"FBgn0266053","FBgn0003117"
"FBgn0030400","FBgn0003117"
"FBgn0286011","FBgn0003117"
"FBgn0035574","FBgn0003117"
"FBgn0037614","FBgn0003117"
"FBgn0043380","FBgn0003117"
"FBgn0033889","FBgn0003117"
"FBgn0262127","FBgn0003117"
"FBgn0004648","FBgn0003117"
"FBgn0086782","FBgn0003117"
"FBgn0026250","FBgn0003117"
"FBgn0261552","FBgn0003117"
"FBgn0004858","FBgn0003117"
"FBgn0035427","FBgn0003117"
"FBgn0062649","FBgn0003117"
"FBgn0283658","FBgn0003117"
"FBgn0062692","FBgn0003117"
"FBgn0011604","FBgn0003117"
"FBgn0037707","FBgn0003117"
"FBgn0028471","FBgn0003117"
"FBgn0035088","FBgn0003117"
"FBgn0262473","FBgn0003117"
"FBgn0000180","FBgn0003117"
"FBgn0062639","FBgn0003117"
"FBgn0062694","FBgn0003117"
"FBgn0003396","FBgn0003117"
"FBgn0062643","FBgn0003117"
"FBgn0024531","FBgn0003117"
"FBgn0062644","FBgn0003117"
"FBgn0020493","FBgn0003117"
"FBgn0062674","FBgn0003117"
"FBgn0020496","FBgn0003117"
"FBgn0062673","FBgn0003117"
"FBgn0062657","FBgn0003117"
"FBgn0033402","FBgn0003117"
"FBgn0082598","FBgn0003117"
"FBgn0005672","FBgn0003117"
"FBgn0062699","FBgn0003117"
"FBgn0013820","FBgn0003117"
"FBgn0026533","FBgn0003117"
"FBgn0062669","FBgn0003117"
"FBgn0000575","FBgn0003117"
"FBgn0062691","FBgn0003117"
"FBgn0086898","FBgn0003117"
"FBgn0031012","FBgn0003117"
"FBgn0261963","FBgn0003117"
"FBgn0003892","FBgn0003117"
"FBgn0062663","FBgn0003117"
"FBgn0261885","FBgn0003117"
"FBgn0261239","FBgn0003117"
"FBgn0062703","FBgn0003117"
"FBgn0033166","FBgn0003117"
"FBgn0062636","FBgn0003117"
"FBgn0000412","FBgn0003117"
"FBgn0259745","FBgn0003117"
"FBgn0004110","FBgn0003117"
"FBgn0062701","FBgn0003117"
"FBgn0003862","FBgn0003117"
"FBgn0028734","FBgn0003117"
"FBgn0003345","FBgn0003117"
"FBgn0264751","FBgn0003117"
"FBgn0062685","FBgn0003117"
"FBgn0043457","FBgn0003117"
"FBgn0030505","FBgn0003117"
"FBgn0015371","FBgn0003117"
"FBgn0062637","FBgn0003117"
"FBgn0283657","FBgn0003117"
"FBgn0062678","FBgn0003117"
"FBgn0015229","FBgn0003117"
"FBgn0062648","FBgn0003117"
"FBgn0264562","FBgn0003117"
"FBgn0043458","FBgn0003117"
"FBgn0043364","FBgn0003117"
"FBgn0051176","FBgn0003117"
"FBgn0001223","FBgn0003117"
"FBgn0003204","FBgn0003117"
"FBgn0062706","FBgn0003117"
"FBgn0024553","FBgn0003117"
"FBgn0035956","FBgn0003117"
"FBgn0288875","FBgn0003117"
"FBgn0035626","FBgn0003117"
"FBgn0062700","FBgn0003117"
"FBgn0039338","FBgn0003117"
"FBgn0043454","FBgn0003117"
"FBgn0062682","FBgn0003117"
"FBgn0034240","FBgn0003117"
"FBgn0062655","FBgn0003117"
"FBgn0011656","FBgn0003117"
"FBgn0264090","FBgn0003117"
"FBgn0086365","FBgn0003117"
"FBgn0003963","FBgn0003117"
"FBgn0035693","FBgn0003117"
"FBgn0062705","FBgn0003117"
"FBgn0041099","FBgn0003117"
"FBgn0262403","FBgn0003117"
"FBgn0015805","FBgn0003117"
"FBgn0062652","FBgn0003117"
"FBgn0284435","FBgn0003117"
"FBgn0016660","FBgn0003117"
"FBgn0288433","FBgn0003117"
"FBgn0003165","FBgn0003117"
"FBgn0265598","FBgn0003117"
"FBgn0024352","FBgn0003117"
"FBgn0028622","FBgn0003117"
"FBgn0043365","FBgn0003117"
"FBgn0062676","FBgn0003117"
"FBgn0286818","FBgn0003117"
"FBgn0062695","FBgn0003117"
"FBgn0003525","FBgn0003117"
"FBgn0266557","FBgn0003117"
"FBgn0062654","FBgn0003117"
"FBgn0260635","FBgn0003165"
"FBgn0003205","FBgn0003165"
"FBgn0003997","FBgn0003165"
"FBgn0001250","FBgn0035539"
"FBgn0000562","FBgn0003520"
"FBgn0261797","FBgn0003520"
"FBgn0028734","FBgn0003520"
"FBgn0041093","FBgn0003520"
"FBgn0015754","FBgn0003520"
"FBgn0011760","FBgn0003520"
"FBgn0004374","FBgn0003520"
"FBgn0033315","FBgn0265974"
"FBgn0004907","FBgn0020238"
"FBgn0004456","FBgn0020238"
"FBgn0001250","FBgn0020238"
"FBgn0038197","FBgn0020238"
"FBgn0260934","FBgn0020238"
"FBgn0003206","FBgn0020238"
"FBgn0283472","FBgn0023169"
"FBgn0036449","FBgn0023169"
"FBgn0004057","FBgn0023169"
"FBgn0003514","FBgn0023169"
