"protein1","protein2"
"BSU_11500","BSU_00880"
"BSU_04730","BSU_00890"
"BSU_09520","BSU_00890"
"NA","BSU_00920"
"BSU_25200","BSU_00920"
"NA","BSU_00940"
"BSU_25200","BSU_00940"
"BSU_25200","BSU_00950"
"NA","BSU_00950"
"BSU_25200","BSU_00990"
"BSU_00370","BSU_00990"
"BSU_25200","BSU_01000"
"BSU_00370","BSU_01000"
"BSU_23880","BSU_23890"
"BSU_25200","BSU_35300"
"BSU_25760","BSU_15950"
"BSU_28410","BSU_15950"
"BSU_25200","BSU_15950"
"NA","BSU_15950"
"BSU_25200","BSU_15980"
"NA","BSU_01360"
"BSU_25200","BSU_01360"
"BSU_25200","BSU_41040"
"BSU_04730","BSU_33630"
"BSU_09520","BSU_27650"
"BSU_04730","BSU_14670"
"NA","BSU_24320"
"BSU_00470","BSU_24320"
"NA","BSU_29660"
"BSU_25200","BSU_29660"
"BSU_29660","BSU_29660"
"NA","BSU_01150"
"BSU_25200","BSU_01150"
"BSU_25200","BSU_01410"
"NA","BSU_01410"
"NA","BSU_01030"
"NA","BSU_37070"
"BSU_37070","BSU_37070"
"BSU_25200","BSU_01290"
"NA","BSU_01290"
"NA","BSU_01100"
"BSU_23880","BSU_23880"
"BSU_10420","BSU_40910"
"BSU_25200","BSU_40910"
"NA","BSU_40910"
"BSU_25200","BSU_15990"
"NA","BSU_15990"
"BSU_25200","BSU_05610"
"BSU_00830","BSU_28190"
"BSU_25200","BSU_28190"
"BSU_01040","BSU_01050"
"NA","BSU_01050"
"BSU_01050","BSU_01050"
"BSU_08730","BSU_11500"
"BSU_04730","BSU_11500"
"BSU_01730","BSU_11500"
"BSU_25200","BSU_11500"
"BSU_09520","BSU_11500"
"BSU_23100","BSU_11500"
"BSU_04730","BSU_24020"
"BSU_25200","BSU_24020"
"BSU_36600","BSU_24020"
"BSU_24020","BSU_24020"
"BSU_00980","BSU_25200"
"BSU_24220","BSU_25200"
"BSU_16470","BSU_25200"
"BSU_25200","BSU_25200"
"BSU_17850","BSU_06610"
"BSU_27120","BSU_27120"
"BSU_33222","BSU_33230"
"BSU_33221","BSU_33230"
"BSU_33230","BSU_33230"
"BSU_25200","BSU_06030"
"BSU_25490","BSU_06030"
"BSU_23450","BSU_15690"
"BSU_25200","BSU_14540"
"BSU_25200","BSU_37160"
"BSU_28550","BSU_37160"
"BSU_25200","BSU_25470"
"BSU_25490","BSU_25470"
"BSU_25200","BSU_04730"
"BSU_29740","BSU_04730"
"BSU_04730","BSU_04730"
"BSU_40410","BSU_13450"
"BSU_25200","BSU_13450"
"BSU_13450","BSU_13450"
"BSU_15320","BSU_08970"
"BSU_25200","BSU_01430"
"NA","BSU_01430"
"NA","BSU_01080"
"BSU_25200","BSU_01080"
"BSU_33221","BSU_33222"
"BSU_33230","BSU_33222"
"BSU_33222","BSU_33222"
"NA","BSU_01120"
"NA","BSU_16520"
"NA","BSU_16500"
"BSU_09520","BSU_28030"
"BSU_10420","BSU_28030"
"BSU_25200","BSU_28030"
"BSU_00980","BSU_28030"
"BSU_04730","BSU_33600"
"BSU_25200","BSU_36410"
"BSU_15320","BSU_36410"
"NA","BSU_36410"
"BSU_25200","BSU_16020"
"BSU_16610","BSU_08880"
"BSU_25100","BSU_08880"
"BSU_00980","BSU_13990"
"NA","BSU_13990"
"BSU_24220","BSU_13990"
"BSU_25200","BSU_01370"
"NA","BSU_01370"
"BSU_25200","BSU_16170"
"BSU_16170","BSU_16170"
"BSU_25100","BSU_02870"
"BSU_25200","BSU_02870"
"BSU_25200","BSU_40150"
"BSU_00370","BSU_40150"
"BSU_14240","BSU_40150"
"BSU_13310","BSU_27460"
"BSU_15320","BSU_27460"
"BSU_misc_RNA_11","BSU_13220"
"BSU_24520","BSU_30760"
"BSU_25200","BSU_39490"
"BSU_27520","BSU_39490"
"BSU_15670","BSU_33810"
"BSU_33840","BSU_33810"
"BSU_16610","BSU_33810"
"BSU_22440","BSU_32030"
"BSU_24520","BSU_30740"
"BSU_15330","BSU_08330"
"BSU_23450","BSU_08330"
"BSU_08300","BSU_08330"
"BSU_25200","BSU_02990"
"BSU_15670","BSU_02990"
"BSU_22440","BSU_10370"
"BSU_32560","BSU_32550"
"BSU_16170","BSU_32550"
"BSU_25200","BSU_32550"
"BSU_16610","BSU_32550"
"BSU_13310","BSU_27450"
"BSU_15320","BSU_27450"
"BSU_34170","BSU_34150"
"BSU_25200","BSU_34150"
"BSU_29740","BSU_34150"
"BSU_23450","BSU_08320"
"BSU_08300","BSU_08320"
"BSU_15330","BSU_08320"
"BSU_34170","BSU_34160"
"BSU_25200","BSU_34160"
"BSU_29740","BSU_34160"
"BSU_29740","BSU_38810"
"BSU_13310","BSU_11430"
"BSU_16170","BSU_11430"
"BSU_09990","BSU_11430"
"BSU_25100","BSU_02860"
"BSU_25200","BSU_02860"
"BSU_15670","BSU_03000"
"BSU_25200","BSU_03000"
"BSU_misc_RNA_11","BSU_13210"
"BSU_34630","BSU_34600"
"BSU_40410","BSU_35710"
"BSU_29110","BSU_35710"
"BSU_25200","BSU_35710"
"BSU_24520","BSU_30750"
"BSU_27520","BSU_29350"
"BSU_29400","BSU_29350"
"BSU_25200","BSU_29350"
"BSU_16170","BSU_12960"
"BSU_25200","BSU_12960"
"BSU_34630","BSU_34610"
"BSU_16170","BSU_15340"
"BSU_16610","BSU_23970"
"BSU_25200","BSU_33710"
"BSU_31070","BSU_33710"
"BSU_15670","BSU_33710"
"BSU_33840","BSU_33710"
"BSU_29400","BSU_29360"
"BSU_25200","BSU_29360"
"BSU_27520","BSU_29360"
"NA","BSU_01480"
"BSU_01540","BSU_01540"
"BSU_25200","BSU_37180"
"BSU_28550","BSU_37180"
"BSU_23520","BSU_01640"
"BSU_01690","BSU_01680"
"BSU_25200","BSU_38050"
"BSU_38070","BSU_38050"
"BSU_29740","BSU_38050"
"BSU_25200","BSU_38410"
"BSU_38420","BSU_38410"
"BSU_35490","BSU_38410"
"BSU_01730","BSU_01740"
"BSU_00370","BSU_01740"
"BSU_01730","BSU_28830"
"BSU_04730","BSU_28830"
"BSU_25200","BSU_01750"
"NA","BSU_01750"
"BSU_25200","BSU_01770"
"NA","BSU_01770"
"BSU_25200","BSU_01780"
"NA","BSU_01780"
"BSU_29740","BSU_35020"
"BSU_35030","BSU_35020"
"BSU_25200","BSU_35020"
"BSU_25200","BSU_02360"
"BSU_02370","BSU_02360"
"BSU_01810","BSU_01800"
"BSU_25200","BSU_01800"
"BSU_23120","BSU_12290"
"BSU_05970","BSU_12290"
"NA","BSU_12290"
"BSU_25200","BSU_35000"
"BSU_23450","BSU_37620"
"BSU_15330","BSU_37620"
"BSU_37620","BSU_37620"
"BSU_08810","BSU_09990"
"BSU_16170","BSU_09990"
"BSU_00370","BSU_09990"
"BSU_01540","BSU_09990"
"BSU_25200","BSU_09990"
"BSU_25200","BSU_02130"
"BSU_09270","BSU_02130"
"BSU_29740","BSU_02130"
"BSU_29110","BSU_02130"
"BSU_25200","BSU_24180"
"BSU_24220","BSU_15420"
"BSU_25200","BSU_02230"
"BSU_00470","BSU_06510"
"BSU_25200","BSU_06510"
"NA","BSU_06510"
"BSU_25200","BSU_06520"
"NA","BSU_06520"
"BSU_00470","BSU_06520"
"BSU_16170","BSU_02390"
"BSU_34200","BSU_24080"
"BSU_24100","BSU_24080"
"BSU_16170","BSU_24080"
"BSU_16170","BSU_38550"
"NA","BSU_11010"
"NA","BSU_13180"
"BSU_02450","BSU_02430"
"BSU_25200","BSU_02430"
"BSU_25200","BSU_06470"
"BSU_00470","BSU_06470"
"NA","BSU_06470"
"BSU_17450","BSU_17460"
"BSU_13310","BSU_17460"
"BSU_25200","BSU_17460"
"BSU_17450","BSU_13310"
"BSU_13310","BSU_13310"
"BSU_02500","BSU_02510"
"BSU_00370","BSU_02510"
"BSU_25200","BSU_02530"
"NA","BSU_02530"
"BSU_25200","BSU_22770"
"BSU_35490","BSU_31860"
"BSU_25200","BSU_31860"
"BSU_25200","BSU_02620"
"BSU_29110","BSU_02620"
"BSU_25200","BSU_09410"
"BSU_29110","BSU_09410"
"BSU_15330","BSU_09410"
"BSU_25200","BSU_05740"
"BSU_29110","BSU_05740"
"BSU_15320","BSU_05740"
"BSU_25200","BSU_02630"
"BSU_29110","BSU_02630"
"BSU_29110","BSU_02640"
"BSU_25200","BSU_02640"
"BSU_13310","BSU_02690"
"BSU_16170","BSU_02690"
"BSU_25200","BSU_02690"
"BSU_25200","BSU_23580"
"BSU_23590","BSU_23580"
"BSU_25200","BSU_39920"
"BSU_16170","BSU_39920"
"BSU_00370","BSU_39920"
"BSU_15320","BSU_10790"
"BSU_00370","BSU_02700"
"BSU_02740","BSU_02750"
"BSU_16610","BSU_32570"
"BSU_25200","BSU_32570"
"BSU_32560","BSU_32570"
"BSU_16170","BSU_32570"
"BSU_25200","BSU_25490"
"BSU_25490","BSU_25490"
"BSU_33010","BSU_33000"
"BSU_24220","BSU_37130"
"BSU_00980","BSU_37130"
"BSU_25200","BSU_37130"
"BSU_29740","BSU_03780"
"BSU_31680","BSU_03780"
"BSU_00980","BSU_03780"
"BSU_25200","BSU_03780"
"BSU_16170","BSU_03780"
"BSU_04730","BSU_02830"
"BSU_00560","BSU_03930"
"BSU_15330","BSU_03930"
"BSU_04730","BSU_02840"
"BSU_34630","BSU_34560"
"BSU_25200","BSU_02850"
"BSU_25100","BSU_02850"
"BSU_25200","BSU_26830"
"BSU_25100","BSU_26830"
"BSU_04730","BSU_02890"
"BSU_01730","BSU_02890"
"BSU_23100","BSU_02890"
"BSU_09520","BSU_02890"
"BSU_04730","BSU_02900"
"BSU_09520","BSU_02900"
"BSU_01730","BSU_02900"
"BSU_23100","BSU_02900"
"BSU_01730","BSU_02910"
"BSU_09520","BSU_02910"
"BSU_23100","BSU_02910"
"BSU_04730","BSU_02910"
"BSU_01730","BSU_02940"
"BSU_23100","BSU_02940"
"BSU_04730","BSU_02940"
"BSU_09520","BSU_02940"
"BSU_15670","BSU_02980"
"BSU_25200","BSU_02980"
"BSU_29740","BSU_03040"
"BSU_00370","BSU_03040"
"BSU_25200","BSU_03040"
"BSU_34630","BSU_34620"
"BSU_25200","BSU_05880"
"BSU_00370","BSU_05880"
"BSU_29740","BSU_05880"
"BSU_05850","BSU_05880"
"BSU_25200","BSU_18130"
"BSU_29740","BSU_34120"
"BSU_25200","BSU_34120"
"BSU_34170","BSU_34120"
"BSU_06960","BSU_07050"
"BSU_29740","BSU_07050"
"BSU_25200","BSU_07050"
"BSU_07010","BSU_07050"
"BSU_06960","BSU_07060"
"BSU_29740","BSU_07060"
"BSU_25200","BSU_07060"
"BSU_07010","BSU_07060"
"BSU_16170","BSU_03200"
"BSU_25200","BSU_03200"
"BSU_03230","BSU_03200"
"BSU_24220","BSU_03200"
"BSU_25200","BSU_18480"
"BSU_25200","BSU_23800"
"NA","BSU_23800"
"BSU_33790","BSU_32850"
"BSU_28550","BSU_32850"
"BSU_16170","BSU_03210"
"BSU_24220","BSU_03210"
"BSU_03230","BSU_03210"
"BSU_25200","BSU_03210"
"BSU_16170","BSU_37780"
"BSU_00370","BSU_37780"
"BSU_24250","BSU_37780"
"BSU_40350","BSU_37780"
"BSU_34200","BSU_37780"
"BSU_09520","BSU_03250"
"BSU_27120","BSU_03250"
"BSU_16170","BSU_16310"
"BSU_35490","BSU_16310"
"BSU_16470","BSU_16310"
"BSU_25200","BSU_16310"
"BSU_24220","BSU_16310"
"BSU_35230","BSU_16310"
"BSU_16170","BSU_16220"
"BSU_16470","BSU_16220"
"BSU_35490","BSU_16220"
"BSU_25200","BSU_16220"
"BSU_35230","BSU_16220"
"BSU_24220","BSU_16220"
"BSU_25200","BSU_03280"
"BSU_23520","BSU_03280"
"BSU_23120","BSU_03280"
"BSU_09380","BSU_03280"
"BSU_13310","BSU_03280"
"BSU_27520","BSU_15610"
"BSU_25200","BSU_15610"
"NA","BSU_15610"
"BSU_25200","BSU_28140"
"BSU_08730","BSU_28140"
"BSU_25200","BSU_03290"
"BSU_09380","BSU_03290"
"BSU_23520","BSU_03290"
"BSU_23120","BSU_03290"
"BSU_13310","BSU_03290"
"BSU_23520","BSU_03320"
"BSU_25200","BSU_03320"
"BSU_09380","BSU_03320"
"BSU_23120","BSU_03320"
"BSU_13310","BSU_03320"
"BSU_23520","BSU_03300"
"BSU_25200","BSU_03300"
"BSU_09380","BSU_03300"
"BSU_13310","BSU_03300"
"BSU_23120","BSU_03300"
"BSU_23120","BSU_03310"
"BSU_13310","BSU_03310"
"BSU_25200","BSU_03310"
"BSU_09380","BSU_03310"
"BSU_23520","BSU_03310"
"BSU_37310","BSU_37250"
"BSU_25200","BSU_37250"
"BSU_25200","BSU_37280"
"BSU_37310","BSU_37280"
"BSU_25200","BSU_37270"
"BSU_37310","BSU_37270"
"BSU_13310","BSU_03330"
"BSU_25200","BSU_37320"
"BSU_37310","BSU_37320"
"BSU_09380","BSU_37320"
"BSU_25200","BSU_03340"
"BSU_25100","BSU_03340"
"BSU_25200","BSU_22780"
"BSU_25200","BSU_03360"
"BSU_25100","BSU_03360"
"BSU_16470","BSU_03440"
"BSU_16170","BSU_16440"
"BSU_16470","BSU_16440"
"BSU_35490","BSU_16440"
"BSU_35230","BSU_16440"
"BSU_25200","BSU_16440"
"BSU_24220","BSU_16440"
"BSU_24220","BSU_16430"
"BSU_35230","BSU_16430"
"BSU_25200","BSU_16430"
"BSU_16170","BSU_16430"
"BSU_16470","BSU_16430"
"BSU_35490","BSU_16430"
"BSU_03470","BSU_03450"
"BSU_03470","BSU_03460"
"BSU_31680","BSU_03490"
"BSU_14480","BSU_03490"
"BSU_08730","BSU_03490"
"BSU_11500","BSU_03490"
"BSU_25200","BSU_03490"
"BSU_16170","BSU_03490"
"BSU_29110","BSU_03490"
"BSU_31680","BSU_15880"
"BSU_25200","BSU_15880"
"BSU_15880","BSU_15880"
"BSU_16170","BSU_03510"
"BSU_31680","BSU_03510"
"BSU_14480","BSU_03510"
"BSU_11500","BSU_03510"
"BSU_08730","BSU_03510"
"BSU_29110","BSU_03510"
"BSU_25200","BSU_03510"
"BSU_14480","BSU_03500"
"BSU_31680","BSU_03500"
"BSU_29110","BSU_03500"
"BSU_25200","BSU_03500"
"BSU_11500","BSU_03500"
"BSU_16170","BSU_03500"
"BSU_08730","BSU_03500"
"BSU_03620","BSU_03630"
"BSU_03620","BSU_03640"
"BSU_03620","BSU_03651"
"BSU_00370","BSU_18320"
"BSU_23120","BSU_14880"
"BSU_00370","BSU_14880"
"BSU_29740","BSU_14880"
"BSU_14480","BSU_14880"
"BSU_33010","BSU_33020"
"BSU_25200","BSU_33020"
"BSU_04730","BSU_39810"
"BSU_15330","BSU_40360"
"BSU_00370","BSU_31080"
"BSU_34180","BSU_31080"
"BSU_35490","BSU_31080"
"BSU_09520","BSU_28010"
"BSU_25200","BSU_28010"
"BSU_10420","BSU_28010"
"BSU_00980","BSU_28010"
"BSU_14240","BSU_37420"
"BSU_00370","BSU_37420"
"BSU_23120","BSU_37420"
"BSU_25200","BSU_37420"
"BSU_25200","BSU_15940"
"NA","BSU_15940"
