"protein1","protein2"
"WBGene00001568","WBGene00018572"
"WBGene00003002","WBGene00018572"
"WBGene00011614","WBGene00018572"
"WBGene00006964","WBGene00018572"
"WBGene00017755","WBGene00018572"
"WBGene00003087","WBGene00018572"
"WBGene00003163","WBGene00018572"
"WBGene00006790","WBGene00018572"
"WBGene00000439","WBGene00018572"
"WBGene00001955","WBGene00018572"
"WBGene00000912","WBGene00018572"
"WBGene00018572","WBGene00018572"
"WBGene00001085","WBGene00000908"
"WBGene00017690","WBGene00000908"
"WBGene00001087","WBGene00000908"
"WBGene00006604","WBGene00000908"
"WBGene00001086","WBGene00000908"
"WBGene00006514","WBGene00000908"
"WBGene00016997","WBGene00000908"
"WBGene00022794","WBGene00004077"
"WBGene00003035","WBGene00004077"
"WBGene00003087","WBGene00004077"
"WBGene00003037","WBGene00004077"
"WBGene00004393","WBGene00004077"
"WBGene00006790","WBGene00004077"
"WBGene00002998","WBGene00004077"
"WBGene00011614","WBGene00004077"
"WBGene00001568","WBGene00004077"
"WBGene00003220","WBGene00004077"
"WBGene00003020","WBGene00004077"
"WBGene00001061","WBGene00004077"
"WBGene00023497","WBGene00004077"
"WBGene00001250","WBGene00006379"
"WBGene00003220","WBGene00006379"
"WBGene00003622","WBGene00006379"
"WBGene00003623","WBGene00006379"
"WBGene00001086","WBGene00006379"
"WBGene00003624","WBGene00006379"
"WBGene00001194","WBGene00006379"
"WBGene00003661","WBGene00006379"
"WBGene00003036","WBGene00006379"
"WBGene00004013","WBGene00006379"
"WBGene00003003","WBGene00006379"
"WBGene00007016","WBGene00006379"
"WBGene00006514","WBGene00006379"
"WBGene00003020","WBGene00006379"
"WBGene00003667","WBGene00006379"
"WBGene00001061","WBGene00006379"
"WBGene00016202","WBGene00006379"
"WBGene00003605","WBGene00006379"
"WBGene00003680","WBGene00006379"
"WBGene00004096","WBGene00006379"
"WBGene00023497","WBGene00006379"
"WBGene00001345","WBGene00006379"
"WBGene00006543","WBGene00006379"
"WBGene00001955","WBGene00006379"
"WBGene00003102","WBGene00006379"
"WBGene00022794","WBGene00006379"
"WBGene00000912","WBGene00006379"
"WBGene00002998","WBGene00006379"
"WBGene00006790","WBGene00006379"
"WBGene00001833","WBGene00006379"
"WBGene00004393","WBGene00006379"
"WBGene00003037","WBGene00006379"
"WBGene00003163","WBGene00006379"
"WBGene00004857","WBGene00006379"
"WBGene00006959","WBGene00006379"
"WBGene00003087","WBGene00006379"
"WBGene00003633","WBGene00006379"
"WBGene00003035","WBGene00006379"
"WBGene00003637","WBGene00006379"
"WBGene00006964","WBGene00006379"
"WBGene00011614","WBGene00006379"
"WBGene00004729","WBGene00006379"
"WBGene00017690","WBGene00006379"
"WBGene00001568","WBGene00006379"
"WBGene00012005","WBGene00006379"
"WBGene00003218","WBGene00006379"
"WBGene00003847","WBGene00006379"
"WBGene00001250","WBGene00000238"
"WBGene00004013","WBGene00000238"
"WBGene00003624","WBGene00000238"
"WBGene00006604","WBGene00000238"
"WBGene00001086","WBGene00000238"
"WBGene00003667","WBGene00000238"
"WBGene00004096","WBGene00000238"
"WBGene00000912","WBGene00000238"
"WBGene00006796","WBGene00000238"
"WBGene00017690","WBGene00000238"
"WBGene00004747","WBGene00000238"
"WBGene00001345","WBGene00016600"
"WBGene00001973","WBGene00016600"
"WBGene00001086","WBGene00016600"
"WBGene00001250","WBGene00016600"
"WBGene00017690","WBGene00016600"
"WBGene00006796","WBGene00016600"
"WBGene00006580","WBGene00016600"
"WBGene00011614","WBGene00016600"
"WBGene00006514","WBGene00018833"
"WBGene00011614","WBGene00000437"
"WBGene00006796","WBGene00000437"
"WBGene00001249","WBGene00000437"
"WBGene00003003","WBGene00000437"
"WBGene00003661","WBGene00000437"
"WBGene00001194","WBGene00000437"
"WBGene00003024","WBGene00000437"
"WBGene00003623","WBGene00000437"
"WBGene00007016","WBGene00000437"
"WBGene00006514","WBGene00000437"
"WBGene00006766","WBGene00000437"
"WBGene00000439","WBGene00000437"
"WBGene00003102","WBGene00000437"
"WBGene00006790","WBGene00000437"
"WBGene00004393","WBGene00000437"
"WBGene00003087","WBGene00000437"
"WBGene00006790","WBGene00001249"
"WBGene00000439","WBGene00001249"
"WBGene00003020","WBGene00001249"
"WBGene00006514","WBGene00001249"
"WBGene00003622","WBGene00001249"
"WBGene00003623","WBGene00001249"
"WBGene00001194","WBGene00001249"
"WBGene00003661","WBGene00001249"
"WBGene00003003","WBGene00001249"
"WBGene00003847","WBGene00001249"
"WBGene00011614","WBGene00001249"
"WBGene00003087","WBGene00001249"
"WBGene00004857","WBGene00001249"
"WBGene00003675","WBGene00001249"
"WBGene00004393","WBGene00001249"
"WBGene00001249","WBGene00001249"
"WBGene00004013","WBGene00001250"
"WBGene00003218","WBGene00001250"
"WBGene00012005","WBGene00001250"
"WBGene00001568","WBGene00001250"
"WBGene00017690","WBGene00001250"
"WBGene00006796","WBGene00001250"
"WBGene00011614","WBGene00001250"
"WBGene00006964","WBGene00001250"
"WBGene00001085","WBGene00001250"
"WBGene00003087","WBGene00001250"
"WBGene00000912","WBGene00001250"
"WBGene00001955","WBGene00001250"
"WBGene00004096","WBGene00001250"
"WBGene00003605","WBGene00001250"
"WBGene00003667","WBGene00001250"
"WBGene00003020","WBGene00001250"
"WBGene00003220","WBGene00001250"
"WBGene00001086","WBGene00001250"
"WBGene00006604","WBGene00001250"
"WBGene00003624","WBGene00001250"
"WBGene00001194","WBGene00001250"
"WBGene00003661","WBGene00001250"
"WBGene00001250","WBGene00001250"
"WBGene00022794","WBGene00000429"
"WBGene00001061","WBGene00000429"
"WBGene00003020","WBGene00000429"
"WBGene00006514","WBGene00000429"
"WBGene00003220","WBGene00000429"
"WBGene00003024","WBGene00000429"
"WBGene00003661","WBGene00000429"
"WBGene00009084","WBGene00000429"
"WBGene00004013","WBGene00000429"
"WBGene00003218","WBGene00000429"
"WBGene00001568","WBGene00000429"
"WBGene00000912","WBGene00000429"
"WBGene00003087","WBGene00000429"
"WBGene00011614","WBGene00000429"
"WBGene00001973","WBGene00003037"
"WBGene00003611","WBGene00003037"
"WBGene00003667","WBGene00003037"
"WBGene00003020","WBGene00003037"
"WBGene00006514","WBGene00003037"
"WBGene00007016","WBGene00003037"
"WBGene00003220","WBGene00003037"
"WBGene00000366","WBGene00003037"
"WBGene00003622","WBGene00003037"
"WBGene00003623","WBGene00003037"
"WBGene00015497","WBGene00003037"
"WBGene00001086","WBGene00003037"
"WBGene00003024","WBGene00003037"
"WBGene00002783","WBGene00003037"
"WBGene00006604","WBGene00003037"
"WBGene00003624","WBGene00003037"
"WBGene00001194","WBGene00003037"
"WBGene00009084","WBGene00003037"
"WBGene00009939","WBGene00003037"
"WBGene00003036","WBGene00003037"
"WBGene00003638","WBGene00003037"
"WBGene00003182","WBGene00003037"
"WBGene00004804","WBGene00003037"
"WBGene00006853","WBGene00003037"
"WBGene00004013","WBGene00003037"
"WBGene00003003","WBGene00003037"
"WBGene00003609","WBGene00003037"
"WBGene00007984","WBGene00003037"
"WBGene00001250","WBGene00003037"
"WBGene00003847","WBGene00003037"
"WBGene00000450","WBGene00003037"
"WBGene00001249","WBGene00003037"
"WBGene00003610","WBGene00003037"
"WBGene00003218","WBGene00003037"
"WBGene00004747","WBGene00003037"
"WBGene00012005","WBGene00003037"
"WBGene00001568","WBGene00003037"
"WBGene00004729","WBGene00003037"
"WBGene00017690","WBGene00003037"
"WBGene00006796","WBGene00003037"
"WBGene00000433","WBGene00003037"
"WBGene00003002","WBGene00003037"
"WBGene00011614","WBGene00003037"
"WBGene00006818","WBGene00003037"
"WBGene00001088","WBGene00003037"
"WBGene00001174","WBGene00003037"
"WBGene00006964","WBGene00003037"
"WBGene00003046","WBGene00003037"
"WBGene00001851","WBGene00003037"
"WBGene00017755","WBGene00003037"
"WBGene00009448","WBGene00003037"
"WBGene00003035","WBGene00003037"
"WBGene00003633","WBGene00003037"
"WBGene00003087","WBGene00003037"
"WBGene00006959","WBGene00003037"
"WBGene00000452","WBGene00003037"
"WBGene00000460","WBGene00003037"
"WBGene00003657","WBGene00003037"
"WBGene00004857","WBGene00003037"
"WBGene00003163","WBGene00003037"
"WBGene00006775","WBGene00003037"
"WBGene00001182","WBGene00003037"
"WBGene00019327","WBGene00003037"
"WBGene00001833","WBGene00003037"
"WBGene00003675","WBGene00003037"
"WBGene00006790","WBGene00003037"
"WBGene00004166","WBGene00003037"
"WBGene00007776","WBGene00003037"
"WBGene00002998","WBGene00003037"
"WBGene00000912","WBGene00003037"
"WBGene00022794","WBGene00003037"
"WBGene00003102","WBGene00003037"
"WBGene00006543","WBGene00003037"
"WBGene00003000","WBGene00003037"
"WBGene00003676","WBGene00003037"
"WBGene00001345","WBGene00003037"
"WBGene00000439","WBGene00003037"
"WBGene00023497","WBGene00003037"
"WBGene00013106","WBGene00003037"
"WBGene00009772","WBGene00003037"
"WBGene00004096","WBGene00003037"
"WBGene00001574","WBGene00003037"
"WBGene00000453","WBGene00003037"
"WBGene00000095","WBGene00003037"
"WBGene00004746","WBGene00003037"
"WBGene00006970","WBGene00003037"
"WBGene00006766","WBGene00003037"
"WBGene00001061","WBGene00003037"
"WBGene00016202","WBGene00003037"
"WBGene00003605","WBGene00003037"
"WBGene00003037","WBGene00003037"
"WBGene00011614","WBGene00000447"
"WBGene00003003","WBGene00000447"
"WBGene00006970","WBGene00000447"
"WBGene00006514","WBGene00006545"
"WBGene00002998","WBGene00006545"
"WBGene00003037","WBGene00006545"
"WBGene00003035","WBGene00006545"
"WBGene00018572","WBGene00000430"
"WBGene00006604","WBGene00004024"
"WBGene00006790","WBGene00000912"
"WBGene00022794","WBGene00000912"
"WBGene00003102","WBGene00000912"
"WBGene00001955","WBGene00000912"
"WBGene00006543","WBGene00000912"
"WBGene00001345","WBGene00000912"
"WBGene00023497","WBGene00000912"
"WBGene00009772","WBGene00000912"
"WBGene00004096","WBGene00000912"
"WBGene00016997","WBGene00000912"
"WBGene00006970","WBGene00000912"
"WBGene00006766","WBGene00000912"
"WBGene00001061","WBGene00000912"
"WBGene00003667","WBGene00000912"
"WBGene00003020","WBGene00000912"
"WBGene00006514","WBGene00000912"
"WBGene00007433","WBGene00000912"
"WBGene00003623","WBGene00000912"
"WBGene00001086","WBGene00000912"
"WBGene00003024","WBGene00000912"
"WBGene00006604","WBGene00000912"
"WBGene00003624","WBGene00000912"
"WBGene00001194","WBGene00000912"
"WBGene00003661","WBGene00000912"
"WBGene00003182","WBGene00000912"
"WBGene00004804","WBGene00000912"
"WBGene00004013","WBGene00000912"
"WBGene00018572","WBGene00000912"
"WBGene00003003","WBGene00000912"
"WBGene00003847","WBGene00000912"
"WBGene00003218","WBGene00000912"
"WBGene00001568","WBGene00000912"
"WBGene00017690","WBGene00000912"
"WBGene00004729","WBGene00000912"
"WBGene00006796","WBGene00000912"
"WBGene00003002","WBGene00000912"
"WBGene00011614","WBGene00000912"
"WBGene00006818","WBGene00000912"
"WBGene00006964","WBGene00000912"
"WBGene00003637","WBGene00000912"
"WBGene00003087","WBGene00000912"
"WBGene00003163","WBGene00000912"
"WBGene00004393","WBGene00000912"
"WBGene00000912","WBGene00000912"
"WBGene00003622","WBGene00000914"
"WBGene00006970","WBGene00000914"
"WBGene00004077","WBGene00000914"
"WBGene00016202","WBGene00000914"
"WBGene00001061","WBGene00000914"
"WBGene00003667","WBGene00000914"
"WBGene00004319","WBGene00000914"
"WBGene00006514","WBGene00000914"
"WBGene00007016","WBGene00000914"
"WBGene00003220","WBGene00000914"
"WBGene00007433","WBGene00000914"
"WBGene00004096","WBGene00000914"
"WBGene00023497","WBGene00000914"
"WBGene00000439","WBGene00000914"
"WBGene00006543","WBGene00000914"
"WBGene00003102","WBGene00000914"
"WBGene00022794","WBGene00000914"
"WBGene00000912","WBGene00000914"
"WBGene00006790","WBGene00000914"
"WBGene00004166","WBGene00000914"
"WBGene00001833","WBGene00000914"
"WBGene00004393","WBGene00000914"
"WBGene00001096","WBGene00000914"
"WBGene00003163","WBGene00000914"
"WBGene00003087","WBGene00000914"
"WBGene00001174","WBGene00000914"
"WBGene00006818","WBGene00000914"
"WBGene00003002","WBGene00000914"
"WBGene00004729","WBGene00000914"
"WBGene00017690","WBGene00000914"
"WBGene00001568","WBGene00000914"
"WBGene00004747","WBGene00000914"
"WBGene00003218","WBGene00000914"
"WBGene00003610","WBGene00000914"
"WBGene00003847","WBGene00000914"
"WBGene00001250","WBGene00000914"
"WBGene00004013","WBGene00000914"
"WBGene00003182","WBGene00000914"
"WBGene00001194","WBGene00000914"
"WBGene00003624","WBGene00000914"
"WBGene00006604","WBGene00000914"
"WBGene00001086","WBGene00000914"
"WBGene00003623","WBGene00000914"
"WBGene00001085","WBGene00000899"
"WBGene00007016","WBGene00000899"
"WBGene00003220","WBGene00000899"
"WBGene00007433","WBGene00000899"
"WBGene00001086","WBGene00000899"
"WBGene00003024","WBGene00000899"
"WBGene00003624","WBGene00000899"
"WBGene00003661","WBGene00000899"
"WBGene00003182","WBGene00000899"
"WBGene00004804","WBGene00000899"
"WBGene00001087","WBGene00000899"
"WBGene00004013","WBGene00000899"
"WBGene00018572","WBGene00000899"
"WBGene00003003","WBGene00000899"
"WBGene00001250","WBGene00000899"
"WBGene00009254","WBGene00000899"
"WBGene00000450","WBGene00000899"
"WBGene00004747","WBGene00000899"
"WBGene00017690","WBGene00000899"
"WBGene00006796","WBGene00000899"
"WBGene00011614","WBGene00000899"
"WBGene00006818","WBGene00000899"
"WBGene00006514","WBGene00000899"
"WBGene00003020","WBGene00000899"
"WBGene00003667","WBGene00000899"
"WBGene00006970","WBGene00000899"
"WBGene00004096","WBGene00000899"
"WBGene00001345","WBGene00000899"
"WBGene00003367","WBGene00000899"
"WBGene00006543","WBGene00000899"
"WBGene00003102","WBGene00000899"
"WBGene00022794","WBGene00000899"
"WBGene00000912","WBGene00000899"
"WBGene00006790","WBGene00000899"
"WBGene00001833","WBGene00000899"
"WBGene00004393","WBGene00000899"
"WBGene00001096","WBGene00000899"
"WBGene00013111","WBGene00000899"
"WBGene00003163","WBGene00000899"
"WBGene00006959","WBGene00000899"
"WBGene00003087","WBGene00000899"
"WBGene00003637","WBGene00000899"
"WBGene00022794","WBGene00003241"
"WBGene00000095","WBGene00003241"
"WBGene00006970","WBGene00003241"
"WBGene00006766","WBGene00003241"
"WBGene00003605","WBGene00003241"
"WBGene00001061","WBGene00003241"
"WBGene00003611","WBGene00003241"
"WBGene00003667","WBGene00003241"
"WBGene00003020","WBGene00003241"
"WBGene00004319","WBGene00003241"
"WBGene00000908","WBGene00003241"
"WBGene00007016","WBGene00003241"
"WBGene00003220","WBGene00003241"
"WBGene00007433","WBGene00003241"
"WBGene00003622","WBGene00003241"
"WBGene00000366","WBGene00003241"
"WBGene00003623","WBGene00003241"
"WBGene00001086","WBGene00003241"
"WBGene00003024","WBGene00003241"
"WBGene00006604","WBGene00003241"
"WBGene00003624","WBGene00003241"
"WBGene00001194","WBGene00003241"
"WBGene00003661","WBGene00003241"
"WBGene00009939","WBGene00003241"
"WBGene00009084","WBGene00003241"
"WBGene00003036","WBGene00003241"
"WBGene00003182","WBGene00003241"
"WBGene00004804","WBGene00003241"
"WBGene00006853","WBGene00003241"
"WBGene00004013","WBGene00003241"
"WBGene00003003","WBGene00003241"
"WBGene00003609","WBGene00003241"
"WBGene00007984","WBGene00003241"
"WBGene00001250","WBGene00003241"
"WBGene00003847","WBGene00003241"
"WBGene00000450","WBGene00003241"
"WBGene00001249","WBGene00003241"
"WBGene00003610","WBGene00003241"
"WBGene00003218","WBGene00003241"
"WBGene00012005","WBGene00003241"
"WBGene00001568","WBGene00003241"
"WBGene00004729","WBGene00003241"
"WBGene00017690","WBGene00003241"
"WBGene00006796","WBGene00003241"
"WBGene00000433","WBGene00003241"
"WBGene00003002","WBGene00003241"
"WBGene00011614","WBGene00003241"
"WBGene00006818","WBGene00003241"
"WBGene00001174","WBGene00003241"
"WBGene00003937","WBGene00003241"
"WBGene00006964","WBGene00003241"
"WBGene00003046","WBGene00003241"
"WBGene00001851","WBGene00003241"
"WBGene00009448","WBGene00003241"
"WBGene00003637","WBGene00003241"
"WBGene00003035","WBGene00003241"
"WBGene00003633","WBGene00003241"
"WBGene00003087","WBGene00003241"
"WBGene00006959","WBGene00003241"
"WBGene00000460","WBGene00003241"
"WBGene00004857","WBGene00003241"
"WBGene00003163","WBGene00003241"
"WBGene00005006","WBGene00003241"
"WBGene00001182","WBGene00003241"
"WBGene00003037","WBGene00003241"
"WBGene00019327","WBGene00003241"
"WBGene00004393","WBGene00003241"
"WBGene00001833","WBGene00003241"
"WBGene00003675","WBGene00003241"
"WBGene00004166","WBGene00003241"
"WBGene00006790","WBGene00003241"
"WBGene00002998","WBGene00003241"
"WBGene00000912","WBGene00003241"
"WBGene00003680","WBGene00003241"
"WBGene00004096","WBGene00003241"
"WBGene00009772","WBGene00003241"
"WBGene00013106","WBGene00003241"
"WBGene00023497","WBGene00003241"
"WBGene00001345","WBGene00003241"
"WBGene00000439","WBGene00003241"
"WBGene00003000","WBGene00003241"
"WBGene00006543","WBGene00003241"
"WBGene00001955","WBGene00003241"
"WBGene00003102","WBGene00003241"
"WBGene00003601","WBGene00003912"
"WBGene00000912","WBGene00003912"
"WBGene00001061","WBGene00003912"
"WBGene00003087","WBGene00003912"
"WBGene00017755","WBGene00003912"
"WBGene00011614","WBGene00003912"
"WBGene00017690","WBGene00003912"
"WBGene00006514","WBGene00003912"
"WBGene00022794","WBGene00004949"
"WBGene00003087","WBGene00004949"
"WBGene00001085","WBGene00004949"
"WBGene00011614","WBGene00004949"
"WBGene00017690","WBGene00004949"
"WBGene00003003","WBGene00004949"
"WBGene00004013","WBGene00004949"
"WBGene00001087","WBGene00004949"
"WBGene00006604","WBGene00004949"
"WBGene00001086","WBGene00004949"
"WBGene00006514","WBGene00004949"
"WBGene00001345","WBGene00006580"
"WBGene00000439","WBGene00006580"
"WBGene00006543","WBGene00006580"
"WBGene00001955","WBGene00006580"
"WBGene00003102","WBGene00006580"
"WBGene00022794","WBGene00006580"
"WBGene00004166","WBGene00006580"
"WBGene00006790","WBGene00006580"
"WBGene00003675","WBGene00006580"
"WBGene00004857","WBGene00006580"
"WBGene00003163","WBGene00006580"
"WBGene00003087","WBGene00006580"
"WBGene00001174","WBGene00006580"
"WBGene00011614","WBGene00006580"
"WBGene00003002","WBGene00006580"
"WBGene00006796","WBGene00006580"
"WBGene00017690","WBGene00006580"
"WBGene00001249","WBGene00006580"
"WBGene00003847","WBGene00006580"
"WBGene00003003","WBGene00006580"
"WBGene00003661","WBGene00006580"
"WBGene00001194","WBGene00006580"
"WBGene00003624","WBGene00006580"
"WBGene00003024","WBGene00006580"
"WBGene00003623","WBGene00006580"
"WBGene00003622","WBGene00006580"
"WBGene00006514","WBGene00006580"
"WBGene00003020","WBGene00006580"
"WBGene00003601","WBGene00006580"
"WBGene00001061","WBGene00006580"
"WBGene00001096","WBGene00009772"
"WBGene00004393","WBGene00009772"
"WBGene00001833","WBGene00009772"
"WBGene00003675","WBGene00009772"
"WBGene00004166","WBGene00009772"
"WBGene00006790","WBGene00009772"
"WBGene00002998","WBGene00009772"
"WBGene00000912","WBGene00009772"
"WBGene00022794","WBGene00009772"
"WBGene00003102","WBGene00009772"
"WBGene00001955","WBGene00009772"
"WBGene00006543","WBGene00009772"
"WBGene00003000","WBGene00009772"
"WBGene00001345","WBGene00009772"
"WBGene00000439","WBGene00009772"
"WBGene00023497","WBGene00009772"
"WBGene00004096","WBGene00009772"
"WBGene00003680","WBGene00009772"
"WBGene00000095","WBGene00009772"
"WBGene00006970","WBGene00009772"
"WBGene00003605","WBGene00009772"
"WBGene00016202","WBGene00009772"
"WBGene00001061","WBGene00009772"
"WBGene00003667","WBGene00009772"
"WBGene00003020","WBGene00009772"
"WBGene00004319","WBGene00009772"
"WBGene00006514","WBGene00009772"
"WBGene00003220","WBGene00009772"
"WBGene00007433","WBGene00009772"
"WBGene00000366","WBGene00009772"
"WBGene00003622","WBGene00009772"
"WBGene00003623","WBGene00009772"
"WBGene00000441","WBGene00009772"
"WBGene00001086","WBGene00009772"
"WBGene00003024","WBGene00009772"
"WBGene00002783","WBGene00009772"
"WBGene00003624","WBGene00009772"
"WBGene00001194","WBGene00009772"
"WBGene00009084","WBGene00009772"
"WBGene00003638","WBGene00009772"
"WBGene00003182","WBGene00009772"
"WBGene00004804","WBGene00009772"
"WBGene00006853","WBGene00009772"
"WBGene00004013","WBGene00009772"
"WBGene00003003","WBGene00009772"
"WBGene00003609","WBGene00009772"
"WBGene00007984","WBGene00009772"
"WBGene00001250","WBGene00009772"
"WBGene00003847","WBGene00009772"
"WBGene00003610","WBGene00009772"
"WBGene00001249","WBGene00009772"
"WBGene00003218","WBGene00009772"
"WBGene00012005","WBGene00009772"
"WBGene00001568","WBGene00009772"
"WBGene00004729","WBGene00009772"
"WBGene00017690","WBGene00009772"
"WBGene00006796","WBGene00009772"
"WBGene00000433","WBGene00009772"
"WBGene00003002","WBGene00009772"
"WBGene00011614","WBGene00009772"
"WBGene00006818","WBGene00009772"
"WBGene00001174","WBGene00009772"
"WBGene00006964","WBGene00009772"
"WBGene00003046","WBGene00009772"
"WBGene00001851","WBGene00009772"
"WBGene00003637","WBGene00009772"
"WBGene00003035","WBGene00009772"
"WBGene00003633","WBGene00009772"
"WBGene00003087","WBGene00009772"
"WBGene00003037","WBGene00009772"
"WBGene00005006","WBGene00009772"
"WBGene00004857","WBGene00009772"
"WBGene00003163","WBGene00009772"
"WBGene00006959","WBGene00009772"
"WBGene00006514","WBGene00001210"
"WBGene00003601","WBGene00001210"
"WBGene00006604","WBGene00003622"
"WBGene00003003","WBGene00003622"
"WBGene00003847","WBGene00003622"
"WBGene00001249","WBGene00003622"
"WBGene00003218","WBGene00003622"
"WBGene00003087","WBGene00003622"
"WBGene00000912","WBGene00003622"
"WBGene00000439","WBGene00003622"
"WBGene00016202","WBGene00003622"
"WBGene00003601","WBGene00003622"
"WBGene00006514","WBGene00003622"
"WBGene00003622","WBGene00003622"
"WBGene00004013","WBGene00001244"
"WBGene00004096","WBGene00001244"
"WBGene00022794","WBGene00001244"
"WBGene00000912","WBGene00001244"
"WBGene00006964","WBGene00001244"
"WBGene00011614","WBGene00001244"
"WBGene00003002","WBGene00001244"
"WBGene00006796","WBGene00001244"
"WBGene00017690","WBGene00001244"
"WBGene00001568","WBGene00001244"
"WBGene00003218","WBGene00001244"
"WBGene00003847","WBGene00001244"
"WBGene00003003","WBGene00001244"
"WBGene00003661","WBGene00001244"
"WBGene00003624","WBGene00001244"
"WBGene00003667","WBGene00001244"
"WBGene00017690","WBGene00001252"
"WBGene00004013","WBGene00001252"
"WBGene00003667","WBGene00001252"
"WBGene00004096","WBGene00001252"
"WBGene00000912","WBGene00001252"
"WBGene00001087","WBGene00000459"
"WBGene00003000","WBGene00000459"
"WBGene00001345","WBGene00000459"
"WBGene00000439","WBGene00000459"
"WBGene00023497","WBGene00000459"
"WBGene00009772","WBGene00000459"
"WBGene00004096","WBGene00000459"
"WBGene00003680","WBGene00000459"
"WBGene00000095","WBGene00000459"
"WBGene00016997","WBGene00000459"
"WBGene00006970","WBGene00000459"
"WBGene00006766","WBGene00000459"
"WBGene00003605","WBGene00000459"
"WBGene00016202","WBGene00000459"
"WBGene00001061","WBGene00000459"
"WBGene00003667","WBGene00000459"
"WBGene00003020","WBGene00000459"
"WBGene00004319","WBGene00000459"
"WBGene00003511","WBGene00000459"
"WBGene00006514","WBGene00000459"
"WBGene00007016","WBGene00000459"
"WBGene00003220","WBGene00000459"
"WBGene00007433","WBGene00000459"
"WBGene00000366","WBGene00000459"
"WBGene00003622","WBGene00000459"
"WBGene00003623","WBGene00000459"
"WBGene00000441","WBGene00000459"
"WBGene00003024","WBGene00000459"
"WBGene00006604","WBGene00000459"
"WBGene00003624","WBGene00000459"
"WBGene00001194","WBGene00000459"
"WBGene00003661","WBGene00000459"
"WBGene00009084","WBGene00000459"
"WBGene00009939","WBGene00000459"
"WBGene00003638","WBGene00000459"
"WBGene00003182","WBGene00000459"
"WBGene00004804","WBGene00000459"
"WBGene00006543","WBGene00000459"
"WBGene00001955","WBGene00000459"
"WBGene00003102","WBGene00000459"
"WBGene00022794","WBGene00000459"
"WBGene00000912","WBGene00000459"
"WBGene00002998","WBGene00000459"
"WBGene00006790","WBGene00000459"
"WBGene00004166","WBGene00000459"
"WBGene00003675","WBGene00000459"
"WBGene00001833","WBGene00000459"
"WBGene00004393","WBGene00000459"
"WBGene00019327","WBGene00000459"
"WBGene00001096","WBGene00000459"
