"protein1","protein2"
"BSU_19620","BSU_22320"
"BSU_19620","BSU_23480"
"BSU_00110","BSU_00120"
"BSU_00110","BSU_29740"
"BSU_00110","BSU_22020"
"BSU_00120","BSU_29740"
"BSU_00140","BSU_07840"
"BSU_07840","BSU_27330"
"BSU_07840","BSU_37060"
"BSU_00160","BSU_02600"
"BSU_00160","BSU_17030"
"BSU_17030","BSU_17640"
"BSU_17030","BSU_19780"
"BSU_17030","BSU_11760"
"BSU_17030","BSU_36060"
"BSU_17030","BSU_11750"
"BSU_17030","BSU_11740"
"BSU_17030","BSU_17670"
"BSU_17030","BSU_22800"
"BSU_17030","BSU_31270"
"BSU_17030","BSU_28110"
"BSU_17030","BSU_17700"
"BSU_02600","BSU_36190"
"BSU_02600","BSU_31860"
"BSU_02600","BSU_06710"
"BSU_30540","BSU_40440"
"BSU_30540","BSU_39920"
"BSU_16030","BSU_19660"
"BSU_16030","BSU_30540"
"BSU_26150","BSU_31860"
"BSU_26150","BSU_33690"
"BSU_26150","BSU_33020"
"BSU_26150","BSU_40360"
"BSU_00210","BSU_25560"
"BSU_00210","BSU_16580"
"BSU_00210","BSU_00310"
"BSU_00210","BSU_22350"
"BSU_00210","BSU_25210"
"BSU_00210","BSU_00040"
"BSU_00210","BSU_25280"
"BSU_00230","BSU_24230"
"BSU_00230","BSU_25530"
"BSU_00230","BSU_36750"
"BSU_00230","BSU_27970"
"BSU_25530","BSU_36750"
"BSU_27970","BSU_27980"
"BSU_00320","BSU_37130"
"BSU_00320","BSU_27930"
"BSU_00320","BSU_09190"
"BSU_00320","BSU_14990"
"BSU_00320","BSU_17020"
"BSU_14990","BSU_37130"
"BSU_14990","BSU_27930"
"BSU_14990","BSU_17020"
"BSU_09190","BSU_16020"
"BSU_09190","BSU_28010"
"BSU_05240","BSU_25330"
"BSU_05240","BSU_28990"
"BSU_05240","BSU_37030"
"BSU_05240","BSU_23220"
"BSU_05240","BSU_05650"
"BSU_05240","BSU_06710"
"BSU_05240","BSU_31860"
"BSU_05240","BSU_26150"
"BSU_05240","BSU_36260"
"BSU_05240","BSU_12890"
"BSU_05240","BSU_07580"
"BSU_05240","BSU_10160"
"BSU_05240","BSU_36190"
"BSU_05240","BSU_28610"
"BSU_05240","BSU_09900"
"BSU_00370","BSU_14120"
"BSU_00370","BSU_01130"
"BSU_00370","BSU_00660"
"BSU_01130","BSU_29740"
"BSU_01130","BSU_22880"
"BSU_01130","BSU_40440"
"BSU_01130","BSU_33600"
"BSU_01130","BSU_28030"
"BSU_01130","BSU_36410"
"BSU_01130","BSU_15280"
"BSU_01130","BSU_16490"
"BSU_01130","BSU_28190"
"BSU_01130","BSU_16500"
"BSU_01130","BSU_00660"
"BSU_00380","BSU_23220"
"BSU_00380","BSU_19400"
"BSU_00380","BSU_29740"
"BSU_19400","BSU_27980"
"BSU_19400","BSU_28920"
"BSU_19400","BSU_26560"
"BSU_19400","BSU_34570"
"BSU_19400","BSU_33940"
"BSU_23220","BSU_34810"
"BSU_23220","BSU_37420"
"BSU_23220","BSU_40800"
"BSU_23220","BSU_31250"
"BSU_23220","BSU_40010"
"BSU_23220","BSU_35500"
"BSU_00410","BSU_16960"
"BSU_00410","BSU_14530"
"BSU_14530","BSU_16960"
"BSU_14530","BSU_29740"
"BSU_14530","BSU_16780"
"BSU_14530","BSU_29190"
"BSU_14530","BSU_33940"
"BSU_14530","BSU_16690"
"BSU_16960","BSU_29190"
"BSU_16960","BSU_25140"
"BSU_16960","BSU_33900"
"BSU_16960","BSU_33940"
"BSU_16960","BSU_16490"
"BSU_16960","BSU_00320"
"BSU_00420","BSU_35370"
"BSU_00490","BSU_29740"
"BSU_00510","BSU_29740"
"BSU_00510","BSU_24290"
"BSU_00510","BSU_00470"
"BSU_24290","BSU_41020"
"BSU_24290","BSU_24300"
"BSU_00550","BSU_35160"
"BSU_00550","BSU_01070"
"BSU_35160","BSU_35170"
"BSU_00590","BSU_01240"
"BSU_00590","BSU_01310"
"BSU_00590","BSU_16040"
"BSU_00590","BSU_01280"
"BSU_00590","BSU_24900"
"BSU_00590","BSU_01180"
"BSU_00590","BSU_15640"
"BSU_00590","BSU_01400"
"BSU_00590","BSU_01490"
"BSU_00590","BSU_01170"
"BSU_00590","BSU_28860"
"BSU_00590","BSU_01350"
"BSU_00590","BSU_01260"
"BSU_00590","BSU_01190"
"BSU_00590","BSU_01020"
"BSU_00590","BSU_01210"
"BSU_00590","BSU_41060"
"BSU_00590","BSU_01040"
"BSU_00590","BSU_15080"
"BSU_00590","BSU_15820"
"BSU_00590","BSU_01440"
"BSU_00590","BSU_01230"
"BSU_00590","BSU_27940"
"BSU_00590","BSU_01160"
"BSU_00590","BSU_01340"
"BSU_00590","BSU_27960"
"BSU_00590","BSU_28850"
"BSU_00590","BSU_01320"
"BSU_00590","BSU_01270"
"BSU_15640","BSU_27960"
"BSU_15640","BSU_27940"
"BSU_15640","BSU_28850"
"BSU_15640","BSU_41060"
"BSU_15640","BSU_24900"
"BSU_15640","BSU_15820"
"BSU_15640","BSU_28860"
"BSU_15640","BSU_16040"
"BSU_27940","BSU_41060"
"BSU_27940","BSU_27920"
"BSU_27940","BSU_04580"
"BSU_27940","BSU_00960"
"BSU_27940","BSU_00990"
"BSU_27940","BSU_30700"
"BSU_27940","BSU_01050"
"BSU_27940","new_2477758_2477958_c"
"BSU_27940","BSU_40890"
"BSU_27940","BSU_35310"
"BSU_27940","BSU_29660"
"BSU_27940","BSU_40910"
"BSU_27940","BSU_28850"
"BSU_27940","BSU_28860"
"BSU_27940","BSU_28190"
"BSU_27940","BSU_37070"
"BSU_27940","BSU_40500"
"BSU_27940","BSU_27960"
"BSU_27940","BSU_28580"
"BSU_16040","BSU_40500"
"BSU_16040","BSU_37120"
"BSU_16040","BSU_36830"
"BSU_16040","BSU_23500"
"BSU_16040","BSU_01130"
"BSU_16040","new_2477758_2477958_c"
"BSU_16040","BSU_00990"
"BSU_16040","BSU_30700"
"BSU_16040","BSU_01050"
"BSU_16040","BSU_41060"
"BSU_16040","BSU_27960"
"BSU_16040","BSU_23880"
"BSU_16040","BSU_24900"
"BSU_16040","BSU_37070"
"BSU_16040","BSU_35310"
"BSU_16040","BSU_25410"
"BSU_16040","BSU_29660"
"BSU_16040","BSU_28850"
"BSU_16040","BSU_25550"
"BSU_16040","BSU_28580"
"BSU_16040","BSU_28860"
"BSU_16040","BSU_40890"
"BSU_16040","BSU_27940"
"BSU_16040","BSU_16490"
"BSU_16040","BSU_16680"
"BSU_16040","BSU_16050"
"BSU_16040","BSU_27600"
"BSU_16040","BSU_40910"
"BSU_01280","BSU_25550"
"BSU_01280","BSU_16040"
"BSU_01280","BSU_15080"
"BSU_01280","BSU_01340"
"BSU_01280","BSU_01310"
"BSU_01280","BSU_40890"
"BSU_01280","BSU_41060"
"BSU_01280","BSU_01290"
"BSU_01280","BSU_16490"
"BSU_01280","BSU_27600"
"BSU_01280","BSU_27960"
"BSU_01280","BSU_01490"
"BSU_01280","BSU_40500"
"BSU_01280","BSU_15820"
"BSU_01280","BSU_01330"
"BSU_01280","BSU_25410"
"BSU_01280","BSU_40910"
"BSU_01280","BSU_37070"
"BSU_01280","BSU_16680"
"BSU_01280","BSU_28850"
"BSU_01280","BSU_15640"
"BSU_01280","BSU_28860"
"BSU_01280","BSU_01420"
"BSU_01280","BSU_23880"
"BSU_01280","BSU_15990"
"BSU_01280","BSU_01400"
"BSU_01280","BSU_15980"
"BSU_01280","BSU_16050"
"BSU_01280","BSU_24900"
"BSU_01280","BSU_01500"
"BSU_01280","BSU_01410"
"BSU_01280","BSU_35310"
"BSU_01280","BSU_01300"
"BSU_01280","BSU_29660"
"BSU_01280","BSU_01350"
"BSU_01280","BSU_27940"
"BSU_01280","BSU_28580"
"BSU_01280","BSU_01320"
"BSU_01280","BSU_05610"
"BSU_01280","BSU_01440"
"BSU_15820","BSU_15980"
"BSU_15820","BSU_00990"
"BSU_15820","BSU_30700"
"BSU_15820","BSU_01050"
"BSU_15820","BSU_41060"
"BSU_15820","BSU_28860"
"BSU_15820","BSU_15990"
"BSU_15820","BSU_24900"
"BSU_15820","BSU_16490"
"BSU_15820","BSU_28850"
"BSU_15820","BSU_28580"
"BSU_15820","BSU_29660"
"BSU_15820","BSU_16040"
"BSU_15820","BSU_25410"
"BSU_15820","BSU_25550"
"BSU_15820","BSU_40890"
"BSU_15820","BSU_27600"
"BSU_15820","BSU_16680"
"BSU_15820","BSU_40910"
"BSU_15820","BSU_35310"
"BSU_15820","BSU_23880"
"BSU_15820","BSU_27960"
"BSU_15820","BSU_27940"
"BSU_15820","BSU_37070"
"BSU_15820","BSU_40500"
"BSU_01240","BSU_01290"
"BSU_01240","BSU_29130"
"BSU_01240","BSU_00990"
"BSU_01240","BSU_01050"
"BSU_01240","new_2477758_2477958_c"
"BSU_01240","BSU_30700"
"BSU_01240","BSU_28230"
"BSU_01240","BSU_28860"
"BSU_01240","BSU_01280"
"BSU_01240","BSU_40910"
"BSU_01240","BSU_23880"
"BSU_01240","BSU_15980"
"BSU_01240","BSU_41060"
"BSU_01240","BSU_15080"
"BSU_01240","BSU_01270"
"BSU_01240","BSU_01500"
"BSU_01240","BSU_40500"
"BSU_01240","BSU_01260"
"BSU_01240","BSU_01490"
"BSU_01240","BSU_25550"
"BSU_01240","BSU_01420"
"BSU_01240","BSU_16050"
"BSU_01240","BSU_15820"
"BSU_01240","BSU_27960"
"BSU_01240","BSU_28580"
"BSU_01240","BSU_25410"
"BSU_01240","BSU_16490"
"BSU_01240","BSU_01340"
"BSU_01240","BSU_27600"
"BSU_01240","BSU_05610"
"BSU_01240","BSU_01250"
"BSU_01240","BSU_27940"
"BSU_01240","BSU_01330"
"BSU_01240","BSU_28850"
"BSU_01240","BSU_29660"
"BSU_01240","BSU_16040"
"BSU_01240","BSU_01320"
"BSU_01240","BSU_01410"
"BSU_01240","BSU_16680"
"BSU_01240","BSU_01440"
"BSU_01240","BSU_01310"
"BSU_01240","BSU_37070"
"BSU_01240","BSU_24900"
"BSU_01240","BSU_15640"
"BSU_01240","BSU_01350"
"BSU_01240","BSU_35310"
"BSU_01240","BSU_40890"
"BSU_01240","BSU_15990"
"BSU_01240","BSU_01300"
"BSU_01240","BSU_01400"
"BSU_28860","BSU_35310"
"BSU_28860","BSU_00990"
"BSU_28860","BSU_30700"
"BSU_28860","BSU_01050"
"BSU_28860","BSU_40890"
"BSU_28860","BSU_41060"
"BSU_28860","BSU_40910"
"BSU_28860","BSU_37070"
"BSU_28860","BSU_29660"
"BSU_28860","BSU_40500"
"BSU_01230","BSU_01240"
"BSU_01230","BSU_30700"
"BSU_01230","BSU_01050"
"BSU_01230","BSU_41060"
"BSU_01230","BSU_25410"
"BSU_01230","BSU_01330"
"BSU_01230","BSU_01440"
"BSU_01230","BSU_24900"
"BSU_01230","BSU_28850"
"BSU_01230","BSU_01280"
"BSU_01230","BSU_25550"
"BSU_01230","BSU_28580"
"BSU_01230","BSU_40910"
"BSU_01230","BSU_01260"
"BSU_01230","BSU_01300"
"BSU_01230","BSU_15980"
"BSU_01230","BSU_15080"
"BSU_01230","BSU_05610"
"BSU_01230","BSU_01420"
"BSU_01230","BSU_29660"
"BSU_01230","BSU_16680"
"BSU_01230","BSU_15820"
"BSU_01230","BSU_27600"
"BSU_01230","BSU_01400"
"BSU_01230","BSU_01350"
"BSU_01230","BSU_35310"
"BSU_01230","BSU_01270"
"BSU_01230","BSU_15990"
"BSU_01230","BSU_40890"
"BSU_01230","BSU_01410"
"BSU_01230","BSU_27960"
"BSU_01230","BSU_23880"
"BSU_01230","BSU_01500"
"BSU_01230","BSU_27940"
"BSU_01230","BSU_37070"
"BSU_01230","BSU_01320"
"BSU_01230","BSU_01290"
"BSU_01230","BSU_01250"
"BSU_01230","BSU_16490"
"BSU_01230","BSU_16040"
"BSU_01230","BSU_15640"
"BSU_01230","BSU_01310"
"BSU_01230","BSU_01340"
"BSU_01230","BSU_01490"
"BSU_01230","BSU_28860"
"BSU_01230","BSU_40500"
"BSU_01350","BSU_27960"
"BSU_01350","BSU_01050"
"BSU_01350","BSU_30700"
"BSU_01350","BSU_15080"
"BSU_01350","BSU_41060"
"BSU_01350","BSU_25550"
"BSU_01350","BSU_15640"
"BSU_01350","BSU_24900"
"BSU_01350","BSU_15980"
"BSU_01350","BSU_40890"
"BSU_01350","BSU_15990"
"BSU_01350","BSU_01400"
"BSU_01350","BSU_37070"
"BSU_01350","BSU_01500"
"BSU_01350","BSU_01490"
"BSU_01350","BSU_05610"
"BSU_01350","BSU_27940"
"BSU_01350","BSU_29660"
"BSU_01350","BSU_01410"
"BSU_01350","BSU_16490"
"BSU_01350","BSU_23880"
"BSU_01350","BSU_01440"
"BSU_01350","BSU_35310"
"BSU_01350","BSU_28580"
"BSU_01350","BSU_28860"
"BSU_01350","BSU_40500"
"BSU_01350","BSU_15820"
"BSU_01350","BSU_40910"
"BSU_01350","BSU_16680"
"BSU_01350","BSU_25410"
"BSU_01350","BSU_16050"
"BSU_01350","BSU_27600"
"BSU_01350","BSU_16040"
"BSU_01350","BSU_01420"
"BSU_01350","BSU_28850"
"BSU_01160","BSU_01290"
"BSU_01160","BSU_01310"
"BSU_01160","BSU_29660"
"BSU_01160","BSU_01410"
"BSU_01160","BSU_01220"
"BSU_01160","BSU_01300"
"BSU_01160","BSU_01230"
"BSU_01160","BSU_01240"
"BSU_01160","BSU_37070"
"BSU_01160","BSU_01350"
"BSU_01160","BSU_01440"
"BSU_01160","BSU_01200"
"BSU_01160","BSU_16040"
"BSU_01160","BSU_25550"
"BSU_01160","BSU_01270"
"BSU_01160","BSU_01320"
"BSU_01160","BSU_16490"
"BSU_01160","BSU_01420"
"BSU_01160","BSU_27600"
"BSU_01160","BSU_01170"
"BSU_01160","BSU_27940"
"BSU_01160","BSU_40500"
"BSU_01160","BSU_25410"
"BSU_01160","BSU_15980"
"BSU_01160","BSU_01210"
"BSU_01160","BSU_15820"
"BSU_01160","BSU_05610"
"BSU_01160","BSU_40910"
"BSU_01160","BSU_01500"
"BSU_01160","BSU_01340"
"BSU_01160","BSU_01260"
"BSU_01160","BSU_15990"
"BSU_01160","BSU_28580"
"BSU_01160","BSU_16050"
"BSU_01160","BSU_24900"
"BSU_01160","BSU_15080"
"BSU_01160","BSU_40890"
"BSU_01160","BSU_01330"
"BSU_01160","BSU_23880"
"BSU_01160","BSU_28190"
"BSU_01160","BSU_01180"
"BSU_01160","BSU_27960"
"BSU_01160","BSU_01280"
"BSU_01160","BSU_01490"
"BSU_01160","BSU_16680"
"BSU_01160","BSU_01190"
"BSU_01160","BSU_35310"
"BSU_01160","BSU_01250"
"BSU_01160","BSU_41060"
"BSU_01160","BSU_28860"
"BSU_01160","BSU_15640"
"BSU_01160","BSU_28850"
"BSU_01160","BSU_01400"
"BSU_01490","BSU_41060"
"BSU_01490","BSU_00990"
"BSU_01490","BSU_01050"
"BSU_01490","BSU_30700"
"BSU_01490","BSU_35310"
"BSU_01490","BSU_05610"
"BSU_01490","BSU_24900"
"BSU_01490","BSU_27600"
"BSU_01490","BSU_25550"
"BSU_01490","BSU_28580"
"BSU_01490","BSU_40500"
"BSU_01490","BSU_40910"
"BSU_01490","BSU_27960"
"BSU_01490","BSU_15990"
"BSU_01490","BSU_37070"
"BSU_01490","BSU_29660"
"BSU_01490","BSU_40890"
"BSU_01490","BSU_15640"
"BSU_01490","BSU_28850"
"BSU_01490","BSU_15980"
"BSU_01490","BSU_16040"
"BSU_01490","BSU_27940"
"BSU_01490","BSU_28860"
"BSU_01490","BSU_15080"
"BSU_01490","BSU_16490"
"BSU_01490","BSU_16050"
"BSU_01490","BSU_23880"
"BSU_01490","BSU_16680"
"BSU_01490","BSU_15820"
"BSU_01490","BSU_25410"
"BSU_01490","BSU_01500"
"BSU_27960","BSU_40910"
"BSU_27960","BSU_00520"
"BSU_27960","BSU_30700"
"BSU_27960","BSU_00990"
"BSU_27960","new_2477758_2477958_c"
"BSU_27960","BSU_01050"
"BSU_27960","BSU_01090"
"BSU_27960","BSU_41060"
"BSU_27960","BSU_28860"
"BSU_27960","BSU_40500"
"BSU_27960","BSU_37070"
"BSU_27960","BSU_40890"
"BSU_27960","BSU_29660"
"BSU_27960","BSU_35310"
"BSU_27960","BSU_28850"
"BSU_27960","BSU_28580"
"BSU_01310","BSU_29660"
"BSU_01310","BSU_30700"
"BSU_01310","BSU_00520"
"BSU_01310","BSU_01050"
"BSU_01310","BSU_00990"
"BSU_01310","new_2477758_2477958_c"
"BSU_01310","BSU_41060"
"BSU_01310","BSU_15080"
