protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score
FBgn0260442	GO:0003779	30	76	2	0.02830188679245283
FBgn0283478	GO:0003779	21	76	0	0.010309278350515464
FBgn0038472	GO:0043022	101	31	5	0.045454545454545456
FBgn0000250	GO:0043022	135	31	0	0.006024096385542169
FBgn0029763	GO:0016579	32	38	0	0.014285714285714285
FBgn0283442	GO:0016579	18	38	1	0.03571428571428571
FBgn0285971	GO:0000981	7	415	1	0.004739336492890996
FBgn0264291	GO:0000981	43	415	1	0.004366812227074236
FBgn0004644	GO:0007224	28	10	6	0.18421052631578946
FBgn0035813	GO:0007224	0	10	0	0.1
FBgn0260486	GO:0005085	28	84	0	0.008928571428571428
FBgn0027620	GO:0005085	34	84	0	0.00847457627118644
FBgn0052022	GO:0071816	1	9	0	0.1
FBgn0037408	GO:0071816	1	9	0	0.1
FBgn0037857	GO:0005634	2	2250	0	0.0004440497335701599
FBgn0036411	GO:0005634	32	2250	12	0.0056967572304995615
FBgn0261788	GO:0048675	52	26	1	0.02564102564102564
FBgn0263705	GO:0048675	73	26	0	0.010101010101010102
FBgn0035977	GO:0098542	3	5	0	0.125
FBgn0034085	GO:0098542	4	5	0	0.1111111111111111
FBgn0037668	GO:0015141	1	12	0	0.07692307692307693
FBgn0041195	GO:0015141	8	12	0	0.05
FBgn0034415	GO:0006979	68	96	2	0.018292682926829267
FBgn0030086	GO:0006979	375	96	3	0.008492569002123142
FBgn0000384	GO:0060027	28	4	1	0.0625
FBgn0031030	GO:0060027	32	4	0	0.027777777777777776
FBgn0283472	GO:0008286	192	33	7	0.035555555555555556
FBgn0037100	GO:0008286	3	33	0	0.027777777777777776
FBgn0015926	GO:0007349	33	40	1	0.0273972602739726
FBgn0034493	GO:0007349	1	40	0	0.024390243902439025
FBgn0032475	GO:0045892	40	137	7	0.04519774011299435
FBgn0030573	GO:0045892	2	137	0	0.007194244604316547
FBgn0003660	GO:0005484	147	25	22	0.13372093023255813
FBgn0263131	GO:0005484	6	25	0	0.03225806451612903
FBgn0053843	GO:0031490	0	49	0	0.02040816326530612
FBgn0263829	GO:0031490	9	49	0	0.017241379310344827
FBgn0034785	GO:0022857	59	201	1	0.007692307692307693
FBgn0026393	GO:0022857	1	201	0	0.0049504950495049506
FBgn0031758	GO:0009409	23	6	0	0.034482758620689655
FBgn0000024	GO:0009409	11	6	0	0.058823529411764705
FBgn0036376	GO:0031594	27	96	4	0.04065040650406504
FBgn0024248	GO:0031594	100	96	1	0.01020408163265306
FBgn0014189	GO:0000381	302	87	5	0.015424164524421594
FBgn0086356	GO:0000381	61	87	2	0.02027027027027027
FBgn0003525	GO:0000086	80	8	2	0.03409090909090909
FBgn0051874	GO:0000086	0	8	0	0.125
FBgn0022382	GO:0005515	134	958	20	0.019230769230769232
FBgn0259735	GO:0005515	51	958	9	0.009910802775024777
FBgn0037317	GO:0005634	37	2250	11	0.005247048535198951
FBgn0003977	GO:0005634	24	2250	12	0.005716798592788039
FBgn0004698	GO:0003684	68	24	5	0.06521739130434782
FBgn0010548	GO:0003684	69	24	0	0.010752688172043012
FBgn0024944	GO:0030425	50	126	0	0.005681818181818182
FBgn0011300	GO:0030425	118	126	4	0.020491803278688523
FBgn0000392	GO:0017148	60	44	11	0.11538461538461539
FBgn0052786	GO:0017148	2	44	0	0.021739130434782608
FBgn0051840	GO:0005575	0	2646	0	0.0003779289493575208
FBgn0260632	GO:0005575	136	2646	6	0.0025161754133716753
FBgn0020633	GO:0017116	154	9	6	0.04294478527607362
FBgn0037976	GO:0017116	3	9	0	0.08333333333333333
FBgn0019686	GO:0071480	121	12	1	0.015037593984962405
FBgn0004174	GO:0071480	31	12	0	0.023255813953488372
FBgn0053689	GO:0008150	0	1771	0	0.000564652738565782
FBgn0014179	GO:0008150	32	1771	0	0.0005546311702717693
FBgn0030573	GO:0004550	2	5	0	0.14285714285714285
FBgn0036742	GO:0004550	45	5	1	0.04
FBgn0026721	GO:0004867	59	81	0	0.007142857142857143
FBgn0015380	GO:0004867	57	81	0	0.007246376811594203
FBgn0041191	GO:1904263	165	27	1	0.010416666666666666
FBgn0010825	GO:1904263	81	27	0	0.009259259259259259
FBgn0039768	GO:0046513	1	11	0	0.08333333333333333
FBgn0011828	GO:0046513	52	11	0	0.015873015873015872
FBgn0263006	GO:0006816	157	33	0	0.005263157894736842
FBgn0011774	GO:0006816	163	33	0	0.00510204081632653
FBgn0026165	GO:0007417	0	85	0	0.011764705882352941
FBgn0029890	GO:0007417	28	85	0	0.008849557522123894
FBgn0004882	GO:0003723	46	486	16	0.03195488721804511
FBgn0283510	GO:0003723	0	486	0	0.00205761316872428
FBgn0003118	GO:0007464	87	12	3	0.04040404040404041
FBgn0000719	GO:0007464	53	12	0	0.015384615384615385
FBgn0000625	GO:0006357	26	615	1	0.0031201248049922
FBgn0034110	GO:0006357	106	615	3	0.005547850208044383
FBgn0004110	GO:0071907	11	11	0	0.045454545454545456
FBgn0053383	GO:0071907	0	11	0	0.09090909090909091
FBgn0026079	GO:0003723	47	486	5	0.01125703564727955
FBgn0051406	GO:0003723	0	486	0	0.00205761316872428
FBgn0013987	GO:0045793	54	41	6	0.07368421052631578
FBgn0030465	GO:0045793	18	41	0	0.01694915254237288
FBgn0262738	GO:0019722	14	14	0	0.03571428571428571
FBgn0086368	GO:0019722	36	14	0	0.02
FBgn0011817	GO:0048190	71	55	1	0.015873015873015872
FBgn0025454	GO:0048190	132	55	1	0.0106951871657754
FBgn0259195	GO:0019789	31	11	0	0.023809523809523808
FBgn0035934	GO:0019789	8	11	0	0.05263157894736842
FBgn0003502	GO:0030717	103	34	1	0.014598540145985401
FBgn0266521	GO:0030717	118	34	1	0.013157894736842105
FBgn0033729	GO:0062129	29	134	0	0.006134969325153374
FBgn0003042	GO:0062129	86	134	0	0.004545454545454545
FBgn0013343	GO:0031629	125	7	5	0.045454545454545456
FBgn0033033	GO:0031629	2	7	0	0.1111111111111111
FBgn0283521	GO:0005515	37	958	8	0.009045226130653266
FBgn0261963	GO:0005515	10	958	4	0.005165289256198347
FBgn0031450	GO:0005769	189	68	7	0.0311284046692607
FBgn0250850	GO:0005769	44	68	0	0.008928571428571428
FBgn0015765	GO:0005737	212	1863	73	0.03566265060240964
FBgn0067768	GO:0005737	0	1863	0	0.0005367686527106817
FBgn0036565	GO:0005615	18	685	0	0.001422475106685633
FBgn0004237	GO:0005615	191	685	1	0.00228310502283105
FBgn0264600	GO:0003674	0	3150	0	0.00031746031746031746
FBgn0010303	GO:0003674	61	3150	2	0.0009342883836810962
FBgn0043575	GO:0002814	1	8	0	0.1111111111111111
FBgn0010403	GO:0002814	0	8	0	0.125
FBgn0003346	GO:0005515	108	958	30	0.029080675422138838
FBgn0032818	GO:0005515	29	958	3	0.004052684903748734
FBgn0004368	GO:0030424	15	161	3	0.022727272727272728
FBgn0013770	GO:0030424	264	161	4	0.011764705882352941
FBgn0027835	GO:0003729	235	205	13	0.031818181818181815
FBgn0038467	GO:0003729	17	205	1	0.009009009009009009
FBgn0027657	GO:0015671	28	1	0	0.034482758620689655
FBgn0052671	GO:0015671	0	1	0	1.0
FBgn0041246	GO:0050913	0	5	0	0.2
FBgn0031434	GO:0050913	5	5	0	0.1
FBgn0039532	GO:0001737	8	22	0	0.03333333333333333
FBgn0019938	GO:0001737	83	22	0	0.009523809523809525
FBgn0039244	GO:0042626	2	48	0	0.02
FBgn0011890	GO:0042626	0	48	0	0.020833333333333332
FBgn0040071	GO:0005634	17	2250	11	0.00529333921482135
FBgn0039593	GO:0005634	1	2250	1	0.000888494002665482
FBgn0038198	GO:0045456	4	6	0	0.1
FBgn0032907	GO:0045456	32	6	0	0.02631578947368421
FBgn0036937	GO:0016020	3	1524	0	0.0006548788474132286
FBgn0004882	GO:0016020	46	1524	2	0.001910828025477707
FBgn0028980	GO:0005634	52	2250	20	0.009122502172024326
FBgn0036059	GO:0005634	59	2250	21	0.009527934170636639
FBgn0033460	GO:0090110	98	4	2	0.029411764705882353
FBgn0052679	GO:0090110	3	4	0	0.14285714285714285
FBgn0261238	GO:0007591	35	12	0	0.02127659574468085
FBgn0001316	GO:0007591	19	12	0	0.03225806451612903
FBgn0263391	GO:0007282	91	9	0	0.01
FBgn0033730	GO:0007282	3	9	0	0.08333333333333333
FBgn0040392	GO:0003674	3	3150	0	0.0003171582619727244
FBgn0040098	GO:0003674	25	3150	1	0.0006299212598425197
FBgn0039532	GO:0008258	8	45	0	0.018867924528301886
FBgn0011656	GO:0008258	83	45	1	0.015625
FBgn0035251	GO:1990621	95	2	1	0.020618556701030927
FBgn0000482	GO:1990621	40	2	0	0.023809523809523808
FBgn0001308	GO:0005871	96	25	3	0.03305785123966942
FBgn0035942	GO:0005871	83	25	0	0.009259259259259259
FBgn0053310	GO:0006813	6	27	0	0.030303030303030304
FBgn0036545	GO:0006813	6	27	0	0.030303030303030304
FBgn0012037	GO:0006508	7	498	0	0.0019801980198019802
FBgn0010356	GO:0006508	146	498	0	0.0015527950310559005
FBgn0037292	GO:0001666	10	36	0	0.021739130434782608
FBgn0001254	GO:0001666	6	36	0	0.023809523809523808
FBgn0035049	GO:0031012	25	130	1	0.012903225806451613
FBgn0010238	GO:0031012	88	130	0	0.0045871559633027525
FBgn0051162	GO:0006412	0	558	0	0.0017921146953405018
FBgn0026379	GO:0006412	150	558	9	0.014124293785310734
FBgn0003651	GO:0006355	48	502	14	0.02727272727272727
FBgn0002770	GO:0006355	0	502	0	0.00199203187250996
FBgn0020370	GO:0032991	23	77	0	0.01
FBgn0030659	GO:0032991	1	77	0	0.01282051282051282
FBgn0030674	GO:0061630	308	148	2	0.006578947368421052
FBgn0260440	GO:0061630	4	148	0	0.006578947368421052
FBgn0039129	GO:0005840	101	234	14	0.04477611940298507
FBgn0043900	GO:0005840	34	234	0	0.0037313432835820895
FBgn0029155	GO:0051287	67	32	0	0.010101010101010102
FBgn0027868	GO:0051287	78	32	2	0.02727272727272727
FBgn0005593	GO:0003723	203	486	43	0.06386066763425254
FBgn0013693	GO:0003723	0	486	0	0.00205761316872428
FBgn0011573	GO:0005737	195	1863	80	0.03935860058309038
FBgn0052110	GO:0005737	208	1863	71	0.03476581361661033
FBgn0025628	GO:0016491	43	215	0	0.003875968992248062
FBgn0040298	GO:0016491	12	215	0	0.004405286343612335
FBgn0014141	GO:0007303	217	13	1	0.008695652173913044
FBgn0027584	GO:0007303	5	13	0	0.05555555555555555
FBgn0067780	GO:0045451	0	43	0	0.023255813953488372
FBgn0052296	GO:0045451	23	43	0	0.015151515151515152
FBgn0010113	GO:0007430	9	38	0	0.02127659574468085
FBgn0011648	GO:0007430	202	38	1	0.008333333333333333
FBgn0043470	GO:0004252	1	280	0	0.0035587188612099642
FBgn0083986	GO:0004252	2	280	0	0.0035460992907801418
FBgn0030108	GO:0050909	0	68	0	0.014705882352941176
FBgn0030974	GO:0050909	45	68	0	0.008849557522123894
FBgn0029134	GO:0000502	177	31	27	0.1346153846153846
FBgn0038931	GO:0000502	12	31	0	0.023255813953488372
FBgn0005658	GO:0006355	66	502	8	0.01584507042253521
FBgn0243512	GO:0006355	37	502	1	0.0037105751391465678
FBgn0030793	GO:0005634	45	2250	7	0.003485838779956427
FBgn0014020	GO:0005634	143	2250	33	0.014208106978687839
FBgn0264307	GO:0043679	50	12	0	0.016129032258064516
FBgn0035379	GO:0043679	6	12	0	0.05555555555555555
FBgn0029714	GO:0005730	53	301	23	0.06779661016949153
FBgn0040273	GO:0005730	206	301	32	0.0650887573964497
FBgn0037810	GO:0005730	27	301	3	0.012195121951219513
FBgn0035295	GO:0005730	15	301	1	0.006329113924050633
FBgn0261885	GO:0035060	78	16	11	0.1276595744680851
FBgn0051518	GO:0035060	0	16	0	0.0625
FBgn0039849	GO:0044249	16	2	0	0.05555555555555555
FBgn0050035	GO:0044249	27	2	0	0.034482758620689655
FBgn0023090	GO:0070840	8	6	0	0.07142857142857142
FBgn0260486	GO:0070840	28	6	0	0.029411764705882353
FBgn0038876	GO:0004452	21	1	0	0.045454545454545456
FBgn0261963	GO:0004452	10	1	0	0.09090909090909091
FBgn0036709	GO:0007608	1	116	0	0.008547008547008548
FBgn0003963	GO:0007608	17	116	0	0.007518796992481203
FBgn0029608	GO:0120009	44	17	0	0.01639344262295082
FBgn0003205	GO:0120009	270	17	0	0.003484320557491289
FBgn0017550	GO:0005515	13	958	8	0.009268795056642637
FBgn0014184	GO:0005515	66	958	8	0.0087890625
FBgn0262716	GO:0034314	76	11	8	0.10344827586206896
FBgn0011676	GO:0034314	191	11	1	0.009900990099009901
FBgn0041235	GO:0033038	0	2	0	0.5
FBgn0038131	GO:0033038	0	2	0	0.5
FBgn0030693	GO:0006511	102	136	13	0.058823529411764705
FBgn0267002	GO:0006511	43	136	1	0.0111731843575419
FBgn0011766	GO:0051726	91	40	7	0.061068702290076333
FBgn0050398	GO:0051726	3	40	0	0.023255813953488372
FBgn0086690	GO:0007605	68	73	2	0.02127659574468085
FBgn0085438	GO:0007605	0	73	0	0.0136986301369863
FBgn0024329	GO:0071475	86	1	0	0.011494252873563218
FBgn0265606	GO:0071475	120	1	0	0.008264462809917356
FBgn0028688	GO:0000502	112	31	27	0.1958041958041958
FBgn0036764	GO:0000502	230	31	4	0.019157088122605363
FBgn0004859	GO:0032991	186	77	7	0.030418250950570342
FBgn0013772	GO:0032991	130	77	0	0.004830917874396135
FBgn0260635	GO:0043066	39	85	4	0.04032258064516129
FBgn0020379	GO:0043066	18	85	0	0.009708737864077669
FBgn0264324	GO:0007465	24	22	2	0.06521739130434782
FBgn0260944	GO:0007465	37	22	0	0.01694915254237288
FBgn0033389	GO:0000400	26	6	0	0.03125
FBgn0004475	GO:0000400	0	6	0	0.16666666666666666
FBgn0034729	GO:0016409	16	24	0	0.025
FBgn0261089	GO:0016409	0	24	0	0.041666666666666664
FBgn0005654	GO:0005515	32	958	8	0.00909090909090909
FBgn0264307	GO:0005515	50	958	13	0.013888888888888888
FBgn0000117	GO:0060070	409	17	8	0.02112676056338028
FBgn0030914	GO:0060070	3	17	0	0.05
FBgn0037705	GO:0005634	17	2250	5	0.002646669607410675
FBgn0265356	GO:0005634	34	2250	10	0.004816112084063047
FBgn0038446	GO:0005575	2	2646	0	0.00037764350453172205
FBgn0004509	GO:0005575	9	2646	0	0.0003766478342749529
FBgn0025638	GO:0097602	97	18	8	0.0782608695652174
FBgn0035266	GO:0097602	18	18	0	0.027777777777777776
FBgn0038922	GO:0006102	31	7	2	0.07894736842105263
FBgn0027657	GO:0006102	28	7	0	0.02857142857142857
FBgn0263979	GO:0006335	90	7	3	0.041237113402061855
FBgn0033264	GO:0006335	144	7	0	0.006622516556291391
FBgn0010223	GO:0003924	2	148	0	0.006666666666666667
FBgn0053844	GO:0003924	0	148	0	0.006756756756756757
FBgn0010246	GO:0005737	124	1863	38	0.019627579265223957
FBgn0017579	GO:0005737	141	1863	49	0.0249500998003992
FBgn0035872	GO:0003676	117	369	14	0.030864197530864196
FBgn0005612	GO:0003676	1	369	0	0.002702702702702703
FBgn0000715	GO:0045822	3	2	0	0.2
FBgn0035169	GO:0045822	14	2	0	0.0625
FBgn0051618	GO:0000786	5	124	1	0.015503875968992248
FBgn0004170	GO:0000786	75	124	0	0.005025125628140704
FBgn0266186	GO:0016020	59	1524	17	0.011370814908401769
FBgn0015024	GO:0016020	92	1524	12	0.008044554455445545
FBgn0030974	GO:0036396	45	8	4	0.09433962264150944
FBgn0004963	GO:0036396	0	8	0	0.125
FBgn0261456	GO:0008285	193	42	7	0.03404255319148936
FBgn0031170	GO:0008285	190	42	1	0.008620689655172414
FBgn0002641	GO:0006727	18	21	0	0.02564102564102564
FBgn0022160	GO:0006727	32	21	0	0.018867924528301886
FBgn0040206	GO:0045746	257	41	4	0.016778523489932886
FBgn0051441	GO:0045746	1	41	0	0.023809523809523808
FBgn0034143	GO:0080019	1	17	0	0.05555555555555555
FBgn0026181	GO:0080019	46	17	0	0.015873015873015872
FBgn0052484	GO:0017050	63	2	0	0.015384615384615385
FBgn0033058	GO:0017050	0	2	0	0.5
FBgn0044452	GO:0061723	19	11	1	0.06666666666666667
FBgn0017561	GO:0061723	8	11	0	0.05263157894736842
FBgn0004380	GO:0090263	44	51	1	0.021052631578947368
FBgn0000117	GO:0090263	409	51	16	0.03695652173913044
FBgn0002962	GO:0045495	38	16	2	0.05555555555555555
FBgn0086129	GO:0045495	184	16	0	0.005
FBgn0262477	GO:0040011	28	35	0	0.015873015873015872
FBgn0039489	GO:0040011	1	35	0	0.027777777777777776
FBgn0015509	GO:0032436	428	47	15	0.03368421052631579
FBgn0053817	GO:0032436	0	47	0	0.02127659574468085
FBgn0033247	GO:0061700	67	6	4	0.0684931506849315
FBgn0040477	GO:0061700	21	6	0	0.037037037037037035
FBgn0040235	GO:0045292	17	10	1	0.07407407407407407
FBgn0010352	GO:0045292	66	10	0	0.013157894736842105
FBgn0039213	GO:0007030	78	75	1	0.013071895424836602
FBgn0054056	GO:0007030	3	75	0	0.01282051282051282
FBgn0037963	GO:0016020	4	1524	0	0.0006544502617801048
FBgn0034580	GO:0016020	9	1524	0	0.0006523157208088715
FBgn0267790	GO:0003730	145	122	5	0.02247191011235955
FBgn0025680	GO:0003730	26	122	0	0.006756756756756757
FBgn0033942	GO:0062129	12	134	0	0.00684931506849315
FBgn0265082	GO:0062129	13	134	0	0.006802721088435374
FBgn0028422	GO:0043179	2	1	0	0.3333333333333333
FBgn0067659	GO:0043179	0	1	0	1.0
FBgn0039258	GO:0005794	1	240	0	0.004149377593360996
FBgn0033631	GO:0005794	74	240	1	0.006369426751592357
FBgn0010389	GO:0004672	95	231	12	0.03987730061349693
FBgn0051569	GO:0004672	0	231	0	0.004329004329004329
FBgn0000317	GO:0005902	19	9	1	0.07142857142857142
FBgn0033935	GO:0005902	29	9	0	0.02631578947368421
FBgn0002531	GO:0008010	14	112	0	0.007936507936507936
FBgn0003655	GO:0008010	17	112	0	0.007751937984496124
FBgn0051158	GO:0032014	21	3	0	0.041666666666666664
FBgn0266452	GO:0032014	32	3	0	0.02857142857142857
FBgn0065032	GO:0051015	70	85	9	0.06451612903225806
FBgn0035024	GO:0051015	26	85	1	0.018018018018018018
FBgn0267975	GO:0033206	21	3	0	0.041666666666666664
FBgn0003892	GO:0033206	141	3	0	0.006944444444444444
FBgn0259174	GO:0017022	561	33	4	0.008417508417508417
FBgn0262827	GO:0017022	0	33	0	0.030303030303030304
FBgn0264307	GO:0043022	50	31	0	0.012345679012345678
FBgn0037713	GO:0043022	7	31	0	0.02631578947368421
FBgn0250791	GO:0000149	193	36	17	0.07860262008733625
FBgn0263231	GO:0000149	283	36	1	0.006269592476489028
FBgn0034153	GO:0019953	0	220	0	0.004545454545454545
FBgn0262461	GO:0019953	0	220	0	0.004545454545454545
FBgn0284220	GO:0006265	33	7	1	0.05
FBgn0260862	GO:0006265	46	7	0	0.018867924528301886
FBgn0000277	GO:0050829	2	114	0	0.008620689655172414
FBgn0039039	GO:0050829	1	114	0	0.008695652173913044
FBgn0010303	GO:0007561	61	7	0	0.014705882352941176
FBgn0053904	GO:0007561	0	7	0	0.14285714285714285
FBgn0286818	GO:0043025	0	150	0	0.006666666666666667
FBgn0041100	GO:0043025	276	150	5	0.014084507042253521
FBgn0286783	GO:0006635	0	30	0	0.03333333333333333
FBgn0086350	GO:0006635	7	30	0	0.02702702702702703
FBgn0031470	GO:0008233	67	178	11	0.04897959183673469
FBgn0010303	GO:0008233	61	178	0	0.0041841004184100415
FBgn0037408	GO:0004930	1	113	0	0.008771929824561403
FBgn0264600	GO:0004930	0	113	0	0.008849557522123894
FBgn0263316	GO:0008340	8	174	0	0.005494505494505495
FBgn0037750	GO:0008340	6	174	0	0.005555555555555556
FBgn0003607	GO:1905646	125	1	0	0.007936507936507936
FBgn0051840	GO:1905646	0	1	0	1.0
FBgn0023215	GO:0046983	58	74	1	0.015151515151515152
FBgn0034785	GO:0046983	59	74	0	0.007518796992481203
FBgn0039010	GO:0016020	31	1524	21	0.01414790996784566
FBgn0022935	GO:0016020	42	1524	1	0.001277139208173691
FBgn0266418	GO:0000132	7	22	1	0.06896551724137931
FBgn0036996	GO:0000132	24	22	0	0.021739130434782608
FBgn0037931	GO:0005634	23	2250	8	0.003959524857017158
FBgn0008651	GO:0005634	23	2250	11	0.005279366476022877
FBgn0011762	GO:0003896	35	2	0	0.02702702702702703
FBgn0064171	GO:0003896	0	2	0	0.5
FBgn0035317	GO:0097730	9	10	0	0.05263157894736842
FBgn0039016	GO:0097730	36	10	0	0.021739130434782608
FBgn0015789	GO:0043025	135	150	6	0.02456140350877193
FBgn0039120	GO:0043025	64	150	1	0.009345794392523364
FBgn0032026	GO:0016020	9	1524	1	0.001304631441617743
FBgn0266709	GO:0016020	7	1524	1	0.0013063357282821686
FBgn0011648	GO:0007560	202	10	0	0.0047169811320754715
FBgn0038853	GO:0007560	9	10	0	0.05263157894736842
FBgn0028963	GO:0004984	21	69	0	0.011111111111111112
FBgn0002914	GO:0004984	101	69	0	0.0058823529411764705
FBgn0038151	GO:0005576	2	499	0	0.001996007984031936
FBgn0267975	GO:0005576	21	499	0	0.0019230769230769232
FBgn0036372	GO:0030424	72	161	2	0.012875536480686695
FBgn0035049	GO:0030424	25	161	1	0.010752688172043012
FBgn0035872	GO:0010508	117	32	2	0.020134228187919462
FBgn0039332	GO:0010508	76	32	3	0.037037037037037035
FBgn0004406	GO:0005760	8	2	1	0.2
FBgn0262579	GO:0005760	55	2	0	0.017543859649122806
FBgn0031696	GO:0005634	98	2250	35	0.015332197614991482
FBgn0005386	GO:0005634	9	2250	4	0.002213368747233289
FBgn0263602	GO:0004298	25	8	0	0.030303030303030304
FBgn0023167	GO:0004298	370	8	0	0.0026455026455026454
FBgn0011604	GO:0003677	131	610	35	0.048582995951417005
FBgn0017457	GO:0003677	80	610	4	0.007246376811594203
FBgn0002781	GO:0005700	90	174	8	0.03409090909090909
FBgn0027950	GO:0005700	42	174	9	0.046296296296296294
FBgn0037538	GO:0006511	1	136	0	0.0072992700729927005
FBgn0036353	GO:0006511	6	136	0	0.007042253521126761
FBgn0020392	GO:0006499	54	1	0	0.01818181818181818
FBgn0003997	GO:0006499	9	1	0	0.1
FBgn0016977	GO:0007411	38	167	4	0.024390243902439025
FBgn0003720	GO:0007411	38	167	3	0.01951219512195122
FBgn0003205	GO:0040008	270	21	2	0.010309278350515464
FBgn0041156	GO:0040008	1	21	0	0.045454545454545456
FBgn0053894	GO:0006325	0	120	0	0.008333333333333333
FBgn0031189	GO:0006325	10	120	0	0.007692307692307693
FBgn0001128	GO:0005975	106	124	3	0.017391304347826087
FBgn0010350	GO:0005975	24	124	0	0.006756756756756757
FBgn0051935	GO:0043547	15	25	1	0.05
FBgn0014930	GO:0043547	1	25	0	0.038461538461538464
FBgn0259174	GO:1905062	561	1	0	0.0017793594306049821
FBgn0041184	GO:1905062	16	1	1	0.11764705882352941
FBgn0263850	GO:0000973	0	4	0	0.25
FBgn0041627	GO:0000973	126	4	0	0.007692307692307693
FBgn0025638	GO:0061630	97	148	1	0.00816326530612245
FBgn0036248	GO:0061630	48	148	1	0.01020408163265306
FBgn0042083	GO:1905202	10	2	1	0.16666666666666666
FBgn0000541	GO:1905202	43	2	0	0.022222222222222223
FBgn0003187	GO:0003779	32	76	0	0.009259259259259259
FBgn0000615	GO:0003779	99	76	0	0.005714285714285714
FBgn0261624	GO:0061630	4	148	0	0.006578947368421052
FBgn0010382	GO:0061630	59	148	2	0.014492753623188406
FBgn0286898	GO:0006888	0	69	0	0.014492753623188406
FBgn0035872	GO:0006888	117	69	4	0.026881720430107527
FBgn0032240	GO:0046540	158	33	15	0.08376963350785341
FBgn0023509	GO:0046540	29	33	0	0.016129032258064516
FBgn0028342	GO:0046933	139	20	13	0.0880503144654088
FBgn0000588	GO:0046933	308	20	0	0.003048780487804878
FBgn0050025	GO:0006508	0	498	0	0.002008032128514056
FBgn0053208	GO:0006508	35	498	1	0.00375234521575985
FBgn0034072	GO:0005509	6	205	1	0.009478672985781991
FBgn0024227	GO:0005509	20	205	0	0.0044444444444444444
FBgn0065109	GO:0005272	8	33	0	0.024390243902439025
FBgn0036147	GO:0005272	119	33	0	0.006578947368421052
FBgn0035983	GO:0042287	3	1	0	0.25
FBgn0004913	GO:0042287	138	1	0	0.007194244604316547
FBgn0010770	GO:0007292	213	1	0	0.004672897196261682
FBgn0026079	GO:0007292	47	1	0	0.020833333333333332
FBgn0003429	GO:0045433	21	15	0	0.027777777777777776
FBgn0063495	GO:0045433	34	15	0	0.02040816326530612
FBgn0003479	GO:0008094	179	16	2	0.015384615384615385
FBgn0040392	GO:0008094	3	16	0	0.05263157894736842
FBgn0031652	GO:0031146	14	61	2	0.04
FBgn0033483	GO:0031146	15	61	0	0.013157894736842105
FBgn0260764	GO:0003674	0	3150	0	0.00031746031746031746
FBgn0003651	GO:0003674	48	3150	3	0.0012507817385866166
FBgn0030791	GO:0016020	23	1524	2	0.0019392372333548805
FBgn0266174	GO:0016020	0	1524	0	0.0006561679790026247
FBgn0010397	GO:0005652	197	15	2	0.014150943396226415
FBgn0051217	GO:0005652	7	15	0	0.045454545454545456
FBgn0264270	GO:0005515	131	958	30	0.028466483011937556
FBgn0003964	GO:0005515	62	958	27	0.027450980392156862
FBgn0039488	GO:0000398	28	229	13	0.054474708171206226
FBgn0003463	GO:0000398	25	229	0	0.003937007874015748
FBgn0052525	GO:0033410	0	11	0	0.09090909090909091
FBgn0015602	GO:0033410	35	11	0	0.021739130434782608
FBgn0013686	GO:0043186	0	47	0	0.02127659574468085
FBgn0037930	GO:0043186	105	47	0	0.006578947368421052
FBgn0039044	GO:0006915	207	52	0	0.003861003861003861
FBgn0004374	GO:0006915	15	52	0	0.014925373134328358
FBgn0033033	GO:0007560	2	10	0	0.08333333333333333
FBgn0002914	GO:0007560	101	10	0	0.009009009009009009
FBgn0052850	GO:0000151	75	31	4	0.04716981132075472
FBgn0011224	GO:0000151	123	31	1	0.012987012987012988
FBgn0027785	GO:0003674	6	3150	0	0.0003168567807351077
FBgn0265268	GO:0003674	0	3150	0	0.00031746031746031746
FBgn0031390	GO:0048477	58	248	7	0.026143790849673203
FBgn0052406	GO:0048477	16	248	1	0.007575757575757576
FBgn0014184	GO:0005654	66	198	6	0.026515151515151516
FBgn0022740	GO:0005654	37	198	2	0.01276595744680851
FBgn0039664	GO:0006400	2	14	0	0.0625
FBgn0003227	GO:0006400	9	14	0	0.043478260869565216
FBgn0002938	GO:0005737	30	1863	11	0.006339144215530904
FBgn0015790	GO:0005737	167	1863	50	0.025123152709359605
FBgn0028978	GO:0046627	68	29	1	0.020618556701030927
FBgn0039139	GO:0046627	36	29	0	0.015384615384615385
FBgn0283440	GO:0051754	1	4	0	0.2
FBgn0036641	GO:0051754	195	4	0	0.005025125628140704
FBgn0002756	GO:0000278	0	151	0	0.006622516556291391
FBgn0086134	GO:0000278	230	151	7	0.02099737532808399
FBgn0020496	GO:0016616	185	39	1	0.008928571428571428
FBgn0035936	GO:0016616	7	39	0	0.021739130434782608
FBgn0285879	GO:0005634	4	2250	2	0.0013309671694764862
FBgn0051274	GO:0005634	0	2250	0	0.00044444444444444447
FBgn0001224	GO:0042026	392	32	7	0.018867924528301886
FBgn0042083	GO:0042026	10	32	0	0.023809523809523808
FBgn0004595	GO:0045944	13	324	0	0.002967359050445104
FBgn0259876	GO:0045944	18	324	1	0.005847953216374269
FBgn0086680	GO:0006357	20	615	7	0.012598425196850394
FBgn0001104	GO:0006357	88	615	2	0.004267425320056899
FBgn0260799	GO:0007155	56	69	3	0.032
FBgn0039683	GO:0007155	3	69	0	0.013888888888888888
FBgn0287788	GO:0004081	0	1	0	1.0
