protein	goTerm	degree	score
FBgn0262200	GO:0006955	7	0.00487408610885459
FBgn0023214	GO:0006955	16	0.012185215272136474
FBgn0003118	GO:0035169	134	0.10804224207961008
FBgn0041100	GO:0035169	316	0.255889520714866
FBgn0036345	GO:0000276	30	0.023558082859463852
FBgn0263316	GO:0000276	19	0.01462225832656377
FBgn0015583	GO:0030246	34	0.026807473598700244
FBgn0002543	GO:0030246	30	0.023558082859463852
FBgn0039010	GO:0005789	36	0.02843216896831844
FBgn0013698	GO:0005789	3	0.0016246953696181965
FBgn0003866	GO:0005737	64	0.05117790414297319
FBgn0000533	GO:0005737	19	0.01462225832656377
FBgn0267366	GO:0007613	19	0.01462225832656377
FBgn0284084	GO:0007613	97	0.07798537774167344
FBgn0283724	GO:0030705	31	0.024370430544272948
FBgn0000146	GO:0030705	63	0.050365556458164096
FBgn0053851	GO:0006334	10	0.007311129163281885
FBgn0016031	GO:0006334	10	0.007311129163281885
FBgn0287775	GO:0019731	15	0.011372867587327376
FBgn0035657	GO:0019731	17	0.012997562956945572
FBgn0014343	GO:0042803	21	0.016246953696181964
FBgn0028411	GO:0042803	39	0.030869212022745736
FBgn0029002	GO:0005576	25	0.01949634443541836
FBgn0002921	GO:0005576	197	0.15922014622258326
FBgn0261854	GO:0004674	168	0.13566206336311942
FBgn0000454	GO:0004674	35	0.02761982128350934
FBgn0040337	GO:0061708	25	0.01949634443541836
FBgn0030524	GO:0061708	76	0.060926076360682375
FBgn0035870	GO:1901354	14	0.010560519902518278
FBgn0284256	GO:1901354	36	0.02843216896831844
FBgn0263237	GO:0000278	113	0.09098294069861901
FBgn0035586	GO:0000278	15	0.011372867587327376
FBgn0000032	GO:0003993	12	0.008935824532900082
FBgn0031422	GO:0003993	22	0.017059301380991064
FBgn0040297	GO:0051453	31	0.024370430544272948
FBgn0086361	GO:0051453	81	0.06498781478472786
FBgn0033738	GO:0006511	19	0.01462225832656377
FBgn0030586	GO:0006511	5	0.003249390739236393
FBgn0260968	GO:0003674	3	0.0016246953696181965
FBgn0030007	GO:0003674	43	0.03411860276198213
FBgn0036671	GO:2000060	42	0.03330625507717303
FBgn0030038	GO:2000060	39	0.030869212022745736
FBgn0052232	GO:0051225	12	0.008935824532900082
FBgn0011300	GO:0051225	153	0.12347684809098294
FBgn0039705	GO:0006497	58	0.0463038180341186
FBgn0036345	GO:0006497	30	0.023558082859463852
FBgn0004921	GO:0060027	63	0.050365556458164096
FBgn0262516	GO:0060027	39	0.030869212022745736
FBgn0010441	GO:0005524	101	0.08123476848090982
FBgn0286784	GO:0005524	42	0.03330625507717303
FBgn0015520	GO:0003676	291	0.2355808285946385
FBgn0031951	GO:0003676	20	0.015434606011372868
FBgn0039212	GO:0005484	53	0.04224207961007311
FBgn0029870	GO:0005484	39	0.030869212022745736
FBgn0035878	GO:0005737	22	0.017059301380991064
FBgn0033183	GO:0005737	29	0.022745735174654752
FBgn0003710	GO:0045433	7	0.00487408610885459
FBgn0015520	GO:0045433	291	0.2355808285946385
FBgn0027548	GO:0071011	247	0.19983753046303818
FBgn0039930	GO:0071011	13	0.00974817221770918
FBgn0030610	GO:0016531	18	0.01380991064175467
FBgn0042094	GO:0016531	31	0.024370430544272948
FBgn0035976	GO:0005886	120	0.0966693744922827
FBgn0032820	GO:0005886	116	0.0934199837530463
FBgn0002906	GO:0005634	99	0.07961007311129163
FBgn0030944	GO:0005634	73	0.05848903330625508
FBgn0010660	GO:0006606	47	0.03736799350121852
FBgn0016930	GO:0006606	93	0.07473598700243704
FBgn0053374	GO:0006412	4	0.002437043054427295
FBgn0011592	GO:0006412	106	0.08529650690495533
FBgn0003863	GO:0004252	11	0.008123476848090982
FBgn0053881	GO:0004252	9	0.006498781478472786
FBgn0030662	GO:0008376	9	0.006498781478472786
FBgn0032123	GO:0008376	12	0.008935824532900082
FBgn0262734	GO:0003676	18	0.01380991064175467
FBgn0085370	GO:0003676	18	0.01380991064175467
FBgn0034067	GO:0140571	4	0.002437043054427295
FBgn0039681	GO:0140571	4	0.002437043054427295
FBgn0021825	GO:0045451	90	0.07229894394800974
FBgn0034145	GO:0045451	13	0.00974817221770918
FBgn0031573	GO:0000978	12	0.008935824532900082
FBgn0032083	GO:0000978	25	0.01949634443541836
FBgn0038876	GO:0009240	26	0.020308692120227456
FBgn0030686	GO:0009240	76	0.060926076360682375
FBgn0024250	GO:0007476	100	0.08042242079610074
FBgn0031804	GO:0007476	14	0.010560519902518278
FBgn0013263	GO:0003677	102	0.08204711616571893
FBgn0000459	GO:0003677	49	0.03899268887083672
FBgn0004053	GO:0003677	31	0.024370430544272948
FBgn0263397	GO:0003677	20	0.015434606011372868
FBgn0019972	GO:0004197	145	0.11697806661251016
FBgn0035254	GO:0004197	17	0.012997562956945572
FBgn0262402	GO:0035195	7	0.00487408610885459
FBgn0000542	GO:0035195	15	0.011372867587327376
FBgn0020392	GO:0005737	59	0.047116165718927704
FBgn0036764	GO:0005737	240	0.1941510966693745
FBgn0005672	GO:0043703	387	0.31356620633631194
FBgn0033901	GO:0043703	33	0.025995125913891144
FBgn0262370	GO:0003730	13	0.00974817221770918
FBgn0028687	GO:0003730	403	0.32656376929325753
FBgn0017456	GO:0006511	23	0.017871649065800164
FBgn0261278	GO:0006511	164	0.132412672623883
FBgn0261531	GO:0003674	3	0.0016246953696181965
FBgn0003139	GO:0003674	38	0.030056864337936636
FBgn0003731	GO:0007367	721	0.5848903330625508
FBgn0053883	GO:0007367	9	0.006498781478472786
FBgn0010213	GO:1903146	61	0.048740861088545896
FBgn0005558	GO:1903146	89	0.07148659626320066
FBgn0003896	GO:0007521	85	0.06823720552396426
FBgn0043578	GO:0007521	8	0.005686433793663688
FBgn0030366	GO:0032991	162	0.13078797725426483
FBgn0038827	GO:0032991	38	0.030056864337936636
FBgn0263979	GO:0070822	119	0.0958570268074736
FBgn0039277	GO:0070822	4	0.002437043054427295
FBgn0038063	GO:0030728	17	0.012997562956945572
FBgn0028984	GO:0030728	12	0.008935824532900082
FBgn0011576	GO:0004497	76	0.060926076360682375
FBgn0037358	GO:0004497	17	0.012997562956945572
FBgn0040291	GO:0005634	140	0.11291632818846466
FBgn0033912	GO:0005634	104	0.08367181153533712
FBgn0036770	GO:0015499	16	0.012185215272136474
FBgn0003130	GO:0015499	34	0.026807473598700244
FBgn0030242	GO:0005819	48	0.038180341186027617
FBgn0038837	GO:0005819	35	0.02761982128350934
FBgn0264087	GO:0007274	59	0.047116165718927704
FBgn0002763	GO:0007274	3	0.0016246953696181965
FBgn0038301	GO:0000978	29	0.022745735174654752
FBgn0037526	GO:0000978	46	0.036555645816409424
FBgn0031621	GO:0005634	30	0.023558082859463852
FBgn0003141	GO:0005634	24	0.01868399675060926
FBgn0262581	GO:0005575	3	0.0016246953696181965
FBgn0038584	GO:0005575	67	0.05361494719740049
FBgn0261648	GO:0007423	44	0.034930950446791224
FBgn0002985	GO:0007423	107	0.08610885458976442
FBgn0283468	GO:0051219	358	0.29000812347684807
FBgn0028932	GO:0051219	30	0.023558082859463852
FBgn0085475	GO:0005575	3	0.0016246953696181965
FBgn0036046	GO:0005575	44	0.034930950446791224
FBgn0261049	GO:0008021	47	0.03736799350121852
FBgn0010421	GO:0008021	93	0.07473598700243704
FBgn0086912	GO:0005737	31	0.024370430544272948
FBgn0024944	GO:0005737	75	0.06011372867587327
FBgn0011771	GO:0048812	44	0.034930950446791224
FBgn0023000	GO:0048812	16	0.012185215272136474
FBgn0002775	GO:0003682	120	0.0966693744922827
FBgn0001222	GO:0003682	120	0.0966693744922827
FBgn0011694	GO:0042628	12	0.008935824532900082
FBgn0005672	GO:0042628	387	0.31356620633631194
FBgn0031757	GO:0055085	3	0.0016246953696181965
FBgn0002903	GO:0055085	1	0.0
FBgn0010389	GO:0035170	142	0.11454102355808286
FBgn0036670	GO:0035170	19	0.01462225832656377
FBgn0053827	GO:0046982	10	0.007311129163281885
FBgn0003310	GO:0046982	41	0.03249390739236393
FBgn0011889	GO:0030533	4	0.002437043054427295
FBgn0027338	GO:0030533	247	0.19983753046303818
FBgn0286785	GO:0007391	32	0.025182778229082048
FBgn0038598	GO:0007391	21	0.016246953696181964
FBgn0031092	GO:0006635	44	0.034930950446791224
FBgn0086908	GO:0006635	119	0.0958570268074736
FBgn0032821	GO:0005096	16	0.012185215272136474
FBgn0039645	GO:0005096	7	0.00487408610885459
FBgn0026233	GO:0003674	2	0.0008123476848090983
FBgn0263111	GO:0003674	145	0.11697806661251016
FBgn0003444	GO:0007224	66	0.05280259951259139
FBgn0036141	GO:0007224	77	0.06173842404549147
FBgn0034877	GO:0030234	53	0.04224207961007311
FBgn0284248	GO:0030234	48	0.038180341186027617
FBgn0015000	GO:0003824	16	0.012185215272136474
FBgn0003520	GO:0003824	343	0.2778229082047116
FBgn0033929	GO:0000439	81	0.06498781478472786
FBgn0000635	GO:0000439	738	0.5987002437043054
FBgn0037848	GO:0045747	5	0.003249390739236393
FBgn0020277	GO:0045747	14	0.010560519902518278
FBgn0020633	GO:0006270	170	0.1372867587327376
FBgn0030600	GO:0006270	44	0.034930950446791224
FBgn0039421	GO:0043169	11	0.008123476848090982
FBgn0003249	GO:0043169	11	0.008123476848090982
FBgn0037262	GO:0005634	71	0.05686433793663688
FBgn0053876	GO:0005634	6	0.004061738424045491
FBgn0027085	GO:0006429	20	0.015434606011372868
FBgn0004856	GO:0006429	204	0.16490658001624695
FBgn0014135	GO:0035147	58	0.0463038180341186
FBgn0004370	GO:0035147	29	0.022745735174654752
FBgn0004647	GO:0010629	556	0.45085296506904954
FBgn0027948	GO:0010629	65	0.05199025182778229
FBgn0037801	GO:0016594	20	0.015434606011372868
FBgn0038385	GO:0016594	41	0.03249390739236393
FBgn0037855	GO:0003674	20	0.015434606011372868
FBgn0038860	GO:0003674	14	0.010560519902518278
FBgn0004893	GO:0007442	38	0.030056864337936636
FBgn0003444	GO:0007442	66	0.05280259951259139
FBgn0014018	GO:0000981	302	0.2445166531275386
FBgn0020764	GO:0000981	42	0.03330625507717303
FBgn0031229	GO:0003723	76	0.060926076360682375
FBgn0035217	GO:0003723	7	0.00487408610885459
FBgn0264075	GO:0034751	93	0.07473598700243704
FBgn0051272	GO:0034751	3	0.0016246953696181965
FBgn0037741	GO:0006338	22	0.017059301380991064
FBgn0033439	GO:0006338	12	0.008935824532900082
FBgn0262438	GO:0035278	1	0.0
FBgn0003310	GO:0035278	41	0.03249390739236393
FBgn0030982	GO:2000812	21	0.016246953696181964
FBgn0265101	GO:2000812	46	0.036555645816409424
FBgn0285926	GO:0005829	43	0.03411860276198213
FBgn0086361	GO:0005829	81	0.06498781478472786
FBgn0053425	GO:0003735	4	0.002437043054427295
FBgn0013733	GO:0003735	174	0.14053614947197401
FBgn0030941	GO:0005515	46	0.036555645816409424
FBgn0243516	GO:0005515	17	0.012997562956945572
FBgn0022942	GO:0030422	181	0.1462225832656377
FBgn0000642	GO:0030422	3	0.0016246953696181965
FBgn0042105	GO:0015031	35	0.02761982128350934
FBgn0033659	GO:0015031	11	0.008123476848090982
FBgn0033753	GO:0004497	7	0.00487408610885459
FBgn0005674	GO:0004497	165	0.13322502030869213
FBgn0261502	GO:0003674	3	0.0016246953696181965
FBgn0261592	GO:0003674	245	0.19821283509341997
FBgn0025334	GO:0006355	73	0.05848903330625508
FBgn0020429	GO:0006355	22	0.017059301380991064
FBgn0033402	GO:0002804	96	0.07717303005686434
FBgn0050051	GO:0002804	3	0.0016246953696181965
FBgn0051140	GO:0004143	32	0.025182778229082048
FBgn0030362	GO:0004143	207	0.16734362307067424
FBgn0033929	GO:0006367	81	0.06498781478472786
FBgn0011225	GO:0006367	109	0.08773354995938261
FBgn0004652	GO:0060179	62	0.04955320877335499
FBgn0052000	GO:0060179	19	0.01462225832656377
FBgn0003900	GO:0003677	38	0.030056864337936636
FBgn0036990	GO:0003677	97	0.07798537774167344
FBgn0032336	GO:0005615	8	0.005686433793663688
FBgn0266937	GO:0005615	1	0.0
FBgn0031494	GO:0005737	38	0.030056864337936636
FBgn0039108	GO:0005737	2	0.0008123476848090983
FBgn0026160	GO:0016925	30	0.023558082859463852
FBgn0264324	GO:0016925	35	0.02761982128350934
FBgn0000427	GO:0007306	22	0.017059301380991064
FBgn0028387	GO:0007306	59	0.047116165718927704
FBgn0011692	GO:0051256	162	0.13078797725426483
FBgn0028668	GO:0051256	7	0.00487408610885459
FBgn0266937	GO:0035195	1	0.0
FBgn0017590	GO:0035195	17	0.012997562956945572
FBgn0004244	GO:0006811	46	0.036555645816409424
FBgn0036059	GO:0006811	88	0.07067424857839155
FBgn0038874	GO:0007186	9	0.006498781478472786
FBgn0033893	GO:0007186	7	0.00487408610885459
FBgn0062440	GO:0051560	6	0.004061738424045491
FBgn0038180	GO:0051560	19	0.01462225832656377
FBgn0031623	GO:0006367	13	0.00974817221770918
FBgn0027052	GO:0006367	159	0.12835093419983754
FBgn0004102	GO:0001745	55	0.043866774979691305
FBgn0035423	GO:0001745	199	0.16084484159220147
FBgn0027088	GO:0006418	64	0.05117790414297319
FBgn0003479	GO:0006418	211	0.17059301380991065
FBgn0015946	GO:0043065	49	0.03899268887083672
FBgn0040805	GO:0043065	9	0.006498781478472786
FBgn0030687	GO:0045727	61	0.048740861088545896
FBgn0027492	GO:0045727	106	0.08529650690495533
FBgn0050379	GO:0016020	20	0.015434606011372868
FBgn0020243	GO:0016020	2	0.0008123476848090983
FBgn0045035	GO:0000077	105	0.08448415922014622
FBgn0051673	GO:0000077	14	0.010560519902518278
FBgn0002736	GO:0005515	157	0.12672623883021933
FBgn0053824	GO:0005515	10	0.007311129163281885
FBgn0004907	GO:0007611	774	0.627944760357433
FBgn0032197	GO:0007611	10	0.007311129163281885
FBgn0039955	GO:0003382	43	0.03411860276198213
FBgn0053769	GO:0003382	3	0.0016246953696181965
FBgn0038583	GO:0005634	3	0.0016246953696181965
FBgn0034246	GO:0005634	60	0.0479285134037368
FBgn0034802	GO:0003729	789	0.6401299756295694
FBgn0033205	GO:0003729	290	0.2347684809098294
FBgn0000568	GO:0045944	28	0.021933387489845652
FBgn0085382	GO:0045944	50	0.039805036555645816
FBgn0020503	GO:0044295	62	0.04955320877335499
FBgn0037998	GO:0044295	14	0.010560519902518278
FBgn0026196	GO:0030515	365	0.2956945572705118
FBgn0040103	GO:0030515	1	0.0
FBgn0287182	GO:0019887	4	0.002437043054427295
FBgn0000037	GO:0019887	16	0.012185215272136474
FBgn0262656	GO:0045944	519	0.4207961007311129
FBgn0261930	GO:0045944	30	0.023558082859463852
FBgn0052173	GO:0005829	4	0.002437043054427295
FBgn0052672	GO:0005829	100	0.08042242079610074
FBgn0003130	GO:0005634	34	0.026807473598700244
FBgn0033278	GO:0005634	4	0.002437043054427295
FBgn0011661	GO:0005634	291	0.2355808285946385
FBgn0022355	GO:0005634	39	0.030869212022745736
FBgn0263111	GO:0097352	145	0.11697806661251016
FBgn0037405	GO:0097352	8	0.005686433793663688
FBgn0004595	GO:0045179	64	0.05117790414297319
FBgn0004907	GO:0045179	774	0.627944760357433
FBgn0031639	GO:0006412	48	0.038180341186027617
FBgn0284084	GO:0006412	97	0.07798537774167344
FBgn0004828	GO:0000786	429	0.3476848090982941
FBgn0013702	GO:0000786	3	0.0016246953696181965
FBgn0004838	GO:0032991	70	0.056051990251827784
FBgn0037015	GO:0032991	12	0.008935824532900082
FBgn0026598	GO:0035293	76	0.060926076360682375
FBgn0003117	GO:0035293	83	0.06661251015434606
FBgn0031980	GO:0022626	71	0.05686433793663688
FBgn0014006	GO:0022626	88	0.07067424857839155
FBgn0005674	GO:0005524	165	0.13322502030869213
FBgn0037668	GO:0005524	13	0.00974817221770918
FBgn0022936	GO:0016538	89	0.07148659626320066
FBgn0002926	GO:0016538	17	0.012997562956945572
FBgn0031530	GO:0006493	9	0.006498781478472786
FBgn0051741	GO:0006493	4	0.002437043054427295
FBgn0004620	GO:0035249	27	0.021121039805036556
FBgn0083987	GO:0035249	5	0.003249390739236393
FBgn0038980	GO:0071880	10	0.007311129163281885
FBgn0015946	GO:0071880	49	0.03899268887083672
FBgn0035505	GO:0017080	6	0.004061738424045491
FBgn0053844	GO:0017080	11	0.008123476848090982
FBgn0037781	GO:0036297	33	0.025995125913891144
FBgn0016984	GO:0036297	55	0.043866774979691305
FBgn0285944	GO:0009612	20	0.015434606011372868
FBgn0261456	GO:0009612	232	0.1876523151909017
FBgn0029648	GO:0016616	17	0.012997562956945572
FBgn0028744	GO:0016616	117	0.09423233143785541
FBgn0011335	GO:0045893	33	0.025995125913891144
FBgn0001313	GO:0045893	15	0.011372867587327376
FBgn0010382	GO:0090210	84	0.06742485783915515
FBgn0033690	GO:0090210	82	0.06580016246953696
FBgn0034880	GO:0008305	15	0.011372867587327376
FBgn0037262	GO:0008305	71	0.05686433793663688
FBgn0039561	GO:0005739	52	0.041429731925264016
FBgn0051739	GO:0005739	63	0.050365556458164096
FBgn0011722	GO:0031589	23	0.017871649065800164
FBgn0000459	GO:0031589	49	0.03899268887083672
FBgn0000037	GO:0007197	16	0.012185215272136474
FBgn0033241	GO:0007197	13	0.00974817221770918
FBgn0029858	GO:0005739	65	0.05199025182778229
FBgn0050093	GO:0005739	17	0.012997562956945572
FBgn0036341	GO:0005484	42	0.03330625507717303
FBgn0031414	GO:0005484	12	0.008935824532900082
FBgn0038170	GO:0097546	12	0.008935824532900082
FBgn0037227	GO:0097546	4	0.002437043054427295
FBgn0000658	GO:0007474	40	0.03168155970755483
FBgn0032597	GO:0007474	21	0.016246953696181964
FBgn0039904	GO:0048188	123	0.09910641754670999
FBgn0267337	GO:0048188	22	0.017059301380991064
FBgn0030509	GO:0000254	153	0.12347684809098294
FBgn0027538	GO:0000254	23	0.017871649065800164
FBgn0000492	GO:0000977	28	0.021933387489845652
FBgn0023169	GO:0000977	218	0.17627944760357434
FBgn0028684	GO:0016887	456	0.3696181965881397
FBgn0011217	GO:0016887	141	0.11372867587327376
FBgn0266672	GO:0003674	75	0.06011372867587327
FBgn0261530	GO:0003674	57	0.045491470349309504
FBgn0004103	GO:0008344	502	0.40698619008935827
FBgn0267967	GO:0008344	42	0.03330625507717303
FBgn0003557	GO:0008586	353	0.2859463850528026
FBgn0005386	GO:0008586	28	0.021933387489845652
FBgn0037989	GO:0071683	17	0.012997562956945572
FBgn0285926	GO:0071683	43	0.03411860276198213
FBgn0034988	GO:0000287	48	0.038180341186027617
FBgn0020503	GO:0000287	62	0.04955320877335499
FBgn0037980	GO:0061670	31	0.024370430544272948
FBgn0032209	GO:0061670	33	0.025995125913891144
FBgn0029762	GO:0042940	15	0.011372867587327376
FBgn0050493	GO:0042940	18	0.01380991064175467
FBgn0031458	GO:0043085	51	0.04061738424045491
FBgn0033929	GO:0043085	81	0.06498781478472786
FBgn0025800	GO:0016319	444	0.35987002437043053
FBgn0262436	GO:0016319	7	0.00487408610885459
FBgn0011227	GO:0006122	87	0.06986190089358245
FBgn0034415	GO:0006122	74	0.059301380991064176
FBgn0033554	GO:0071209	16	0.012185215272136474
FBgn0014366	GO:0071209	134	0.10804224207961008
FBgn0004169	GO:0030239	99	0.07961007311129163
FBgn0262402	GO:0030239	7	0.00487408610885459
FBgn0287695	GO:0016787	4	0.002437043054427295
FBgn0000139	GO:0016787	91	0.07311129163281885
FBgn0003701	GO:0007502	17	0.012997562956945572
FBgn0004959	GO:0007502	25	0.01949634443541836
FBgn0033451	GO:0003824	17	0.012997562956945572
FBgn0266046	GO:0003824	2	0.0008123476848090983
FBgn0002985	GO:0009880	107	0.08610885458976442
FBgn0004907	GO:0009880	774	0.627944760357433
FBgn0263241	GO:0061798	14	0.010560519902518278
FBgn0029823	GO:0061798	281	0.22745735174654752
FBgn0015575	GO:0019915	14	0.010560519902518278
FBgn0031374	GO:0019915	13	0.00974817221770918
FBgn0003444	GO:0007224	66	0.05280259951259139
FBgn0002643	GO:0007224	61	0.048740861088545896
FBgn0001123	GO:0007191	67	0.05361494719740049
FBgn0010333	GO:0007191	286	0.23151909017059302
FBgn0027603	GO:0031453	28	0.021933387489845652
FBgn0004237	GO:0031453	211	0.17059301380991065
FBgn0086915	GO:0036126	17	0.012997562956945572
FBgn0285954	GO:0036126	42	0.03330625507717303
FBgn0053852	GO:0045910	13	0.00974817221770918
FBgn0042205	GO:0045910	35	0.02761982128350934
FBgn0260400	GO:0005634	94	0.07554833468724614
FBgn0034612	GO:0005634	10	0.007311129163281885
FBgn0265608	GO:0008150	3	0.0016246953696181965
FBgn0000017	GO:0008150	251	0.20308692120227456
FBgn0262975	GO:0006979	63	0.050365556458164096
FBgn0026430	GO:0006979	38	0.030056864337936636
FBgn0003444	GO:0005886	66	0.05280259951259139
FBgn0085452	GO:0005886	6	0.004061738424045491
FBgn0034921	GO:0045451	41	0.03249390739236393
FBgn0003557	GO:0045451	353	0.2859463850528026
FBgn0029950	GO:0016020	24	0.01868399675060926
FBgn0000251	GO:0016020	55	0.043866774979691305
FBgn0038871	GO:0016279	5	0.003249390739236393
FBgn0031741	GO:0016279	23	0.017871649065800164
FBgn0086368	GO:0035269	48	0.038180341186027617
FBgn0000212	GO:0035269	279	0.2258326563769293
FBgn0031049	GO:0006616	38	0.030056864337936636
FBgn0011661	GO:0006616	291	0.2355808285946385
FBgn0041235	GO:0016020	10	0.007311129163281885
FBgn0026160	GO:0016020	30	0.023558082859463852
FBgn0085302	GO:0003674	3	0.0016246953696181965
FBgn0261963	GO:0003674	42	0.03330625507717303
FBgn0035586	GO:0005789	15	0.011372867587327376
FBgn0037852	GO:0005789	29	0.022745735174654752
FBgn0052707	GO:0031145	28	0.021933387489845652
FBgn0032029	GO:0031145	22	0.017059301380991064
FBgn0039118	GO:0003674	7	0.00487408610885459
FBgn0022936	GO:0003674	89	0.07148659626320066
FBgn0035397	GO:0031251	208	0.16815597075548336
FBgn0036534	GO:0031251	69	0.05523964256701868
FBgn0029725	GO:0005575	4	0.002437043054427295
FBgn0004456	GO:0005575	80	0.06417546709991877
FBgn0033649	GO:0035170	23	0.017871649065800164
FBgn0261434	GO:0035170	83	0.06661251015434606
FBgn0039213	GO:0005525	103	0.08285946385052803
FBgn0000439	GO:0005525	73	0.05848903330625508
FBgn0286785	GO:0003344	32	0.025182778229082048
FBgn0016978	GO:0003344	166	0.13403736799350122
FBgn0005558	GO:0007420	89	0.07148659626320066
FBgn0003169	GO:0007420	66	0.05280259951259139
FBgn0033378	GO:0003729	52	0.041429731925264016
FBgn0082598	GO:0003729	76	0.060926076360682375
FBgn0262460	GO:1903231	9	0.006498781478472786
FBgn0028926	GO:1903231	56	0.04467912266450041
FBgn0264307	GO:0003730	88	0.07067424857839155
FBgn0015828	GO:0003730	154	0.12428919577579203
FBgn0010905	GO:0015629	805	0.6531275385865151
FBgn0284084	GO:0015629	97	0.07798537774167344
FBgn0020445	GO:0055085	15	0.011372867587327376
FBgn0036135	GO:0055085	72	0.057676685621445976
FBgn0003139	GO:0000082	38	0.030056864337936636
FBgn0029003	GO:0000082	26	0.020308692120227456
FBgn0000289	GO:0006355	23	0.017871649065800164
FBgn0032730	GO:0006355	10	0.007311129163281885
FBgn0037608	GO:0005762	36	0.02843216896831844
FBgn0029996	GO:0005762	71	0.05686433793663688
FBgn0036900	GO:0048813	45	0.03574329813160033
FBgn0033244	GO:0048813	16	0.012185215272136474
FBgn0262139	GO:0072175	27	0.021121039805036556
FBgn0011225	GO:0072175	109	0.08773354995938261
FBgn0020261	GO:0008409	150	0.12103980503655565
FBgn0051072	GO:0008409	13	0.00974817221770918
FBgn0000394	GO:0048636	29	0.022745735174654752
FBgn0266420	GO:0048636	308	0.24939073923639318
FBgn0038100	GO:0000900	20	0.015434606011372868
FBgn0261560	GO:0000900	328	0.26563769293257516
FBgn0030641	GO:1902388	18	0.01380991064175467
FBgn0285926	GO:1902388	43	0.03411860276198213
FBgn0020249	GO:0005925	81	0.06498781478472786
FBgn0284084	GO:0005925	97	0.07798537774167344
FBgn0005638	GO:0006357	97	0.07798537774167344
FBgn0011881	GO:0006357	4	0.002437043054427295
FBgn0002909	GO:0045132	21	0.016246953696181964
FBgn0032314	GO:0045132	7	0.00487408610885459
FBgn0263933	GO:0003714	131	0.10560519902518278
FBgn0261985	GO:0003714	58	0.0463038180341186
FBgn0031054	GO:0006397	98	0.07879772542648253
FBgn0034446	GO:0006397	17	0.012997562956945572
FBgn0039347	GO:0003755	9	0.006498781478472786
FBgn0034975	GO:0003755	56	0.04467912266450041
FBgn0263598	GO:1902600	120	0.0966693744922827
FBgn0031442	GO:1902600	118	0.0950446791226645
FBgn0038837	GO:0048786	35	0.02761982128350934
FBgn0263456	GO:0048786	177	0.1429731925264013
FBgn0037815	GO:0000176	270	0.21852152721364745
FBgn0086365	GO:0000176	67	0.05361494719740049
FBgn0005778	GO:0005737	6	0.004061738424045491
FBgn0052644	GO:0005737	5	0.003249390739236393
FBgn0030951	GO:0003779	92	0.07392363931762795
FBgn0034878	GO:0003779	22	0.017059301380991064
FBgn0038334	GO:0003674	12	0.008935824532900082
FBgn0001186	GO:0003674	110	0.08854589764419171
FBgn0263316	GO:0008340	19	0.01462225832656377
FBgn0002525	GO:0008340	237	0.1917140536149472
FBgn0085232	GO:0005575	3	0.0016246953696181965
FBgn0031077	GO:0005575	12	0.008935824532900082
FBgn0024230	GO:0007165	21	0.016246953696181964
FBgn0034611	GO:0007165	107	0.08610885458976442
FBgn0034943	GO:0004497	20	0.015434606011372868
FBgn0026630	GO:0004497	57	0.045491470349309504
FBgn0004837	GO:0090571	127	0.10235580828594638
FBgn0038816	GO:0090571	107	0.08610885458976442
FBgn0035421	GO:0061751	49	0.03899268887083672
FBgn0039722	GO:0061751	15	0.011372867587327376
FBgn0085240	GO:0008150	3	0.0016246953696181965
FBgn0003205	GO:0008150	348	0.2818846466287571
FBgn0023169	GO:0004679	218	0.17627944760357434
FBgn0000229	GO:0004679	251	0.20308692120227456
FBgn0261268	GO:0035324	67	0.05361494719740049
FBgn0052266	GO:0035324	3	0.0016246953696181965
FBgn0033081	GO:0008156	53	0.04224207961007311
FBgn0010341	GO:0008156	175	0.1413484971567831
FBgn0051524	GO:0005506	7	0.00487408610885459
FBgn0004687	GO:0005506	65	0.05199025182778229
FBgn0035103	GO:0045454	14	0.010560519902518278
FBgn0038613	GO:0045454	136	0.10966693744922827
FBgn0053890	GO:0044877	6	0.004061738424045491
FBgn0011768	GO:0044877	78	0.06255077173030058
FBgn0029932	GO:0051119	6	0.004061738424045491
FBgn0263038	GO:0051119	8	0.005686433793663688
FBgn0003710	GO:0034605	7	0.00487408610885459
FBgn0004914	GO:0034605	79	0.06336311941510966
FBgn0010516	GO:0048567	243	0.1965881397238018
FBgn0000463	GO:0048567	99	0.07961007311129163
FBgn0032891	GO:0005813	8	0.005686433793663688
FBgn0028382	GO:0005813	20	0.015434606011372868
FBgn0036862	GO:0008157	8	0.005686433793663688
FBgn0029531	GO:0008157	9	0.006498781478472786
FBgn0015838	GO:0042067	35	0.02761982128350934
FBgn0031879	GO:0042067	17	0.012997562956945572
FBgn0000715	GO:0006942	15	0.011372867587327376
FBgn0015024	GO:0006942	112	0.0901705930138099
FBgn0031604	GO:0005737	56	0.04467912266450041
FBgn0036920	GO:0005737	34	0.026807473598700244
FBgn0004435	GO:0019001	61	0.048740861088545896
FBgn0029769	GO:0019001	11	0.008123476848090982
FBgn0028398	GO:0000123	58	0.0463038180341186
FBgn0034956	GO:0000123	41	0.03249390739236393
FBgn0010385	GO:0042742	8	0.005686433793663688
FBgn0263237	GO:0042742	113	0.09098294069861901
FBgn0051845	GO:0003674	3	0.0016246953696181965
FBgn0031497	GO:0003674	125	0.10073111291632819
FBgn0037356	GO:0004315	15	0.011372867587327376
FBgn0052672	GO:0004315	100	0.08042242079610074
