protein	goTerm	degree	score
FBgn0082963	GO:0007405	2	0.0008123476848090983
FBgn0050493	GO:0006744	18	0.01380991064175467
FBgn0261588	GO:0006744	16	0.012185215272136474
FBgn0053403	GO:0003735	4	0.002437043054427295
FBgn0027592	GO:0003735	116	0.0934199837530463
FBgn0035082	GO:0061929	5	0.003249390739236393
FBgn0028931	GO:0061929	31	0.024370430544272948
FBgn0032964	GO:0005615	3	0.0016246953696181965
FBgn0038826	GO:0005615	345	0.2794476035743298
FBgn0278608	GO:0006268	67	0.05361494719740049
FBgn0260632	GO:0006268	167	0.1348497156783103
FBgn0262736	GO:0000220	229	0.1852152721364744
FBgn0038361	GO:0000220	9	0.006498781478472786
FBgn0013756	GO:0005515	223	0.1803411860276198
FBgn0001078	GO:0005515	104	0.08367181153533712
FBgn0039044	GO:0009411	260	0.21039805036555645
FBgn0083956	GO:0009411	10	0.007311129163281885
FBgn0011290	GO:0000124	96	0.07717303005686434
FBgn0011768	GO:0000124	78	0.06255077173030058
FBgn0010389	GO:0007431	142	0.11454102355808286
FBgn0053425	GO:0007431	4	0.002437043054427295
FBgn0003062	GO:0015030	253	0.20471161657189277
FBgn0062570	GO:0015030	2	0.0008123476848090983
FBgn0043796	GO:0005634	24	0.01868399675060926
FBgn0266346	GO:0005634	21	0.016246953696181964
FBgn0004644	GO:0007224	96	0.07717303005686434
FBgn0000097	GO:0007224	66	0.05280259951259139
FBgn0052296	GO:0030036	36	0.02843216896831844
FBgn0034008	GO:0030036	13	0.00974817221770918
FBgn0267977	GO:0042585	60	0.0479285134037368
FBgn0052208	GO:0042585	4	0.002437043054427295
FBgn0053358	GO:0003735	4	0.002437043054427295
FBgn0004910	GO:0003735	11	0.008123476848090982
FBgn0036449	GO:0005811	69	0.05523964256701868
FBgn0264740	GO:0005811	2	0.0008123476848090983
FBgn0040571	GO:0005575	3	0.0016246953696181965
FBgn0039639	GO:0005575	18	0.01380991064175467
FBgn0001320	GO:0007354	51	0.04061738424045491
FBgn0039916	GO:0007354	14	0.010560519902518278
FBgn0037546	GO:0016020	12	0.008935824532900082
FBgn0015277	GO:0016020	73	0.05848903330625508
FBgn0032006	GO:0036335	130	0.10479285134037368
FBgn0011771	GO:0036335	44	0.034930950446791224
FBgn0264006	GO:0005886	19	0.01462225832656377
FBgn0040389	GO:0005886	14	0.010560519902518278
FBgn0010100	GO:0005739	132	0.10641754670999187
FBgn0029861	GO:0005739	50	0.039805036555645816
FBgn0003964	GO:0071390	103	0.08285946385052803
FBgn0250910	GO:0071390	11	0.008123476848090982
FBgn0266670	GO:0005642	107	0.08610885458976442
FBgn0004167	GO:0005642	257	0.20796100731112915
FBgn0259977	GO:0006520	9	0.006498781478472786
FBgn0036754	GO:0006520	54	0.04305442729488221
FBgn0259242	GO:0015271	8	0.005686433793663688
FBgn0029909	GO:0015271	16	0.012185215272136474
FBgn0000629	GO:0035097	204	0.16490658001624695
FBgn0040291	GO:0035097	140	0.11291632818846466
FBgn0037060	GO:0016477	22	0.017059301380991064
FBgn0003502	GO:0016477	134	0.10804224207961008
FBgn0027601	GO:0004467	48	0.038180341186027617
FBgn0035092	GO:0004467	12	0.008935824532900082
FBgn0037364	GO:0005776	44	0.034930950446791224
FBgn0037680	GO:0005776	8	0.005686433793663688
FBgn0032988	GO:0036099	41	0.03249390739236393
FBgn0010583	GO:0036099	240	0.1941510966693745
FBgn0002174	GO:0007005	89	0.07148659626320066
FBgn0069236	GO:0007005	2	0.0008123476848090983
FBgn0005561	GO:0003677	30	0.023558082859463852
FBgn0011984	GO:0003677	4	0.002437043054427295
FBgn0025631	GO:0060857	38	0.030056864337936636
FBgn0038133	GO:0060857	3	0.0016246953696181965
FBgn0050105	GO:0006401	6	0.004061738424045491
FBgn0083062	GO:0006401	4	0.002437043054427295
FBgn0259168	GO:0046622	111	0.08935824532900082
FBgn0044095	GO:0046622	2	0.0008123476848090983
FBgn0266869	GO:0005686	3	0.0016246953696181965
FBgn0037657	GO:0005686	79	0.06336311941510966
FBgn0038438	GO:0030968	149	0.12022745735174654
FBgn0003448	GO:0030968	88	0.07067424857839155
FBgn0011881	GO:0033433	4	0.002437043054427295
FBgn0039667	GO:0033433	61	0.048740861088545896
FBgn0002522	GO:0006357	20	0.015434606011372868
FBgn0021775	GO:0006357	3	0.0016246953696181965
FBgn0000618	GO:0043035	150	0.12103980503655565
FBgn0030926	GO:0043035	13	0.00974817221770918
FBgn0033845	GO:0007346	57	0.045491470349309504
FBgn0036666	GO:0007346	162	0.13078797725426483
FBgn0036655	GO:0005575	8	0.005686433793663688
FBgn0261823	GO:0005575	43	0.03411860276198213
FBgn0031455	GO:0031083	82	0.06580016246953696
FBgn0011824	GO:0031083	91	0.07311129163281885
FBgn0038509	GO:0005575	5	0.003249390739236393
FBgn0030420	GO:0005575	19	0.01462225832656377
FBgn0267252	GO:0007200	17	0.012997562956945572
FBgn0032891	GO:0007200	8	0.005686433793663688
FBgn0261588	GO:0007608	16	0.012185215272136474
FBgn0034650	GO:0007608	55	0.043866774979691305
FBgn0001316	GO:0040011	46	0.036555645816409424
FBgn0036567	GO:0040011	20	0.015434606011372868
FBgn0002903	GO:0006302	1	0.0
FBgn0053871	GO:0006302	9	0.006498781478472786
FBgn0015075	GO:0006302	56	0.04467912266450041
FBgn0002306	GO:0006302	8	0.005686433793663688
FBgn0032677	GO:0031431	55	0.043866774979691305
FBgn0004169	GO:0031431	99	0.07961007311129163
FBgn0030207	GO:0005829	57	0.045491470349309504
FBgn0003391	GO:0005829	74	0.059301380991064176
FBgn0285954	GO:0071013	42	0.03330625507717303
FBgn0000500	GO:0071013	18	0.01380991064175467
FBgn0030530	GO:0035331	28	0.021933387489845652
FBgn0026323	GO:0035331	242	0.1957757920389927
FBgn0013733	GO:0051491	174	0.14053614947197401
FBgn0039172	GO:0051491	24	0.01868399675060926
FBgn0026439	GO:0008340	26	0.020308692120227456
FBgn0036004	GO:0008340	39	0.030869212022745736
FBgn0030241	GO:0051233	48	0.038180341186027617
FBgn0001965	GO:0051233	82	0.06580016246953696
FBgn0028990	GO:0048149	19	0.01462225832656377
FBgn0030141	GO:0048149	55	0.043866774979691305
FBgn0260003	GO:0008307	129	0.10398050365556458
FBgn0039877	GO:0008307	80	0.06417546709991877
FBgn0026778	GO:0030896	53	0.04224207961007311
FBgn0011787	GO:0030896	34	0.026807473598700244
FBgn0040319	GO:0004357	28	0.021933387489845652
FBgn0010333	GO:0004357	286	0.23151909017059302
FBgn0030799	GO:0003714	21	0.016246953696181964
FBgn0266432	GO:0003714	8	0.005686433793663688
FBgn0039472	GO:0005615	7	0.00487408610885459
FBgn0051266	GO:0005615	3	0.0016246953696181965
FBgn0003731	GO:0009792	721	0.5848903330625508
FBgn0031701	GO:0009792	13	0.00974817221770918
FBgn0264491	GO:0030718	90	0.07229894394800974
FBgn0038140	GO:0030718	11	0.008123476848090982
FBgn0285937	GO:1905808	84	0.06742485783915515
FBgn0036730	GO:1905808	19	0.01462225832656377
FBgn0002526	GO:0007498	61	0.048740861088545896
FBgn0034982	GO:0007498	12	0.008935824532900082
FBgn0019985	GO:0005886	25	0.01949634443541836
FBgn0260960	GO:0005886	248	0.20064987814784727
FBgn0067052	GO:0003924	19	0.01462225832656377
FBgn0003525	GO:0003924	98	0.07879772542648253
FBgn0011559	GO:0019953	17	0.012997562956945572
FBgn0004837	GO:0019953	127	0.10235580828594638
FBgn0029932	GO:0022857	6	0.004061738424045491
FBgn0032515	GO:0022857	113	0.09098294069861901
FBgn0000079	GO:0005975	9	0.006498781478472786
FBgn0086694	GO:0005975	65	0.05199025182778229
FBgn0259194	GO:0016020	3	0.0016246953696181965
FBgn0283724	GO:0016020	31	0.024370430544272948
FBgn0262126	GO:0016203	65	0.05199025182778229
FBgn0261648	GO:0016203	44	0.034930950446791224
FBgn0044810	GO:0006979	19	0.01462225832656377
FBgn0261108	GO:0006979	27	0.021121039805036556
FBgn0036567	GO:0045503	20	0.015434606011372868
FBgn0260771	GO:0045503	18	0.01380991064175467
FBgn0038414	GO:0008645	5	0.003249390739236393
FBgn0261385	GO:0008645	68	0.054427294882209584
FBgn0023172	GO:0007377	80	0.06417546709991877
FBgn0016984	GO:0007377	55	0.043866774979691305
FBgn0261268	GO:2000495	67	0.05361494719740049
FBgn0004573	GO:2000495	100	0.08042242079610074
FBgn0287767	GO:0070573	7	0.00487408610885459
FBgn0013756	GO:0070573	223	0.1803411860276198
FBgn0052396	GO:0005874	8	0.005686433793663688
FBgn0005198	GO:0005874	256	0.20714865962632006
FBgn0003071	GO:0006096	171	0.13809910641754672
FBgn0036341	GO:0006096	42	0.03330625507717303
FBgn0033879	GO:0004300	158	0.12753858651502845
FBgn0033884	GO:0004300	15	0.011372867587327376
FBgn0039274	GO:0005730	56	0.04467912266450041
FBgn0260440	GO:0005730	19	0.01462225832656377
FBgn0035934	GO:0005261	35	0.02761982128350934
FBgn0259896	GO:0005261	110	0.08854589764419171
FBgn0003479	GO:0003697	211	0.17059301380991065
FBgn0011747	GO:0003697	30	0.023558082859463852
FBgn0032740	GO:0008150	4	0.002437043054427295
FBgn0000463	GO:0008150	99	0.07961007311129163
FBgn0039120	GO:0006606	100	0.08042242079610074
FBgn0011604	GO:0006606	167	0.1348497156783103
FBgn0004378	GO:0005737	83	0.06661251015434606
FBgn0000377	GO:0005737	208	0.16815597075548336
FBgn0028864	GO:0004252	78	0.06255077173030058
FBgn0262459	GO:0004252	9	0.006498781478472786
FBgn0036248	GO:0016604	55	0.043866774979691305
FBgn0086908	GO:0016604	119	0.0958570268074736
FBgn0028695	GO:0005838	552	0.4476035743298132
FBgn0062599	GO:0005838	2	0.0008123476848090983
FBgn0013435	GO:0071013	45	0.03574329813160033
FBgn0016797	GO:0071013	126	0.10154346060113728
FBgn0025800	GO:0045464	444	0.35987002437043053
FBgn0003545	GO:0045464	37	0.02924451665312754
FBgn0022942	GO:0031053	181	0.1462225832656377
FBgn0004133	GO:0031053	18	0.01380991064175467
FBgn0261530	GO:0003684	57	0.045491470349309504
FBgn0015777	GO:0003684	66	0.05280259951259139
FBgn0002873	GO:0007411	78	0.06255077173030058
FBgn0261822	GO:0007411	102	0.08204711616571893
FBgn0040318	GO:0140297	16	0.012185215272136474
FBgn0024248	GO:0140297	137	0.11047928513403736
FBgn0036709	GO:0005549	8	0.005686433793663688
FBgn0039796	GO:0005549	17	0.012997562956945572
FBgn0010551	GO:0016020	134	0.10804224207961008
FBgn0034988	GO:0016020	48	0.038180341186027617
FBgn0086908	GO:0031507	119	0.0958570268074736
FBgn0015391	GO:0031507	64	0.05117790414297319
FBgn0261064	GO:0046872	53	0.04224207961007311
FBgn0000320	GO:0046872	165	0.13322502030869213
FBgn0036070	GO:0005576	4	0.002437043054427295
FBgn0020493	GO:0005576	43	0.03411860276198213
FBgn0067864	GO:0035088	87	0.06986190089358245
FBgn0040273	GO:0035088	227	0.18359057676685622
FBgn0002932	GO:0005515	203	0.16409423233143786
FBgn0016053	GO:0005515	15	0.011372867587327376
FBgn0266346	GO:0005221	21	0.016246953696181964
FBgn0034398	GO:0005221	331	0.26807473598700243
FBgn0250823	GO:0004672	392	0.31762794476035744
FBgn0053840	GO:0004672	13	0.00974817221770918
FBgn0038718	GO:0022857	61	0.048740861088545896
FBgn0039431	GO:0022857	15	0.011372867587327376
FBgn0037857	GO:0000014	10	0.007311129163281885
FBgn0038619	GO:0000014	2	0.0008123476848090983
FBgn0016687	GO:0005737	235	0.190089358245329
FBgn0039490	GO:0005737	15	0.011372867587327376
FBgn0029996	GO:0006511	71	0.05686433793663688
FBgn0028474	GO:0006511	54	0.04305442729488221
FBgn0032879	GO:0046956	68	0.054427294882209584
FBgn0003205	GO:0046956	348	0.2818846466287571
FBgn0038132	GO:0060438	8	0.005686433793663688
FBgn0034915	GO:0060438	427	0.3460601137286759
FBgn0011591	GO:0005797	54	0.04305442729488221
FBgn0031951	GO:0005797	20	0.015434606011372868
FBgn0260003	GO:0008270	129	0.10398050365556458
FBgn0028991	GO:0008270	79	0.06336311941510966
FBgn0026404	GO:0008340	60	0.0479285134037368
FBgn0267977	GO:0008340	60	0.0479285134037368
FBgn0004427	GO:0005615	31	0.024370430544272948
FBgn0036690	GO:0005615	22	0.017059301380991064
FBgn0033679	GO:0008202	73	0.05848903330625508
FBgn0267487	GO:0008202	86	0.06904955320877336
FBgn0031952	GO:0016791	178	0.1437855402112104
FBgn0052296	GO:0016791	36	0.02843216896831844
FBgn0054049	GO:0008150	4	0.002437043054427295
FBgn0002775	GO:0008150	120	0.0966693744922827
FBgn0039030	GO:0034626	220	0.17790414297319251
FBgn0035047	GO:0034626	88	0.07067424857839155
FBgn0285955	GO:0000912	56	0.04467912266450041
FBgn0052364	GO:0000912	11	0.008123476848090982
FBgn0264740	GO:0019216	2	0.0008123476848090983
FBgn0010583	GO:0019216	240	0.1941510966693745
FBgn0005666	GO:0071689	33	0.025995125913891144
FBgn0035661	GO:0071689	8	0.005686433793663688
FBgn0026389	GO:0050911	9	0.006498781478472786
FBgn0085310	GO:0050911	3	0.0016246953696181965
FBgn0266557	GO:0007507	79	0.06336311941510966
FBgn0030766	GO:0007507	14	0.010560519902518278
FBgn0038197	GO:0034198	242	0.1957757920389927
FBgn0013746	GO:0034198	80	0.06417546709991877
FBgn0032946	GO:0030007	27	0.021121039805036556
FBgn0028871	GO:0030007	14	0.010560519902518278
FBgn0002914	GO:0000791	125	0.10073111291632819
FBgn0263607	GO:0000791	8	0.005686433793663688
FBgn0003285	GO:0001745	35	0.02761982128350934
FBgn0050177	GO:0001745	5	0.003249390739236393
FBgn0034012	GO:0042752	32	0.025182778229082048
FBgn0004177	GO:0042752	570	0.46222583265637696
FBgn0283437	GO:0004503	40	0.03168155970755483
FBgn0038874	GO:0004503	9	0.006498781478472786
FBgn0011604	GO:0016589	167	0.1348497156783103
FBgn0263979	GO:0016589	119	0.0958570268074736
FBgn0031040	GO:0005730	7	0.00487408610885459
FBgn0069312	GO:0005730	2	0.0008123476848090983
FBgn0002573	GO:0008594	25	0.01949634443541836
FBgn0039538	GO:0008594	10	0.007311129163281885
FBgn0260439	GO:0000159	233	0.18846466287571081
FBgn0250871	GO:0000159	9	0.006498781478472786
FBgn0036534	GO:0005737	69	0.05523964256701868
FBgn0035001	GO:0005737	45	0.03574329813160033
FBgn0032913	GO:0106389	3	0.0016246953696181965
FBgn0036696	GO:0106389	21	0.016246953696181964
FBgn0003118	GO:1902692	134	0.10804224207961008
FBgn0259231	GO:1902692	32	0.025182778229082048
FBgn0053977	GO:0006486	5	0.003249390739236393
FBgn0027654	GO:0006486	9	0.006498781478472786
FBgn0012037	GO:0007552	17	0.012997562956945572
FBgn0029718	GO:0007552	16	0.012185215272136474
FBgn0036302	GO:0003674	10	0.007311129163281885
FBgn0034825	GO:0003674	40	0.03168155970755483
FBgn0039411	GO:0046982	18	0.01380991064175467
FBgn0013435	GO:0046982	45	0.03574329813160033
FBgn0028343	GO:0005737	18	0.01380991064175467
FBgn0033427	GO:0005737	10	0.007311129163281885
FBgn0039120	GO:0034398	100	0.08042242079610074
FBgn0265631	GO:0034398	3	0.0016246953696181965
FBgn0015797	GO:0005515	356	0.2883834281072299
FBgn0041235	GO:0005515	10	0.007311129163281885
FBgn0032067	GO:0004559	18	0.01380991064175467
FBgn0039301	GO:0004559	20	0.015434606011372868
FBgn0004910	GO:0005634	11	0.008123476848090982
FBgn0003062	GO:0005634	253	0.20471161657189277
FBgn0284084	GO:0048018	97	0.07798537774167344
FBgn0036629	GO:0048018	18	0.01380991064175467
FBgn0036816	GO:0016020	17	0.012997562956945572
FBgn0034789	GO:0016020	37	0.02924451665312754
FBgn0260632	GO:0005737	167	0.1348497156783103
FBgn0038701	GO:0005737	5	0.003249390739236393
FBgn0052000	GO:0005524	19	0.01462225832656377
FBgn0028734	GO:0005524	351	0.2843216896831844
FBgn0052364	GO:0003676	11	0.008123476848090982
FBgn0033773	GO:0003676	37	0.02924451665312754
FBgn0028997	GO:0005524	30	0.023558082859463852
FBgn0034903	GO:0005524	21	0.016246953696181964
FBgn0034753	GO:0006457	145	0.11697806661251016
FBgn0053702	GO:0006457	3	0.0016246953696181965
FBgn0011984	GO:0033405	4	0.002437043054427295
FBgn0003475	GO:0033405	52	0.041429731925264016
FBgn0010422	GO:0005634	86	0.06904955320877336
FBgn0036136	GO:0005634	75	0.06011372867587327
FBgn0267487	GO:0032880	86	0.06904955320877336
FBgn0035688	GO:0032880	151	0.12185215272136475
FBgn0000568	GO:0061060	28	0.021933387489845652
FBgn0001992	GO:0061060	8	0.005686433793663688
FBgn0085196	GO:0003674	3	0.0016246953696181965
FBgn0000615	GO:0003674	117	0.09423233143785541
FBgn0261278	GO:0005829	164	0.132412672623883
FBgn0023512	GO:0005829	58	0.0463038180341186
FBgn0037918	GO:0000981	10	0.007311129163281885
FBgn0064115	GO:0000981	6	0.004061738424045491
FBgn0003495	GO:0005615	45	0.03574329813160033
FBgn0000635	GO:0005615	738	0.5987002437043054
FBgn0029798	GO:0003678	34	0.026807473598700244
FBgn0024277	GO:0003678	59	0.047116165718927704
FBgn0053558	GO:0015629	28	0.021933387489845652
FBgn0011509	GO:0015629	122	0.0982940698619009
FBgn0003475	GO:0046907	52	0.041429731925264016
FBgn0035499	GO:0046907	337	0.272948822095857
FBgn0003310	GO:0006888	41	0.03249390739236393
FBgn0034157	GO:0006888	11	0.008123476848090982
FBgn0041605	GO:0005829	56	0.04467912266450041
FBgn0039924	GO:0005829	41	0.03249390739236393
FBgn0045759	GO:0043565	75	0.06011372867587327
FBgn0030162	GO:0043565	11	0.008123476848090982
FBgn0000928	GO:0007281	9	0.006498781478472786
FBgn0034735	GO:0007281	44	0.034930950446791224
FBgn0026395	GO:0050911	10	0.007311129163281885
FBgn0265423	GO:0050911	3	0.0016246953696181965
FBgn0069439	GO:0003674	2	0.0008123476848090983
FBgn0025742	GO:0003674	44	0.034930950446791224
FBgn0016978	GO:0005515	166	0.13403736799350122
FBgn0036790	GO:0005515	61	0.048740861088545896
FBgn0037263	GO:0033557	57	0.045491470349309504
FBgn0043001	GO:0033557	17	0.012997562956945572
FBgn0051644	GO:0006123	7	0.00487408610885459
FBgn0036908	GO:0006123	9	0.006498781478472786
FBgn0283433	GO:0005868	5	0.003249390739236393
FBgn0262441	GO:0005868	7	0.00487408610885459
FBgn0263260	GO:0051087	31	0.024370430544272948
FBgn0030951	GO:0051087	92	0.07392363931762795
FBgn0004513	GO:0042626	39	0.030869212022745736
FBgn0010341	GO:0042626	175	0.1413484971567831
FBgn0039044	GO:0061629	260	0.21039805036555645
FBgn0037672	GO:0061629	20	0.015434606011372868
FBgn0031461	GO:0005125	27	0.021121039805036556
FBgn0000560	GO:0005125	12	0.008935824532900082
FBgn0052296	GO:0045944	36	0.02843216896831844
FBgn0031733	GO:0045944	3	0.0016246953696181965
FBgn0034552	GO:0006633	9	0.006498781478472786
FBgn0031458	GO:0006633	51	0.04061738424045491
FBgn0033749	GO:0000981	18	0.01380991064175467
FBgn0024558	GO:0000981	15	0.011372867587327376
FBgn0035887	GO:0004252	8	0.005686433793663688
FBgn0034906	GO:0004252	5	0.003249390739236393
FBgn0250841	GO:0004252	23	0.017871649065800164
FBgn0052703	GO:0004252	24	0.01868399675060926
FBgn0036735	GO:0006402	19	0.01462225832656377
FBgn0032048	GO:0006402	12	0.008935824532900082
FBgn0283724	GO:0008017	31	0.024370430544272948
FBgn0034753	GO:0008017	145	0.11697806661251016
FBgn0261383	GO:0034472	8	0.005686433793663688
FBgn0036500	GO:0034472	64	0.05117790414297319
FBgn0010909	GO:0035332	274	0.22177091795288384
FBgn0051457	GO:0035332	17	0.012997562956945572
FBgn0002525	GO:0005652	237	0.1917140536149472
FBgn0033697	GO:0005652	150	0.12103980503655565
FBgn0032394	GO:0018812	34	0.026807473598700244
FBgn0033603	GO:0018812	34	0.026807473598700244
FBgn0034264	GO:0090251	29	0.022745735174654752
FBgn0033033	GO:0090251	20	0.015434606011372868
FBgn0261617	GO:0007088	410	0.3322502030869212
FBgn0005771	GO:0007088	30	0.023558082859463852
FBgn0261797	GO:0005938	187	0.1510966693744923
FBgn0053919	GO:0005938	3	0.0016246953696181965
FBgn0020416	GO:0005975	11	0.008123476848090982
FBgn0000351	GO:0005975	24	0.01868399675060926
FBgn0039120	GO:0005634	100	0.08042242079610074
FBgn0263239	GO:0005634	76	0.060926076360682375
FBgn0003862	GO:0001654	117	0.09423233143785541
FBgn0036899	GO:0001654	7	0.00487408610885459
FBgn0262416	GO:1903231	5	0.003249390739236393
FBgn0265577	GO:1903231	3	0.0016246953696181965
FBgn0034826	GO:0007051	10	0.007311129163281885
FBgn0037293	GO:0007051	13	0.00974817221770918
FBgn0069164	GO:0005575	2	0.0008123476848090983
FBgn0002723	GO:0005575	23	0.017871649065800164
FBgn0029993	GO:0003341	5	0.003249390739236393
FBgn0035402	GO:0003341	76	0.060926076360682375
FBgn0003525	GO:0005634	98	0.07879772542648253
FBgn0025936	GO:0005634	104	0.08367181153533712
FBgn0038197	GO:0005634	242	0.1957757920389927
FBgn0030931	GO:0005634	42	0.03330625507717303
FBgn0000100	GO:0042254	501	0.4061738424045491
FBgn0029932	GO:0042254	6	0.004061738424045491
FBgn0039298	GO:0042594	18	0.01380991064175467
FBgn0035791	GO:0042594	11	0.008123476848090982
FBgn0032945	GO:0004029	17	0.012997562956945572
FBgn0034277	GO:0004029	162	0.13078797725426483
FBgn0003448	GO:0000122	88	0.07067424857839155
FBgn0004872	GO:0000122	84	0.06742485783915515
FBgn0266671	GO:0051601	76	0.060926076360682375
FBgn0002631	GO:0051601	49	0.03899268887083672
FBgn0002121	GO:0019991	136	0.10966693744922827
FBgn0027582	GO:0019991	29	0.022745735174654752
FBgn0002736	GO:0007315	157	0.12672623883021933
FBgn0283433	GO:0007315	5	0.003249390739236393
FBgn0011747	GO:0043005	30	0.023558082859463852
FBgn0285896	GO:0043005	43	0.03411860276198213
FBgn0039354	GO:0009755	13	0.00974817221770918
FBgn0037660	GO:0009755	61	0.048740861088545896
FBgn0284248	GO:0005739	48	0.038180341186027617
FBgn0026061	GO:0005739	13	0.00974817221770918
FBgn0021872	GO:0003700	64	0.05117790414297319
FBgn0035954	GO:0003700	19	0.01462225832656377
FBgn0039435	GO:0010171	10	0.007311129163281885
FBgn0011982	GO:0010171	4	0.002437043054427295
FBgn0013759	GO:0007616	115	0.0926076360682372
FBgn0069318	GO:0007616	2	0.0008123476848090983
FBgn0039821	GO:0004888	11	0.008123476848090982
FBgn0003205	GO:0004888	348	0.2818846466287571
FBgn0062413	GO:0006825	19	0.01462225832656377
FBgn0029092	GO:0006825	19	0.01462225832656377
FBgn0023143	GO:0043067	138	0.11129163281884646
FBgn0051121	GO:0043067	14	0.010560519902518278
FBgn0261934	GO:0007616	15	0.011372867587327376
FBgn0003435	GO:0007616	88	0.07067424857839155
FBgn0283536	GO:0046961	12	0.008935824532900082
FBgn0011274	GO:0046961	296	0.239642567018684
FBgn0011570	GO:0051016	303	0.24532900081234768
FBgn0003514	GO:0051016	196	0.15840779853777417
FBgn0001180	GO:0000977	33	0.025995125913891144
FBgn0050385	GO:0000977	4	0.002437043054427295
FBgn0010109	GO:0002052	139	0.11210398050365557
FBgn0260635	GO:0002052	73	0.05848903330625508
FBgn0001222	GO:0043565	120	0.0966693744922827
FBgn0036941	GO:0043565	13	0.00974817221770918
FBgn0000617	GO:0008134	106	0.08529650690495533
FBgn0013676	GO:0008134	16	0.012185215272136474
FBgn0038179	GO:0005634	8	0.005686433793663688
FBgn0031850	GO:0005634	122	0.0982940698619009
FBgn0034215	GO:0017061	40	0.03168155970755483
FBgn0001148	GO:0017061	29	0.022745735174654752
FBgn0052570	GO:0010171	8	0.005686433793663688
FBgn0026181	GO:0010171	99	0.07961007311129163
FBgn0029688	GO:0005794	46	0.036555645816409424
FBgn0050499	GO:0005794	10	0.007311129163281885
FBgn0262319	GO:0035195	3	0.0016246953696181965
FBgn0028570	GO:0035195	18	0.01380991064175467
FBgn0010612	GO:1902600	37	0.02924451665312754
FBgn0002183	GO:1902600	157	0.12672623883021933
FBgn0039025	GO:0016579	113	0.09098294069861901
FBgn0036446	GO:0016579	11	0.008123476848090982
FBgn0011661	GO:0030036	291	0.2355808285946385
FBgn0002573	GO:0030036	25	0.01949634443541836
FBgn0035423	GO:0003743	199	0.16084484159220147
FBgn0004896	GO:0003743	101	0.08123476848090982
FBgn0029959	GO:0032482	36	0.02843216896831844
FBgn0002525	GO:0032482	237	0.1917140536149472
FBgn0025936	GO:0007169	104	0.08367181153533712
FBgn0026378	GO:0007169	84	0.06742485783915515
FBgn0020381	GO:0008656	162	0.13078797725426483
FBgn0051704	GO:0008656	3	0.0016246953696181965
FBgn0262827	GO:0005575	3	0.0016246953696181965
FBgn0052847	GO:0005575	35	0.02761982128350934
FBgn0262402	GO:0003730	7	0.00487408610885459
FBgn0014861	GO:0003730	107	0.08610885458976442
FBgn0029861	GO:0003714	50	0.039805036555645816
FBgn0038961	GO:0003714	11	0.008123476848090982
FBgn0259231	GO:0007186	32	0.025182778229082048
FBgn0003371	GO:0007186	824	0.6685621445978879
FBgn0037012	GO:0007099	5	0.003249390739236393
FBgn0032879	GO:0007099	68	0.054427294882209584
FBgn0026181	GO:0000281	99	0.07961007311129163
FBgn0014865	GO:0000281	12	0.008935824532900082
FBgn0032409	GO:0016203	29	0.022745735174654752
FBgn0004583	GO:0016203	48	0.038180341186027617
FBgn0035167	GO:0033041	7	0.00487408610885459
FBgn0033159	GO:0033041	47	0.03736799350121852
FBgn0021776	GO:0016020	44	0.034930950446791224
FBgn0003480	GO:0016020	61	0.048740861088545896
FBgn0085436	GO:0030014	93	0.07473598700243704
FBgn0024248	GO:0030014	137	0.11047928513403736
FBgn0015279	GO:0048813	148	0.11941510966693746
FBgn0026439	GO:0048813	26	0.020308692120227456
FBgn0028479	GO:0006635	295	0.2388302193338749
FBgn0033226	GO:0006635	25	0.01949634443541836
FBgn0085436	GO:0030707	93	0.07473598700243704
FBgn0259722	GO:0030707	8	0.005686433793663688
FBgn0030012	GO:0003700	12	0.008935824532900082
FBgn0016917	GO:0003700	274	0.22177091795288384
FBgn0040467	GO:0005634	66	0.05280259951259139
FBgn0030191	GO:0005634	13	0.00974817221770918
FBgn0016694	GO:0006355	40	0.03168155970755483
FBgn0031601	GO:0006355	65	0.05199025182778229
FBgn0030586	GO:0045455	5	0.003249390739236393
FBgn0035479	GO:0045455	7	0.00487408610885459
FBgn0086350	GO:0005634	15	0.011372867587327376
FBgn0052666	GO:0005634	64	0.05117790414297319
FBgn0030354	GO:0003723	451	0.3655564581640942
FBgn0034091	GO:0003723	57	0.045491470349309504
FBgn0003002	GO:0008354	58	0.0463038180341186
FBgn0003041	GO:0008354	183	0.1478472786352559
FBgn0011648	GO:0007476	247	0.19983753046303818
FBgn0028400	GO:0007476	46	0.036555645816409424
FBgn0016794	GO:0045500	97	0.07798537774167344
FBgn0039754	GO:0045500	117	0.09423233143785541
FBgn0004587	GO:0003676	369	0.29894394800974816
FBgn0005427	GO:0003676	94	0.07554833468724614
FBgn0085434	GO:0006814	49	0.03899268887083672
FBgn0262733	GO:0006814	101	0.08123476848090982
FBgn0025866	GO:0005737	67	0.05361494719740049
FBgn0026577	GO:0005737	27	0.021121039805036556
FBgn0023545	GO:0006508	133	0.10722989439480098
FBgn0043783	GO:0006508	13	0.00974817221770918
FBgn0004643	GO:0005795	47	0.03736799350121852
FBgn0045064	GO:0005795	72	0.057676685621445976
FBgn0000411	GO:0007417	53	0.04224207961007311
FBgn0022942	GO:0007417	181	0.1462225832656377
FBgn0038000	GO:0036126	9	0.006498781478472786
FBgn0264325	GO:0036126	62	0.04955320877335499
