protein	go_term	walk	norm_score	true_label
P45577	GO:0051954	0.2331312596797943	1.0	1
P23827	GO:0004867	0.2242460995912552	0.961887482999871	1
P0A8T1	GO:0016279	0.22403566539287567	0.9609848344394367	1
P60844	GO:0015250	0.22385907173156738	0.9602273434261449	1
P25437	GO:0106322	0.22333866357803345	0.9579950747443289	1
P09323	GO:0019866	0.22230274975299835	0.9535515663692524	1
P45539	GO:0030393	0.21960987150669098	0.9420005794518583	1
P62620	GO:0141197	0.2188681811094284	0.9388191299796126	1
P0AFI7	GO:0036001	0.2188228815793991	0.9386248195686424	1
P0AF43	GO:0005436	0.21804898977279663	0.9353052435180721	1
P36999	GO:0008989	0.2177630513906479	0.9340787229667216	1
P0A9R4	GO:0140647	0.2143048197031021	0.9192447849545091	1
P07024	GO:0008768	0.21351775527000427	0.9158687054818014	1
P0AFF4	GO:0015506	0.11679576337337494	0.5009838273577067	1
Q46915	GO:0008872	0.11259134113788605	0.4829491366679482	1
P0A9U8	GO:1903175	0.11219184100627899	0.48123549781330704	1
P55799	GO:0008796	0.11215920001268387	0.48109548565698135	1
P0AAP1	GO:0043255	0.11213091760873795	0.4809741694859217	1
P05637	GO:0008803	0.10977610945701599	0.47087331988723974	1
P09980	GO:0044786	0.10800640285015106	0.46328223852604056	1
P11875	GO:0004814	0.10755693167448044	0.461354250999298	1
P31440	GO:0006863	0.0808899775147438	0.346967483217185	1
P37758	GO:0015113	0.07825411856174469	0.33566107813780977	1
P69797	GO:0015578	0.07747089117765427	0.33230145752392604	1
P50466	GO:0009454	0.07661238312721252	0.32861892368760115	1
P24197	GO:0016702	0.07648670673370361	0.32807984013295577	1
P77044	GO:0019622	0.07553954422473907	0.3240170267604247	1
P0AAD8	GO:0015826	0.07543372362852097	0.3235631138053246	1
P0AGE4	GO:0015826	0.07537851482629776	0.3233262979919547	1
P76014	GO:0047324	0.07391643524169922	0.31705476968314794	1
P0AAI9	GO:0016417	0.07357589900493622	0.31559405395225965	1
P22256	GO:0003992	0.07323799282312393	0.31414461973042934	1
P0AAV8	GO:0016863	0.07320237904787064	0.31399185595338375	1
P0A6K6	GO:0006015	0.07261282205581665	0.3114629762642957	1
P17315	GO:0042912	0.07237569242715836	0.3104458187889756	1
P63386	GO:1990531	0.05837540701031685	0.2503921888443337	1
P0A8F8	GO:0009380	0.057126499712467194	0.24503505400978215	1
P17446	GO:0019695	0.05661717802286148	0.24285034024433508	1
P0AE52	GO:0008379	0.05661170557141304	0.2428268663961677	1
P0AGD1	GO:0019430	0.056441742926836014	0.24209781884763967	1
P0A763	GO:0006241	0.05583817884325981	0.2395088563341069	1
P00935	GO:0050667	0.05567124858498573	0.23879281607789213	1
P0AEX7	GO:0015192	0.05534888058900833	0.23741003224456153	1
P68187	GO:1990154	0.05529714748263359	0.23718812528098077	1
P36683	GO:0003730	0.05509699508547783	0.23632958007040483	1
P0A8Y1	GO:0019859	0.054489023983478546	0.2337217138384364	1
P69411	GO:0070297	0.04980064556002617	0.21361111362568933	1
P0A754	GO:0008753	0.04838030785322189	0.2075186353296227	1
P23524	GO:0019579	0.046881575137376785	0.2010898849703607	1
P0A825	GO:0035999	0.04454542696475983	0.1910690765598818	1
P0AB89	GO:0046033	0.044365059584379196	0.19029539833883405	1
P17443	GO:0070085	0.043961476534605026	0.18856424598004623	1
P30860	GO:0097638	0.04395235329866409	0.18852511224678423	1
P64524	GO:0051782	0.04120301082730293	0.17673192443308472	1
P0A964	GO:0098561	0.04098868370056152	0.1758125773217077	1
P11349	GO:0052586	0.04018176347017288	0.17235132724945476	1
P0AEP9	GO:0046296	0.039103906601667404	0.16772790597001047	1
P62615	GO:0046490	0.03864851966500282	0.16577454303762473	1
P39305	GO:0019852	0.0383819080889225	0.16463092400042817	1
P0AE70	GO:0030308	0.03806264325976372	0.163261451069428	1
P77671	GO:0006145	0.0375417098402977	0.16102692928169526	1
P62517	GO:0032535	0.03714293986558914	0.159316422404073	1
P23878	GO:0015620	0.037012066692113876	0.15875504748237962	1
P0A9X1	GO:0071577	0.03697781637310982	0.15860813219303263	1
P37388	GO:0015407	0.03686102107167244	0.1581071437058011	1
P31549	GO:0090482	0.03659644350409508	0.1569722494617287	1
P31663	GO:0015940	0.03652822971343994	0.15667964930257786	1
P64524	GO:0010564	0.03540070354938507	0.15184317368847364	1
P0AAY6	GO:0060491	0.03381470963358879	0.14504012011650078	1
P0AA04	GO:0032107	0.03311463072896004	0.1420371613753846	1
P0A9B6	GO:0042823	0.03257065266370773	0.13970379055786064	1
P0A935	GO:0008933	0.03200250864028931	0.137266760888695	1
P0A7C8	GO:0016036	0.030777117237448692	0.13201049648746982	1
P0AEJ2	GO:0019290	0.02923046052455902	0.1253761781773916	1
P37653	GO:0008194	0.028468705713748932	0.12210866325502368	1
P0A7I0	GO:0032984	0.0284055657684803	0.12183782714025947	1
P0A9M8	GO:0035384	0.028348444029688835	0.12159280586668954	1
P04693	GO:0006531	0.028217513114213943	0.12103118326314005	1
P32170	GO:0019299	0.028103133663535118	0.12054055746517776	1
P0AG99	GO:0043952	0.028075676411390305	0.120422780747739	1
P0A6J1	GO:0000103	0.027960406616330147	0.11992833585535058	1
P43329	GO:0003724	0.027196140959858894	0.11665005076711145	1
P0AGD7	GO:0006605	0.02657819353044033	0.11399939150220074	1
P31130	GO:0090609	0.02607804909348488	0.11185404317239718	1
P0A761	GO:0019262	0.026018183678388596	0.11159725301579439	1
P77488	GO:0042816	0.025524990633130074	0.10948172238556898	1
P32721	GO:0015146	0.02538261190056801	0.10887099485661562	1
P37197	GO:0072593	0.025085190311074257	0.10759521757485258	1
P0AE24	GO:0015146	0.024947261437773705	0.10700357752829262	1
P0A8F4	GO:0019205	0.023611517623066902	0.10127396114113302	1
P80668	GO:0004029	0.023097055032849312	0.0990671957007568	1
P13029	GO:0070301	0.02279484272003174	0.09777086881467568	1
P09549	GO:0030428	0.021983899176120758	0.09429236090986946	1
P0A7Z4	GO:0000345	0.021763639524579048	0.09334756648521367	1
P06720	GO:0005984	0.021376587450504303	0.09168732304490282	1
P09424	GO:0006059	0.02124384045600891	0.09111791044749248	1
P08178	GO:0006189	0.021084832027554512	0.09043585054398562	1
P0A9S3	GO:0006059	0.02100139856338501	0.09007796624141222	1
P00579	GO:0000345	0.020846568048000336	0.08941382731865395	1
P0A6X3	GO:0043487	0.020448345690965652	0.0877056694237959	1
P0AFS5	GO:0009372	0.02034444734454155	0.08726000187758233	1
P0A776	GO:0043487	0.020266257226467133	0.08692460868548924	1
P23869	GO:0016859	0.020241249352693558	0.086817338472591	1
P0A722	GO:0008374	0.02000194601714611	0.08579085697384975	1
P23842	GO:0071111	0.019879130646586418	0.08526404565568665	1
P0A9M0	GO:0034605	0.019819993525743484	0.08501037948636549	1
P23898	GO:0009254	0.01958565041422844	0.08400517465803597	1
P14175	GO:0015838	0.019211042672395706	0.08239831065258085	1
P0AFR2	GO:0006835	0.01886015571653843	0.08089319595155436	1
P05041	GO:0009309	0.018750468268990517	0.0804226963018336	1
P45577	GO:0006972	0.01757901720702648	0.07539780670288163	1
P33013	GO:0070008	0.01757769100368023	0.07539211800992889	1
Q47155	GO:0034061	0.01743965409696102	0.07480001455860592	1
P28630	GO:0030894	0.017023511230945587	0.07301498740125019	1
P75742	GO:0042939	0.016842106357216835	0.07223685889653013	1
P52600	GO:0098567	0.016837920993566513	0.07221890595683235	1
P16528	GO:0046487	0.016680262982845306	0.07154263861286303	1
P03819	GO:0015079	0.016487518325448036	0.07071586858750209	1
P31552	GO:0016877	0.01643121987581253	0.07047437877781573	1
P75726	GO:0035383	0.015896301716566086	0.06817987004248581	1
P09557	GO:0051302	0.01573421061038971	0.06748458712375874	1
P27298	GO:0004222	0.01570594124495983	0.06736332688086015	1
P23894	GO:0004222	0.015589744783937931	0.06686490709416837	1
P75728	GO:1901663	0.015414844267070293	0.06611467875207608	1
P05041	GO:0006760	0.015352743677794933	0.06584830091072147	1
P16095	GO:0006094	0.015233096666634083	0.06533508013569407	1
P0ACB0	GO:0003678	0.015117018483579159	0.06483716769732041	1
P69924	GO:0009263	0.015018795616924763	0.06441584488063917	1
P0A796	GO:0009137	0.015004911459982395	0.0643562893788558	1
P0A6S0	GO:0009425	0.014993972145020962	0.06430936565173297	1
P0ABX2	GO:0071978	0.014759069308638573	0.06330175990734684	1
P31069	GO:0071805	0.014749555848538876	0.06326095232412193	1
P30845	GO:0016776	0.014498826116323471	0.06218545778195566	1
P0AD61	GO:0009137	0.014343222603201866	0.06151800311822072	1
P16431	GO:0009326	0.013751674443483353	0.05898058239996625	1
P76014	GO:0046174	0.01373389270156622	0.05890430837289691	1
P16429	GO:0015944	0.013678518123924732	0.05866678147290797	1
P0A700	GO:0016151	0.013676214031875134	0.05865689816787631	1
P0AB71	GO:0009179	0.013583595864474773	0.05825961647071024	1
P0AEW1	GO:0015944	0.013487095013260841	0.05784568016615654	1
P75799	GO:0035673	0.013467214070260525	0.05776040170515779	1
P08622	GO:0060090	0.01321652252227068	0.05668507095260603	1
Q46939	GO:0046165	0.012788712047040462	0.05484999608084582	1
P24218	GO:0007059	0.012623272836208344	0.054140351609334246	1
P16431	GO:0008137	0.012596051208674908	0.05402358559366307	1
P0A8G3	GO:0016861	0.012076090089976788	0.05179323444879738	1
P0AFR2	GO:0098661	0.012032970786094666	0.051608276025328914	1
P0AE70	GO:0110001	0.01202019490301609	0.051553474417235	1
P0A8N7	GO:0071467	0.012002737261354923	0.05147859060445467	1
P31667	GO:0004520	0.011748871766030788	0.05038964533955533	1
P0ABD5	GO:0034032	0.011677789501845837	0.05008474098497301	1
P69210	GO:0015846	0.01160099171102047	0.04975532012150657	1
P0ABD8	GO:0033875	0.011488095857203007	0.049271058149298295	1
P75828	GO:0071897	0.011392341926693916	0.04886032572939916	1
P00452	GO:0009262	0.011128513142466545	0.04772864335971861	1
P52127	GO:0140546	0.010991126298904419	0.047139328326710965	1
P27278	GO:0072525	0.01096147857606411	0.04701215567821543	1
P76398	GO:1901618	0.01065894216299057	0.0457144385778453	1
P77444	GO:0031163	0.010609261691570282	0.045501336304761615	1
P0A873	GO:0008173	0.010211197659373283	0.043793857537573484	1
P64467	GO:0009295	0.009961724281311035	0.04272375207321146	1
P64606	GO:0005319	0.009924578480422497	0.042564416737242226	1
P0A8M0	GO:0016875	0.009676718153059483	0.0415012303853761	1
P0AFD1	GO:0015453	0.009638296440243721	0.041336422079361036	1
P63386	GO:0005319	0.009592062793672085	0.041138104815138375	1
P76578	GO:0004867	0.009476703591644764	0.04064327641535988	0
P22186	GO:0009295	0.009347168728709221	0.040087642119911636	1
P77445	GO:0009310	0.009219178929924965	0.03953863531154809	1
P76298	GO:0046903	0.009176365099847317	0.03935498720499571	1
P11447	GO:0006525	0.009155088104307652	0.03926372043589572	1
P77455	GO:0042178	0.008976568467915058	0.03849796803424279	1
P37766	GO:0016782	0.008961232379078865	0.03843218453223939	1
P0AEF8	GO:0035672	0.00869656726717949	0.0372969147705142	1
P05055	GO:0004540	0.008465461432933807	0.036305596105600225	1
P0A9M2	GO:0009156	0.008413566276431084	0.03608299403487495	1
P37327	GO:0008028	0.008376558311283588	0.03592424993946541	1
P45522	GO:0015297	0.008220032788813114	0.035252840355770344	1
P0AAX8	GO:0017171	0.008169387467205524	0.03503559939876879	1
P21177	GO:0016042	0.008085653185844421	0.034676424753622544	1
P0A7Y0	GO:0019899	0.007897602394223213	0.03386978886624042	1
P23886	GO:0072348	0.00774299306795001	0.033206598724785714	1
P77743	GO:0044242	0.0076825241558253765	0.032947219893299934	1
P52613	GO:0042330	0.0075166658498346806	0.03223577773089739	1
P0A9C9	GO:0019400	0.00751062948256731	0.03220988498976452	1
P0ACC9	GO:0016407	0.007508345413953066	0.03220008757440876	1
P0AC44	GO:0006099	0.007409404963254929	0.03177568671143532	1
P37690	GO:0032153	0.0072946143336594105	0.031283297178965566	1
P0ACV2	GO:0043650	0.007097546476870775	0.030437982973347155	1
P02942	GO:0042330	0.007094872184097767	0.030426511708028472	1
P02921	GO:1901505	0.007065836805850267	0.030301965685668064	1
P0ADA3	GO:0032153	0.007002227008342743	0.030029114159671657	1
P02925	GO:0030246	0.0069738333113491535	0.02990732060180875	1
P0A9B2	GO:0072523	0.006959945894777775	0.029847751117985124	1
P41036	GO:1901505	0.006822351366281509	0.029257545229269294	1
P08178	GO:0009124	0.006779786199331284	0.029074963752645552	1
O32583	GO:0072528	0.006723309867084026	0.0288327109230477	1
P76339	GO:0016775	0.006694487761706114	0.02870907972560736	1
P69423	GO:0071806	0.006585939787328243	0.028243467797675698	1
P0AFS3	GO:0043604	0.006562164053320885	0.028141482795996906	1
P0ADZ7	GO:0071806	0.006514242850244045	0.027935926829786625	1
P02918	GO:0050793	0.006428205408155918	0.02756687287447736	1
P37388	GO:0015749	0.00634634168818593	0.027215721923007793	1
P05793	GO:0043604	0.006301450543105602	0.027023163261939192	1
P36548	GO:0016811	0.006245044991374016	0.02678121404235848	1
P10371	GO:0009072	0.0061759003438055515	0.026484621011995387	1
P32169	GO:0019320	0.006155111361294985	0.02639544755406621	1
P07913	GO:0009069	0.006152926944196224	0.02638607758965563	1
P0A6D7	GO:0009072	0.006101443897932768	0.026165243248306467	1
P0A6T1	GO:0019362	0.006041381508111954	0.02590760817698492	1
P02358	GO:0002181	0.005971990991383791	0.02560996050129913	1
P60422	GO:0044391	0.005868358537554741	0.025165433490084165	1
P0AAI1	GO:0031669	0.005775551777333021	0.024767342832017165	1
P0A6P9	GO:0046434	0.005690985359251499	0.024404598771735193	1
P0A996	GO:1901616	0.005664740689098835	0.02429202337327429	1
P0A8Z0	GO:0072330	0.005608015228062868	0.02404870191631347	1
P17315	GO:0051649	0.005563511047512293	0.023857803123167532	1
P33235	GO:0030030	0.005505876149982214	0.02361058067697332	1
P0A7X3	GO:0000049	0.005423628259450197	0.02325778184218703	1
P0A962	GO:0051289	0.005422240123152733	0.02325182749046929	1
P76038	GO:0006576	0.005406043492257595	0.023182352729836445	1
P77212	GO:0016651	0.005341656040400267	0.022906165488520133	1
P23882	GO:0006400	0.005339635070413351	0.022897496623557032	1
P0A749	GO:0050793	0.005334475543349981	0.022875365051254926	1
P60472	GO:0006024	0.005325081758201122	0.022835070808651096	1
P75937	GO:0071973	0.005312436260282993	0.0227808284821677	1
P0A796	GO:0072524	0.005303659942001104	0.02274318283747656	1
P0A8Q0	GO:0030030	0.005264203995466232	0.02257393822982946	1
P64638	GO:0051649	0.005214572884142399	0.02236104768478404	1
P0A8Q0	GO:0019645	0.005097801797091961	0.021860163064137312	1
P0ACC7	GO:0009252	0.005073517095297575	0.02175599486674316	1
Q46925	GO:0170040	0.004814961459487677	0.020646931443339595	1
P0C0T5	GO:0006023	0.004725469276309013	0.020263058522785808	1
P0AGJ2	GO:0008989	0.00471439678221941	0.020215563529446503	0
Q47157	GO:0044877	0.004708833526819944	0.020191700181586097	1
P76553	GO:0106322	0.004662635270506144	0.01999353472237201	0
P37681	GO:0006024	0.004613144788891077	0.019781247402492225	1
P0AG48	GO:0005198	0.004610696341842413	0.01977074489282034	1
P37747	GO:1903509	0.004543295595794916	0.019481632253997988	1
P0AGB3	GO:0006310	0.0044356645084917545	0.019019953274248894	1
P12995	GO:0030170	0.004397187847644091	0.01885490927098368	1
P37180	GO:0009061	0.004396502859890461	0.01885197104509411	1
P0A9S1	GO:0046365	0.004377602133899927	0.018770897183345896	1
P0AAR0	GO:0051703	0.00435565086081624	0.018676738129345772	1
P0A8T7	GO:0098743	0.004347685258835554	0.01864257001781149	1
P06959	GO:0016747	0.004341369494795799	0.018615478816084642	1
P27298	GO:0006260	0.004341249354183674	0.018614963478029233	1
P06610	GO:1901700	0.004296035505831242	0.018421020594974587	1
P76341	GO:0051260	0.0041762422770261765	0.017907172625569675	1
P77704	GO:0051260	0.004150575026869774	0.017797074045669662	1
P0AA82	GO:0015293	0.004127907566726208	0.01769984293768031	1
P0ACP1	GO:0000987	0.0041220965795218945	0.017674916954759912	1
P0A7F3	GO:0072527	0.004113452509045601	0.017637838581416588	1
P45420	GO:0022803	0.004106815904378891	0.01760937114744099	1
P23485	GO:0006826	0.004089293535798788	0.017534209691289725	1
P0A7B3	GO:0006164	0.003977674059569836	0.01705542268656161	1
P0AGJ7	GO:0009451	0.0039542485028505325	0.016954939755493937	1
P0A9S7	GO:1903825	0.00394157599657774	0.01690058157781979	1
P0A9W3	GO:0010608	0.0038987367879599333	0.016716824611096786	1
P75917	GO:0042710	0.0038938114885240793	0.016695697748259297	1
P11557	GO:0022402	0.003882916644215584	0.016648964776114328	1
P45751	GO:0009057	0.0038023635279387236	0.01630343560354767	1
P33591	GO:0000041	0.003796088509261608	0.01627651917732411	1
P0A8T7	GO:0098771	0.003788608592003584	0.016244434389789023	1
P76008	GO:0045229	0.0037760452833026648	0.016190544610463688	1
P12999	GO:0044272	0.003772325348109007	0.016174588106372047	1
P33231	GO:0015078	0.0037311615888029337	0.01599801790834426	1
P28305	GO:0016830	0.0037227196153253317	0.01596180642149725	1
P0A8P6	GO:0022402	0.003721885848790407	0.015958230015341388	1
P0A756	GO:0006873	0.00371951493434608	0.015948060078484334	1
P0DTT0	GO:0009408	0.0037082969211041927	0.015899940886918994	1
