protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
P75830	GO:1901618	18	25	10	1.0	1.0	0
P0ACG8	GO:0044249	38	590	31	1.0	1.0	0
P33941	GO:0055085	190	561	178	1.0	1.0	1
P0A6S0	GO:0042330	21	36	12	1.0	1.0	0
P0A7T7	GO:0043226	103	124	56	1.0	1.0	1
P28635	GO:0098797	195	214	182	1.0	1.0	1
P23878	GO:0016817	192	191	58	1.0	1.0	1
P0AEF8	GO:1902495	190	283	186	1.0	1.0	1
P29018	GO:0005575	191	2514	190	1.0	1.0	1
P77308	GO:0098797	190	214	182	1.0	1.0	1
P0A9S7	GO:0098797	190	214	182	1.0	1.0	1
P0AFD6	GO:0022900	18	86	14	1.0	1.0	1
P52600	GO:1901618	14	25	10	1.0	1.0	0
P0AEF8	GO:0032991	190	928	188	1.0	1.0	1
P76398	GO:1901618	14	25	9	1.0	1.0	1
P15028	GO:0051234	197	645	189	1.0	1.0	1
P60624	GO:0019538	103	239	66	1.0	1.0	1
P0AFS1	GO:0009987	190	2239	183	1.0	1.0	1
P0AG80	GO:0009987	196	2239	187	1.0	1.0	1
P0A7U7	GO:1901564	97	783	73	1.0	1.0	1
P02359	GO:0044238	106	1282	89	1.0	1.0	1
P60422	GO:0044391	136	58	55	1.0	1.0	1
P0AFD1	GO:0015453	20	27	11	1.0	1.0	1
P0A9S7	GO:0005215	190	490	150	1.0	1.0	1
P0A7G2	GO:0019538	20	239	20	1.0	1.0	0
P02918	GO:0050793	19	46	14	1.0	1.0	1
P0ABM1	GO:0098533	190	192	186	1.0	1.0	1
P0A8T7	GO:0044237	94	1171	78	1.0	1.0	1
P0A7L3	GO:0006412	102	104	66	1.0	1.0	1
Q6BEX0	GO:0098657	193	136	61	1.0	1.0	1
P52130	GO:0031324	23	191	17	1.0	1.0	0
P0A9S7	GO:1903825	190	82	34	1.0	1.0	1
P0AG44	GO:0005829	104	916	71	1.0	1.0	1
P0A7W7	GO:0003723	105	172	62	1.0	1.0	1
P52129	GO:0006355	24	344	23	1.0	1.0	1
P23876	GO:0098797	190	214	182	1.0	1.0	1
P23886	GO:0072348	191	34	22	1.0	1.0	1
P36675	GO:0009059	54	343	53	1.0	1.0	1
P0AEU0	GO:0009987	190	2239	183	1.0	1.0	1
P52130	GO:0050789	23	606	23	1.0	1.0	1
P0AEF8	GO:0035672	190	30	25	1.0	1.0	1
P02358	GO:0002181	99	55	54	1.0	1.0	1
P16431	GO:0009326	27	20	18	1.0	1.0	1
P30750	GO:0098739	200	113	52	1.0	1.0	1
P0ABL8	GO:0098797	191	214	182	1.0	1.0	1
P0AGE0	GO:0006139	42	572	35	1.0	1.0	1
P37313	GO:0055052	193	148	143	1.0	1.0	1
P52600	GO:0005319	14	25	11	1.0	1.0	0
P0A7L8	GO:0032991	101	928	73	1.0	1.0	1
P0ABZ1	GO:0043226	30	124	20	1.0	1.0	1
P16701	GO:0005886	190	919	142	1.0	1.0	1
P0A7U7	GO:0006412	97	104	69	1.0	1.0	1
P52613	GO:0042330	12	36	9	0.9999999999999999	0.9999999999999999	1
P0ABL8	GO:1901564	191	783	6	0.9999999999999999	0.9999999999999999	1
P76108	GO:0030288	190	182	43	0.9999999999999999	0.9999999999999999	1
P0AG99	GO:0043952	42	9	8	0.9999999999999996	0.9999999999999996	1
P0AA10	GO:0044238	111	1282	85	0.9999999999999992	0.9999999999999992	1
P0A7Z4	GO:0000345	105	11	10	0.9999999999999991	0.9999999999999991	1
P75830	GO:1902495	18	283	16	0.999999999999999	0.999999999999999	1
P67701	GO:0031324	23	191	16	0.999999999999998	0.999999999999998	0
P0AE72	GO:0009892	22	207	16	0.9999999999999976	0.9999999999999976	0
P31547	GO:0046942	191	117	33	0.9999999999999973	0.9999999999999973	1
A5A618	GO:0045333	9	89	9	0.9999999999999939	0.9999999999999939	0
P24181	GO:0046942	13	117	11	0.9999999999999936	0.9999999999999936	0
P67701	GO:0010605	23	205	16	0.9999999999999936	0.9999999999999936	0
P67701	GO:0009892	23	207	16	0.9999999999999926	0.9999999999999926	0
P08365	GO:0048519	24	242	17	0.9999999999999909	0.9999999999999909	0
P0A6S0	GO:0009425	21	18	8	0.9999999999999836	0.9999999999999836	1
P23367	GO:0043170	26	712	24	0.9999999999999749	0.9999999999999749	1
P0AE72	GO:0048519	22	242	16	0.99999999999997	0.99999999999997	0
P10443	GO:0003676	35	593	27	0.9999999999999608	0.9999999999999608	1
P66817	GO:0009059	26	343	19	0.9999999999999373	0.9999999999999373	0
P66817	GO:0009059	26	343	19	0.9999999999999373	0.9999999999999373	0
P06972	GO:0098662	191	122	32	0.9999999999999295	0.9999999999999295	1
P0ADZ7	GO:0071806	12	39	8	0.9999999999999195	0.9999999999999195	1
P33594	GO:0098662	193	122	32	0.9999999999999044	0.9999999999999044	1
P75799	GO:0035673	190	18	13	0.99999999999987	0.99999999999987	1
P11349	GO:0052586	11	6	5	0.9999999999998413	0.9999999999998413	1
P36659	GO:0016043	34	380	22	0.9999999999997236	0.9999999999997236	0
P0A7G2	GO:1901564	20	783	20	0.999999999999587	0.999999999999587	0
P0A7G2	GO:1901564	20	783	20	0.999999999999587	0.999999999999587	0
P68191	GO:0032991	26	928	25	0.9999999999995681	0.9999999999995681	0
P33013	GO:0070008	5	14	5	0.999999999999558	0.999999999999558	1
P00579	GO:0000345	32	11	7	0.9999999999994519	0.9999999999994519	1
P0A6N4	GO:0097159	52	1241	45	0.9999999999993995	0.9999999999993995	1
P45769	GO:0005524	190	400	59	0.999999999998963	0.999999999998963	1
P52130	GO:0003676	23	593	20	0.9999999999985575	0.9999999999985575	0
P0A8A8	GO:0003676	23	593	20	0.9999999999985575	0.9999999999985575	0
P0A964	GO:0098561	16	6	5	0.9999999999984999	0.9999999999984999	1
P66817	GO:0034061	26	13	7	0.9999999999984868	0.9999999999984868	0
A5A618	GO:0009055	9	86	8	0.9999999999983924	0.9999999999983924	0
P0ACB0	GO:0003678	41	16	8	0.9999999999980265	0.9999999999980265	1
P0AFE8	GO:0098660	16	140	11	0.9999999999977195	0.9999999999977195	1
P0A6K3	GO:0005829	56	916	41	0.9999999999975727	0.9999999999975727	1
P76213	GO:0003676	18	593	17	0.999999999996222	0.999999999996222	0
P77444	GO:0031163	9	23	6	0.9999999999960522	0.9999999999960522	1
P0AFE0	GO:0015980	16	102	10	0.999999999995707	0.999999999995707	0
P76298	GO:0046903	22	30	8	0.9999999999956801	0.9999999999956801	1
P75728	GO:1901663	12	17	6	0.9999999999953566	0.9999999999953566	1
P52094	GO:0008150	190	2778	189	0.9999999999950766	0.9999999999950766	1
P0ABM1	GO:0008150	190	2778	189	0.9999999999950766	0.9999999999950766	1
P77622	GO:0008150	190	2778	189	0.9999999999950766	0.9999999999950766	1
P0A7G2	GO:0003676	20	593	18	0.9999999999941264	0.9999999999941264	0
P08957	GO:0090304	14	372	13	0.9999999999937087	0.9999999999937087	1
P56100	GO:0009055	10	86	8	0.9999999999921566	0.9999999999921566	0
P0A800	GO:0050794	84	526	40	0.9999999999920649	0.9999999999920649	1
P15043	GO:0044238	38	1282	35	0.9999999999871263	0.9999999999871263	1
P0AFC3	GO:0006812	16	166	11	0.9999999999846106	0.9999999999846106	1
P37388	GO:0015749	191	41	17	0.9999999999835905	0.9999999999835905	1
P0A7X3	GO:0000049	99	46	14	0.9999999999814986	0.9999999999814986	1
P03819	GO:0015079	8	14	5	0.999999999975431	0.999999999975431	1
P69346	GO:0003676	23	593	19	0.9999999999679398	0.9999999999679398	1
P0ABA6	GO:0034220	11	149	9	0.999999999964429	0.999999999964429	1
P24183	GO:0032991	22	928	21	0.9999999999439588	0.9999999999439588	1
P76909	GO:0035639	190	441	59	0.9999999999270046	0.9999999999270046	1
P43533	GO:0071973	7	51	6	0.9999999999205231	0.9999999999205231	0
P0A8T7	GO:0006355	94	344	33	0.999999999918392	0.999999999918392	1
P76399	GO:0042221	13	282	11	0.9999999998764763	0.9999999998764763	0
P76397	GO:0042221	13	282	11	0.9999999998764763	0.9999999998764763	0
P13458	GO:0033554	12	342	11	0.9999999998298482	0.9999999998298482	1
P62399	GO:0005488	101	2220	95	0.9999999997473793	0.9999999997473793	1
P29131	GO:0000270	22	71	9	0.9999999997227154	0.9999999997227154	0
P0A8V2	GO:2001141	98	344	33	0.9999999997130067	0.9999999997130067	1
P0ABV2	GO:0055080	10	76	7	0.9999999996896737	0.9999999996896737	1
P23830	GO:0003723	19	172	11	0.9999999996385897	0.9999999996385897	0
P0AG11	GO:1990234	19	89	9	0.9999999996031615	0.9999999996031615	1
P21177	GO:0016042	6	33	5	0.9999999995885045	0.9999999995885045	1
P31060	GO:0030554	191	471	60	0.999999999526698	0.999999999526698	1
P76194	GO:0006396	19	90	9	0.9999999995125836	0.9999999995125836	0
P76398	GO:0042221	14	282	11	0.9999999994721456	0.9999999994721456	0
P11557	GO:0022402	12	65	7	0.9999999993749777	0.9999999993749777	1
P0A7G2	GO:0032991	20	928	19	0.9999999993505441	0.9999999993505441	0
P17446	GO:0019695	4	4	3	0.999999999285809	0.999999999285809	1
P0AGD7	GO:0006605	59	9	6	0.999999999219691	0.999999999219691	1
P06710-1	GO:0005515	38	1464	35	0.9999999989125793	0.9999999989125793	0
P0A7G2	GO:0044237	20	1171	20	0.9999999985964726	0.9999999985964726	0
P0AAS7	GO:0006396	15	90	8	0.9999999985636346	0.9999999985636346	0
P37388	GO:0008643	191	111	25	0.9999999984201372	0.9999999984201372	1
P0ABB0	GO:0034220	19	149	10	0.9999999981015188	0.9999999981015188	1
P37180	GO:0044282	25	282	14	0.9999999980914573	0.9999999980914573	0
P0ABX2	GO:0030030	18	46	7	0.9999999979310747	0.9999999979310747	0
P0ABA6	GO:0006753	11	148	8	0.9999999977784955	0.9999999977784955	1
P0AA39	GO:0003724	29	8	5	0.9999999977666421	0.9999999977666421	0
P0C0R7	GO:0019538	11	239	9	0.9999999972471475	0.9999999972471475	0
P37180	GO:0044281	25	779	20	0.99999999487653	0.99999999487653	0
P0A7Z4	GO:0009987	105	2239	97	0.9999999947234524	0.9999999947234524	1
P21499	GO:0006396	41	90	11	0.9999999943613646	0.9999999943613646	1
Q46865	GO:0140098	24	125	10	0.9999999942199679	0.9999999942199679	1
P02942	GO:0042330	8	36	5	0.9999999939291286	0.9999999939291286	1
P36659	GO:0005829	34	916	26	0.999999993814073	0.999999993814073	0
P36659	GO:0009059	34	343	17	0.9999999926385046	0.9999999926385046	0
P0A780	GO:0009889	9	412	9	0.9999999918582646	0.9999999918582646	1
P63386	GO:1990531	8	4	3	0.9999999900013257	0.9999999900013257	1
P37765	GO:0010605	31	205	13	0.9999999871123	0.9999999871123	0
P37765	GO:0009892	31	207	13	0.9999999854967363	0.9999999854967363	0
P75937	GO:0071973	7	51	5	0.9999999851424922	0.9999999851424922	1
P00490	GO:0090304	17	372	12	0.9999999840068076	0.9999999840068076	0
P64636	GO:0072527	7	57	5	0.9999999707677293	0.9999999707677293	0
Q46835	GO:0009279	13	100	7	0.9999999701820367	0.9999999701820367	1
P76213	GO:0097159	18	1241	18	0.9999999688172895	0.9999999688172895	0
P76213	GO:0097159	18	1241	18	0.9999999688172895	0.9999999688172895	0
P76213	GO:0097159	18	1241	18	0.9999999688172895	0.9999999688172895	0
P0AE18	GO:0009059	13	343	10	0.9999999664143344	0.9999999664143344	0
P16528	GO:0046487	3	13	3	0.9999999607194937	0.9999999607194937	1
P0AE60	GO:0009408	7	61	5	0.9999999585707791	0.9999999585707791	0
P60472	GO:0006024	4	49	4	0.9999999569093676	0.9999999569093676	1
P33593	GO:0097367	194	521	60	0.9999999515555195	0.9999999515555195	1
P23485	GO:0006826	4	57	4	0.999999918661947	0.999999918661947	1
P37765	GO:0048519	31	242	13	0.9999999052266133	0.9999999052266133	0
P0A700	GO:0016151	11	17	4	0.9999998704244868	0.9999998704244868	1
P20966	GO:0034219	6	99	5	0.9999998640953934	0.9999998640953934	1
P0A915	GO:0030288	18	182	9	0.9999998592548018	0.9999998592548018	0
P0AE06	GO:0050896	20	768	16	0.9999998472641322	0.9999998472641322	1
P67697	GO:1902679	22	145	9	0.9999998343073095	0.9999998343073095	0
P68191	GO:0016043	26	380	14	0.999999821121054	0.999999821121054	0
P67701	GO:0090304	23	372	13	0.9999998168577595	0.9999998168577595	0
P77619	GO:0045229	4	69	4	0.9999998085522934	0.9999998085522934	0
P0AC44	GO:0006099	7	31	4	0.9999997926855803	0.9999997926855803	1
P16431	GO:0008137	27	19	5	0.9999997827141638	0.9999997827141638	1
P16432	GO:0043436	35	471	18	0.9999997772958288	0.9999997772958288	1
P0ABS1	GO:0051253	8	149	6	0.9999997756186114	0.9999997756186114	0
P0ACI0	GO:0045934	5	159	5	0.9999997270465716	0.9999997270465716	0
P11557	GO:0032991	12	928	12	0.9999996971358376	0.9999996971358376	0
P67701	GO:0051253	23	149	9	0.9999996707367286	0.9999996707367286	0
P23484	GO:0055082	4	87	4	0.9999995297290175	0.9999995297290175	1
P00956	GO:0006139	18	572	13	0.9999995107552074	0.9999995107552074	1
P0A7G6	GO:1902494	36	326	15	0.9999994589221253	0.9999994589221253	1
P77622	GO:0008104	190	83	18	0.9999994538516291	0.9999994538516291	1
P0A7T3	GO:0005575	96	2514	92	0.9999993941892537	0.9999993941892537	1
P37388	GO:0015407	191	6	5	0.9999993098768093	0.9999993098768093	1
P68699	GO:0006810	11	636	10	0.9999992736599624	0.9999992736599624	1
Q47157	GO:0044877	23	51	6	0.9999991886384618	0.9999991886384618	1
P0A7Z4	GO:0009266	105	80	13	0.9999991792209942	0.9999991792209942	1
P0A6S3	GO:0030030	14	46	5	0.9999991601930828	0.9999991601930828	0
P0AE70	GO:0140640	23	221	10	0.9999991537096335	0.9999991537096335	1
P75864	GO:0010605	15	205	8	0.9999990390136276	0.9999990390136276	0
Q47690	GO:0050667	2	4	2	0.9999988480098795	0.9999988480098795	0
P0A8F8	GO:0009380	35	4	3	0.9999988314049382	0.9999988314049382	1
P00956	GO:0005524	18	400	11	0.9999988221714192	0.9999988221714192	1
P23862	GO:0005515	31	1464	27	0.9999986636635962	0.9999986636635962	1
P0ACA3	GO:0009628	14	236	8	0.9999985889186856	0.9999985889186856	0
P33596	GO:0140097	8	102	5	0.9999985384196675	0.9999985384196675	0
P0ABS1	GO:0010605	8	205	6	0.9999984911364947	0.9999984911364947	0
P76194	GO:0016070	19	225	9	0.9999984611929992	0.9999984611929992	0
P0ABS1	GO:0009892	8	207	6	0.9999984015961085	0.9999984015961085	0
P0A8A8	GO:0097159	23	1241	20	0.9999980971869415	0.9999980971869415	0
P52130	GO:0097159	23	1241	20	0.9999980971869415	0.9999980971869415	0
P52130	GO:0097159	23	1241	20	0.9999980971869415	0.9999980971869415	0
P52130	GO:0097159	23	1241	20	0.9999980971869415	0.9999980971869415	0
P69797	GO:0015578	5	3	2	0.9999980800164657	0.9999980800164657	1
P45759	GO:0070727	5	84	4	0.9999980151120366	0.9999980151120366	1
P67697	GO:0043565	22	197	9	0.9999977590861985	0.9999977590861985	0
P0A7G2	GO:0097159	20	1241	18	0.9999977302928463	0.9999977302928463	0
P0A7G2	GO:0097159	20	1241	18	0.9999977302928463	0.9999977302928463	0
P0A7G2	GO:0097159	20	1241	18	0.9999977302928463	0.9999977302928463	0
P0AFF0	GO:0044237	16	1171	15	0.9999976316254606	0.9999976316254606	1
P11349	GO:0022904	11	77	5	0.9999974355623797	0.9999974355623797	1
P21893	GO:0003677	10	422	8	0.9999972491326488	0.9999972491326488	0
P21893	GO:0003677	10	422	8	0.9999972491326488	0.9999972491326488	0
P62399	GO:0003674	101	2773	100	0.9999972334633068	0.9999972334633068	1
P76014	GO:0047324	6	3	2	0.9999971200246986	0.9999971200246986	1
P52130	GO:0043565	23	197	9	0.9999965343821714	0.9999965343821714	0
P77173	GO:0000270	21	71	6	0.9999963423139578	0.9999963423139578	0
P0A9E2	GO:0051253	7	149	5	0.9999962357684754	0.9999962357684754	0
P0ABS1	GO:0048519	8	242	6	0.9999959704100801	0.9999959704100801	0
P25888	GO:0010605	9	205	6	0.9999957531584012	0.9999957531584012	0
P75864	GO:0003724	15	8	3	0.9999955346673443	0.9999955346673443	0
P25888	GO:0009892	9	207	6	0.9999955041167562	0.9999955041167562	0
P0C0R7	GO:1901564	11	783	10	0.9999943588571554	0.9999943588571554	0
P62615	GO:0046490	3	6	2	0.99999424540583	0.99999424540583	1
P0AE18	GO:0044249	13	590	10	0.9999938441938856	0.9999938441938856	0
P10121	GO:0051641	42	84	8	0.9999928225005065	0.9999928225005065	1
P11875	GO:0003723	11	172	6	0.99999253530992	0.99999253530992	0
P0C0R7	GO:0003676	11	593	9	0.999991645929897	0.999991645929897	0
P30748	GO:0031163	20	23	4	0.9999913583059061	0.9999913583059061	0
P0A7Y4	GO:0003677	11	422	8	0.9999912111298342	0.9999912111298342	0
P0A7Y4	GO:0003677	11	422	8	0.9999912111298342	0.9999912111298342	0
P0A9E2	GO:0055080	7	76	4	0.9999907074437759	0.9999907074437759	0
P15070	GO:0016043	22	380	11	0.9999902549945583	0.9999902549945583	0
P26458	GO:0015399	10	113	5	0.999990193765451	0.999990193765451	1
P77445	GO:0009310	6	28	3	0.9999897864881553	0.9999897864881553	1
P30128	GO:0140098	5	125	4	0.9999896717482898	0.9999896717482898	0
P0ADZ4	GO:0065007	101	638	38	0.9999892943728428	0.9999892943728428	1
P25888	GO:0048519	9	242	6	0.9999887972394526	0.9999887972394526	0
P0AD65	GO:0016020	11	1153	11	0.9999884037283715	0.9999884037283715	1
P30860	GO:0097638	190	5	4	0.9999883510095977	0.9999883510095977	1
P0A6F3	GO:0034219	6	99	4	0.9999882216110386	0.9999882216110386	0
P13445	GO:0016779	16	69	5	0.9999874186143826	0.9999874186143826	1
P0A9E2	GO:0031324	7	191	5	0.9999871321309146	0.9999871321309146	0
P14175	GO:0015838	191	12	6	0.9999863121471382	0.9999863121471382	1
P28307	GO:0019867	6	105	4	0.9999851004118231	0.9999851004118231	0
P36662	GO:0009055	7	86	4	0.999984765117231	0.999984765117231	0
P0ACA3	GO:0016070	14	225	7	0.9999846208019215	0.9999846208019215	0
P30749	GO:0031163	23	23	4	0.9999844850017571	0.9999844850017571	0
P0A993	GO:0019400	6	31	3	0.9999843631489457	0.9999843631489457	0
P0A921	GO:0016043	7	380	6	0.9999840996880068	0.9999840996880068	0
P0ABK7	GO:0071806	5	39	3	0.9999840448403907	0.9999840448403907	0
P06974	GO:0016043	31	380	13	0.9999839450471896	0.9999839450471896	0
P23830	GO:0003676	19	593	12	0.9999831869962839	0.9999831869962839	0
P32173	GO:0052586	4	6	2	0.9999827629797224	0.9999827629797224	0
P75726	GO:0035383	2	15	2	0.9999825281498386	0.9999825281498386	1
P77858	GO:0046872	19	715	13	0.9999824741785388	0.9999824741785388	0
P77437	GO:0046872	19	715	13	0.9999824741785388	0.9999824741785388	0
P0ABS1	GO:0055080	8	76	4	0.9999818303262654	0.9999818303262654	0
P0A9E2	GO:0010605	7	205	5	0.999981774814936	0.999981774814936	0
P0AEP9	GO:0046296	5	6	2	0.9999808536957698	0.9999808536957698	1
P63386	GO:0005319	8	25	3	0.9999804134458008	0.9999804134458008	1
P33195	GO:0170033	5	148	4	0.9999802421000963	0.9999802421000963	1
P0AAS7	GO:0005737	15	857	12	0.9999788858138974	0.9999788858138974	0
P0ABD8	GO:0033875	10	21	3	0.9999764626279911	0.9999764626279911	1
P52612	GO:0006753	37	148	9	0.999975925983079	0.999975925983079	1
P0ABJ9	GO:0022804	10	239	6	0.999975840122152	0.999975840122152	0
P0A6Z1	GO:0071840	16	394	9	0.999974545030557	0.999974545030557	1
P0C0R7	GO:0097159	11	1241	11	0.9999736168600266	0.9999736168600266	0
P06722	GO:0003676	12	593	9	0.9999730343678753	0.9999730343678753	1
P32715	GO:0032153	7	31	3	0.9999728733150315	0.9999728733150315	0
P0ABH7	GO:0046487	16	13	3	0.9999725373743141	0.9999725373743141	0
P42593	GO:0052586	5	6	2	0.9999713072760062	0.9999713072760062	0
P0ABS5	GO:1990234	35	89	7	0.9999710257733475	0.9999710257733475	1
P42630	GO:0009069	6	38	3	0.9999708459147071	0.9999708459147071	0
P0A7Y4	GO:0033554	11	342	7	0.9999698505148535	0.9999698505148535	0
P0ABS1	GO:0009059	8	343	6	0.9999689350361568	0.9999689350361568	0
P0ABS1	GO:0009059	8	343	6	0.9999689350361568	0.9999689350361568	0
P28307	GO:0071806	6	39	3	0.9999684461100374	0.9999684461100374	0
P05055	GO:0050794	25	526	13	0.9999682519695666	0.9999682519695666	1
P75863	GO:0000103	4	8	2	0.9999678641677061	0.9999678641677061	0
P32721	GO:0015146	191	9	5	0.9999676671984485	0.9999676671984485	1
P24180	GO:0003824	14	1682	0	0.9999676044228182	0.9999676044228182	0
P26458	GO:0016020	10	1153	10	0.99996732329063	0.99996732329063	1
P0ABZ6	GO:0016020	10	1153	10	0.9999670374051587	0.9999670374051587	0
P26218	GO:0003824	18	1682	1	0.9999669526100321	0.9999669526100321	0
P0A932	GO:0003824	18	1682	1	0.9999669526100321	0.9999669526100321	0
Q47706	GO:0003824	18	1682	1	0.9999669526100321	0.9999669526100321	0
P0A940	GO:0097159	21	1241	0	0.9999639581904514	0.9999639581904514	0
P0A940	GO:0097159	21	1241	0	0.9999639581904514	0.9999639581904514	0
P0A940	GO:0097159	21	1241	0	0.9999639581904514	0.9999639581904514	0
P0ACQ7	GO:0006520	7	237	5	0.9999636646391711	0.9999636646391711	1
P52130	GO:0016020	23	1153	0	0.9999631091903551	0.9999631091903551	0
P67910	GO:0003723	5	172	4	0.9999630459594593	0.9999630459594593	0
P30128	GO:0003677	5	422	5	0.9999630396445387	0.9999630396445387	1
P04968	GO:0046395	5	176	4	0.999959507089375	0.999959507089375	0
P0ABD5	GO:0034032	12	21	3	0.9999573029413514	0.9999573029413514	1
P77509	GO:1901265	190	639	59	0.9999547979722994	0.9999547979722994	1
P0AEL0	GO:0015075	19	123	6	0.999954466388308	0.999954466388308	0
P0AEK7	GO:0015075	19	123	6	0.999954466388308	0.999954466388308	0
P13036	GO:0070727	9	84	4	0.9999525207955232	0.9999525207955232	0
P77783	GO:0016491	8	371	6	0.999951810963153	0.999951810963153	1
P0A8Q0	GO:0016491	8	371	6	0.999951810963153	0.999951810963153	1
P0A8M0	GO:0016875	2	24	2	0.9999514244165842	0.9999514244165842	1
P05055	GO:0004540	25	29	4	0.9999509950576155	0.9999509950576155	1
P07024	GO:0009259	9	85	4	0.9999502553798634	0.9999502553798634	0
P69423	GO:0071806	7	39	3	0.9999495345679082	0.9999495345679082	1
P0AEL0	GO:0015318	19	126	6	0.999947885808419	0.999947885808419	0
P0AEK7	GO:0015318	19	126	6	0.999947885808419	0.999947885808419	0
P36659	GO:1901564	34	783	19	0.9999460568005237	0.9999460568005237	0
P36659	GO:1901564	34	783	19	0.9999460568005237	0.9999460568005237	0
P09377	GO:0031324	5	191	4	0.9999439597826154	0.9999439597826154	0
P30128	GO:0031324	5	191	4	0.9999439597826154	0.9999439597826154	0
P09377	GO:0031324	5	191	4	0.9999439597826154	0.9999439597826154	0
P23878	GO:0015620	192	6	4	0.9999427862826626	0.9999427862826626	1
P67697	GO:0016020	22	1153	0	0.9999423906791419	0.9999423906791419	0
P77747	GO:0097159	20	1241	0	0.9999412190518394	0.9999412190518394	0
P43329	GO:0010605	18	205	7	0.9999401873948056	0.9999401873948056	0
P37766	GO:0016782	2	27	2	0.9999376005351378	0.9999376005351378	1
P43329	GO:0009892	18	207	7	0.9999363819536004	0.9999363819536004	0
P52614	GO:0071978	16	17	3	0.9999357544508914	0.9999357544508914	0
P0ACG1	GO:0043226	7	124	4	0.9999351099848754	0.9999351099848754	0
P00582	GO:0009295	12	23	3	0.9999342266191122	0.9999342266191122	0
P36928	GO:0009891	3	132	3	0.9999331052978055	0.9999331052978055	0
P0AGJ5	GO:0003724	36	8	3	0.9999321901914785	0.9999321901914785	0
P24181	GO:0003824	13	1682	0	0.9999320601561386	0.9999320601561386	0
P24181	GO:0003824	13	1682	0	0.9999320601561386	0.9999320601561386	0
P45530	GO:0090407	15	174	6	0.9999302246926404	0.9999302246926404	0
P0ABZ6	GO:0051234	10	645	8	0.99992894915295	0.99992894915295	0
P0AAJ1	GO:0009055	4	86	3	0.9999287907746085	0.9999287907746085	0
P0A996	GO:1901616	7	44	3	0.9999266362523233	0.9999266362523233	1
P0AB38	GO:0017171	10	29	3	0.9999260270706413	0.9999260270706413	0
P46022	GO:0022402	5	65	3	0.9999249806441157	0.9999249806441157	0
P06986	GO:0170034	4	89	3	0.9999236931647608	0.9999236931647608	1
P0ABX2	GO:0071978	18	17	3	0.999923217465195	0.999923217465195	1
P07024	GO:1901564	9	783	8	0.9999202957876108	0.9999202957876108	0
P02932	GO:0097159	25	1241	1	0.9999196431488789	0.9999196431488789	0
P0A9E2	GO:0010557	7	131	4	0.999919503363362	0.999919503363362	0
P37690	GO:0032153	2	31	2	0.9999164807162614	0.9999164807162614	1
P0A927	GO:0097159	19	1241	0	0.9999041524071913	0.9999041524071913	0
P45532	GO:0072527	15	57	4	0.9999005248496291	0.9999005248496291	0
P0ACI0	GO:0006950	5	514	5	0.9998993022156935	0.9998993022156935	0
P0A912	GO:0030288	10	182	5	0.9998972825979108	0.9998972825979108	0
P25714	GO:0015399	15	113	5	0.9998970943657868	0.9998970943657868	0
P16095	GO:0006094	4	15	2	0.9998959474655728	0.9998959474655728	1
P45531	GO:0090407	16	174	6	0.9998941969195593	0.9998941969195593	0
A5A618	GO:0044237	9	1171	9	0.9998933221896377	0.9998933221896377	0
